EJE;DEN. EJE (CORTA);DEN. EJE (LARGA);DESCRIPCIÓN;OBJETIVO;DEN. OBJETIVO (CORTA);DEN. OBJETIVO (LARGA);DESCRIPCIÓN;LINEA;DEN. LINEA ACTUACIÓN (CORTA);DEN. LINEA ACTUACIÓN (LARGA);DESCRIPCIÓN;PEP;DEN. PEP(CORTA);DEN. PEP(LARGA);;AMOUNT
1;Transparencia;Eje 1. Rigor Económico y Transparencia;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;101;Rigor económico;Rigor económico y responsabilidad;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;10104;Gestión Municipal;Apoyo a la gestión municipal;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;2006000162;G/C Tesorería;Gasto corriente afecto a Tesorería;Gasto corriente afecto a Tesorería;11250
1;Transparencia;Eje 1. Rigor Económico y Transparencia;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;101;Rigor económico;Rigor económico y responsabilidad;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;10104;Gestión Municipal;Apoyo a la gestión municipal;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;2006000171;G/C Presupuestos;Gastos Generales Presupuestos;Gastos Generales Presupuestos;81200
1;Transparencia;Eje 1. Rigor Económico y Transparencia;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;101;Rigor económico;Rigor económico y responsabilidad;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;10104;Gestión Municipal;Apoyo a la gestión municipal;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;2006000173;G/C Contratación;Gasto corriente afecto a  Contratación;Gasto corriente afecto a  Contratación;20000
1;Transparencia;Eje 1. Rigor Económico y Transparencia;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;101;Rigor económico;Rigor económico y responsabilidad;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;10104;Gestión Municipal;Apoyo a la gestión municipal;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;2006000189;G/C Salud Laboral;Gasto corriente Salud Laboral;Gasto corriente Salud Laboral;25145
1;Transparencia;Eje 1. Rigor Económico y Transparencia;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;101;Rigor económico;Rigor económico y responsabilidad;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;10104;Gestión Municipal;Apoyo a la gestión municipal;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;2006000215;G/C Función Pública;Gasto Corriente de Función Pública;Gasto Corriente de Función Pública;37351
1;Transparencia;Eje 1. Rigor Económico y Transparencia;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;101;Rigor económico;Rigor económico y responsabilidad;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;10104;Gestión Municipal;Apoyo a la gestión municipal;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;2006000220;G/C Actividad general/Protección civil;Gasto corriente actividad general/Protección civil;Gasto corriente actividad general/Protección civil;44485
1;Transparencia;Eje 1. Rigor Económico y Transparencia;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;101;Rigor económico;Rigor económico y responsabilidad;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;10104;Gestión Municipal;Apoyo a la gestión municipal;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;2006000221;G/C Gastos diversos/Seguridad ciudadana;Gasto corriente actividad general de Seguridad  Ciudadana;Gasto corriente actividad general de Seguridad  Ciudadana;59300
1;Transparencia;Eje 1. Rigor Económico y Transparencia;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;101;Rigor económico;Rigor económico y responsabilidad;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;10104;Gestión Municipal;Apoyo a la gestión municipal;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;2006000222;G/C Asistencias Técnicas/Seg.Ciud-Prot.C;G/C Asistencias Técnicas/Seguridad Ciudadana-Protección Civil;G/C Asistencias Técnicas/Seguridad Ciudadana-Protección Civil;534582
1;Transparencia;Eje 1. Rigor Económico y Transparencia;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;101;Rigor económico;Rigor económico y responsabilidad;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;10104;Gestión Municipal;Apoyo a la gestión municipal;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;2006000228;Cultura - Servicios Generales;Servicios Generales de Cultura;Servicios Generales de Cultura;126000
1;Transparencia;Eje 1. Rigor Económico y Transparencia;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;101;Rigor económico;Rigor económico y responsabilidad;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;10104;Gestión Municipal;Apoyo a la gestión municipal;Cohesionar a todo el personal municipal, en torno a la importancia de aunar esfuerzos para conseguir un Ayuntamiento de Bilbao eficiente, y transparente. En continua búsqueda de oportunidades de mejora, acercándolo a la ciudadanía, a través de la información y la participación.;2006000230;G/C Conserjería;Gasto corriente Conserjería;Gasto corriente Conserjería;4104
