CIF;Empresa;Direccion;Codigo_postal;Telefono;Fax;Email
U95756532;UTE DRAGADOS, S.A. / COMSA, S.A. / DRACE INFRAESTRUCTURAS, S.A. y nº 3, UTE LOINTEK, S.L. / LOROÑO, S.A. / GEOTECNIA Y CIMIENTOS, S.A. / TECSA, S.A. ;C/ SANTIAGO DE COMPOSTELA, 12 - 1ª PLANTA ;48003;946361821;946361832;estudios@exbasa.es
A95030268;UTE EMPRESA CONSTRUCTORA URBELAN  S.A. - CONSTRUCCIONES LAUKI, S.A.;POL. TORRELARRAGOITI, PARCELA 5G, PAB. 20     ZAMUDIO;48170;944523710;944520610;estudios@urbelan.com
B20889903;UTE ENEA ESTRATEGIAS PARA LA SOSTENIBILIDAD, S.L. - MINUARTIA ESTUDIS AMBIENTALS, S.L. - IKERTALDE GRUPO CONSULTOR, S.A.;PILOTEGI BIDEA, 2-OF. 106       DONOSTIA-SAN SEBASTIAN;20018;943211805;943224735;enea@eneaconsultoria.com
U95624797;UTE ETRA NORTE SA - ELECTRONIC TRAFIC SA;ERRERUENA KALEA (ZABALONDO) PAB G;48100;946742060;;
U-9561679;UTE ETRA NORTE-API MOVILIDAD II ;POL. IND. ZABALONDO C/ ERRERUENA PAB. G;48100;946742060;946740994;etra.norte@grupoetra.es
U95567475;UTE EULEN - CONSTRUCCIONES MENDIGORRI S.A. - URBANIZACIONES IRUÑA S.A.;AVDA. LEHENDAKARI AGUIRRE Nº29, 5ª PL       BILBAO;48014;944797200;944761189;hmurga@eulen.com
U95818415;UTE EXBASA OBRAS Y SERVICIOS SL /CAMPEZO OBRAS Y SERVICIOS SA;HENAO,2 ;48009;944417700;;juribarren@pabisa-cys.com
U95784930;UTE EXCAVACIONES GABIKA, S.L. y SIECSA CONSTRUCCION Y SERVICIOS, S.A. ;C/NAFARROA, 1-3º B;48340;;;siecsa@siecsa.com
U95565602;UTE EXISA CRESA;Bº BARRONDO, POL. UGARTE, PAB. B-5    ZARATAMO;48480;946713550;946713658;estudios.euskadi@exisa.es
U-95574869;UTE FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A. / ANSAREO SANEAMIENTO Y SERVICIOS, S.A. ;POLÍGONO GRANADA, PAB. M-1   - ORTUELLA;48530;946356714;946354828;asaser@asaser.com
U95632295;UTE FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A. / ELAI SERBITZUAK, S.L.;ALAMEDA MAZARREDO, 15-4º A-B;48001;944230505;944233609;EOriveF@fcc.es
u95398228;UTE FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A. / GMSM MEDIOAMBIENTE, S.A. (RSU BILBAO UTE);Alda. Mazarredo nº 15;48001;;;
G95505335;UTE GARABI: SUFI S.A., Y AFER SERVICIOS Y MANTENIMIENTO, S.A.;;;;;
U95840906;UTE GAZTAROA-SARTU ;C/LA LAGUNA, 5 - LONJA;48003;944160420;;gaztaroa@sartu.org
B95452934;UTE IBARROLA ARQUITECTOS S.L. - PABLO PEREZ BEASCOECHEA -  IÑIGO ERDOZAIN GONZALEZ - JOAN MORETO QUINTANA;LICENCIADO POZA, 8 - 1º    BILBAO;48008;944100128;944105856;ibr@ibrarquitectura.com
U95560215;UTE IBR + ZON.a;ESTARTETXE 5-1º  - LEIOA;48940;944100128;944105856;
U95815049;UTE INDARLAN OBRAS Y EVENTOS, S.L.L. / CONSTRUCCIONES LEGASKO S.L. ;C/LANDABE, 14;48600;;;indarlanobrasyeventos@gmail.com
U86324845;UTE INDRA SISTEMAS, S.A. / INICIATIVAS AMBIENTALES DE EUSKADI, S.L. ;AVDA. BRUSELAS, Nº 35   ;28108;944818200;944818502;jmtejada@eservicios.indra.es
B95496311;UTE INGELAN 2000, SL - CERTUM, SA;URIBITARTE 22-3º E y F   BILBAO;48001;944014845;944014845;ofertasAATT@certum.es
U95664926;UTE Iniciativas Ambientales de Euskadi, S.L./ Indra Sistemas, S.A.;AVDA. LEHENDAKARI AGUIRRE, Nº 185-3º D;48015;944479206;;ibon@iniciativasambientales.es
U95604922;UTE IRALA (Asfaltos Uribe / Codesport / Scorpio);Pl. Sagrado Corazón, 4, 1º, oficina 4  Bilbao;48011;944411701;944425810;asfaltosuribe@asfaltosuribe.com
U95628145;UTE JOSE ANTONIO OLABARRI CONSTRUCCIONES S.L. - TEIC S.A. “UTE ITURRIBIDE”;ALAMEDA URQUIJO 33, 1ºIZDA;48008;944222920;944221545;info@olabarri.es
U95658092;UTE JOSÉ ANTONIO OLÁBARRI CONSTRUCCIONES S.L. Y CIMENTACIONES ABANDO S.A. (UTE  URIBITARTE);C/ UDIARRAGA 1, BAJO;48490;946480393;946480153;info@olabarri.es
U95604211;UTE LA MACHINE FACTORIA GRAFICA,S.L. Y CUATROBARRAS CONSULTORES, S.L.;CALZADAS DE MALLONA, 3   BILBAO;48006;609436586;944058637;msaez@cuatrobarras.com
G95278065;UTE LA RIBERA;;;;;
U95604138;UTE LEGASKO-PAVINSA ;Gregorio de la Revilla, 27  6º  Bilbao;48010;944355215;944233506;legasko@legasko.com
U95588687;UTE MANTENIMIENTO COLEGIOS II (FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A / SANTUCHU GRUPO EMPRESARIAL, S.A. );ALDA. MAZARREDO Nº15-4º  - BILBAO;48001;944230505;944233609;JBolumburuA@fcc.es
U95745220;UTE MANTENIMIENTO DE COLEGIOS III;SANTUTXU , 37;48004;944331799;944473813;central@santutxu.com
U95618393;UTE MERCADO DE LA RIBERA;Santiago de Compostela 12-1;48003;944998778;;estudios@exbasa.es
U95572871;UTE MERCADO RIBERA   (CONSTRUCCIONES AMENABAR S.A./EXBASA OBRAS Y SERVICIOS S.L.);NAFARROA KALEA, 50   -  ZARAUTZ;20800;943831100;943131184;estudios@consamenabar.es
U95721270;UTE MUELLE ARRIAGA;C/ SANTIAGO DE COMPOSTELA, Nº 12-1ª PLANTA;48003;946361821;946361832;estudios@exbasa.es
U95716270;UTE MURIAS-EMARTIN-EGOIN-UTE CIRCULAR II.;AVDA. DEL TXORIERRI 9 EDIF. ARTEAGA 304;48160;943467000;943444114;luismiguel@muriasgrupo.com
U95602447;UTE NUEVA SEDE AYTO. BILBAO, FASE III - FASE IV (EXBASA S.L.  / GIROA  S.A. /  TECUNI S.A.) ;SANTIAGO DE COMPOSTELA, 12, PL. 1ª. BILBAO;48003;946361821;946361833;estudios@exbasa.es
G95534459;UTE NUEVA SEDE AYTO. DE  BILBAO;SANTIAGO DE COMPOSTELA,  12 - 1ª PTA.;48003;946361703;946361833;s.pereira@exbasa.es
U95648929;UTE PARQUE MIRIBILLA;QUINTANA Nº 6;48007;944255883;944255705;elenapc@abogadosnervion.es
G95533659;UTE PARQUE RECALDE ;POLIGONO GRANADA M-1, ;48530;946354714;946354828;pedro@ansareo.com
U95585469;UTE PASARELA CHURRUCA ( CONSTRUCCIONES AMENABAR, S.A. / EXBASA OBRAS Y SERVICIOS, S.L. );SANTIAGO COMPOSTELA Nº 12-planta 1ª  -  BILBAO;48003;946361821;946361833;estudios@exbasa.es
G95489985;UTE PAVIMENTOS DE VIZCAYA S.A., SOGECROS S.L. (UTE ARBOLITOS);HENAO 2, BAJO;48009;944417272;;
G95504155;UTE PRESA DE ORDUNTE;Polígono Bakiola, pabellón 11;48948;;;mpvizcaynog@drace.com
U86902335;UTE PROSEGUR ESPAÑA S.L. / SERVIMAX SERVICIOS GENERALES S.A.. (UTE PROSEGUR – SERVIMAX, AYTO.BILBAO) ;CALLE PAJARITOS 24.;28007;944753393;944751917;concursos@prosegur.com
G95502902;UTE Radiotrans, S.A.–Keytron Electrónica, S.A.;HURTADO DE AMÉZAGA, Nº 20;48008;944167855;944163550;correo@keytron.es
U95795704;UTE ROTULOS BILBAO 2015 (etra norte s.a. - lacroix s.a.);POL.IND. ZABALONDO. C/ ERRERUENA S/N, PAB.G.;48100;946742060;;etra.norte@grupoetra.com
U65692121;UTE SEGURCAIXA ADESLAS, S.A. / VIDACAIXA, S.A.;C/ JUAN GRIS, 20-26;08014;932278611;933313758;asese@vidacaixa.com
F95566923;UTE SERVICIOS INTEGRADOS INNOVA - ELECTRICIDAD MARTIN S.A. ;C/ ELEXALDE, 7    ZARATAMO;48480;902540077;902540078;comercial@emartin.es
F95566923;UTE SERVICIOS INTEGRADOS INNOVA S.L. - AMINTEL S.L.;C/ ELEXALDE, 7        ZARATAMO;48480;902540077;902540078;innova@innovagrupo.com
F95566923;UTE SERVICIOS INTEGRADOS INNOVA S.L. - ZUT ;C/ ELEXALDE, 7        ZARATAMO;48480;902540077;902540078;innova@innovagrupo.com
U95822557;UTE TECUNI S.A./AUXILIAR DE EXPLOTACION ENERGÉTIQUES SL, UTE CH SOLLANO.;PARQUE EMPRESARIAL ABRA INDUSTRIAL, S/N;48530;944970036;;tecuni@tecuni.com
U86161155;UTE TELEFONICA DE ESPAÑA, S.A.U. - TELEFONÍCA MÓVILES ESPAÑA, S.A.U. abreviadamente “UTE TdE-TME CXIII”;Gran Vía, nº 28;48013;944884096;944884058;jluis.martinez@telefonica.es
U95566899;UTE URETAMENDI ;;;;;
U95592904;UTE URGATZI , S.L. /AZTERTZEN, SERVICIOS ASISTENCIALES, S.L.;GREGORIO DE LA REVILLA, Nº 27-3º;48010;944212918;944105257;bilbao.sad@urgatzi.com
U95632303;UTE VALORIZA FACILITIES S.A.U. - PROYECTOS Y OBRAS PABISA S.A. ;GRAN VÍA 45.;48011;944417272;944417700;pabisa@pabisa-cys.com
U95557195;UTE VIDAURRE Y PRIETO ARQUITECTOS SLPU / JOSEBA ANDONI TORRE BORREGUERO;ALDA. URQUIJO 80 3º A;48013;636978443;;fermin@vparquitectos.com
G95315172;UTE, CONSTRUCCIONES OLÁBARRI S.L., CONSTRUCCIONES LAUKI S.A. Y EXCAVACIONES VIUDA DE SÁINZ S.A.;POL. EL CAMPILLO, Nº 19;48500;946361722;946363900;
U95549085;UTE, ETRA NORTE, S.A. y ELECTRONIC TRAFIC, S.A.;C/ERRERUENA, PAB. G.;48100;946742060;946740994;jmontejo.etranorte@grupoetra.com
A48025647;VALERIANO URRUTIKOETXEA S.A. U.;POL. IND. IRUBIDE, 5º 1º    GALDAKAO;48960;644571890;944571798;Vusa@vusagaldakao.com
A83709873;VALORIZA FACILITIES S.A.U.;PASEO DE LA CASTELLANA 83-85;28046;915455481;915455429;licitaciones.syv@sacyr.com
B15134182;VEHÍCULOS, EQUIPAMIENTOS Y CARROCERÍAS PRIETO-PUGA S.L.;C/ PARROQUIA DE GUISAMO, PARCELA B8 POLIGONO INDUSTRIAL DE BERGONDO;15165;981631000;;
B95479366;VESPER SOLUTIONS, S.L.;LAS MERCEDES 28 ESC. DCHA, 1ºDCHA;48930;620199106;;ANE.AGUIRRE@VESPERSOLUTIONS.COM
A28229813;VIAJES EL CORTE INGLÉS, S.A.;LERSUNDI 9;48009;944237505;;pilarguzman@viajeseci.es
A07001415.;VIAJES IBERIA, S.A.;Alda. Mazarredo, 18 Bis entreplanta;48009;;;
B31813534;VIALOGOS CAPITAL HUMANO S.L.;GOYA 77, ESC. IZQ. 1º D   MADRID;28001;914324160;914324161;esteban.pardo@vialogoscapitalhumano.com
B31853534;VIALOGOS CAPITAL HUMANO,S.L;Avda. Baja Navarra 1-1º D   PAMPLONA;31002;948207144;948207115;esteban.pardo@vialogoscapitalhumano.com
B31888217;VIALOGOSCOPIO, S.L. ;;;;;
A28017986;VIAS Y CONSTRUCCIONES S.A.;LEDESMA, 10, BIS, 3º IZDA, DPTO. 2    BILBAO;48001;944167900;944244201;jaime.gutierrez@vias.es
A48073274;VICONSA S.A.;GENERAL CONCHA, 12, 4º DCHA      BILBAO;48008;944432158;944447920;viconsa@viconsa.es
A48073274;VICONSA, S.A.;GENERAL CONCHA, 12-4º DCHA.;48008;9444321;9444479;viconsa@viconsa.es
A78917465;VIGILANCIA INTEGRADA, S.A.;PASEO CAMPO VOLANTIN, 24 - 6 PLANTA 5    BILBAO;48007;944132284;944451004;com.alentis@once.es
B20867727;VILAUMEDIA, S.L.;PARQUE TECNOLOGICO, ED. 208 A, 1º    ZAMUDIO;48170;946569700;946569749;iratxe.fernandez@vilaumedia.com
B48994735;VIRGINIA KNÖRR COMUNICACIÓN, S.L.;GRAN VIA Nº 45, 1ª OFICINA    BILBAO;48011;944015306;944015309;virginia@vkcomunicacion.com
A48154348;VIUDA DE SAiNZ S.A.;POLIGONO EL CAMPILLO, 19    ABANTO Y ZIERBENA;48500;946361722;946361851;estudios@viudadesainz.es
A48081509;VIZCAINA DE EDIFICACIONES S.A. ;;;;;
A28961639;WILLIS IBERIA CORREDURIA DE SEGUROS Y REASEGUROS, S.A ;;;;;
A48184295;ZAMAKOA S.A.;C/ BILBO, 6      GALDAKAO;48960;944563308;944568328;zamakoa@zamakoa.com
A48167373;ZANJADORAS Y DESMONTES S.A.;POL. INDUSTRIAL EL CAMPILLO, PAB. 8.;48500;946369268;946363672;zandesa@zandesa.es
A28011153;ZARDOYA OTIS S.A.;AMADEO DEPRIT 1  -  BILBAO;48006;944597336;;enrique.barranco@otis.com
B31037641;ZUBILLAGA S.L.;DIPUTACION , Nº 8, 1º, DPTO. 5      BILBAO;48008;944160981;944156443;zubillaga@camaranet.com
A48238521;ZULUAGA S.A.;POL. BIARRITZ,      AMOREBIETA;48340;946309000;946308907;imartin@zuluagasa.es
W0072130H;ZURICH INSURANCE P.L.C. SUCURSAL EN ESPAÑA.;AVDA. GENERAL PERON 38-EDIF.MASTER-I PL. 12;28020;915209630;915209678;miguel.yanez@zurich.com
B97676720;ZUYALAN, S.L.;SAN VICENTE MÁRTIR 83 PTA. 23  VALENCIA;46007;963516132;963516132;zuyalan@zuyalan.es
