Aplicació pressupost;Descripció;Pressupost Inicial;Modificacions;Pressupost final;Obligacions reconegudes;Pagaments;Pendent pagaments;Estat execució
254/3200A/22609;Activitats culturals i esportives;2.903,08;0,00;2.903,08;0,00;0,00;0,00;2.903,08
254/3200A/22620;El Sud Suma + Nou Pla de Barris;0,00;0,00;0,00;0,00;0,00;0,00;0,00
254/3200A/22699;Altres despeses diverses;4.500,00;0,00;4.500,00;820,39;521,11;299,28;3.679,61
254/3200A/2270001;Contractes de neteja;10.254,17;0,00;10.254,17;11.417,62;11.417,62;0,00;-1.163,45
254/3200A/23020;Dietes personal no directiu;800,00;0,00;800,00;313,06;40,64;272,42;486,94
254/3200A/48300;Subvencions i aportacions institucionals;2.341,56;0,00;2.341,56;1.679,00;1.679,00;0,00;662,56
254/3210A/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;14.273,65;14.273,65;0,00;403,67
254/3210A/12003;Salaris del Grup C1;9.788,84;0,00;9.788,84;10.339,46;10.339,46;0,00;-550,62
254/3210A/12004;Salaris del Grup C2;16.757,16;10.675,69;27.432,85;17.200,41;17.200,41;0,00;10.232,44
254/3210A/12005;Salaris del Grup E;471.956,27;0,00;471.956,27;480.092,13;480.092,13;0,00;-8.135,86
254/3210A/12006;Triennis;72.376,97;326,38;72.703,35;60.069,71;60.069,71;0,00;12.633,64
254/3210A/12100;Complement de destí;200.378,08;4.951,33;205.329,41;197.434,22;197.434,22;0,00;7.895,19
254/3210A/12101;Complement  específic;449.254,57;9.333,03;458.587,60;444.339,42;444.339,42;0,00;14.248,18
254/3210A/12103;Altres complements;354.827,58;1.463,72;356.291,30;406.197,32;406.197,32;0,00;-49.906,02
254/3210A/13000;Retribucions bàsiques;56.983,44;0,00;56.983,44;56.168,04;56.168,04;0,00;815,40
254/3210A/15000;Productivitat;829,37;72.310,53;73.139,90;56.555,92;56.555,92;0,00;16.583,98
254/3210A/15300;Complement de dedicació especial;0,00;10,00;10,00;706,47;706,47;0,00;-696,47
254/3210A/16000;Seguretat social;454.903,28;8.748,78;463.652,06;437.712,91;437.712,91;0,00;25.939,15
254/3210A/21200;Manteniment d’edificis i altres construccions;45.000,00;22.000,00;67.000,00;77.742,19;50.039,62;27.702,57;-10.742,19
254/3210A/21201;Reparacions d’edificis i altres construccions;55.540,00;360,00;55.900,00;49.344,20;48.273,35;1.070,85;6.555,80
254/3210A/21900;Altre immobilitzat material;6.500,00;0,00;6.500,00;2.048,66;1.501,32;547,34;4.451,34
254/3210A/22100;Energia elèctrica;734.462,39;221.062,92;955.525,31;685.559,55;547.152,74;138.406,81;269.965,76
254/3210A/22101;Aigua;70.209,93;0,00;70.209,93;67.138,32;67.138,32;0,00;3.071,61
254/3210A/22102;Gas;309.165,47;43.453,42;352.618,89;590.755,23;590.755,23;0,00;-238.136,34
254/3210A/22104;Vestuari;9.000,00;-360,00;8.640,00;7.458,24;7.458,24;0,00;1.181,76
254/3210A/2270001;Contractes de neteja;2.296.642,81;-2.675,00;2.293.967,81;2.133.680,70;1.807.756,30;325.924,40;160.287,11
254/3210A/62500;Mobiliari;0,00;7.200,00;7.200,00;5.102,84;0,00;5.102,84;2.097,16
254/3210A/62600;Equips per a processos d'informació;0,00;9.900,00;9.900,00;10.238,24;0,00;10.238,24;-338,24
254/3210A/63200;Inv. rep. en edificis i altres construccions;0,00;196.858,61;196.858,61;153.029,98;48.969,63;104.060,35;43.828,63
254/3230A/22300;Transports;100,00;0,00;100,00;0,00;0,00;0,00;100,00
254/3230A/22606;Reunions, conferències i cursos;10,00;3.780,00;3.790,00;26.579,93;12.827,37;13.752,56;-22.789,93
254/3230A/22699;Altres despeses diverses;130.600,00;-18.027,30;112.572,70;55.285,30;23.292,36;31.992,94;57.287,40
254/3230A/48100;Premis, beques i pensions d’estudi i investigació;1.300,00;0,00;1.300,00;3.380,00;3.380,00;0,00;-2.080,00
254/3230A/48200;Transf. corrents institucions sense ànim de lucre;26.250,00;0,00;26.250,00;26.108,00;12.505,00;13.603,00;142,00
254/3230A/48900;Altres transferències;9.920,00;0,00;9.920,00;9.920,00;9.920,00;0,00;0,00
254/3240A/12000;Salaris del Grup A1;56.442,93;0,00;56.442,93;64.372,55;64.372,55;0,00;-7.929,62
254/3240A/12001;Salaris del Grup A2;38.367,93;0,00;38.367,93;67.858,95;67.858,95;0,00;-29.491,02
254/3240A/12003;Salaris del Grup C1;9.884,84;10.000,00;19.884,84;30.521,25;30.521,25;0,00;-10.636,41
254/3240A/12004;Salaris del Grup C2;16.757,16;0,00;16.757,16;26.220,49;26.220,49;0,00;-9.463,33
254/3240A/12006;Triennis;32.094,01;0,00;32.094,01;38.427,55;38.427,55;0,00;-6.333,54
254/3240A/12100;Complement de destí;55.630,89;20.000,00;75.630,89;83.549,14;83.549,14;0,00;-7.918,25
254/3240A/12101;Complement  específic;96.567,49;40.000,00;136.567,49;151.137,90;151.137,90;0,00;-14.570,41
254/3240A/12103;Altres complements;50.693,25;0,00;50.693,25;66.571,77;66.571,77;0,00;-15.878,52
254/3240A/14300;Retribucions Altre personal;0,00;25.333,29;25.333,29;26.815,19;26.815,19;0,00;-1.481,90
254/3240A/15000;Productivitat;630,49;17.835,55;18.466,04;18.634,22;18.634,22;0,00;-168,18
254/3240A/16000;Seguretat social;94.919,78;37.275,98;132.195,76;151.623,61;151.623,61;0,00;-19.427,85
254/3240A/22706;Estudis i treballs tècnics;6.500,00;0,00;6.500,00;6.050,00;1.815,00;4.235,00;450,00
254/3240B/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;0,00;0,00;0,00;14.677,32
254/3240B/12003;Salaris del Grup C1;19.697,68;0,00;19.697,68;0,00;0,00;0,00;19.697,68
254/3240B/12004;Salaris del Grup C2;0,00;1.988,29;1.988,29;1.536,08;1.536,08;0,00;452,21
254/3240B/12006;Triennis;10.042,39;0,00;10.042,39;0,00;0,00;0,00;10.042,39
254/3240B/12100;Complement de destí;16.967,31;864,22;17.831,53;671,04;671,04;0,00;17.160,49
254/3240B/12101;Complement  específic;31.994,63;1.628,96;33.623,59;1.264,84;1.264,84;0,00;32.358,75
254/3240B/12103;Altres complements;11.564,15;764,77;12.328,92;593,82;593,82;0,00;11.735,10
254/3240B/15000;Productivitat;232,00;0,00;232,00;0,00;0,00;0,00;232,00
254/3240B/16000;Seguretat social;30.042,54;1.607,50;31.650,04;1.248,18;1.248,18;0,00;30.401,86
254/3240B/2270001;Contractes de neteja;0,00;10,00;10,00;59.482,16;39.762,83;19.719,33;-59.472,16
254/3241A/12001;Salaris del Grup A2;25.813,04;0,00;25.813,04;6.656,06;6.656,06;0,00;19.156,98
254/3241A/12004;Salaris del Grup C2;8.278,71;0,00;8.278,71;8.187,03;8.187,03;0,00;91,68
254/3241A/12005;Salaris del Grup E;15.357,16;0,00;15.357,16;15.521,67;15.521,67;0,00;-164,51
254/3241A/12006;Triennis;5.664,52;0,00;5.664,52;3.827,01;3.827,01;0,00;1.837,51
254/3241A/12100;Complement de destí;21.314,09;0,00;21.314,09;12.946,48;12.946,48;0,00;8.367,61
254/3241A/12101;Complement  específic;45.529,38;0,00;45.529,38;28.798,56;28.798,56;0,00;16.730,82
254/3241A/12103;Altres complements;14.804,78;0,00;14.804,78;11.188,88;11.188,88;0,00;3.615,90
254/3241A/13000;Retribucions bàsiques;341.547,66;0,00;341.547,66;318.180,82;318.180,82;0,00;23.366,84
254/3241A/13100;Laboral temporal;200.772,55;0,00;200.772,55;210.876,50;210.876,50;0,00;-10.103,95
254/3241A/15000;Productivitat;21.401,51;18.709,21;40.110,72;32.718,68;32.718,68;0,00;7.392,04
254/3241A/15300;Complement de dedicació especial;0,00;10,00;10,00;71,82;71,82;0,00;-61,82
254/3241A/16000;Seguretat social;209.808,70;0,00;209.808,70;182.861,67;182.861,67;0,00;26.947,03
254/3241A/21300;Manteniment de maquinària, instal·lacions i utillatge;2.300,00;0,00;2.300,00;2.443,53;2.211,21;232,32;-143,53
254/3241A/21600;Equips per a processos d'informació;850,00;0,00;850,00;1.850,53;1.711,20;139,33;-1.000,53
254/3241A/21900;Altre immobilitzat material;1.300,00;0,00;1.300,00;20,40;20,40;0,00;1.279,60
254/3241A/22000;Material d’oficina no inventariable;6.510,00;0,00;6.510,00;0,00;0,00;0,00;6.510,00
254/3241A/22101;Aigua;583,73;0,00;583,73;0,00;0,00;0,00;583,73
254/3241A/22102;Gas;1.386,79;0,00;1.386,79;1.161,14;1.161,14;0,00;225,65
254/3241A/22199;Altres subministraments;20.130,00;-10.000,00;10.130,00;6.772,00;6.378,32;393,68;3.358,00
254/3241A/22602;Publicitat i propaganda;850,00;0,00;850,00;8.529,69;8.529,69;0,00;-7.679,69
254/3241A/22606;Reunions, conferències i cursos;10.010,00;0,00;10.010,00;20.875,16;18.473,16;2.402,00;-10.865,16
254/3241A/22699;Altres despeses diverses;2.010,00;0,00;2.010,00;2.434,20;1.934,26;499,94;-424,20
254/3241A/2270001;Contractes de neteja;27.344,45;0,00;27.344,45;24.067,24;19.717,38;4.349,86;3.277,21
254/3241A/22706;Estudis i treballs tècnics;10,00;0,00;10,00;0,00;0,00;0,00;10,00
254/3241A/22799;Altres treballs realitzats per altres empreses i prof.;45.510,00;-22.400,00;23.110,00;15.731,39;12.629,09;3.102,30;7.378,61
254/3241B/12000;Salaris del Grup A1;44.031,96;0,00;44.031,96;45.768,42;45.768,42;0,00;-1.736,46
254/3241B/12001;Salaris del Grup A2;14.108,46;0,00;14.108,46;13.349,59;13.349,59;0,00;758,87
254/3241B/12003;Salaris del Grup C1;12.276,37;0,00;12.276,37;10.768,34;10.768,34;0,00;1.508,03
254/3241B/12004;Salaris del Grup C2;10.644,68;0,00;10.644,68;3.700,54;3.700,54;0,00;6.944,14
254/3241B/12005;Salaris del Grup E;29.203,52;0,00;29.203,52;33.893,19;33.893,19;0,00;-4.689,67
254/3241B/12006;Triennis;30.190,46;0,00;30.190,46;25.417,26;25.417,26;0,00;4.773,20
254/3241B/12100;Complement de destí;47.197,50;0,00;47.197,50;44.886,40;44.886,40;0,00;2.311,10
254/3241B/12101;Complement  específic;78.317,73;0,00;78.317,73;75.636,01;75.636,01;0,00;2.681,72
254/3241B/12103;Altres complements;42.309,05;0,00;42.309,05;31.423,03;31.423,03;0,00;10.886,02
254/3241B/13000;Retribucions bàsiques;892.434,42;0,00;892.434,42;831.668,57;831.668,57;0,00;60.765,85
254/3241B/13100;Laboral temporal;338.036,74;0,00;338.036,74;438.731,23;438.731,23;0,00;-100.694,49
254/3241B/15000;Productivitat;22.163,82;46.041,78;68.205,60;56.982,05;56.982,05;0,00;11.223,55
254/3241B/15300;Complement de dedicació especial;0,00;10,00;10,00;861,10;861,10;0,00;-851,10
254/3241B/16000;Seguretat social;485.770,11;0,00;485.770,11;476.042,68;476.042,68;0,00;9.727,43
254/3241B/21300;Manteniment de maquinària, instal·lacions i utillatge;8.650,00;-1.500,00;7.150,00;4.236,94;2.654,62;1.582,32;2.913,06
254/3241B/21600;Equips per a processos d'informació;250,00;0,00;250,00;0,00;0,00;0,00;250,00
254/3241B/21900;Altre immobilitzat material;1.300,00;-500,00;800,00;447,30;215,38;231,92;352,70
254/3241B/22000;Material d’oficina no inventariable;3.900,00;-2.100,00;1.800,00;331,14;246,55;84,59;1.468,86
254/3241B/22001;Premsa, revistes, llibres i altres publicacions;58,00;0,00;58,00;0,00;0,00;0,00;58,00
254/3241B/22100;Energia elèctrica;19.479,14;0,00;19.479,14;8.406,65;8.406,65;0,00;11.072,49
254/3241B/22101;Aigua;487,87;0,00;487,87;0,00;0,00;0,00;487,87
254/3241B/22102;Gas;3.613,95;0,00;3.613,95;1.991,15;1.991,15;0,00;1.622,80
254/3241B/22199;Altres subministraments;2.610,00;-500,00;2.110,00;3.440,14;1.515,24;1.924,90;-1.330,14
254/3241B/22400;Primes d’assegurances;270,00;0,00;270,00;247,35;247,35;0,00;22,65
254/3241B/22606;Reunions, conferències i cursos;2.900,00;0,00;2.900,00;2.956,10;2.731,10;225,00;-56,10
254/3241B/22699;Altres despeses diverses;600,00;0,00;600,00;2.355,33;1.065,36;1.289,97;-1.755,33
254/3241B/2270001;Contractes de neteja;17.903,91;0,00;17.903,91;16.044,79;13.144,89;2.899,90;1.859,12
254/3241B/22799;Altres treballs realitzats per altres empreses i prof.;9.000,00;0,00;9.000,00;7.589,35;7.589,35;0,00;1.410,65
254/3241B/48100;Premis, beques i pensions d’estudi i investigació;10,00;0,00;10,00;0,00;0,00;0,00;10,00
254/3241C/21200;Manteniment d’edificis i altres construccions;10,00;0,00;10,00;0,00;0,00;0,00;10,00
254/3242A/22699;Altres despeses diverses;41.149,00;25.000,00;66.149,00;27.194,99;18.999,99;8.195,00;38.954,01
254/3242A/48200;Transf. corrents institucions sense ànim de lucre;104.877,23;0,00;104.877,23;103.107,87;14.500,00;88.607,87;1.769,36
254/3242A/48900;Altres transferències;100.000,00;0,00;100.000,00;100.000,00;100.000,00;0,00;0,00
254/3243A/22699;Altres despeses diverses;14.000,00;0,00;14.000,00;7.943,22;3.224,22;4.719,00;6.056,78
254/3243A/47900;Transferències corrents a empreses privades;1.945.675,00;435.000,00;2.380.675,00;2.286.671,24;1.798.115,11;488.556,13;94.003,76
254/3243B/21200;Manteniment d’edificis i altres construccions;10,00;0,00;10,00;0,00;0,00;0,00;10,00
255/1640B/21200;Manteniment d’edificis i altres construccions;0,00;88,13;88,13;0,00;0,00;0,00;88,13
255/1640B/60900;Altre invers. nova en infrast. i béns destinats ús general;0,00;0,00;0,00;0,00;0,00;0,00;0,00
255/1640C/47900;Transferències corrents a empreses privades;0,00;70.000,00;70.000,00;61.160,14;0,00;61.160,14;8.839,86
255/3130A/12000;Salaris del Grup A1;44.062,00;0,00;44.062,00;45.294,84;45.294,84;0,00;-1.232,84
255/3130A/12003;Salaris del Grup C1;19.769,68;0,00;19.769,68;20.600,73;20.600,73;0,00;-831,05
255/3130A/12004;Salaris del Grup C2;16.757,16;0,00;16.757,16;17.324,52;17.324,52;0,00;-567,36
255/3130A/12006;Triennis;22.258,15;0,00;22.258,15;20.928,68;20.928,68;0,00;1.329,47
255/3130A/12100;Complement de destí;41.475,36;0,00;41.475,36;41.913,96;41.913,96;0,00;-438,60
255/3130A/12101;Complement  específic;74.329,92;0,00;74.329,92;74.329,92;74.329,92;0,00;0,00
255/3130A/12103;Altres complements;37.435,87;0,00;37.435,87;36.082,32;36.082,32;0,00;1.353,55
255/3130A/15000;Productivitat;4.449,66;6.677,19;11.126,85;9.418,97;9.418,97;0,00;1.707,88
255/3130A/16000;Seguretat social;63.757,46;0,00;63.757,46;66.113,45;66.113,45;0,00;-2.355,99
255/3130A/22001;Premsa, revistes, llibres i altres publicacions;269,00;0,00;269,00;301,69;301,69;0,00;-32,69
255/3130A/22100;Energia elèctrica;8.513,55;0,00;8.513,55;0,00;0,00;0,00;8.513,55
255/3130A/22101;Aigua;11.203,82;0,00;11.203,82;1.701,11;1.701,11;0,00;9.502,71
255/3130A/22201;Comunicacions postals;1.000,00;0,00;1.000,00;800,00;407,44;392,56;200,00
255/3130A/22601;Atencions protocol·làries i representatives;500,00;0,00;500,00;0,00;0,00;0,00;500,00
255/3130A/2260200;Difusió d´activitats;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00
255/3130A/22620;El Sud Suma + Nou Pla de Barris;0,00;0,00;0,00;0,00;0,00;0,00;0,00
255/3130A/22699;Altres despeses diverses;8.850,00;8.051,05;16.901,05;7.293,23;7.180,02;113,21;9.607,82
255/3130A/2270001;Contractes de neteja;15.868,49;0,00;15.868,49;31.727,27;24.078,91;7.648,36;-15.858,78
255/3130A/23020;Dietes personal no directiu;750,00;0,00;750,00;93,32;0,00;93,32;656,68
255/3130A/48300;Subvencions i aportacions institucionals;688,66;0,00;688,66;675,16;675,16;0,00;13,50
255/3130A/48900;Altres transferències;40.000,00;0,00;40.000,00;38.350,00;31.200,00;7.150,00;1.650,00
255/3131A/12000;Salaris del Grup A1;29.354,64;0,00;29.354,64;29.780,59;29.780,59;0,00;-425,95
255/3131A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;12.787,43;12.787,43;0,00;119,09
255/3131A/12004;Salaris del Grup C2;16.697,24;0,00;16.697,24;19.048,49;19.048,49;0,00;-2.351,25
255/3131A/12006;Triennis;10.641,43;0,00;10.641,43;10.919,45;10.919,45;0,00;-278,02
255/3131A/12100;Complement de destí;26.115,38;0,00;26.115,38;26.633,80;26.633,80;0,00;-518,42
255/3131A/12101;Complement  específic;48.071,15;0,00;48.071,15;48.928,28;48.928,28;0,00;-857,13
255/3131A/12103;Altres complements;16.555,47;0,00;16.555,47;18.752,47;18.752,47;0,00;-2.197,00
255/3131A/13000;Retribucions bàsiques;38.257,85;0,00;38.257,85;38.553,30;38.553,30;0,00;-295,45
255/3131A/14300;Retribucions Altre personal;33.629,38;0,00;33.629,38;33.514,67;33.514,67;0,00;114,71
255/3131A/15000;Productivitat;0,00;10,00;10,00;5.667,95;5.667,95;0,00;-5.657,95
255/3131A/16000;Seguretat social;66.467,10;0,00;66.467,10;68.968,47;68.968,47;0,00;-2.501,37
255/3131A/20800;Arrendaments d'altre immobilitzat material;0,00;15.000,00;15.000,00;7.441,50;0,00;7.441,50;7.558,50
255/3131A/22620;El Sud Suma + Nou Pla de Barris;0,00;0,00;0,00;0,00;0,00;0,00;0,00
255/3131A/22699;Altres despeses diverses;20.300,00;6.894,04;27.194,04;21.957,43;10.698,27;11.259,16;5.236,61
255/3131B/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;0,00;0,00;0,00;8.378,58
255/3131B/12006;Triennis;2.091,72;0,00;2.091,72;0,00;0,00;0,00;2.091,72
255/3131B/12100;Complement de destí;3.929,28;0,00;3.929,28;0,00;0,00;0,00;3.929,28
255/3131B/12101;Complement  específic;6.899,16;0,00;6.899,16;0,00;0,00;0,00;6.899,16
255/3131B/12103;Altres complements;2.014,34;0,00;2.014,34;0,00;0,00;0,00;2.014,34
255/3131B/14300;Retribucions Altre personal;7.674,43;0,00;7.674,43;0,00;0,00;0,00;7.674,43
255/3131B/16000;Seguretat social;8.519,56;0,00;8.519,56;0,00;0,00;0,00;8.519,56
255/3131C/12004;Salaris del Grup C2;16.757,16;0,00;16.757,16;15.633,62;15.633,62;0,00;1.123,54
255/3131C/12006;Triennis;2.502,88;0,00;2.502,88;1.927,43;1.927,43;0,00;575,45
255/3131C/12100;Complement de destí;7.858,56;0,00;7.858,56;7.050,87;7.050,87;0,00;807,69
255/3131C/12101;Complement  específic;13.798,32;0,00;13.798,32;12.380,16;12.380,16;0,00;1.418,16
255/3131C/12103;Altres complements;4.022,20;0,00;4.022,20;7.175,83;7.175,83;0,00;-3.153,63
255/3131C/15000;Productivitat;0,00;10,00;10,00;1.600,00;1.600,00;0,00;-1.590,00
255/3131C/16000;Seguretat social;11.869,25;0,00;11.869,25;9.430,37;9.430,37;0,00;2.438,88
255/3131D/12000;Salaris del Grup A1;29.354,64;0,00;29.354,64;29.723,15;29.723,15;0,00;-368,51
255/3131D/12001;Salaris del Grup A2;38.719,56;0,00;38.719,56;39.523,03;39.523,03;0,00;-803,47
255/3131D/12003;Salaris del Grup C1;8.410,60;0,00;8.410,60;8.722,33;8.722,33;0,00;-311,73
255/3131D/12004;Salaris del Grup C2;24.017,14;0,00;24.017,14;22.909,33;22.909,33;0,00;1.107,81
255/3131D/12006;Triennis;20.717,86;0,00;20.717,86;18.508,20;18.508,20;0,00;2.209,66
255/3131D/12100;Complement de destí;42.880,62;0,00;42.880,62;42.092,90;42.092,90;0,00;787,72
255/3131D/12101;Complement  específic;69.226,96;0,00;69.226,96;68.001,79;68.001,79;0,00;1.225,17
255/3131D/12103;Altres complements;36.009,87;0,00;36.009,87;37.653,77;37.653,77;0,00;-1.643,90
255/3131D/13000;Retribucions bàsiques;116.520,35;0,00;116.520,35;131.799,02;131.799,02;0,00;-15.278,67
255/3131D/14300;Retribucions Altre personal;72.952,13;0,00;72.952,13;64.559,86;64.559,86;0,00;8.392,27
255/3131D/15000;Productivitat;9.322,24;13.061,27;22.383,51;18.981,45;18.981,45;0,00;3.402,06
255/3131D/16000;Seguretat social;131.395,27;0,00;131.395,27;136.338,65;136.338,65;0,00;-4.943,38
255/3131D/22100;Energia elèctrica;13.960,50;0,00;13.960,50;13.620,17;13.134,21;485,96;340,33
255/3131D/22101;Aigua;1.069,22;0,00;1.069,22;948,25;948,25;0,00;120,97
255/3131D/22102;Gas;2.690,79;2.000,19;4.690,98;3.291,08;3.291,08;0,00;1.399,90
255/3131D/22199;Altres subministraments;5.000,00;0,00;5.000,00;1.766,92;1.161,46;605,46;3.233,08
255/3131D/22699;Altres despeses diverses;10.000,00;0,00;10.000,00;14.431,44;4.751,23;9.680,21;-4.431,44
255/3132A/12000;Salaris del Grup A1;26.419,18;0,00;26.419,18;31.368,47;31.368,47;0,00;-4.949,29
255/3132A/12004;Salaris del Grup C2;0,00;10,00;10,00;4.588,56;4.588,56;0,00;-4.578,56
255/3132A/12006;Triennis;5.542,97;0,00;5.542,97;6.534,55;6.534,55;0,00;-991,58
255/3132A/12100;Complement de destí;11.451,36;0,00;11.451,36;15.157,40;15.157,40;0,00;-3.706,04
255/3132A/12101;Complement  específic;17.179,92;0,00;17.179,92;23.537,27;23.537,27;0,00;-6.357,35
255/3132A/12103;Altres complements;5.176,47;0,00;5.176,47;15.756,83;15.756,83;0,00;-10.580,36
255/3132A/15000;Productivitat;0,00;10,00;10,00;3.200,00;3.200,00;0,00;-3.190,00
255/3132A/16000;Seguretat social;16.674,87;0,00;16.674,87;23.154,87;23.154,87;0,00;-6.480,00
255/3132A/22100;Energia elèctrica;1.053,95;0,00;1.053,95;0,00;0,00;0,00;1.053,95
255/3132A/22699;Altres despeses diverses;18.302,00;0,00;18.302,00;28.020,93;23.780,84;4.240,09;-9.718,93
255/3132A/2270000;Neteja;27.000,00;0,00;27.000,00;26.168,17;14.890,99;11.277,18;831,83
255/3132A/22706;Estudis i treballs tècnics;87.000,00;0,00;87.000,00;84.207,81;69.583,30;14.624,51;2.792,19
255/3132A/62200;Inv. nova en edificis i altres construccions;0,00;75.978,55;75.978,55;0,00;0,00;0,00;75.978,55
255/3132B/12000;Salaris del Grup A1;14.666,75;0,00;14.666,75;2.536,62;2.536,62;0,00;12.130,13
255/3132B/12003;Salaris del Grup C1;9.740,84;0,00;9.740,84;10.316,73;10.316,73;0,00;-575,89
255/3132B/12004;Salaris del Grup C2;16.757,16;0,00;16.757,16;13.431,84;13.431,84;0,00;3.325,32
255/3132B/12006;Triennis;8.919,31;0,00;8.919,31;5.612,07;5.612,07;0,00;3.307,24
255/3132B/12100;Complement de destí;18.100,95;0,00;18.100,95;10.906,48;10.906,48;0,00;7.194,47
255/3132B/12101;Complement  específic;30.394,89;0,00;30.394,89;18.779,93;18.779,93;0,00;11.614,96
255/3132B/12103;Altres complements;9.321,47;0,00;9.321,47;11.547,36;11.547,36;0,00;-2.225,89
255/3132B/13000;Retribucions bàsiques;78.151,44;0,00;78.151,44;78.401,15;78.401,15;0,00;-249,71
255/3132B/13100;Laboral temporal;19.408,54;0,00;19.408,54;19.316,30;19.316,30;0,00;92,24
255/3132B/15000;Productivitat;2.193,37;5.888,34;8.081,71;6.741,63;6.741,63;0,00;1.340,08
255/3132B/16000;Seguretat social;62.310,75;0,00;62.310,75;50.206,43;50.206,43;0,00;12.104,32
