"Ejercicio","TipoVehículo","MarcaModelo","NumBastidor","POTENCIA_FISCAL","FECHA_MATRICULACION","tipoBeneficio","desc_tipo_beneficio","porcentajeBeneficio"
2016,,"SEAT LEON 1.9 TDI","VSSZZZ1MZ5R085546","12.89","28/07/2005",,"",
2016,,"SEAT ALTEA 1.6","VSSZZZ5PZ6R018268","11.63","29/07/2005",,"",
2016,,"CITROEN PICASSO HDI 110 EXCLUSIVE","VF7CH9HYB39942936","11.3","28/07/2005",,"",
2016,,"RENAULT CLIO","VF1BBR8EF33299719","11.02","28/07/2005",,"",
2016,,"VOLKSWAGEN POLO 1.9 TDI","WVWZZZ9NZ6Y056760","12.19","28/07/2005",,"",
2016,,"CITROEN BERLINGO","VF7GJKFWB93277395",,"28/07/2005",,"",
2016,,"PEUGEOT 206 5P XS CLIM HD","VF32A8HZF44665604","10.57","28/07/2005",,"",
2016,,"CITROEN C4","VF7LCKFUC74301947","10.56","28/07/2005",,"",
2016,"TURISMO","PEUGEOT 206 XT HDI 2.0 5P","VF32ARHYF42152605","13.31",,,"",
2016,"TURISMO","VOLKSWAGEN PASSAT","WVWZZZ3BZ2P454275","12.89",,,"",
2016,"TURISMO","RENAULT MEGANE GR SCENIC","VF1JM0GD632413479","12.78",,,"",
2016,,"ALFA ROMEO 147","ZAR93700005192825","12.95","05/08/2005",,"",
2016,,"VOLKSWAGEN  CADDY 2.0  SDI","WV2ZZZ2KZ6X010287",,"05/08/2005",,"",
2016,,"TOYOTA  COROLLA  1.6  SOL","SB1JZ28E50F007680","11.63","05/08/2005",,"",
2016,,"SUZUKI  GRAND VITARA.","JSAFTB83V00212528","13.31","05/08/2005",,"",
2016,,"PEUGEOT 307 5P XRCLIM+HD","VF33C9HYB84145977","11.47","25/07/2005","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,,"SEAT CORDOBA 1.4 16 V","VSSZZZ6LZ6R035691","10.7","22/07/2005",,"",
2016,,"KIA RIO 1.5","KNEDC243256242930","11.62","21/07/2005",,"",
2016,,"HONDA CIVIC 5P 1.7 LS","SHHEU97505U305590","12.02","22/07/2005",,"",
2016,"VEHIC. MIXTO","MERCEDES-BENZ 115 CDI","WDF63970313123583","13.9","20/07/2005",,"",
2016,,"FORD FOCUS","WF04XXWPD45R85276","11.47","21/07/2005",,"",
2016,,"MAZDA 6","JMZGG12R201284054","13.3","21/07/2005",,"",
2016,,"SUZUKI GZ 250","VTTAR151100103195",,"21/07/2005",,"",
2016,,"MINI ONE 1.4","WMWRB11080TK43475","11.6","28/07/2005",,"",
2016,,"KIA CARENS 2.0","KNEFC524355392755","13.28","28/07/2005",,"",
2016,,"VOLKSWAGEN CARAVELLE 2.5 TDI","WV2ZZZ7HZ5X017622",,"28/07/2005",,"",
2016,,"RENAULT LAGUNA","VF1BG4WB634137888","12.78","29/07/2005",,"",
2016,," IVECO  35  C-14","ZCFC35A200D276897",,"08/08/2005",,"",
2016,,"RENAULT  SCENIC","VF1JM0C0H33576338","11.64","08/08/2005",,"",
2016,"VEHIC. MIXTO","CITROEN BERL.1.9D COMBI SX","VF7MFD9BE65207859","12.93",,,"",
2016,"TURISMO","A.U.D.I. A6 2.5 TDI","WAUZZZ4BZ1N095678","17.88",,,"",
2016,,"NISSAN MICRA","SJNFDAK12U2029765","11.02","09/08/2005",,"",
2016,,"AUDI   A-3   1.6  I","WAUZZZ8P95A172514","11.63","10/08/2005",,"",
2016,"CAMION","MERCEDES-BENZ 412 D","WDB9044631P871324","18.1",,,"",
2016,,"SKODA  FABIA  1.2  5V","TMBPY46Y354307500","8.73","08/08/2005",,"",
2016,,"RENAULT  LAGUNA","VF1BG4WB634280745","12.78","09/08/2005",,"",
2016,,"CITROEN C4","VF7LCKFUC74298965","10.56","09/08/2005",,"",
2016,"TURISMO","OPEL ASTRA","W0L000056S5222265","11.69",,,"",
2016,"TURISMO","FORD MONDEO","WF05XX0BB53L62687","13.3",,,"",
2016,,"CITROEN C3","VF7FCHFXB27374655","9.42","10/08/2005",,"",
2016,,"OPEL  ZAFIRA 2.2 DTI  ED. ESP","W0L0TGF7552122291","13.98","10/08/2005",,"",
2016,,"VOLKSWAGEN  POLO  1.4  TDI","WVWZZZ9NZ6Y075563","9.67","10/08/2005",,"",
2016,,"HONDA  CBF 600 N","ZDCPC38E05F500869",,"10/08/2005",,"",
2016,,"LANCIA   YPSILON","ZLA84300002143328","10","10/08/2005",,"",
2016,,"HYUNDAI  ACCENT  1.3  GL","KMHCG51FP5U254679","10.47","11/08/2005",,"",
2016,,"HYUNDAI  GETZ  1.1  GL","KMHBT51GP5U415515","9.23","11/08/2005",,"",
2016,,"HONDA  CIVIC  5P  1.6   LS","SHHEU87405U418477","11.6","11/08/2005",,"",
2016,,"OPEL VIVARO 1.9  CDTI","W0LJ7BCA65V640621",,"10/08/2005",,"",
2016,"CICL. 2 RUEDAS","GILERA RUNNER 50 2FR.D","ZAPC1400003000388","0",,,"",
2016,"TURISMO","OPEL ASTRA","W0L0TGF4825282911","11.63",,,"",
2016,,"KIA  RIO  1.5","KNEDE241266023240","10.74","11/08/2005",,"",
2016,,"RENAULT  MEGAN","VF1JMSE0634459425","11.02","11/08/2005",,"",
2016,,"MERCEDES BENZ  C 220  CDI","WDB2030081A840368","13.9","12/08/2005",,"",
2016,,"CITROEN BERLINGO","VF7GJRHYK93259189",,"11/08/2005",,"",
2016,,"KIA   CARNIVAL.","KNEUP751216145365","16.65","11/08/2005",,"",
2016,,"FORD  FOCUS.","WF03XXGCD35A74448","11.63","11/08/2005",,"",
2016,,"OPEL  ASTRA  GTC  1.7  CDTI   SPORT.","W0L0AHL0855232968","12.01","12/08/2005",,"",
2016,,"MITSUBISHI  MONTERO  SPORT","JMB0NK9405J005846","15.14","12/08/2005","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","B.M.W. 530-D","WBADL71060GM93302","19.68",,,"",
2016,"TURISMO","MAZDA MPV","JMZLW19F220111830","13.28",,,"",
2016,"CICL. 2 RUEDAS","GILERA GILERA R","0006961","0","10/08/2005",,"",
2016,,"DERBI VARIANT","V053770",,"12/08/2005",,"",
2016,,"ALFA  147","ZAR93700003305101","11.63","12/08/2005","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","RENAULT R. LAGUNA 2.2D","VF1B56F0513533701","14.05",,,"",
2016,"TURISMO","CITROEN C4","VF7LC9HXC74299644","11.47","11/08/2005",,"",
2016,,"KIA  CARNIVAL  2.9","KNEUP751256717147","16.65","12/08/2005","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,,"KIA  SPORTAGE   TDI","KNEJE55155K104728","13.28","12/08/2005",,"",
2016,,"VOLKSWAGEN  PASSAT 2.0  TDI   6 V","WVWZZZ3CZ6E032257","13.19","12/08/2005",,"",
2016,,"NISSAN  ALMERA","SJNFAAN16U2612996","11.19","12/08/2005",,"",
2016,,"OPEL  COMBO 1.7  CDTI  BLUE.","W0L0XCF0653071332",,"12/08/2005",,"",
2016,,"TOYOTA  YARIS  D4D  1.4","JTDKC123705092711","10.59","12/08/2005",,"",
2016,,"ALFA  147","ZAR93700005195611","12.95","12/08/2005","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","MERCEDES-BENZ E280CDI","WDB2110201A849561","19.92",,,"",
2016,"MOTOCICLETA","SUZUKI GSF 600S","JS1GN77A000503238","6.46","12/08/2005",,"",
2016,,"NISSAN  PRIMERA.","SJNFFAP12U0232993","12.78","16/08/2005",,"",
2016,"CICL. 2 RUEDAS","PIAGGIO RUNNER 50 SP PJ","ZAPC3610000011963","0","12/08/2005",,"",
2016,"TURISMO","SEAT FIAT PANDA 40","ZFA141A0009111623","8.26",,"VH","VEHICULO HISTORICO","100"
2016,"TURISMO","FORD FUSION","WF0UXXGAJU5J12056","11.47","16/08/2005",,"",
2016,,"PEUGEOT  206  XLINE  CLIM","VF32AKFWF44716936","10.57","17/08/2005",,"",
2016,,"PEUGEOT  307  XR   CLIM","VF33CNFUL84009083","11.59","17/08/2005",,"",
2016,,"OPEL  MERIVA  1.3   CDTI  BLUE","W0L0XCE7554360056","10.02","18/08/2005",,"",
2016,,"VOLKSWAGEN  POLO  1.4","WVWZZZ9NZ6Y061525","10.7","18/08/2005",,"",
2016,,"HONDA   XL 650 V","VTMRD11A05E134869",,"18/08/2005",,"",
2016,,"OPEL  CORSA  1.2  3P  NEW","W0L0XCF0854384669","9.78","18/08/2005",,"",
2016,,"PEUGEOT  206  XS CLIM HDI","VF32A8HZF44720314","10.75","18/08/2005",,"",
2016,"VEHIC. MIXTO","CITROEN BERLINGO","VF7GJRHYK93253919","13.3",,,"",
2016,,"HYUNDAI  SANTA  FE 2.0 CRDI","KMHSC81VP5U968590","13.28","19/08/2005",,"",
2016,,"AUDI  A -3    2.0   TDI   Q","WAUZZZ8P36A024957","13.19","19/08/2005",,"",
2016,,"PEUGEOT 206  XLINE CLIM HDI 5P","VF32A8HZF44730060","10.75","19/08/2005",,"",
2016,,"KIA CARNIVAL","KNEUP751256717247",,"19/08/2005",,"",
2016,,"NISSAN  ALMERA","VSKTDAV10U0197829","19.03","19/08/2005",,"",
2016,,"KIA  CARENS","KNEFC524155412717","13.28","19/08/2005",,"",
2016,,"TOYOTA  AVENSIS 2.0","SB1BJ56L40E061699","13.3","19/08/2005",,"",
2016,,"DAELYM","KMYVL125FK5016621",,"19/08/2005",,"",
2016,,"OPEL ZAFIRA 2.2  DTI  ED. ESP.","W0L0TGF7552147985","13.98","19/08/2005",,"",
2016,"TURISMO","B.M.W. SERIE 3 320D BERLINA","WBAVC31030KU52894","13.3","22/08/2005",,"",
2016,,"KYMCO  VENOX  250","RFBR2000141100621",,"23/08/2005",,"",
2016,,"CITROEN XSARA PICASSO","VF7CHRHYB39937077","13.3","23/08/2005",,"",
2016,,"FORD  FOCUS","WF04XXWPD45M58910","11.63","23/08/2005",,"",
2016,,"OPEL  ASTRA  5P  1.7  CDTI   ENJOY.","W0L0AHL4858163356","12.01","23/08/2005",,"",
2016,,"PEUGEOT  307  SW  PK  1.6  HDI","VF33H9HYB84149078","11.47","23/08/2005",,"",
2016,,"VOLKSWAGEN  POLO 1.4","WVWZZZ9NZ6Y082462","10.7","24/08/2005",,"",
2016,,"OPEL  CORSA  5P  1.2  SILVER.","W0L0XCF6854381495","9.78","23/08/2005",,"",
2016,,"CITROEN C4 HDI","VF7LC9HYB74219661","11.47","25/08/2005","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,,"OPEL  VIVARO TOUR  CORTO 1.9  CDTI","W0LJ7CCA65V636194",,"25/08/2005",,"",
2016,,"PEUGEOT  PARTNER  TOTEM  1","VF3GJWJYB95161697",,"25/08/2005",,"",
2016,,"FORD FOCUS C-MAS","WF0MXXGCDM5A48588","11.47","25/08/2005",,"",
2016,,"NISSAN ALMERA TINO","VSKTDAV10U0195737","14.03","24/08/2005",,"",
2016,,"SEAT  LEON  1.6   SPORT","VSSZZZ1MZ5R086816","11.63","22/08/2005",,"",
2016,,"CITROEN C2 HDI70 FURIO","VF7JM8HZB97279125","10.74","22/08/2005",,"",
2016,,"OPEL  ZAFIRA  2.2   DTI  ED.ESP.","W0L0TGF7552169791","13.98","22/08/2005",,"",
2016,"VEHIC. MIXTO","CITROEN BERLINGO","VF7GJRHYK93020735","13.3",,,"",
2016,,"VOLKSWAGEN  POLO  1.9  TDI","WVWZZZ9NZ6Y068780","12.89","24/08/2005",,"",
2016,,"APRILIA   APRECIFE.","ZD4SP00295S001198",,"24/08/2005",,"",
2016,,"SEAT  ALTEA  1.6   5 V","VSSZZZ5PZ6R015197","11.63","24/08/2005",,"",
2016,"TURISMO","VOLKSWAGEN GOLF 1.6","WVWZZZ1KZ5B119752","11.63","23/08/2005",,"",
2016,"TURISMO","FORD FOCUS","WF0BXXGCDB1D35600","12.3",,,"",
2016,"VEHIC. MIXTO","FIAT DOBLO","ZFA22300005039179","12.95",,,"",
2016,,"MERCEDES  BENZ  109   CDI","WDF63960113175088",,"25/08/2005","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,,"OPEL  ASTRA  GTC  1.7  CDTI  ENJ","W0L0AHL0855168457","12.01","26/08/2005","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"MOTOCICLETA","HONDA XR 600 R","JH2PE04A1WM200008","3.68",,,"",
2016,"TURISMO","OPEL CALIBRA","W0L000085N1129298","13.31",,,"",
2016,"TURISMO","SEAT IBIZA 1.4","VSSZZZ6KZTR108107","10.7",,,"",
2016,"VEHIC. MIXTO","PEUGEOT PART CBESP P LAT","VF35FWJZE60224995","12.78",,,"",
2016,"TURISMO","RENAULT MEGANE SCENIC","VF1JA0NN521080466","12.78",,,"",
2016,"TURISMO","FORD MONDEO 5 PUERTAS","WF0AXXGBAWU47457","12.31",,,"",
2016,"TURISMO","ALFA ROMEO 33 1 7 I E","ZAR90700005687252","12.13",,,"",
2016,"TURISMO","HONDA CR-V","JHLR01750WC006411","13.21",,,"",
2016,"TURISMO","SEAT 127 4 P","HA194130","8.2",,"VH","VEHICULO HISTORICO","100"
2016,,"NISSAN VANETTE CARGO","VSKDEVC23U0063299","14.41",,,"",
2016,"TURISMO","MERCEDES 210037 (E230)","WDB2100371A310866","14.46",,,"",
2016,"TURISMO","DAIMLER 190 D 2.5","WDB2011261A334557","16.63",,,"",
2016,"CAMION","MERCEDES-BENZ 412 D","WDB9044621P793523","18.1",,,"",
2016,"TURISMO","B.M.W. SERIE 3 320 D","WBAAL71050CC18422","13.12",,,"",
2016,,"OPEL CORSA","W0L0SBF68X4322722","12.02",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","OPEL CORSA-B 1.2 16V","W0L0SBF08Y4234957","9.79",,,"",
2016,"TURISMO","FORD FIESTA 5 PUERTAS 1.3","WF0AXXGAJAXK71924","10.28",,,"",
2016,"TURISMO","VOLKSWAGEN GOLF 1.4 I 5V","WVWZZZ1HZPB051789","10",,,"",
2016,"MOTOCICLETA","HONDA CB TWO FIFTY","VTMMC26D0TE010377","2.78",,,"",
2016,"TURISMO","MERCEDES-BENZ 300 D","WDB1241301B173686","19",,,"",
2016,"TURISMO","PEUGEOT 306 SEDAN GRAFFIC","VF37BKFXE32348008","10.57",,,"",
2016,"TURISMO","OPEL CALIBRA A 2.0 16V","W0L000085N1100254","13.31",,,"",
2016,"TURISMO","MERCEDES 300SL 24","WDB1290611F055715","19",,,"",
2016,"TURISMO","FORD ESCORT","WF0AXXWPAAVP70491","12.3",,,"",
2016,"FURGONETA MIXTA","NISSAN PATROL","VSK0KP260X0411864","16",,,"",
2016,"TURISMO","FORD FIESTA 1.6-D","VS6BXXWPFBEC28947","11.68",,,"",
2016,"TURISMO","B.M.W. SERIE 3 320 D M","WBAAL71070KG54436","13.12",,,"",
2016,"MOTOCICLETA","YAMAHA SR-250-SE","3Y8040746","2.14",,,"",
2016,"TURISMO","SEAT IBIZA 1.9 D.","VSSZZZ6KZVR175581","12.89",,,"",
2016,"TODO TERRENO","MITSUBISHI MONTERO","JMB0NV240WJ005673","15.14",,,"",
2016,"MOTOCICLETA","YAMAHA TZR80RR","VTL4BAS00SA006261","1.46",,,"",
2016,"FURGONETA MIXTA","NISSAN PATROL","VSK0KY260U0561370","19",,,"",
2016,"MOTOCICLETA","B.M.W. K1100RS","0197572K1100RS","9.27",,,"",
2016,,"JOHN DEERE 1035-EV","055151CE000000000000","14",,"VA","VEHICULO AGRICOLA","100"
2016,,"FORD ORION","VS6FXXWPAFMY19460","11.64",,,"",
2016,"FURGONETA MIXTA","NISSAN PATROL","VSKAPG260X0463057","16",,,"",
2016,"TURISMO","OPEL ASTRA G CC","W0L0TGF08X8122442","13.3",,,"",
2016,"TURISMO","PEUGEOT 106 XN 1.1","VF31AHDZE51553460","9.42",,,"",
2016,"TURISMO","FORD ORION 1.6","VS6FXXWPAFMY19459","11.64",,,"",
2016,"MOTOCICLETA","YAMAHA TZR80RR","VTL4BAS00RA004483","1.46",,,"",
2016,"TURISMO","FORD ESCORT 5","WF0AXXBBAAWR74925","11.63",,,"",
2016,"MOTOCICLETA","HONDA NSR75FII","VTMDC02900E109616","1.46",,,"",
2016,"TURISMO","OPEL ASTRA","W0L0TGF69X5121620","13.3",,,"",
2016,"TURISMO","A.U.D.I. AUDI A3 1.8 5V","WAUZZZ8LZWA026382","12.42",,,"",
2016,"MOTOCICLETA","HONDA CB TWO FIFTY","VTMMC26D0YE040087","2.78",,,"",
2016,"TURISMO","FORD FOCUS 4PUERT PORTON 1.","WF0AXXWPDAYG03051","12.3",,,"",
2016,"TURISMO","PEUGEOT 406 STDT 2.1","VF38BP8CE80468570","13.66",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","PEUGEOT 206 3P XR 1.4 D","VF32CKFXE40993493","10.57",,,"",
2016,"TURISMO","B.M.W. 316 I","WBACG11030KD14078","11.63",,,"",
2016,"TURISMO","FORD FIESTA 1.6 D","VS6BXXWPFBJL12926","11.68",,,"",
2016,"TURISMO","RENAULT R-6 TL CONF","VS5118500A0004336","8.97",,"VH","VEHICULO HISTORICO","100"
2016,"VEHIC. MIXTO","RENAULT MASTER","VF1JDEBD518616549","16.29",,,"",
2016,"TURISMO","FORD MONDEO 5 PUERTAS 1.8","WF0AXXGBBAW837193","12.48",,,"",
2016,"TURISMO","B.M.W. SERIE 3 323 CI","WBABM31050EZ62324","17.88",,,"",
2016,"MOTOCICLETA","KAWASAKI EN 500","EN500A034596","4",,,"",
2016,"MOTOCICLETA","HONDA VT 1100 C","1HFSC1801KA401179","7",,,"",
2016,"TURISMO","RENAULT R. CLIO","VF1CB0E0E22460832","12.78",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","FORD FIESTA 1.4","VS6AXXWPFAKK47463","10.71",,,"",
2016,"TURISMO","CITROEN AX","VS7ZADB0070DB2532","9.42",,,"",
2016,"MOTOCICLETA","HONDA SCOOPY 75","SH751007135","1.46",,,"",
2016,"TURISMO","FORD MONDEO","WF0AXXGBBAYG88507","12.3",,,"",
2016,"TURISMO","PEUGEOT 206 5P XR 75","VF32AKFXE40147053","10.57",,,"",
2016,"TURISMO","VOLKSWAGEN GOLF 1.9TDI 5V 2P","WVWZZZ1JZYW078558","12.89",,,"",
2016,"TURISMO","FIAT PUNTO 75 SX","ZFA17600000331732","10",,,"",
2016,"TURISMO","FORD FOCUS 4 PUERTAS 1.6","WF0FXXWPDFXD85064","11.63",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"MOTOCICLETA","YAMAHA TZR80RR","VTL4BAS00TA007151","1.46",,,"",
2016,"TURISMO","FORD PUMA 2 PUERTAS 1.7","WF0CXXGAECXE32136","11.98",,,"",
2016,"TURISMO","A.U.D.I. A6 2.4 5V","WAUZZZ4BZYN048932","17.44",,,"",
2016,"TURISMO","A.U.D.I. A4 1.9 TDI 5 VEL.","WAUZZZ8DZ1A009073","12.89",,,"",
2016,"CAMION","IVECO 35E10","ZCFC3570105113578","16.29",,,"",
2016,"TURISMO","B.M.W. SERIE 3 320D M","WBAAL71040KE53044","13.12",,,"",
2016,"CAMION","NISSAN M 110.14","VSKM1136GMB349445","30",,,"",
2016,"TRACTOR","JOHN DEERE 1140 V","113745CE","14.95",,"VA","VEHICULO AGRICOLA","100"
2016,"VEHIC. MIXTO","CITROEN C 15 D FAMILIAR","VS7VDPG000BPG0161","12.37",,,"",
2016,"CAMION","NISSAN TRADE","VSKKF1107LA681921","16",,,"",
2016,"TURISMO","RENAULT R 5 TL FM 3 P","VS5C40F04K0100098","9.98",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"MOTOCICLETA","YAMAHA 3LS,XV250","JYA3LSS06NA016388","2.89",,,"",
2016,"MOTOCICLETA","HONDA CB500","ZDCPC32A0TF004893","4.39",,,"",
2016,"TURISMO","MORRIS MINI 850 L","M0L029047ZP0","7.96",,,"",
2016,"TURISMO","VOLKSWAGEN POLO 1.4 5V 2P","WVWZZZ6NZVY178982","10.7",,,"",
2016,,"FORD ESCORT","VS6AXXWPAARJ39226","12.48",,,"",
2016,"TURISMO","FORD FOCUS","WF0AXXWPDAWA40346","11.63",,,"",
2016,"VEHIC. MIXTO","CITROEN CUMBRE C 15D","VS7VDPG0061PG5479","12.37",,,"",
2016,"MOTOCICLETA","KAWASAKI EN 500","EN500A030368","4.39",,,"",
2016,"TURISMO","RENAULT R-5 GT TURBO","VS5C40505J0001235","10.74",,,"",
2016,"TURISMO","MERCEDES BENZ 300 D TURBO","WDB1241331B199161","19",,,"",
2016,"TURISMO","TOYOTA YARIS","JTDJV123100038663","8.77",,,"",
2016,"TURISMO","PEUGEOT 206 3P XR 1.4 D-","VF32CKFXE41049333","10.57",,,"",
2016,"TURISMO","FORD FOCUS 4PUERT SEDAN 1.8","WF0FXXWPDFYK56311","12.3",,,"",
2016,"FURGONETA MIXTA","NISSAN VANETTE","VSKBEC220U0943543","13",,,"",
2016,"TURISMO","OPEL SINTRA","4GDDU03A2VD171322","14.09",,,"",
2016,"TURISMO","SEAT CORDOBA 1.4","VSSZZZ6KZVR204640","10.7",,,"",
2016,"TURISMO","A.U.D.I. A6 2.5 TDI 6V","WAUZZZ4BZXN126887","17.88",,,"",
2016,"TURISMO","MERCEDES E240","WDB2100611A532191","17.46",,,"",
2016,"TURISMO","FORD ESCORT","VS6AXXWPAATL83254","12.3",,,"",
2016,"TURISMO","MERCEDES-BENZ E 300 D","WDB1241311J076731","19.96",,,"",
2016,"FURGONETA MIXTA","MERCEDES-BENZ MB 120","VSA63131313023655","14.85",,,"",
2016,"TURISMO","HYUNDAI SCOUPE","KMHVE31NPSU236398","11.18",,,"",
2016,"CAMION","RENAULT 340.26 G (GV)","VF622CXA090003283","40.73",,,"",
2016,"CAMION","NISSAN PICK-UP 2.5T 4P","JN1CGUD22U0737075","15.2",,,"",
2016,"TURISMO","A.U.D.I. 80 INY","WAUZZZ89ZKA175208","12",,,"",
2016,"TURISMO","FORD FIESTA","VS6BXXWPFBRU84067","10.71",,,"",
2016,,"PEUGEOT 206 5P XRD 1.9","VF32AWJZT40909299","12.78",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","FORD ESCORT 5 PUERTAS 1.6","WF0AXXWPAAWT80879","11.63",,,"",
2016,"TURISMO","OPEL ASTRA 5P COMFORT 1.6 1","W0L0TGF48Y5044105","11.64",,,"",
2016,"TURISMO","OPEL ASTRA","W0L000056P5140770","12.08",,,"",
2016,"TURISMO","VOLKSWAGEN BEETLE 1.9 TDI 5V","WVWZZZ9CZYM609236","12.89",,,"",
2016,"TURISMO","FORD FIESTA 1 6 D","VS6BXXWPFBJT02065","11.68",,,"",
2016,"TURISMO","PEUGEOT 306 5P XR 1.9 D","VF37AWJZT32933350","12.78",,,"",
2016,"TURISMO","OPEL ASTRA G CC","W0L0TGF08X5237641","13.31",,,"",
2016,"TURISMO","FORD MONDEO","WF0AXXGBBAPR29208","12.48",,,"",
2016,"TURISMO","FORD FOCUS","WF0AXXWPDAWA51975","11.63",,,"",
2016,"TURISMO","OPEL OPEL ASTRA","W0L000056S5307451","11.69",,,"",
2016,"MOTOCICLETA","KAWASAKI EN 500","EN500A036023","4.38",,,"",
2016,"TURISMO","FORD MONDEO","WF0AXXGBBAYD88343","12.3",,,"",
2016,"CAMION","NISSAN M-110","VSKM1136GKB333992","30",,,"",
2016,"TODO TERRENO","LAND ROVER RANGE ROVER","SALLHAMF8MA663179","15.2",,,"",
2016,"TURISMO","PEUGEOT 306 5P XR 19D","VF37AWJZT32868105","12.78",,,"",
2016,"TURISMO","PEUGEOT 106 KID 1.0","VF31ACDZ250998235","8.54",,,"",
2016,"CAMION","NISSAN L 35.095 CAPITONE","VWAL3524VTA386808","20.15",,,"",
2016,"TURISMO","CITROEN XSARA 1.9TD TONIC","VF7N0DHYF36561248","12.93",,,"",
2016,"TURISMO","FORD MONDEO","WF0AXXGBBATE84257","12.31",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","FORD KA 2 PUERTAS PORTON 1.","WF0BXXWPRBXJ46346","10.28",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","FORD FOCUS","WF0AXXWPDAXL68531","13.27",,,"",
2016,"TURISMO","B.M.W. SERIE 3 318 TDS","WBACJ51040AS20416","11.93",,,"",
2016,"MOTOCICLETA","VESPA 200 DNN","DN9539152","2.62",,,"",
2016,,"RENAULT RENAULT MEGANE","VF1BA0NM519751710","12.79",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","PEUGEOT 504","A013132097","12.48",,"VH","VEHICULO HISTORICO","100"
2016,"VEHIC. MIXTO","VOLKSWAGEN CADDY 1.9 D.","WV2ZZZ9KZTR524552","12.89",,,"",
2016,"TURISMO","SUZUKI WAGON R","JSAEMA61S00115464","8.76",,,"",
2016,"TURISMO","CITROEN XSARA 1.9TD VTS","VF7N6DHYF36164901","12.93",,,"",
2016,"CICL. 2 RUEDAS","PEUGEOT JET FORCE 50","VGAA1AAJA00010294","0",,,"",
2016,"CICL. 2 RUEDAS","PEUGEOT SPEEDFIGHT LC","VGAS1B00B00109214","0",,,"",
2016,"MOTOCICLETA","HONDA CBR 600 F","PC254000090","6.46",,,"",
2016,"TURISMO","PEUGEOT 307  XS   HDI  110","VF33C9HYC84688218","11.47","14/09/2006","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","TOYOTA RAV 4   2.2  D4D","JTMBB31V205022129","15.18","26/09/2006",,"",
2016,"TURISMO","TOYOTA COROLLA 1.6","SB1JZ28E60F027159","11.64","26/09/2006",,"",
2016,"TURISMO","VOLKSWAGEN GOLF 2.0 TDI  140 CV.","WVWZZZ1KZ6P008957","13.19","26/09/2006",,"",
2016,"VEHIC. MIXTO","VOLKSWAGEN CADY 1.9 TDI 5 V","WV2ZZZ2KZ6X120430",,"06/09/2006",,"",
2016,"MOTOCICLETA","PIAGGIO VESPA LX 125","ZAPM4410000029531",,"22/09/2006",,"",
2016,"TURISMO","PEUGEOT 407 SR CONFORT","VF36D6FYC21513204","12.28","07/09/2006",,"",
2016,"TURISMO","TOYOTA RAV 4  2.2 SOL","JTMBA31V905023619","14.21","14/09/2006",,"",
2016,"VEHIC. MIXTO","OPEL VIVARO 1.9 CDTI","W0LJ7BCA66V656462",,"22/09/2006",,"",
2016,"TURISMO","CITROEN C-3 HDI 70 COLLECTION","VF7FC8HZC28760860","10.74","29/09/2006",,"",
2016,"VEHIC. MIXTO","RENAULT KANGOO","VF1KC0NEF26377778","12.78",,,"",
2016,"TURISMO","JAGUAR S-TYPE 3.0  V6","SAJAA01EXXFL19202","19.85","27/10/2006",,"",
2016,"TURISMO","OPEL ASTRA TT  1.6  ENJOY","W0L0AHL6775028026","11.63","18/10/2006",,"",
2016,"TURISMO","FORD MONDEO","WF0AXXGBBAYE13026","12.3",,,"",
2016,"TURISMO","FORD FIESTA","WF0HXXGAJH6P24991","10.69","02/10/2006",,"",
2016,"TURISMO","FORD FOCUS","WF05XXWPD56B02584","11.47","02/10/2006",,"",
2016,"TURISMO","FORD FOCUS","WF04XXWPD46B35531","11.63","26/10/2006",,"",
2016,"TURISMO","FORD FOCUS","WF05XXGCD56R34880","13.31","30/10/2006","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","PEUGEOT 407 SW ST SPORT PK HDI 136","VF36ERHRH21456564","13.3","06/10/2006",,"",
2016,"TURISMO","FORD FUSION","WF0UXXGAJU6P08157","10.69","13/10/2006","VM","VEHÍCULOS DISCAPACITADOS","100"
