Expte_Nº,Expte_Departamento,Trámite,Fecha Inicio,N Registro,Año
13738/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,16-nov-15,2015037247,2015
13739/2015/GEN,Negociat Benestar Social,SSCB-015 Prestaciones económicas individualizadas,16-nov-15,2015038022,2015
13740/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,16-nov-15,2015037246,2015
13741/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,16-nov-15,2015037436,2015
13742/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,16-nov-15,2015037994,2015
13743/2015/GEN,Unitat Administrativa de Llicencies,URBA-102 Obres subjectes a declaració responsable,16-nov-15,2015037479,2015
13744/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,16-nov-15,2015037765,2015
13745/2015/GEN,Secció Medi Ambient,MEDI-004 PRESTACIÓN DE SERVICIOS Y/O INSTALACIÓN DE ELEMENTOS URBANOS,16-nov-15,2015037547,2015
13746/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,16-nov-15,2015037761,2015
13747/2015/GEN,Departament de la Dona,DONA-002 Ayuda emergencia para mujeres en situación de violencia de género,16-nov-15,-,2015
13748/2015/GEN,Unitat Administrativa de Llicencies,URBA-127 Licencia / comunicación de apertura de actividades sujetas a la Ley de espectáculos públicos mediante declaración responsable,16-nov-15,2015037501,2015
13749/2015/GEN,Unitat Tributs Periodics,TESO-040 Licencia de vado con autorización de aparcamiento en la licencia 1ª ocupación,16-nov-15,-,2015
13750/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,16-nov-15,2015037510,2015
13751/2015/GEN,Unitat de Comptabilitat,UORJI-009 Inmuebles municipales,16-nov-15,-,2015
13752/2015/GEN,Secció Medi Ambient,MEDI-004 PRESTACIÓN DE SERVICIOS Y/O INSTALACIÓN DE ELEMENTOS URBANOS,16-nov-15,2015037868,2015
13753/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,16-nov-15,2015037532,2015
13754/2015/GEN,Festes i Entitats populars,FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES,17-nov-15,2015037905,2015
13755/2015/GEN,Festes i Entitats populars,FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES,17-nov-15,2015037837,2015
13756/2015/GEN,Negociat Benestar Social,SSCB-015 Prestaciones económicas individualizadas,17-nov-15,-,2015
13757/2015/GEN,Secció Medi Ambient,MEDI-004 PRESTACIÓN DE SERVICIOS Y/O INSTALACIÓN DE ELEMENTOS URBANOS,17-nov-15,2015038079,2015
13758/2015/GEN,Unitat Administrativa de Llicencies,URBA-104 Cambio de titular de actividades,17-nov-15,2015037595,2015
13759/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,17-nov-15,2015038064,2015
13760/2015/GEN,Unitat Tributs No Periodics,TESO-016 PRÓRROGA PARA LA PRESENTACION DE LA DECLARACION DEL IIVTNU,17-nov-15,2015021453,2015
13761/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-007 CERTIFICADO DE DISTANCIA KILOMÉTRICA,17-nov-15,2015037838,2015
13762/2015/GEN,Negociat Benestar Social,SSCB-007 TARJETA DE ESTACIONAMIENTO PARA PERSONAS CON MOVILIDAD REDUCIDA,17-nov-15,2015037879,2015
13763/2015/GEN,Secció Medi Ambient,MEDI-009 INCIDÈNCIES AMBIENTALS,17-nov-15,2015038048,2015
13764/2015/GEN,Secció d'Obres i Edificis Públics,URBA-072 Proyectos de obras públicas,17-nov-15,-,2015
13765/2015/GEN,Unitat Tributs No Periodics,TESO-016 PRÓRROGA PARA LA PRESENTACION DE LA DECLARACION DEL IIVTNU,17-nov-15,2015023797,2015
13766/2015/GEN,Oficina pressupostària,OPRE-023 Comunicaciones de entidades dependientes y otras entidades respecto al presupuesto,17-nov-15,2015037856,2015
13767/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",INSTÀNCIA GENERAL,17-nov-15,2015038028,2015
13768/2015/GEN,Negociat Benestar Social,SSCB-007 TARJETA DE ESTACIONAMIENTO PARA PERSONAS CON MOVILIDAD REDUCIDA,17-nov-15,2015038000,2015
13769/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,17-nov-15,2015038061,2015
13770/2015/GEN,Negociat Benestar Social,SSCB-023 Documentación procedente de otros organismos públicos,17-nov-15,2015036921,2015
13771/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,17-nov-15,2015037297,2015
13772/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,17-nov-15,2015037992,2015
13773/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,17-nov-15,2015037998,2015
13774/2015/GEN,Negociat Benestar Social,SSCB-008 REAGRUPAMIENTO FAMILIAR,17-nov-15,2015037978,2015
13775/2015/GEN,Unitat Tributs No Periodics,TESO-016 PRÓRROGA PARA LA PRESENTACION DE LA DECLARACION DEL IIVTNU,17-nov-15,2015024086,2015
13776/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-009 INFRACCIONES DE LA ORDENANZA DE CONVIVENCIA CIUDADANA,17-nov-15,-,2015
13777/2015/GEN,Servici de Personal,RRHHI-007 Anticipos de nómina,17-nov-15,2015038091,2015
13778/2015/GEN,Unitat Tributs No Periodics,TESO-016 PRÓRROGA PARA LA PRESENTACION DE LA DECLARACION DEL IIVTNU,17-nov-15,2015029157,2015
13779/2015/GEN,Negociat Benestar Social,SSCB-024 Ayuda para la lactancia artificial,17-nov-15,2015037517,2015
13780/2015/GEN,Unitat Gestió de Personal,Procés General - RRHH,17-nov-15,2015038080,2015
13781/2015/GEN,Negociat Benestar Social,SSCB-024 Ayuda para la lactancia artificial,17-nov-15,2015037698,2015
13782/2015/GEN,Negociat Benestar Social,SSCB-024 Ayuda para la lactancia artificial,17-nov-15,2015037954,2015
13783/2015/GEN,Negociat Benestar Social,SSCB-025 Ayudas para tratamientos médicos crónicos,17-nov-15,2015037551,2015
13784/2015/GEN,Servici de Personal,RRHHI-007 Anticipos de nómina,17-nov-15,2015038056,2015
13785/2015/GEN,Unitat Administrativa Disciplina Urbanística,URBA-038 ORDEN DE EJECUCIÓN DE OBRAS DE CONSERVACIÓN Y DE INTERVENCIÓN,17-nov-15,-,2015
13786/2015/GEN,Unitat Administrativa de Llicencies,URBA-136 Declaración responsable ambiental,17-nov-15,2015037530,2015
13787/2015/GEN,Unitat Administrativa de Llicencies,URBA-102 Obras sujetas a declaración responsable,17-nov-15,2015038043,2015
13788/2015/GEN,Unitat Administrativa de Llicencies,URBA-104 Cambio de titular de actividades,17-nov-15,2015037451,2015
13789/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-009 INFRACCIONES DE LA ORDENANZA DE CONVIVENCIA CIUDADANA,17-nov-15,-,2015
13790/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-009 INFRACCIONES DE LA ORDENANZA DE CONVIVENCIA CIUDADANA,17-nov-15,-,2015
13791/2015/GEN,Unitat Tributs No Periodics,TESO-016 PRÓRROGA PARA LA PRESENTACION DE LA DECLARACION DEL IIVTNU,17-nov-15,2015035212,2015
13792/2015/GEN,Unitat Tributs No Periodics,TESO-016 PRÓRROGA PARA LA PRESENTACION DE LA DECLARACION DEL IIVTNU,17-nov-15,2015035603,2015
13793/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-009 INFRACCIONES DE LA ORDENANZA DE CONVIVENCIA CIUDADANA,17-nov-15,-,2015
13794/2015/GEN,Unitat Òrgan de Suport a Junta de Govern i Regidor Secretari,UORJ-001 CELEBRACIÓN DE BODA,17-nov-15,2015038177,2015
13795/2015/GEN,Negociat Benestar Social,SSCB-025 Ayudas para tratamientos médicos crónicos,17-nov-15,2015037604,2015
13796/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-009 INFRACCIONES DE LA ORDENANZA DE CONVIVENCIA CIUDADANA,17-nov-15,-,2015
13797/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-009 INFRACCIONES DE LA ORDENANZA DE CONVIVENCIA CIUDADANA,17-nov-15,-,2015
13798/2015/GEN,Negociat Benestar Social,SSCB-025 Ayudas para tratamientos médicos crónicos,17-nov-15,2015037694,2015
13799/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-009 INFRACCIONES DE LA ORDENANZA DE CONVIVENCIA CIUDADANA,17-nov-15,-,2015
13800/2015/GEN,Negociat Benestar Social,SSCB-025 Ayudas para tratamientos médicos crónicos,17-nov-15,2015037862,2015
13801/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-009 INFRACCIONES DE LA ORDENANZA DE CONVIVENCIA CIUDADANA,17-nov-15,-,2015
13802/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,17-nov-15,-,2015
13803/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-009 INFRACCIONES DE LA ORDENANZA DE CONVIVENCIA CIUDADANA,17-nov-15,-,2015
13804/2015/GEN,Unitat Tributs No Periodics,TESO-016 PRÓRROGA PARA LA PRESENTACION DE LA DECLARACION DEL IIVTNU,17-nov-15,2015035886,2015
13805/2015/GEN,Secció Medi Ambient,MEDI-001 ACAMPADA Y/O UTILIZACION DEL REFUGIO DE LA CANYADA DEL CONILL,17-nov-15,2015038203,2015
13806/2015/GEN,Unitat Tributs No Periodics,TESO-016 PRÓRROGA PARA LA PRESENTACION DE LA DECLARACION DEL IIVTNU,17-nov-15,2015036712,2015
13807/2015/GEN,Servici de Personal,Proces General - RRHH,17-nov-15,-,2015
13808/2015/GEN,"Desenvolupament econòmic i social, ocupació, transport, mobilitat i participació",CONT-006 Contracte de serveis,17-nov-15,-,2015
13809/2015/GEN,Servici de Personal,Procés General - RRHH,17-nov-15,2015037802,2015
13810/2015/GEN,Unitat Tributs Periodics,TESO-040 Llicència de gual amb autorització d&#146;aparcament en la llicència 1ª ocupació,17-nov-15,2015038084,2015
13811/2015/GEN,Servici de Personal,RRHHI-017 Retribuciones,17-nov-15,-,2015
13812/2015/GEN,Unitat Tributs No Periodics,TESO-016 PRÓRROGA PARA LA PRESENTACION DE LA DECLARACION DEL IIVTNU,17-nov-15,2015037737,2015
13813/2015/GEN,Unitat Tesoreria i Recaptació,TESO-003 FRACCIONAMIENTO O APLAZAMIENTO DE PAGO DE DEUDAS TRIBUTARIAS Y EL RESTO DE DERECHO PÚBLICO,18-nov-15,2015031545,2015
13814/2015/GEN,Unitat Administrativa Disciplina Urbanística,"URBA-042 DENUNCIA DE INFRACCIÓN URBANÍSTICA POR CONSTRUCCIÓN, INSTALACIONES Y OBRAS",18-nov-15,2015022491,2015
13815/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,18-nov-15,2015038184,2015
13816/2015/GEN,Servici de Contratació i Compres,CONT-006 Contrato de Servicios,18-nov-15,-,2015
13817/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,18-nov-15,2015038112,2015
13818/2015/GEN,Oficina pressupostària,OPREI-001 Presupuesto y modificaciones,18-nov-15,-,2015
13819/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,18-nov-15,2015037987,2015
13820/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,18-nov-15,2015038164,2015
13821/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,18-nov-15,2015038236,2015
13822/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,18-nov-15,2015037955,2015
13823/2015/GEN,Unitat Tributs Periodics,Procés General - Hisenda,18-nov-15,-,2015
13824/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,18-nov-15,-,2015
13825/2015/GEN,"Unitat Relacions Laborals, nòmines i Seguretat Social",RRHH-007 Prácticas formativas y universidad,18-nov-15,-,2015
13826/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,18-nov-15,2015038181,2015
13827/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,18-nov-15,2015038196,2015
13828/2015/GEN,Unitat Tributs Periodics,Procés General - Hisenda,18-nov-15,-,2015
13829/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,18-nov-15,2015038070,2015
13830/2015/GEN,Negociat Benestar Social,SSCB-010 INFORME DE ARRAIGO SOCIAL,18-nov-15,2015038255,2015
13831/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,18-nov-15,2015037152,2015
13832/2015/GEN,"Unitat Relacions Laborals, nòmines i Seguretat Social",RRHH-007 Prácticas formativas y universidad,18-nov-15,-,2015
13833/2015/GEN,Negociat Benestar Social,SSCB-025 Ayudas para tratamientos médicos crónicos,18-nov-15,2015038202,2015
13834/2015/GEN,Negociat Benestar Social,SSCB-024 Ayuda para la lactancia artificial,18-nov-15,2015038201,2015
13835/2015/GEN,Lletrat,PATR-001 RECLAMACIÓN DE DAÑOS POR RESPONSABILIDAD PATRIMONIAL,18-nov-15,2015037848,2015
13836/2015/GEN,Secció Medi Ambient,MEDI-004 PRESTACIÓN DE SERVICIOS Y/O INSTALACIÓN DE ELEMENTOS URBANOS,18-nov-15,2015038156,2015
13837/2015/GEN,Festes i Entitats populars,FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES,18-nov-15,2015036643,2015
13838/2015/GEN,Festes i Entitats populars,FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES,18-nov-15,2015038272,2015
13839/2015/GEN,Unitat Gestió de Personal,Proces General - RRHH,18-nov-15,-,2015
13840/2015/GEN,Tresoreria,Procés General - Hisenda,18-nov-15,-,2015
13841/2015/GEN,Unitat Oficina Pressupostària i Subvencions,Proceso General,18-nov-15,-,2015
13842/2015/GEN,Unitat Administrativa de Llicencies,INSTÀNCIA GENERAL,18-nov-15,2015028278,2015
13843/2015/GEN,Unitat administrativa area urbanisme,Trámit General-Seccio Obres,18-nov-15,2015037637,2015
13844/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,18-nov-15,2015037726,2015
13845/2015/GEN,Unitat Tributs No Periodics,"TESO-041 BENEFICIO FISCAL POR 'MORTIS CAUSA' EN LA DECLARACIÓN DEL IIVTNU, EN LA VIVIENDA HABITUAL",18-nov-15,2015036839,2015
13846/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,18-nov-15,2015037800,2015
13847/2015/GEN,Unitat administrativa area urbanisme,Trámit General-Seccio Obres,18-nov-15,2015037544,2015
13848/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,18-nov-15,-,2015
13849/2015/GEN,Negociat Benestar Social,Procés General -BS,18-nov-15,-,2015
13850/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,18-nov-15,2015037288,2015
13851/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,18-nov-15,2015037316,2015
13852/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,18-nov-15,2015037326,2015
13853/2015/GEN,Unitat Administrativa de Planejament,URBA-067 PROGRAMA D`ACTUACIÓ INTEGRADA GESTIÓ INDIRECTA,18-nov-15,2015037976,2015
13854/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,18-nov-15,2015037383,2015
13855/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,18-nov-15,2015037399,2015
13856/2015/GEN,Unitat administrativa area urbanisme,Procés General - Urbanisme,18-nov-15,2015037797,2015
13857/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,18-nov-15,2015037415,2015
13858/2015/GEN,Unitat Administrativa Disciplina Urbanística,URBA-036 INFRACCIONES POR ACTIVIDAD,18-nov-15,2015035777,2015
13859/2015/GEN,Brigada d'Obres,Procés General - Via pública,18-nov-15,-,2015
13860/2015/GEN,Unitat administrativa area urbanisme,Trámit General-Seccio Obres,18-nov-15,2015037876,2015
13861/2015/GEN,Unitat administrativa area urbanisme,Trámit General-Seccio Obres,18-nov-15,2015037988,2015
13862/2015/GEN,Unitat dEstadistica,ESTD-012 INFORMACIÓN ESTADÍSTICA Y PADRONAL,19-nov-15,2015038307,2015
13863/2015/GEN,Negociat Benestar Social,Procés General -BS,19-nov-15,2015038097,2015
13864/2015/GEN,Unitat Administrativa de Llicencies,URBA-135 Informe urbanístico municipal de Actividad,19-nov-15,2015037781,2015
13865/2015/GEN,Servici de Personal,Proces General - RRHH,19-nov-15,-,2015
13866/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,19-nov-15,-,2015
13867/2015/GEN,Departament Promoció d'ús del Valencià,Procés General - Valencià,19-nov-15,-,2015
13868/2015/GEN,Unitat dEstadistica,INSTÀNCIA GENERAL,19-nov-15,2015038317,2015
13869/2015/GEN,Unitat Gestió de Personal,Proces General - RRHH,19-nov-15,-,2015
13870/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,19-nov-15,2015037804,2015
13871/2015/GEN,Unitat administrativa area urbanisme,Trámit General-Seccio Obres,19-nov-15,2015038206,2015
13872/2015/GEN,Servici de Personal,RRHHI-010 Permisos,19-nov-15,2015037550,2015
13873/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,19-nov-15,2015037456,2015
13874/2015/GEN,Negociat Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,19-nov-15,2015037456,2015
13875/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,19-nov-15,2015037449,2015
13876/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,19-nov-15,2015037612,2015
13877/2015/GEN,Unitat Gestió de Personal,Proces General - RRHH,19-nov-15,-,2015
13878/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,19-nov-15,2015037742,2015
13879/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,19-nov-15,2015038008,2015
13880/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,19-nov-15,2015037782,2015
13881/2015/GEN,Unitat dEstadistica,ESTD-008 CERTIFICADOS CAMBIO DE NOMBRE VIA PÚBLICA,19-nov-15,2015038353,2015
13882/2015/GEN,Servici de Personal,RRHHI-019 Autorización y abono,19-nov-15,-,2015
13883/2015/GEN,Unitat Administrativa de Llicencies,URBA-104 Cambio de titular de actividades,19-nov-15,2015038030,2015
13884/2015/GEN,Secció Medi Ambient,MEDI-001 ACAMPADA Y/O UTILIZACION DEL REFUGIO DE LA CANYADA DEL CONILL,19-nov-15,2015038220,2015
13885/2015/GEN,Lletrat,PATR-001 RECLAMACIÓN DE DAÑOS POR RESPONSABILIDAD PATRIMONIAL,19-nov-15,2015038341,2015
13886/2015/GEN,Unitat Administrativa de Llicencies,URBA-102 Obras sujetas a declaración responsable,19-nov-15,2015037991,2015
13887/2015/GEN,Servici de Modernització Tecnològica i Informàtica,Procés General - Modernització,19-nov-15,-,2015
13888/2015/GEN,Secció d'Obres i Edificis Públics,URBA-072 Proyectos de obras públicas,19-nov-15,-,2015
13889/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,19-nov-15,2015037507,2015
13890/2015/GEN,Negociat Benestar Social,SSCB-027 Tarjeta de usuarios/as de centros municipales de mayores,19-nov-15,2015038257,2015
13891/2015/GEN,Unitat Administrativa de Llicencies,URBA-132 Licencia de obras para la instalación de carteles y vallas publicitarias,19-nov-15,2015038377,2015
13892/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,19-nov-15,2015037814,2015
13893/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,19-nov-15,2015037572,2015
13894/2015/GEN,Servici de Personal,RRHHI-019 Autorización y abono,19-nov-15,-,2015
13895/2015/GEN,Departament Promoció d'ús del Valencià,Procés General - Valencià,19-nov-15,-,2015
