"Expediente","Departamento","Trámite","Fecha Inicio","N. Registro","Año"
"154/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",08/01/16,"2016000134","2016"
"155/2016/GEN","Negociat Benestar Social","SSCB-007 TARJETA DE ESTACIONAMIENTO PARA PERSONAS CON MOVILIDAD REDUCIDA",08/01/16,"2015041042","2016"
"156/2016/GEN","Negociat Benestar Social","SSCB-007 TARJETA DE ESTACIONAMIENTO PARA PERSONAS CON MOVILIDAD REDUCIDA",08/01/16,"2015041742","2016"
"157/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",08/01/16,"2016000163","2016"
"158/2016/GEN","Negociat Benestar Social","SSCB-007 TARJETA DE ESTACIONAMIENTO PARA PERSONAS CON MOVILIDAD REDUCIDA",08/01/16,"2015041849","2016"
"159/2016/GEN","Negociat Benestar Social","SSCB-007 TARJETA DE ESTACIONAMIENTO PARA PERSONAS CON MOVILIDAD REDUCIDA",08/01/16,"2016000100","2016"
"160/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",08/01/16,"2016000170","2016"
"161/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",08/01/16,"2016000176","2016"
"162/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",08/01/16,"2016000179","2016"
"163/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",08/01/16,"2015040735","2016"
"164/2016/GEN","Lletrat","LTRA-001 Documentación procedente de otros organismos públicos",08/01/16,"2016000283","2016"
"165/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",08/01/16,"2015040763","2016"
"166/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",08/01/16,"2016000318","2016"
"167/2016/GEN","Negociat Benestar Social","SSCB-021 PLAZA PÚBLICA DE RESIDENCIA DE TERCERA EDAD",08/01/16,"2016000316","2016"
"168/2016/GEN","Unitat Administrativa de Llicencies","URBA-104 Cambio de titular de actividades",08/01/16,"2016000119","2016"
"169/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",08/01/16,"2015040797","2016"
"170/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",08/01/16,"2016000227","2016"
"171/2016/GEN","Unitat Tributs Periodics","TESO-043 Beneficios fiscales en el Impuesto sobre Vehículos de Tracción Mecánica (IVTM)",08/01/16,"-","2016"
"172/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",08/01/16,"2016000250","2016"
"173/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",08/01/16,"2016000268","2016"
"174/2016/GEN","Unitat Administrativa de Llicencies","URBA-104 Cambio de titular de actividades",08/01/16,"2016000121","2016"
"175/2016/GEN","Unitat Administrativa de Llicencies","URBA-104 Cambio de titular de actividades",08/01/16,"2016000122","2016"
"176/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",08/01/16,"2016000279","2016"
"177/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",08/01/16,"2016000286","2016"
"178/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",08/01/16,"2016000294","2016"
"179/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",08/01/16,"2015040801","2016"
"180/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",08/01/16,"2015040814","2016"
"181/2016/GEN","Negociat Benestar Social","SSCB-026 Prestaciones económicas de alquiler social",08/01/16,"2015042017","2016"
"182/2016/GEN","Negociat Benestar Social","SSCB-026 Prestaciones económicas de alquiler social",08/01/16,"2016000373","2016"
"183/2016/GEN","Negociat Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",08/01/16,"2015040852","2016"
"184/2016/GEN","Unitat Secretaria General núm. 1","UORJI-007 Daños a bienes municipales",08/01/16,"-","2016"
"185/2016/GEN","Unitat administrativa area urbanisme","Trámit General-Seccio Obres",08/01/16,"2015038399","2016"
"186/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",08/01/16,"2015040878","2016"
"187/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",08/01/16,"2015040884","2016"
"188/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",08/01/16,"2015040989","2016"
"189/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",08/01/16,"2015041057","2016"
"190/2016/GEN","Negociat Benestar Social","SSCB-025 Ayudas para tratamientos médicos crónicos",08/01/16,"2015041027","2016"
"191/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",08/01/16,"2015041065","2016"
"192/2016/GEN","Unidad Secretaria General del Pleno","PARC-001 INSCRIPCIÓN EN EL REGISTRO MUNICIPAL DE ASOCIACIONES",08/01/16,"2015038023","2016"
"193/2016/GEN","Negociat Benestar Social","SSCB-025 Ayudas para tratamientos médicos crónicos",08/01/16,"2015041032","2016"
"194/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",08/01/16,"2015041113","2016"
"195/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",08/01/16,"2016000396","2016"
"196/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",08/01/16,"2015041159","2016"
"197/2016/GEN","Negociat Benestar Social","SSCB-025 Ayudas para tratamientos médicos crónicos",08/01/16,"2015041440","2016"
"198/2016/GEN","Unidad Secretaria General del Pleno","PARC-001 INSCRIPCIÓN EN EL REGISTRO MUNICIPAL DE ASOCIACIONES",08/01/16,"2015037938","2016"
"199/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",08/01/16,"2015041313","2016"
"200/2016/GEN","Unitat Tributs Periodics","TESO-043 Beneficios fiscales en el Impuesto sobre Vehículos de Tracción Mecánica (IVTM)",08/01/16,"-","2016"
"4/2016/JGL","Junta de Gobierno Local","Trámite para Junta de Gobierno Local",22/01/16,"-","2016"
"201/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",08/01/16,"2015041314","2016"
"202/2016/GEN","Negociat Benestar Social","SSCB-025 Ayudas para tratamientos médicos crónicos",08/01/16,"2016000380","2016"
"203/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",08/01/16,"2015041406","2016"
"204/2016/GEN","Unidad Secretaria General del Pleno","PARC-001 INSCRIPCIÓN EN EL REGISTRO MUNICIPAL DE ASOCIACIONES",08/01/16,"2015041776","2016"
"205/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",08/01/16,"2016000412","2016"
"206/2016/GEN","Negociat Benestar Social","Procés General -BS",08/01/16,"-","2016"
"207/2016/GEN","Negociat Benestar Social","SSCB-025 Ayudas para tratamientos médicos crónicos",08/01/16,"2016000388","2016"
"208/2016/GEN","Brigada d'Obres","Procés General - Via pública",08/01/16,"-","2016"
"209/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",08/01/16,"2015041480","2016"
"210/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",08/01/16,"2016000338","2016"
"211/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",08/01/16,"2015041489","2016"
"212/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",08/01/16,"2016000337","2016"
"213/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",08/01/16,"2015041498","2016"
"214/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",08/01/16,"2016000320","2016"
"215/2016/GEN","Unitat Gestió de Personal","RRHHI-017 Retribuciones",08/01/16,"-","2016"
"216/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",08/01/16,"2015041501","2016"
"217/2016/GEN","Unitat dEstadistica","ESTD-009 CERTIFICADO DE NÚMERO DE POLICÍA",08/01/16,"2016000084","2016"
"218/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",08/01/16,"2015041638","2016"
"219/2016/GEN","Unidad Secretaria General del Pleno","PARC-001 INSCRIPCIÓN EN EL REGISTRO MUNICIPAL DE ASOCIACIONES",08/01/16,"2015041783","2016"
"220/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",08/01/16,"2016000167","2016"
"221/2016/GEN","Unitat dEstadistica","ESTD-012 INFORMACIÓN ESTADÍSTICA Y PADRONAL",08/01/16,"2016000201","2016"
"222/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",08/01/16,"2015041673","2016"
"223/2016/GEN","Unitat dEstadistica","ESTD-013 CERTIFICADO DE CONVIVENCIA CON INFORME POLICIAL",08/01/16,"2016000295","2016"
"224/2016/GEN","Unidad Secretaria General del Pleno","PARC-001 INSCRIPCIÓN EN EL REGISTRO MUNICIPAL DE ASOCIACIONES",08/01/16,"2015022625","2016"
"225/2016/GEN","Lletrat","PATR-001 RECLAMACIÓN DE DAÑOS POR RESPONSABILIDAD PATRIMONIAL",08/01/16,"2016000369","2016"
"226/2016/GEN","Unitat Secretaria General núm. 1","UORJI-009 Inmuebles municipales",08/01/16,"-","2016"
"227/2016/GEN","Unitat Administrativa Disciplina Urbanística","URBA-038 ORDEN DE EJECUCIÓN DE OBRAS DE CONSERVACIÓN Y DE INTERVENCIÓN",08/01/16,"-","2016"
"228/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",08/01/16,"2016000153","2016"
"229/2016/GEN","Negociat Benestar Social","SSCB-005 PROGRAMA MENJAR A CASA",11/01/16,"2015041654","2016"
"230/2016/GEN","Negociat Benestar Social","SSCB-008 REAGRUPAMIENTO FAMILIAR",11/01/16,"2015040640","2016"
"231/2016/GEN","Negociat Benestar Social","SSCB-004 TELEASISTENCIA DOMICILIARIA",11/01/16,"2016000137","2016"
"232/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",11/01/16,"2016000036","2016"
"233/2016/GEN","Negociat Benestar Social","SSCB-008 REAGRUPAMIENTO FAMILIAR",11/01/16,"2015041206","2016"
"234/2016/GEN","Negociat Benestar Social","SSCB-021 PLAZA PÚBLICA DE RESIDENCIA DE TERCERA EDAD",11/01/16,"2016000031","2016"
"235/2016/GEN","Unidad Secretaria General del Pleno","PARC-001 INSCRIPCIÓN EN EL REGISTRO MUNICIPAL DE ASOCIACIONES",11/01/16,"2015038711","2016"
"236/2016/GEN","Negociat Benestar Social","SSCB-008 REAGRUPAMIENTO FAMILIAR",11/01/16,"2015041426","2016"
"237/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",11/01/16,"2016000259","2016"
"238/2016/GEN","Negociat Benestar Social","SSCB-008 REAGRUPAMIENTO FAMILIAR",11/01/16,"2015041449","2016"
"239/2016/GEN","Unitat dEstadistica","ESTD-009 CERTIFICADO DE NÚMERO DE POLICÍA",11/01/16,"2016000435","2016"
"240/2016/GEN","Negociat Benestar Social","SSCB-008 REAGRUPAMIENTO FAMILIAR",11/01/16,"2016000278","2016"
"241/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",11/01/16,"2016000135","2016"
"242/2016/GEN","Servici de Modernització Tecnològica i Informàtica","MODE-005 Gestión de material",11/01/16,"-","2016"
"243/2016/GEN","Unitat Administrativa de Llicencies","URBA-102 Obras sujetas a declaración responsable",11/01/16,"2016000237","2016"
"244/2016/GEN","Unitat Oficina Pressupostària i Subvencions","EDUC-008 Concesión subvención y justificación de la `Ajuda bebé`",11/01/16,"-","2016"
"245/2016/GEN","Unitat Gestió de Personal","RRHHI-017 Retribuciones",11/01/16,"2015040684","2016"
"246/2016/GEN","Unitat Administrativa de Llicencies","URBA-102 Obras sujetas a declaración responsable",11/01/16,"2016000409","2016"
"247/2016/GEN","Servici de Modernització Tecnològica i Informàtica","Procés General - Modernització",11/01/16,"-","2016"
"248/2016/GEN","Secretario General del Pleno","INSTÀNCIA GENERAL",11/01/16,"2015034657","2016"
"249/2016/GEN","Unitat Gestió de Personal","RRHHI-017 Retribuciones",11/01/16,"2015041611","2016"
"250/2016/GEN","Unitat dEstadistica","ESTD-004 DECLARACIÓN DE LAS PERSONAS QUE RESIDEN EN EL DOMICILIO",11/01/16,"2016000017","2016"
"251/2016/GEN","Secció Medi Ambient","MEDI-016 AUTORIZACIONES VERTIDOS RED DE ALCANTARILLADO",11/01/16,"2016000347","2016"
"252/2016/GEN","Departament Promoció d'ús del Valencià","Procés General - Valencià",11/01/16,"-","2016"
"253/2016/GEN","Unitat Relacions Laborals, nòmines i Seguretat Social","RRHH-007 Prácticas formativas y universidad",11/01/16,"-","2016"
"254/2016/GEN","Unitat Secretaria General núm. 1","UORJ-001 CELEBRACIÓN DE BODA",11/01/16,"2016000482","2016"
"255/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",11/01/16,"-","2016"
"256/2016/GEN","Unitat dEstadistica","ESTD-002 CERTIFICADO DE EMPADRONAMIENTO HISTÓRICO",11/01/16,"2016000430","2016"
"257/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",11/01/16,"-","2016"
"258/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",11/01/16,"-","2016"
"259/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",11/01/16,"2016000280","2016"
"260/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",11/01/16,"-","2016"
"261/2016/GEN","Unitat Secretaria General núm. 1","UORJ-001 CELEBRACIÓN DE BODA",11/01/16,"2016000516","2016"
"262/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",11/01/16,"2016000285","2016"
"263/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",11/01/16,"2016000308","2016"
"264/2016/GEN","Unitat Secretaria General núm. 1","UORJ-001 CELEBRACIÓN DE BODA",11/01/16,"2016000544","2016"
"265/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",11/01/16,"2016000329","2016"
"266/2016/GEN","Unitat de Comptabilitat","INTEI-015 Aprobación de facturas",11/01/16,"-","2016"
"267/2016/GEN","Oficina pressupostària","OPREI-001 Presupuesto y modificaciones",11/01/16,"-","2016"
"5/2016/JGL","Junta de Gobierno Local","Trámite para Junta de Gobierno Local",28/01/16,"-","2016"
"268/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",11/01/16,"2016000417","2016"
"269/2016/GEN","Servici de Contratació i Compres","CONT-004 TRÀMITS CONTRACTACIÓ",11/01/16,"2015040111","2016"
"270/2016/GEN","Negociat Benestar Social","SSCB-023 Documentación procedente de otros organismos públicos",11/01/16,"2014018725","2016"
"271/2016/GEN","Tresoreria","Procés General - Hisenda",11/01/16,"-","2016"
"272/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-004 LICENCIA DE INSTALACIÓN DE TERRAZAS DE HOSTELERIA",12/01/16,"2016000479","2016"
"273/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",12/01/16,"2016000573","2016"
"274/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",12/01/16,"2015041741","2016"
"275/2016/GEN","Servici de Modernització Tecnològica i Informàtica","MODE-002 Suministros",12/01/16,"-","2016"
"276/2016/GEN","Unitat dEstadistica","ESTD-012 INFORMACIÓN ESTADÍSTICA Y PADRONAL",12/01/16,"2016000445","2016"
"277/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",12/01/16,"2015041842","2016"
"278/2016/GEN","Unitat Tesoreria i Recaptació","TESO-003 FRACCIONAMIENTO O APLAZAMIENTO DE PAGO DE DEUDAS TRIBUTARIAS Y EL RESTO DE DERECHO PÚBLICO",12/01/16,"2016000376","2016"
"279/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",12/01/16,"2015041847","2016"
"280/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",12/01/16,"2015042068","2016"
"281/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-007 PRORROGA DE AUTORIZACION DE TERRAZAS DE HOSTELERIA",12/01/16,"2016000403","2016"
"282/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",12/01/16,"2016000568","2016"
"283/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-007 PRORROGA DE AUTORIZACION DE TERRAZAS DE HOSTELERIA",12/01/16,"2016000127","2016"
"284/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",12/01/16,"2016000064","2016"
"285/2016/GEN","Unitat Administrativa Disciplina Urbanística","URBA-038 ORDEN DE EJECUCIÓN DE OBRAS DE CONSERVACIÓN Y DE INTERVENCIÓN",12/01/16,"2015033174","2016"
"286/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-007 PRORROGA DE AUTORIZACION DE TERRAZAS DE HOSTELERIA",12/01/16,"2016000334","2016"
"287/2016/GEN","Negociat Benestar Social","SSCB-008 REAGRUPAMIENTO FAMILIAR",12/01/16,"2015040294","2016"
"288/2016/GEN","Unitat Secretaria General núm. 1","UORJI-009 Inmuebles municipales",12/01/16,"2016000548","2016"
"289/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-007 PRORROGA DE AUTORIZACION DE TERRAZAS DE HOSTELERIA",12/01/16,"2016000446","2016"
"290/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-007 PRORROGA DE AUTORIZACION DE TERRAZAS DE HOSTELERIA",12/01/16,"2016000467","2016"
"291/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-007 PRORROGA DE AUTORIZACION DE TERRAZAS DE HOSTELERIA",12/01/16,"2016000470","2016"
"292/2016/GEN","Gestió Cultural i Turisme","CULT-013 Exposicions",12/01/16,"-","2016"
"293/2016/GEN","Unitat administrativa area urbanisme","Trámit General-Seccio Obres",12/01/16,"2016000557","2016"
"294/2016/GEN","Negociat Benestar Social","SSCB-008 REAGRUPAMIENTO FAMILIAR",12/01/16,"2016000586","2016"
"295/2016/GEN","Negociat Benestar Social","Procés General -BS",12/01/16,"-","2016"
"296/2016/GEN","Tresoreria","TESOI-045 Designación letrado representación ayuntamiento",12/01/16,"-","2016"
"297/2016/GEN","Negociat Benestar Social","SSCB-008 REAGRUPAMIENTO FAMILIAR",12/01/16,"2016000587","2016"
"298/2016/GEN","Unitat Tesoreria i Recaptació","TESO-003 FRACCIONAMIENTO O APLAZAMIENTO DE PAGO DE DEUDAS TRIBUTARIAS Y EL RESTO DE DERECHO PÚBLICO",12/01/16,"2015041281","2016"
"299/2016/GEN","Unitat Tesoreria i Recaptació","TESO-003 FRACCIONAMIENTO O APLAZAMIENTO DE PAGO DE DEUDAS TRIBUTARIAS Y EL RESTO DE DERECHO PÚBLICO",12/01/16,"2015041283","2016"
