DATA_REFERENCIA,PAIS_NAIXEMENT,SEXE,BARRI,POBLACIO
2013,ROMANIA                       ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,57
2013,ROMANIA                       ,DISTRICTE 6,SANT LLORENÇ                  ,39
2013,ROMANIA                       ,DISTRICTE 6,SANT PERE NORD                ,117
2013,RÚSSIA                        ,DISTRICTE 1,CEMENTIRI VELL                ,13
2013,RÚSSIA                        ,DISTRICTE 1,CENTRE                        ,35
2013,RÚSSIA                        ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,8
2013,RÚSSIA                        ,DISTRICTE 1,VALLPARADÍS                   ,7
2013,RÚSSIA                        ,DISTRICTE 2,CA N ANGLADA                  ,13
2013,RÚSSIA                        ,DISTRICTE 2,MONTSERRAT                    ,4
2013,RÚSSIA                        ,DISTRICTE 2,TORRE-SANA                    ,3
2013,RÚSSIA                        ,DISTRICTE 3,CAN JOFRESA                   ,1
2013,RÚSSIA                        ,DISTRICTE 3,CAN PALET                     ,18
2013,RÚSSIA                        ,DISTRICTE 3,CAN PARELLADA                 ,6
2013,RÚSSIA                        ,DISTRICTE 3,GUADALHORCE                   ,1
2013,RÚSSIA                        ,DISTRICTE 3,LES FONTS                     ,4
2013,RÚSSIA                        ,DISTRICTE 3,SEGLE XX                      ,16
2013,RÚSSIA                        ,DISTRICTE 3,XÚQUER                        ,2
2013,RÚSSIA                        ,DISTRICTE 4,CA N AURELL                   ,27
2013,RÚSSIA                        ,DISTRICTE 4,LA COGULLADA                  ,16
2013,RÚSSIA                        ,DISTRICTE 4,LA MAURINA                    ,8
2013,RÚSSIA                        ,DISTRICTE 4,LES MARTINES                  ,2
2013,RÚSSIA                        ,DISTRICTE 4,ROC BLANC                     ,8
2013,RÚSSIA                        ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,8
2013,RÚSSIA                        ,DISTRICTE 5,CAN BOADA DEL PI              ,1
2013,RÚSSIA                        ,DISTRICTE 5,CAN ROCA                      ,9
2013,RÚSSIA                        ,DISTRICTE 5,PLA DEL BON AIRE              ,3
2013,RÚSSIA                        ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,13
2013,RÚSSIA                        ,DISTRICTE 5,SANT PERE                     ,24
2013,RÚSSIA                        ,DISTRICTE 5,TORRENT D EN PERE PARRES      ,14
2013,RÚSSIA                        ,DISTRICTE 6,CAN TUSELL                    ,2
2013,RÚSSIA                        ,DISTRICTE 6,ÈGARA                         ,10
2013,RÚSSIA                        ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,20
2013,RÚSSIA                        ,DISTRICTE 6,SANT LLORENÇ                  ,1
2013,RÚSSIA                        ,DISTRICTE 6,SANT PERE NORD                ,10
2013,"SENEGAL, EL                   ",DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,8
2013,"SENEGAL, EL                   ",DISTRICTE 1,CEMENTIRI VELL                ,53
2013,"SENEGAL, EL                   ",DISTRICTE 1,CENTRE                        ,7
2013,"SENEGAL, EL                   ",DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,28
2013,"SENEGAL, EL                   ",DISTRICTE 1,VALLPARADÍS                   ,28
2013,"SENEGAL, EL                   ",DISTRICTE 2,CA N ANGLADA                  ,268
2013,"SENEGAL, EL                   ",DISTRICTE 2,MONTSERRAT                    ,40
2013,"SENEGAL, EL                   ",DISTRICTE 2,TORRE-SANA                    ,8
2013,"SENEGAL, EL                   ",DISTRICTE 3,CAN JOFRESA                   ,8
2013,"SENEGAL, EL                   ",DISTRICTE 3,CAN PALET                     ,144
2013,"SENEGAL, EL                   ",DISTRICTE 3,CAN PALET II                  ,68
2013,"SENEGAL, EL                   ",DISTRICTE 3,CAN PARELLADA                 ,26
2013,"SENEGAL, EL                   ",DISTRICTE 3,GUADALHORCE                   ,24
2013,"SENEGAL, EL                   ",DISTRICTE 3,LES FONTS                     ,1
2013,"SENEGAL, EL                   ",DISTRICTE 3,P.I. SANTA EULÀLIA            ,2
2013,"SENEGAL, EL                   ",DISTRICTE 3,SEGLE XX                      ,21
2013,"SENEGAL, EL                   ",DISTRICTE 3,XÚQUER                        ,11
2013,"SENEGAL, EL                   ",DISTRICTE 4,CA N AURELL                   ,46
2013,"SENEGAL, EL                   ",DISTRICTE 4,LA COGULLADA                  ,22
2013,"SENEGAL, EL                   ",DISTRICTE 4,LA MAURINA                    ,39
2013,"SENEGAL, EL                   ",DISTRICTE 4,LES MARTINES                  ,1
2013,"SENEGAL, EL                   ",DISTRICTE 4,ROC BLANC                     ,7
2013,"SENEGAL, EL                   ",DISTRICTE 5,CAN BOADA CASC ANTIC          ,37
2013,"SENEGAL, EL                   ",DISTRICTE 5,CAN BOADA DEL PI              ,7
2013,"SENEGAL, EL                   ",DISTRICTE 5,CAN ROCA                      ,2
2013,"SENEGAL, EL                   ",DISTRICTE 5,PLA DEL BON AIRE              ,4
2013,"SENEGAL, EL                   ",DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,33
2013,"SENEGAL, EL                   ",DISTRICTE 5,SANT PERE                     ,35
2013,"SENEGAL, EL                   ",DISTRICTE 5,TORRENT D EN PERE PARRES      ,16
2013,"SENEGAL, EL                   ",DISTRICTE 6,CAN TUSELL                    ,6
2013,"SENEGAL, EL                   ",DISTRICTE 6,ÈGARA                         ,120
2013,"SENEGAL, EL                   ",DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,52
2013,"SENEGAL, EL                   ",DISTRICTE 6,SANT LLORENÇ                  ,52
2013,"SENEGAL, EL                   ",DISTRICTE 6,SANT PERE NORD                ,108
2013,SÈRBIA                        ,DISTRICTE 1,CENTRE                        ,1
2013,SÈRBIA                        ,DISTRICTE 3,CAN PARELLADA                 ,3
2013,SÈRBIA                        ,DISTRICTE 4,CA N AURELL                   ,1
2013,SÈRBIA                        ,DISTRICTE 4,LA MAURINA                    ,1
2013,SÈRBIA                        ,DISTRICTE 4,ROC BLANC                     ,1
2013,SÈRBIA                        ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,2
2013,SÈRBIA                        ,DISTRICTE 5,SANT PERE                     ,1
2013,SIERRA LEONE                  ,DISTRICTE 2,CA N ANGLADA                  ,1
2013,SIERRA LEONE                  ,DISTRICTE 3,CAN PALET                     ,2
2013,SIERRA LEONE                  ,DISTRICTE 4,LA COGULLADA                  ,2
2013,SIERRA LEONE                  ,DISTRICTE 5,SANT PERE                     ,1
2013,SÍRIA                         ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,3
2013,SÍRIA                         ,DISTRICTE 2,CA N ANGLADA                  ,1
2013,SÍRIA                         ,DISTRICTE 2,TORRE-SANA                    ,5
2013,SÍRIA                         ,DISTRICTE 3,CAN PALET                     ,2
2013,SÍRIA                         ,DISTRICTE 3,CAN PALET II                  ,2
2013,SÍRIA                         ,DISTRICTE 3,SEGLE XX                      ,4
2013,SÍRIA                         ,DISTRICTE 4,LA MAURINA                    ,2
2013,SÍRIA                         ,DISTRICTE 4,ROC BLANC                     ,1
2013,SÍRIA                         ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,1
2013,SÍRIA                         ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,3
2013,SÍRIA                         ,DISTRICTE 5,SANT PERE                     ,3
2013,SÍRIA                         ,DISTRICTE 5,TORRENT D EN PERE PARRES      ,2
2013,SÍRIA                         ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,1
2013,SRI LANKA                     ,DISTRICTE 1,CENTRE                        ,1
2013,SUD-ÀFRICA                    ,DISTRICTE 2,TORRE-SANA                    ,2
2013,SUD-ÀFRICA                    ,DISTRICTE 3,SEGLE XX                      ,3
2013,SUD-ÀFRICA                    ,DISTRICTE 6,SANT PERE NORD                ,1
2013,"SUDAN, EL                     ",DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,3
2013,SUÈCIA                        ,DISTRICTE 1,CENTRE                        ,1
2013,SUÈCIA                        ,DISTRICTE 1,VALLPARADÍS                   ,1
2013,SUÈCIA                        ,DISTRICTE 2,CA N ANGLADA                  ,1
2013,SUÈCIA                        ,DISTRICTE 3,CAN PARELLADA                 ,2
2013,SUÈCIA                        ,DISTRICTE 4,LA COGULLADA                  ,2
2013,SUÈCIA                        ,DISTRICTE 5,CAN ROCA                      ,1
2013,SUÈCIA                        ,DISTRICTE 5,SANT PERE                     ,1
2013,SUÈCIA                        ,DISTRICTE 6,SANT PERE NORD                ,1
2013,SUÏSSA                        ,DISTRICTE 1,CEMENTIRI VELL                ,2
2013,SUÏSSA                        ,DISTRICTE 1,CENTRE                        ,9
2013,SUÏSSA                        ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,5
2013,SUÏSSA                        ,DISTRICTE 2,CA N ANGLADA                  ,2
2013,SUÏSSA                        ,DISTRICTE 2,TORRE-SANA                    ,3
2013,SUÏSSA                        ,DISTRICTE 3,CAN PALET                     ,7
2013,SUÏSSA                        ,DISTRICTE 3,CAN PARELLADA                 ,2
2013,SUÏSSA                        ,DISTRICTE 3,LES FONTS                     ,3
2013,SUÏSSA                        ,DISTRICTE 3,SEGLE XX                      ,1
2013,SUÏSSA                        ,DISTRICTE 3,XÚQUER                        ,1
2013,SUÏSSA                        ,DISTRICTE 4,CA N AURELL                   ,12
2013,SUÏSSA                        ,DISTRICTE 4,LA COGULLADA                  ,1
2013,SUÏSSA                        ,DISTRICTE 4,LA MAURINA                    ,7
2013,SUÏSSA                        ,DISTRICTE 4,ROC BLANC                     ,5
2013,SUÏSSA                        ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,2
2013,SUÏSSA                        ,DISTRICTE 5,CAN ROCA                      ,5
2013,SUÏSSA                        ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,3
2013,SUÏSSA                        ,DISTRICTE 5,SANT PERE                     ,7
2013,SUÏSSA                        ,DISTRICTE 5,TORRENT D EN PERE PARRES      ,1
2013,SUÏSSA                        ,DISTRICTE 6,ÈGARA                         ,1
2013,SUÏSSA                        ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,4
2013,SUÏSSA                        ,DISTRICTE 6,SANT PERE NORD                ,10
2013,TAILÀNDIA                     ,DISTRICTE 1,CENTRE                        ,3
2013,TAILÀNDIA                     ,DISTRICTE 5,CAN ROCA                      ,1
2013,TAIWAN                        ,DISTRICTE 1,CENTRE                        ,1
2013,TAIWAN                        ,DISTRICTE 2,CA N ANGLADA                  ,1
2013,TAIWAN                        ,DISTRICTE 4,LA COGULLADA                  ,1
2013,TAIWAN                        ,DISTRICTE 4,LA MAURINA                    ,2
2013,TAIWAN                        ,DISTRICTE 5,CAN ROCA                      ,1
2013,TAIWAN                        ,DISTRICTE 5,TORRENT D EN PERE PARRES      ,1
2013,TAIWAN                        ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,1
2013,"TOGO, EL                      ",DISTRICTE 3,CAN PALET                     ,1
2013,TRINITAT I TOBAGO             ,DISTRICTE 1,VALLPARADÍS                   ,1
2013,TUNÍSIA                       ,DISTRICTE 1,CENTRE                        ,3
2013,TUNÍSIA                       ,DISTRICTE 2,CA N ANGLADA                  ,10
2013,TUNÍSIA                       ,DISTRICTE 3,CAN PALET                     ,2
2013,TUNÍSIA                       ,DISTRICTE 3,LES FONTS                     ,1
2013,TUNÍSIA                       ,DISTRICTE 3,SEGLE XX                      ,1
2013,TUNÍSIA                       ,DISTRICTE 4,CA N AURELL                   ,1
2013,TUNÍSIA                       ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,1
2013,TUNÍSIA                       ,DISTRICTE 6,SANT PERE NORD                ,2
2013,TURQUIA                       ,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,5
2013,TURQUIA                       ,DISTRICTE 1,CENTRE                        ,3
2013,TURQUIA                       ,DISTRICTE 3,CAN PALET                     ,1
2013,TURQUIA                       ,DISTRICTE 3,LES FONTS                     ,1
2013,TURQUIA                       ,DISTRICTE 3,SEGLE XX                      ,2
2013,TURQUIA                       ,DISTRICTE 4,CA N AURELL                   ,1
2013,TURQUIA                       ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,1
2013,TURQUIA                       ,DISTRICTE 5,PLA DEL BON AIRE              ,2
2013,TURQUIA                       ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,2
2013,TURQUIA                       ,DISTRICTE 5,SANT PERE                     ,1
2013,TURQUIA                       ,DISTRICTE 5,TORRENT D EN PERE PARRES      ,1
2013,TURQUIA                       ,DISTRICTE 6,SANT PERE NORD                ,1
2013,UCRAÏNA                       ,DISTRICTE 1,CEMENTIRI VELL                ,9
2013,UCRAÏNA                       ,DISTRICTE 1,CENTRE                        ,13
2013,UCRAÏNA                       ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,4
2013,UCRAÏNA                       ,DISTRICTE 2,CA N ANGLADA                  ,16
2013,UCRAÏNA                       ,DISTRICTE 2,TORRE-SANA                    ,2
2013,UCRAÏNA                       ,DISTRICTE 3,CAN PALET                     ,17
2013,UCRAÏNA                       ,DISTRICTE 3,CAN PARELLADA                 ,8
2013,UCRAÏNA                       ,DISTRICTE 3,LES FONTS                     ,7
2013,UCRAÏNA                       ,DISTRICTE 3,SEGLE XX                      ,10
2013,UCRAÏNA                       ,DISTRICTE 4,CA N AURELL                   ,20
2013,UCRAÏNA                       ,DISTRICTE 4,LA COGULLADA                  ,1
2013,UCRAÏNA                       ,DISTRICTE 4,LA MAURINA                    ,2
2013,UCRAÏNA                       ,DISTRICTE 4,LES MARTINES                  ,4
2013,UCRAÏNA                       ,DISTRICTE 4,ROC BLANC                     ,4
2013,UCRAÏNA                       ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,2
2013,UCRAÏNA                       ,DISTRICTE 5,CAN BOADA DEL PI              ,2
2013,UCRAÏNA                       ,DISTRICTE 5,CAN GONTERES                  ,1
2013,UCRAÏNA                       ,DISTRICTE 5,CAN ROCA                      ,8
2013,UCRAÏNA                       ,DISTRICTE 5,PLA DEL BON AIRE              ,3
2013,UCRAÏNA                       ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,6
2013,UCRAÏNA                       ,DISTRICTE 5,SANT PERE                     ,12
2013,UCRAÏNA                       ,DISTRICTE 5,TORRENT D EN PERE PARRES      ,3
2013,UCRAÏNA                       ,DISTRICTE 6,ÈGARA                         ,6
2013,UCRAÏNA                       ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,17
2013,UCRAÏNA                       ,DISTRICTE 6,SANT LLORENÇ                  ,2
2013,UCRAÏNA                       ,DISTRICTE 6,SANT PERE NORD                ,27
2013,UGANDA                        ,DISTRICTE 2,TORRE-SANA                    ,1
2013,"URUGUAI, L                    ",DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,3
2013,"URUGUAI, L                    ",DISTRICTE 1,CEMENTIRI VELL                ,9
2013,"URUGUAI, L                    ",DISTRICTE 1,CENTRE                        ,26
2013,"URUGUAI, L                    ",DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,13
2013,"URUGUAI, L                    ",DISTRICTE 1,VALLPARADÍS                   ,7
2013,"URUGUAI, L                    ",DISTRICTE 2,CA N ANGLADA                  ,15
2013,"URUGUAI, L                    ",DISTRICTE 2,MONTSERRAT                    ,1
2013,"URUGUAI, L                    ",DISTRICTE 2,TORRE-SANA                    ,25
2013,"URUGUAI, L                    ",DISTRICTE 3,CAN JOFRESA                   ,3
2013,"URUGUAI, L                    ",DISTRICTE 3,CAN PALET                     ,43
2013,"URUGUAI, L                    ",DISTRICTE 3,CAN PALET II                  ,2
2013,"URUGUAI, L                    ",DISTRICTE 3,CAN PARELLADA                 ,8
2013,"URUGUAI, L                    ",DISTRICTE 3,GUADALHORCE                   ,4
2013,"URUGUAI, L                    ",DISTRICTE 3,LES FONTS                     ,5
2013,"URUGUAI, L                    ",DISTRICTE 3,SEGLE XX                      ,35
2013,"URUGUAI, L                    ",DISTRICTE 3,XÚQUER                        ,1
2013,"URUGUAI, L                    ",DISTRICTE 4,CA N AURELL                   ,49
2013,"URUGUAI, L                    ",DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,4
2013,"URUGUAI, L                    ",DISTRICTE 4,LA COGULLADA                  ,21
2013,"URUGUAI, L                    ",DISTRICTE 4,LA MAURINA                    ,26
2013,"URUGUAI, L                    ",DISTRICTE 4,LES MARTINES                  ,4
2013,"URUGUAI, L                    ",DISTRICTE 4,ROC BLANC                     ,17
2013,"URUGUAI, L                    ",DISTRICTE 5,CAN BOADA CASC ANTIC          ,28
2013,"URUGUAI, L                    ",DISTRICTE 5,CAN ROCA                      ,13
2013,"URUGUAI, L                    ",DISTRICTE 5,PLA DEL BON AIRE              ,2
2013,"URUGUAI, L                    ",DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,32
2013,"URUGUAI, L                    ",DISTRICTE 5,SANT PERE                     ,30
2013,"URUGUAI, L                    ",DISTRICTE 5,TORRENT D EN PERE PARRES      ,18
2013,"URUGUAI, L                    ",DISTRICTE 6,CAN TUSELL                    ,7
2013,"URUGUAI, L                    ",DISTRICTE 6,ÈGARA                         ,5
2013,"URUGUAI, L                    ",DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,30
2013,"URUGUAI, L                    ",DISTRICTE 6,SANT LLORENÇ                  ,16
2013,"URUGUAI, L                    ",DISTRICTE 6,SANT PERE NORD                ,49
2013,"UZBEKISTAN, L                 ",DISTRICTE 3,CAN PALET                     ,1
2013,VENEÇUELA                     ,DISTRICTE 1,CEMENTIRI VELL                ,29
2013,VENEÇUELA                     ,DISTRICTE 1,CENTRE                        ,91
