DATA_REFERENCIA,DISTRICTE,BARRI,NACIONALITAT,POBLACIO
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"GUINEA EQUATORIAL, LA         ",2
2015,DISTRICTE 4,CA N AURELL                   ,"ÍNDIA, L                      ",25
2011,DISTRICTE 5,CAN BOADA CASC ANTIC          ,ESLOVÀQUIA                    ,4
2012,DISTRICTE 6,SANT LLORENÇ                  ,RÚSSIA                        ,1
2012,DISTRICTE 2,TORRE-SANA                    ,"REGNE UNIT, EL                ",1
2012,DISTRICTE 5,DISSEMINATS                   ,ESPANYA                       ,130
2015,DISTRICTE 6,SANT PERE NORD                ,"REGNE UNIT, EL                ",8
2011,DISTRICTE 5,CAN ROCA                      ,AUSTRÀLIA                     ,1
2014,DISTRICTE 3,LES FONTS                     ,BÈLGICA                       ,2
2012,DISTRICTE 3,XÚQUER                        ,"EQUADOR, L                    ",26
2014,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"REPÚBLICA DOMINICANA, LA      ",46
2017,DISTRICTE 2,TORRE-SANA                    ,POLÒNIA                       ,17
2011,DISTRICTE 3,SEGLE XX                      ,"PAKISTAN, EL                  ",3
2016,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,ALBÀNIA                       ,11
2011,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"IRAQ, L                       ",2
2015,DISTRICTE 5,CAN BOADA CASC ANTIC          ,MÈXIC                         ,1
2013,DISTRICTE 3,CAN PARELLADA                 ,POLÒNIA                       ,11
2012,DISTRICTE 5,CAN BOADA CASC ANTIC          ,BÈLGICA                       ,1
2013,DISTRICTE 5,SANT PERE                     ,GRÈCIA                        ,2
2014,DISTRICTE 2,CA N ANGLADA                  ,MÈXIC                         ,7
2013,DISTRICTE 4,CA N AURELL                   ,"GUINEA EQUATORIAL, LA         ",1
2013,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,EGIPTE                        ,2
2017,DISTRICTE 5,SANT PERE                     ,GEÒRGIA                       ,2
2013,DISTRICTE 1,CEMENTIRI VELL                ,"MARROC, EL                    ",314
2012,DISTRICTE 5,CAN ROCA                      ,"PARAGUAI, EL                  ",3
2013,DISTRICTE 4,LA MAURINA                    ,JORDÀNIA                      ,3
2014,DISTRICTE 1,CEMENTIRI VELL                ,MONGÒLIA                      ,1
2012,DISTRICTE 1,CENTRE                        ,ITÀLIA                        ,82
2017,DISTRICTE 2,CA N ANGLADA                  ,"PAKISTAN, EL                  ",53
2015,DISTRICTE 3,SEGLE XX                      ,"ÍNDIA, L                      ",2
2013,DISTRICTE 3,LES FONTS                     ,RÚSSIA                        ,3
2012,DISTRICTE 2,MONTSERRAT                    ,"SENEGAL, EL                   ",42
2012,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,XILE                          ,26
2015,DISTRICTE 6,SANT PERE NORD                ,"XINA, LA                      ",91
2011,DISTRICTE 2,MONTSERRAT                    ,POLÒNIA                       ,3
2012,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,"MARROC, EL                    ",14
2013,DISTRICTE 3,CAN PARELLADA                 ,NIGÈRIA                       ,3
2014,DISTRICTE 6,SANT LLORENÇ                  ,ROMANIA                       ,42
2016,DISTRICTE 5,CAN BOADA DEL PI              ,VENEÇUELA                     ,1
2016,DISTRICTE 6,SANT LLORENÇ                  ,HONDURES                      ,12
2013,DISTRICTE 5,PLA DEL BON AIRE              ,PORTUGAL                      ,1
2011,DISTRICTE 5,SANT PERE                     ,FRANÇA                        ,13
2013,DISTRICTE 1,CEMENTIRI VELL                ,HONDURES                      ,11
2014,DISTRICTE 1,CENTRE                        ,COSTA RICA                    ,1
2013,DISTRICTE 5,SANT PERE                     ,SÍRIA                         ,3
2013,DISTRICTE 4,LA MAURINA                    ,"PAÏSOS BAIXOS, ELS            ",2
2014,DISTRICTE 3,LES FONTS                     ,HONDURES                      ,2
2016,DISTRICTE 3,P.I. SANTA EULÀLIA            ,"REPÚBLICA DOMINICANA, LA      ",1
2013,DISTRICTE 3,CAN PALET                     ,"XINA, LA                      ",40
2015,DISTRICTE 1,VALLPARADÍS                   ,MALÀISIA                      ,4
2012,DISTRICTE 1,CEMENTIRI VELL                ,NORUEGA                       ,1
2015,DISTRICTE 2,CA N ANGLADA                  ,HONDURES                      ,39
2011,DISTRICTE 6,ÈGARA                         ,"URUGUAI, L                    ",4
2014,DISTRICTE 3,CAN PARELLADA                 ,"REGNE UNIT, EL                ",3
2013,DISTRICTE 6,SANT PERE NORD                ,FRANÇA                        ,5
2012,DISTRICTE 3,CAN PALET II                  ,"MARROC, EL                    ",286
2017,DISTRICTE 3,SEGLE XX                      ,GRÈCIA                        ,1
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"SENEGAL, EL                   ",58
2015,DISTRICTE 1,VALLPARADÍS                   ,BULGÀRIA                      ,1
2014,DISTRICTE 2,CA N ANGLADA                  ,"ESTATS UNITS D AMÈRICA, ELS   ",6
2011,DISTRICTE 5,SANT PERE                     ,COLÒMBIA                      ,63
2017,DISTRICTE 3,LES FONTS                     ,MALI                          ,4
2017,DISTRICTE 3,GUADALHORCE                   ,ESPANYA                       ,1013
2017,DISTRICTE 4,CA N AURELL                   ,"MARROC, EL                    ",437
2017,DISTRICTE 4,LA MAURINA                    ,"ESTATS UNITS D AMÈRICA, ELS   ",1
2012,DISTRICTE 1,CENTRE                        ,NICARAGUA                     ,2
2016,DISTRICTE 2,VILARDELL                     ,"MARROC, EL                    ",25
2012,DISTRICTE 6,CAN TUSELL                    ,ANDORRA                       ,1
2015,DISTRICTE 2,CA N ANGLADA                  ,ALGÈRIA                       ,9
2014,DISTRICTE 1,VALLPARADÍS                   ,MÈXIC                         ,4
2014,DISTRICTE 1,VALLPARADÍS                   ,ESPANYA                       ,4077
2015,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,BULGÀRIA                      ,3
2015,DISTRICTE 3,GUADALHORCE                   ,HONDURES                      ,10
2013,DISTRICTE 5,CAN GONTERES                  ,ROMANIA                       ,3
2013,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,RÚSSIA                        ,11
2013,DISTRICTE 6,ÈGARA                         ,XILE                          ,14
2014,DISTRICTE 3,LES FONTS                     ,"ÍNDIA, L                      ",7
2016,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,VENEÇUELA                     ,9
2016,DISTRICTE 6,ÈGARA                         ,RÚSSIA                        ,11
2016,DISTRICTE 4,ROC BLANC                     ,"BRASIL, EL                    ",4
2013,DISTRICTE 4,LA COGULLADA                  ,MOLDÀVIA                      ,2
2013,DISTRICTE 6,ÈGARA                         ,"PAKISTAN, EL                  ",4
2012,DISTRICTE 3,CAN JOFRESA                   ,PORTUGAL                      ,1
2013,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,ESPANYA                       ,11046
2015,DISTRICTE 5,CAN ROCA                      ,"COSTA D IVORI, LA             ",1
2017,DISTRICTE 3,CAN PALET II                  ,HONDURES                      ,4
2015,DISTRICTE 1,VALLPARADÍS                   ,"GUINEA, LA                    ",5
2011,DISTRICTE 1,CEMENTIRI VELL                ,"REPÚBLICA TXECA, LA           ",1
2012,DISTRICTE 5,TORRENT D EN PERE PARRES      ,"PAKISTAN, EL                  ",15
2013,DISTRICTE 2,VILARDELL                     ,"REPÚBLICA DOMINICANA, LA      ",4
2016,DISTRICTE 5,CAN BOADA CASC ANTIC          ,CUBA                          ,3
2016,DISTRICTE 5,CAN BOADA CASC ANTIC          ,ROMANIA                       ,55
2016,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"XINA, LA                      ",52
2014,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,RÚSSIA                        ,13
2014,DISTRICTE 4,CA N AURELL                   ,RÚSSIA                        ,16
2011,DISTRICTE 1,CENTRE                        ,CUBA                          ,16
2015,DISTRICTE 2,CA N ANGLADA                  ,"ESTATS UNITS D AMÈRICA, ELS   ",5
2011,DISTRICTE 6,SANT LLORENÇ                  ,CUBA                          ,11
2015,DISTRICTE 6,SANT LLORENÇ                  ,RÚSSIA                        ,3
2017,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,COLÒMBIA                      ,37
2013,DISTRICTE 4,LES MARTINES                  ,ROMANIA                       ,1
2016,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,DOMINICA                      ,1
2014,DISTRICTE 5,TORRENT D EN PERE PARRES      ,XILE                          ,13
2012,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,ESPANYA                       ,1383
2015,DISTRICTE 4,ROC BLANC                     ,"ARGENTINA, L                  ",6
2017,DISTRICTE 3,CAN JOFRESA                   ,"PARAGUAI, EL                  ",2
2016,DISTRICTE 5,CAN ROCA                      ,ÀUSTRIA                       ,1
2016,DISTRICTE 1,CENTRE                        ,"SENEGAL, EL                   ",12
2012,DISTRICTE 1,CENTRE                        ,ANDORRA                       ,1
2014,DISTRICTE 1,VALLPARADÍS                   ,"ESTATS UNITS D AMÈRICA, ELS   ",2
2013,DISTRICTE 6,SANT PERE NORD                ,COLÒMBIA                      ,111
2017,DISTRICTE 1,CEMENTIRI VELL                ,"XINA, LA                      ",53
2017,DISTRICTE 6,SANT PERE NORD                ,TUNÍSIA                       ,1
2011,DISTRICTE 6,SANT PERE NORD                ,MOLDÀVIA                      ,5
2013,DISTRICTE 5,CAN BOADA CASC ANTIC          ,ÀUSTRIA                       ,1
2017,DISTRICTE 5,SANT PERE                     ,"XINA, LA                      ",79
2013,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,HONGRIA                       ,1
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"VIETNAM, EL                   ",1
2017,DISTRICTE 2,TORRE-SANA                    ,RÚSSIA                        ,3
2016,DISTRICTE 5,SANT PERE                     ,SUÏSSA                        ,1
2016,DISTRICTE 1,CEMENTIRI VELL                ,BÈLGICA                       ,2
2012,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,"SENEGAL, EL                   ",3
2013,DISTRICTE 5,CAN BOADA CASC ANTIC          ,"REPÚBLICA DOMINICANA, LA      ",34
2011,DISTRICTE 5,CAN BOADA CASC ANTIC          ,"GUINEA EQUATORIAL, LA         ",9
2012,DISTRICTE 5,PLA DEL BON AIRE              ,"REPÚBLICA DOMINICANA, LA      ",10
2014,DISTRICTE 6,CAN TUSELL                    ,"MARROC, EL                    ",115
2016,DISTRICTE 2,TORRE-SANA                    ,"XINA, LA                      ",22
2012,DISTRICTE 6,SANT LLORENÇ                  ,ESPANYA                       ,3565
2014,DISTRICTE 3,CAN JOFRESA                   ,ESPANYA                       ,1819
2017,DISTRICTE 5,TORRENT D EN PERE PARRES      ,"PAKISTAN, EL                  ",15
2016,DISTRICTE 5,PLA DEL BON AIRE              ,"SENEGAL, EL                   ",1
2011,DISTRICTE 4,LA COGULLADA                  ,XILE                          ,12
2015,DISTRICTE 1,CENTRE                        ,TURQUIA                       ,4
2017,DISTRICTE 1,VALLPARADÍS                   ,"MARROC, EL                    ",59
2015,DISTRICTE 4,CA N AURELL                   ,"GUINEA, LA                    ",2
2016,DISTRICTE 2,MONTSERRAT                    ,RÚSSIA                        ,3
2017,DISTRICTE 2,MONTSERRAT                    ,BOLÍVIA                       ,1
2015,DISTRICTE 5,CAN ROCA                      ,"ESTATS UNITS D AMÈRICA, ELS   ",2
2016,DISTRICTE 2,TORRE-SANA                    ,ROMANIA                       ,51
2017,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"REGNE UNIT, EL                ",3
2015,DISTRICTE 4,LA MAURINA                    ,XILE                          ,7
2012,DISTRICTE 6,SANT LLORENÇ                  ,"MARROC, EL                    ",719
2015,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,COSTA RICA                    ,3
2014,DISTRICTE 3,XÚQUER                        ,NIGÈRIA                       ,1
2011,DISTRICTE 4,LA MAURINA                    ,BÈLGICA                       ,1
2016,DISTRICTE 3,CAN PARELLADA                 ,"PERÚ, EL                      ",18
2015,DISTRICTE 4,LA MAURINA                    ,HONDURES                      ,20
2017,DISTRICTE 4,LA MAURINA                    ,TUNÍSIA                       ,1
2011,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"ARGENTINA, L                  ",29
2017,DISTRICTE 1,VALLPARADÍS                   ,ESPANYA                       ,4153
2015,DISTRICTE 6,DISSEMINATS                   ,NICARAGUA                     ,1
2014,DISTRICTE 2,CA N ANGLADA                  ,GÀMBIA                        ,5
2013,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"MARROC, EL                    ",173
2014,DISTRICTE 3,GUADALHORCE                   ,"PERÚ, EL                      ",3
2015,DISTRICTE 3,CAN PALET                     ,"URUGUAI, L                    ",20
2016,DISTRICTE 4,ROC BLANC                     ,BOLÍVIA                       ,5
2014,DISTRICTE 4,ROC BLANC                     ,FRANÇA                        ,3
2017,DISTRICTE 2,CA N ANGLADA                  ,"ARÀBIA SAUDITA, L             ",1
2016,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,10590
2017,DISTRICTE 3,CAN PALET                     ,VENEÇUELA                     ,21
2015,DISTRICTE 1,CENTRE                        ,"PAÏSOS BAIXOS, ELS            ",9
2015,DISTRICTE 5,PLA DEL BON AIRE              ,ALBÀNIA                       ,1
2016,DISTRICTE 1,CENTRE                        ,"BRASIL, EL                    ",27
2011,DISTRICTE 5,CAN BOADA CASC ANTIC          ,NIGÈRIA                       ,4
2012,DISTRICTE 1,VALLPARADÍS                   ,"ESTATS UNITS D AMÈRICA, ELS   ",3
2017,DISTRICTE 5,PLA DEL BON AIRE              ,CUBA                          ,1
2014,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"PARAGUAI, EL                  ",68
2017,DISTRICTE 5,SANT PERE                     ,PORTUGAL                      ,14
2012,DISTRICTE 2,CA N ANGLADA                  ,PORTUGAL                      ,9
2013,DISTRICTE 5,PLA DEL BON AIRE - EL GARROT  ,ESPANYA                       ,97
2014,DISTRICTE 5,CAN BOADA DEL PI              ,"PAÏSOS BAIXOS, ELS            ",3
2011,DISTRICTE 3,GUADALHORCE                   ,SUÈCIA                        ,1
2016,DISTRICTE 6,ÈGARA                         ,ESPANYA                       ,3236
2012,DISTRICTE 4,CA N AURELL                   ,"REPÚBLICA DOMINICANA, LA      ",30
2013,DISTRICTE 3,CAN PARELLADA                 ,"PARAGUAI, EL                  ",3
2013,DISTRICTE 1,CENTRE                        ,ALGÈRIA                       ,1
2015,DISTRICTE 6,ÈGARA                         ,PORTUGAL                      ,2
2013,DISTRICTE 1,CEMENTIRI VELL                ,"REGNE UNIT, EL                ",3
2013,DISTRICTE 4,LA MAURINA                    ,LITUÀNIA                      ,1
2017,DISTRICTE 6,CAN TUSELL                    ,EL SALVADOR                   ,1
2013,DISTRICTE 4,CA N AURELL                   ,ALEMANYA                      ,17
2014,DISTRICTE 5,CAN GONTERES                  ,COLÒMBIA                      ,1
2015,DISTRICTE 3,LES FONTS                     ,"ÍNDIA, L                      ",10
2013,DISTRICTE 6,SANT LLORENÇ                  ,"EQUADOR, L                    ",51
2013,DISTRICTE 6,CAN TUSELL                    ,FRANÇA                        ,1
2016,DISTRICTE 3,CAN PARELLADA                 ,MÈXIC                         ,1
2012,DISTRICTE 6,ÈGARA                         ,RÚSSIA                        ,13
2016,DISTRICTE 1,CENTRE                        ,FINLÀNDIA                     ,1
2015,DISTRICTE 4,CA N AURELL                   ,CAP VERD                      ,1
2017,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,5338
2017,DISTRICTE 2,DISSEMINATS                   ,ESPANYA                       ,101
2013,DISTRICTE 5,CAN ROCA                      ,MÈXIC                         ,1
2017,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"REPÚBLICA DOMINICANA, LA      ",8
2012,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,CUBA                          ,11
2013,DISTRICTE 3,LES FONTS                     ,ÀUSTRIA                       ,1
2013,DISTRICTE 1,VALLPARADÍS                   ,NORUEGA                       ,1
2014,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"XINA, LA                      ",41
2015,DISTRICTE 6,SANT PERE NORD                ,SÍRIA                         ,4
2017,DISTRICTE 6,SANT PERE NORD                ,"CANADÀ, EL                    ",1
2017,DISTRICTE 2,TORRE-SANA                    ,"PARAGUAI, EL                  ",16
2016,DISTRICTE 3,CAN PALET                     ,"PARAGUAI, EL                  ",19
2016,DISTRICTE 4,ROC BLANC                     ,"PAKISTAN, EL                  ",13
2014,DISTRICTE 5,CAN BOADA DEL PI              ,ITÀLIA                        ,8
