EXERCICI_COMPTAB,PARTIDA,DESCRIPCIO_PARTIDA,PRESSUPOST_DEFINITIU,LIQUIDACIO
2016,16 01101   46100,"TRANSFERÈNCIES DIPUTACIÓ, DEUT",270981.58,270981.58
2016,16 13001   32500,TAXES PER EXPEDICIÓ DE DOCUMEN,6447,8060.3
2016,16 13001   33500,TAULES I CADIRES,300000,316232.02
2016,16 13001   33900,ACTIVITATS A LA VIA PÚBLICA,90000,92865.46
2016,16 13001   33901,AUTORITZACIONS OCUPACIÓ VIA PÚ,100000,151886.48
2016,16 13001   33902,TAXA PER PUBLICITAT A LA VIA P,45000,42143.05
2016,16 13001   39190,MULTES INFRACCIÓ ORDENANCES,58000,115829.42
2016,16 13001   55008,CONCESSIONS ADMINISTRATIVES BA,44092,
2016,16 13001   55010,CONCESSIONS ADMINISTRATIVES,34515,17849.92
2016,16 13201   30900,SERVEIS ESPECIALS POLICIA,2000,387.22
2016,16 13201   32500,TAXES PER EXPEDICIÓ DE DOCUMEN,79734,111128.74
2016,16 13501   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROT",,19061.97
2016,16 15101   75060,TRANSF. CAPITAL GENERALITAT-RE,,115151.51
2016,16 15102   76100,SUBVENCIÓ DE CAPITAL DIPUTACIÓ,34021,34021
2016,16 15102   79100,TRANFERÈNCIA CAPITAL FEDER-DIR,,0
2016,16 15105   39710,ALTRES INGRESSOS APROFITAMENT ,70873.6,62719.6
2016,16 15105   60000,VENDA DE SÒL,996266.44,996266.44
2016,16 15105   76100,"SUBVENCIÓ CAPITAL DIPUTACIÓ, G",860999.41,1000000
2016,16 15106   54100,LLOGUER FINQUES URBANES - MASI,,5621.22
2016,16 15106   55200,DRETS DE SUPERFÍCIE AMB CONTRA,12600,12600
2016,16 15108   32300,TAXES PER ALTRES SERVEIS URBAN,70000,54703.29
2016,16 15108   32301,TAXES ALTRES SERVEIS URBANÍSTI,70000,
2016,16 15108   32500,TAXA DOCUMENTS PROTECCIÓ LEGAL,2500,1248.6
2016,16 15108   33900,ACTIVITATS VIA PÚBLICA PROTECC,500,
2016,16 15108   39100,MULTES PER INFRACCIONS URBANÍS,5,236470
2016,16 15108   39903,EXECUCIONS SUBSIDIÀRIES PROTEC,160000,155296.86
2016,16 15109   32100,LLICÈNCIES URBANÍSTIQUES,275000,254284.51
2016,16 15109   32200,LLICÈNCIES PRIMERA OCUPACIÓ,25000,37380.2
2016,16 15109   32300,TAXES ALTRES SERV.URBANÍSTICS ,24000,103364.46
2016,16 15109   32500,TAXA DOCUMENTS LLICÈNCIES,1700,448.43
2016,16 15109   33900,ACTIVITATS VIA PÚBLICA LLICÈNC,22000,34546.9
2016,16 15110   39900,ALTRES INGRESSOS URBANISME,84020,59089.3
2016,16 15112   32500,TAXA DOCUMENTS PL.URBANÍSTIC,1300,10089.44
2016,16 15222   45060,"TRANSFERÈNCIES GENERALITAT, CO",0,
2016,16 15223   45060,"TRANSFERÈNCIES GENERALITAT, CO",0,
2016,16 15322   76100,SUBVENCIÓ DE CAPITAL DIPUTACIÓ,814000,
2016,16 16002   36001,MANTENIMENT COL.LECTORS I INSP,303445.33,366101.38
2016,16 16002   49700,ALTRES TRANSF. UNIÓ EUROPEA-CI,,174.98
2016,16 16211   31905,TAXA SERVEI DEIXALLERIA,7200,7619.99
2016,16 16211   76100,SUBVENCIÓ DE CAPITAL DIPUTACIÓ,150000,
2016,16 17001   32908,TAXA SERVEIS AMBIENTALS - MEDI,,103.38
2016,16 17001   39190,MULTES SANITAT MEDI AMBIENT,0,
2016,16 17101   39900,ALTRES INGRESSOS MANTENIMENT U,6274.69,6274.69
2016,16 17211   36002,VENDES ENERGIA FOTOVOLTÀICA,20000,25435.4
2016,16 17212   32909,EXPLOTACIÓ HORTS MUNICIPALS,18630,18828.94
2016,16 17212   46100,TRANSFERÈNCIES DIPUTACIÓ-MEDI ,6802.75,40030.93
2016,16 17212   76100,"SUBVENCIÓ CAPITAL DIPUTACIÓ, M",68271.2,
2016,16 17213   39907,CONVENI GESTIÓ CAN BONVILAR,40000,40000
2016,16 17213   46100,TRANSF. DIPUTACIÓ INFORMACIÓ M,39631.04,70379.53
2016,16 23101   45002,"TRANSFERÈNCIES GENERALITAT, EA",345348,526625.1
2016,16 23102   39909,"ALTRES INGRESSOS, SERVEIS SOCI",,572.5
2016,16 23102   45002,"TRANSFERÈNCIES GENERALITAT, SE",1619379,2645722.45
2016,16 23102   45100,TRANSF. OOAA I AGÈNCIES COMUNI,,268053.11
2016,16 23102   46100,"TRANSFERÈNCIES DIPUTACIÓ, SERV",537519,606261.37
2016,16 23103   45002,"TRANSFERÈNCIES GENERALITAT, PR",485973,828041.58
2016,16 23103   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROJ",15300,25299.72
2016,16 23104   31102,AJUT A LA LLAR,190000,243633.84
2016,16 23104   31103,TELEASSISTÈNCIA,190000,195513.74
2016,16 23104   31104,MENJAR A DOMICILI,50000,62695.56
2016,16 23104   45002,"TRANSFERÈNCIES GENERALITAT, SA",2262786,2340878.73
2016,16 23104   46100,"TRANSFERÈNCIES DIPUTACIÓ, AJUT",342952.49,123000
2016,16 23106   34904,PREUS PÚBLICS PERSPECTIVA DE G,1600,1564
2016,16 23106   45002,"TRANSFERÈNCIES GENERALITAT, PO",46000,46000
2016,16 23106   45100,TRANSF. OOAA I AGÈNCIES COMUNI,10000,
2016,16 23106   46100,"TRANSFERÈNCIES DIPUTACIÓ, POLÍ",23023,23023
2016,16 23106   46500,TRANSF.CONSELL COMARCAL-SERVEI,,10000
2016,16 23109   46100,"TRANSFERÈNCIES DIPUTACIÓ, POL.",61250,8500
2016,16 24101   45050,SUBVENCIONS GENERALITAT OCUPAC,2704.51,62544.51
2016,16 24101   46100,"TRANSFERÈNCIES DIPUTACIÓ, SERV",803962.73,2259836.05
2016,16 24102   45050,"TRANSFERÈNCIES GENERALITAT, FO",5600,5600
2016,16 24102   46100,"TRANSFERÈNCIES DIPUTACIÓ, FOME",86101,86101
2016,16 24102   79100,TRANSFERÈNCIES CAPITAL FEDER-F,,1689.7
2016,16 31101   31900,ANIMALS DOMÈSTICS,95000,130582.8
2016,16 31101   39190,MULTES I SANCIONS PROTECCIÓ DE,110000,129250.4
2016,16 31101   45060,"TRANSFERÈNCIES GENERALITAT, PR",22900,29780.4
2016,16 31101   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROT",75906,74750.53
2016,16 31102   31903,LABORATORI MUNICIPAL,3000,823.19
2016,16 31103   36006,"PRESTACIÓ SERVEIS, VACUNACIÓ P",10000,
2016,16 31103   42001,ALTRES TRANSFERÈNCIES-PROMOCIÓ,,15117.63
2016,16 31103   45002,"TRANSFERÈNCIES GENERALITAT, PR",30165,44493.9
2016,16 31103   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROM",74245,74246.25
2016,16 31104   31904,TAXA SERVEIS CAADC,31000,29963.31
2016,16 31104   46200,"TRANSF. ALTRES ENS LOCALS, AJU",60000,116647.74
2016,16 31201   36003,"PRESTACIÓ SERVEIS, CENTRE DE D",0,38054.94
2016,16 31202   36004,"PRESTACIÓ SERVEIS, ATENCIÓ DON",0,
2016,16 32001   55012,CÀNON MENJADORS - S.CENTRALS E,154000,175611.41
2016,16 32002   46100,"TRANSFERÈNCIES DIPUTACIÓ, SUPO",53067,
2016,16 32002   48000,TRANSFER. INST. S/F LUCRE-SUPO,2350,2350
2016,16 32003   45030,TRANSF. GENERALITAT-PROM. I IN,28000,37135
2016,16 32003   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROM",7950,4722.41
2016,16 32003   48000,TRANSFER. INST. S/F LUCRE-PROM,2300,3450
2016,16 32301   31223,TAXA-ENSENYAMENT ESCOLES BRESS,947000,909735.23
2016,16 32301   31224,TAXA-MEJADORS ESCOLES BRESSOL,460000,442611.6
2016,16 32301   45035,TRANSF. GENERALITAT-ESCOLES BR,60180,
2016,16 32301   46100,"TRANSFERÈNCIES DIPUTACIÓ, ESC.",562567,384907.92
2016,16 32302   42001,ALTRES TRANSFERÈNCIES-EDUCACIÓ,103430,105141
2016,16 32302   45033,TRANSF. GENERALITAT-ED. ESPECI,1332250,1413980.59
2016,16 32302   45034,TRANSF. GENERALITAT-ED. ESPECI,833623,923418.66
2016,16 32302   46500,TRANSF.CONSELL COMARCAL-EDUCAC,123030,114557.9
2016,16 32302   54100,LLOGUERS FINQUES URBANES-FINCA,17090,18859.94
2016,16 32303   55011,CONCESSIONS ADMINISTRATIVES CE,,2394.02
2016,16 32402   31217,TAXA-ENSENYAMENT ART,144000,154476.56
2016,16 32402   31221,TAXA-ENSENYAMENT LLAR,109000,99135.59
2016,16 32402   31222,TAXA-ENSENYAMENT MUSICA,848000,837255.1
2016,16 32402   31225,TAXA-ENSENYAMENT MUSICA PARA-A,343,343
2016,16 32402   45031,TRANSF. GENERALITAT-ESCOLA MÚS,89000,89847.79
2016,16 32402   45032,TRANSF. GENERALITAT-CONSERVATO,389032,
2016,16 32402   45036,TRANSF. GENERALITAT-ESCOLA ART,152000,319824.18
2016,16 32402   45037,TRANSF. GENERALITAT-ESCOLA LA ,45065,15057.03
2016,16 32402   46100,"TRANSFERÈNCIES DIPUTACIÓ, ESC.",62474,124948
2016,16 32402   48000,TRANSFER. INST. S/F LUCRE-CONS,15000,15000
2016,16 32501   46500,TRANSF.CONSELL COMARCAL-SUPORT,1156125,1362303.35
2016,16 32701   45060,"TRANSFERÈNCIES GENERALITAT, ES",0,
2016,16 32702   45060,"TRANSFERÈNCIES GENERALITAT, CO",0,
2016,16 32703   45060,"TRANSFERÈNCIES GENERALITAT, CO",0,
2016,16 32704   32500,"TAXES EXPEDICIÓ DOCUMENTS, CIU",12000,13825.8
2016,16 32704   45002,"TRANSFERÈNCIES GENERALITAT, CI",97431,97431
2016,16 32704   46100,"TRANSFERÈNCIES DIPUTACIÓ, CIUT",38027,90777
2016,16 32704   48000,TRANSFER. INST. S/F LUCRE-CIUT,9143,
2016,16 32707   45002,"TRANSFERÈNCIES GENERALITAT, CA",,2736
2016,16 33211   31901,"ACTIVITATS CULTURALS, BIBLIOTE",1400,595.8
2016,16 33211   31902,"CESSIÓ EQUIPAMENTS CULTURALS, ",250,227.58
2016,16 33211   46100,"TRANSFERÈNCIES DIPUTACIÓ, BIBL",459325,457694.74
2016,16 33222   45060,"TRANSFERÈNCIES GENERALITAT, AR",25000,
2016,16 33222   46100,"TRANSFERÈNCIES DIPUTACIÓ, ARXI",5200,
2016,16 33222   46500,"TRANSF. CONSELL COMARCAL, ARXI",,60282.72
2016,16 33222   75080,ALTRES TRANSFERÈNCIES CAPITAL-,82789.57,
2016,16 33301   31901,"ACTIVITATS CULTURALS, MUSEUS",20000,26355.97
2016,16 33301   31902,"CESSIÓ EQUIPAMENTS CULTURALS, ",,184.38
2016,16 33301   34901,PREUS PÚB.PUBLIC.EDICIONS I RE,1500,1432.44
2016,16 33301   45060,"TRANSFERÈNCIES GENERALITAT, MU",0,
2016,16 33301   45100,TRANSF.OOAA I AGÈNCIES COMUNIT,,3216.8
2016,16 33301   46100,"TRANSFERÈNCIES DIPUTACIÓ, MUSE",12500,12500
2016,16 33401   45060,"TRANSFERÈNCIES GENERALITAT, DI",202006,191147.58
2016,16 33403   32903,UTILITZACIÓ EQUIPS JUVENILS EM,4500,7827.17
2016,16 33403   45002,"TRANF.GENERALITAT, EMANCIPACIÓ",20000,39000
2016,16 33403   55008,CONCESSIONS ADMINISTRATIVES BA,5000,
2016,16 33404   45002,"TRANF.GENERALITAT, INTERVENCIÓ",43000,83850
2016,16 33404   46100,"TRANSFERÈNCIES DIPUTACIÓ, INTE",22458,22458
2016,16 33404   48000,TRANSFER. INST. S/F LUCRE-DINA,8837,
2016,16 33405   31902,"CESSIÓ EQUIPAMENTS CULTURALS, ",4000,3577.42
2016,16 33405   34400,PREUS PÚBLICS ENTRADES ESPECTA,500,1406
2016,16 33405   46100,"TRANSFERÈNCIES DIPUTACIÓ, MÚSI",15000,20400
2016,16 33406   46100,"TRANSFERÈNCIES DIPUTACIÓ, CULT",15000,15000
2016,16 33407   31902,"CESSIÓ EQUIPAMENTS CULTURALS, ",10000,9750
2016,16 33407   34400,PREUS PÚBLICS ENTRADES ESPECTA,80000,82149.19
2016,16 33407   42190,"TRANSF. ORG. AUTONOMS ESTAT, A",22200,18000
2016,16 33407   45060,"TRANSFERÈNCIES GENERALITAT, AR",388110,84000
2016,16 33407   45100,TRANSF. OOAA I AGÈNCIES COMUNI,,577601.2
2016,16 33407   46100,"TRANSFERÈNCIES DIPUTACIÓ, ARTS",66525,70320.09
2016,16 33407   47000,TRANSF. EMPRESES PRIVADES-ARTS,,4566.12
2016,16 33408   45060,"TRANSFERÈNCIES GENERALITAT, AR",41623,
2016,16 33408   45100,TRANSF. OOAA I AGÈNCIES COMUNI,,74921.4
2016,16 33408   46100,"TRANSFERÈNCIES DIPUTACIÓ, ARTS",15000,15000
2016,16 33409   34900,PREUS PÚBLICS ACTIVITATS GENT ,30734,23483.8
2016,16 33409   55008,CONCESSIONS ADMINISTRATIVES BA,500,
2016,16 33701   32500,"TAXES EXPEDICIÓ DOCUMENTS, CAR",,757.18
2016,16 33801   47000,"TRANSF. EMPRESES PRIVADES, CUL",34000,29000
2016,16 34101   39900,INGRESSOS CONSUMS CLUB NATACIÓ,394908.36,421525.36
2016,16 34101   45100,TRANSF. OOAA I AGÈNCIES COMUNI,3000,600
2016,16 34101   46100,"TRANSFERÈNCIES DIPUTACIÓ, ACTI",16265,26765
2016,16 34101   47000,"TRANSF. EMPRESES PRIVADES, ACT",20250,13500
2016,16 34101   48000,TRANSFER. INST. S/F LUCRE-ACTI,,6000
2016,16 34201   31300,"INSTAL.LACIONS ESPORTIVES, EQU",160000,164335.11
2016,16 34201   46100,"TRANSFERÈNCIES DIPUTACIÓ, EQUI",0,
2016,16 34201   55008,CONCESSIONS ADMINISTRATIVES BA,33000,30121.65
2016,16 34202   76100,TRANSF. CAPITAL DIPUTACIÓ-EQUI,9000,
2016,16 34203   31300,"INSTAL.LACIONS ESPORTIVES, GES",210460,263315.15
2016,16 43111   32910,FIRES D ARTESANIA,12676,16523.04
2016,16 43111   39900,"ALTRES INGRESSOS, FIRES",0,618
2016,16 43111   46100,"TRANSFERÈNCIES DIPUTACIÓ, FIRE",5000,
2016,16 43111   47001,PATROCINIS ACTIVITATS CULTURAL,0,
2016,16 43121   32906,"MERCATS MUNICIPALS, MERCAT IND",378039,357637.9
2016,16 43121   39900,ALTRES INGRESSOS DIVERSOS-MERC,14551.12,14551.12
2016,16 43122   32906,"MERCATS MUNICIPALS, MERCAT SAN",134670,141725.44
2016,16 43131   32907,"MERCAT SETMANAL, MERCAT MARTÍ ",245990,241566.1
2016,16 43201   32911,"TAXA TURÍSTICA, PROMOCIÓ TURÍS",22000,26044.51
2016,16 43201   34903,PREU PÚBLIC UTILITZACIÓ SALA A,400,259.98
2016,16 43201   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROM",3000,4000
2016,16 43202   32900,RUTES TURÍSTIQUES,7161,7437.88
2016,16 43301   45050,SUBVENCIONS GENERALITAT OCUPAC,,39649.27
2016,16 43302   32908,LLICÈNCIES D ACTIVITATS,465000,507183.84
2016,16 43302   39190,"ALTRES MULTES I SANCIONS, LEGA",,22600
2016,16 43303   46100,"TRANSF. DIPUTACIÓ, EMPRENEDORI",,30000
2016,16 43304   46100,"TRANSF. DIPUTACIÓ, OFICINA ATE",,10540
2016,16 43901   45060,TRANSFERÈNCIES GENERALITAT-REL,,11188.8
2016,16 43901   46100,"TRANSFERÈNCIES DIPUTACIÓ, RELA",3000,12000
2016,16 43902   45060,TRANSFERÈNCIES GENERALITAT-TRE,13683.91,0
2016,16 43902   46200,TRANSF. ALTRES ENS LOCALS-ACTE,8031.19,7486.01
2016,16 43903   32902,ACTIVITATS I UTILITZACIÓ EQUIP,,8874.06
2016,16 43903   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROM",21500,25224.84
2016,16 43903   54100,LLOGUER FINQUES URBANES PROMOC,6000,
2016,16 44111   32905,LLICÈNCIES AUTO-TAXI I VEHICLE,3000,13810.78
2016,16 44111   42090,"ALTRES APORTACIONS DE L ESTAT,",535000,825418.08
2016,16 44111   46100,"TRANSFERENCIES DIPUTACIO, TRAN",11094.47,3279
2016,16 44111   46400,TRANSFERÈNCIES ALTRES ENS LOCA,1339005,1879879.7
2016,16 44111   55005,CONCESSIONS APARCAMENT PORTAL ,8350,8327.55
2016,16 44111   55007,CONCESSIONS APARCAMENT PLAÇA D,20000,20497.8
2016,16 44111   55009,CONCESSIONS APARCAMENT PLAÇA V,7350,8030.76
2016,16 44111   55900,ALTRES CONCESSIONS TRANSPORTS,48400,48319.43
2016,16 46200   49700,TRANFERENCIESUE SMART CITIES,254678,187040.1
2016,16 49204   45060,TRANSFERÈNCIES GENERALITAT-INN,0,
2016,16 49204   46100,"TRANSFERÈNCIES DIPUTACIÓ, INNO",87120,87119.88
2016,16 49204   46500,"TRANSF. CONSELL COMARCAL, INNO",12000,
2016,16 49206   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROJ",3360,
2016,16 49301   42190,SUBVENCIONS ALTRES OOAA CONSUM,10000,
2016,16 49301   46100,"TRANSFERÈNCIES DIPUTACIÓ, CONS",40000,45601
2016,16 91203   46100,TRANSFERÈNCIES DIPUTACIÓ-SOLID,,26212
2016,16 92001   46100,"TRANSFERÈNCIES DIPUTACIÓ, COOR",1691.11,15957
2016,16 92003   44100,TRANSF.EMPRESES DE L ENTITAT L,1160000,1160000
2016,16 92003   46100,"TRANSFERÈNCIES DIPUTACIÓ, SERV",,4900
2016,16 92005   39900,"ALTRES ING.DIVERSOS SS.II., IN",0,
2016,16 92005   42090,ALTRES TRANSFERÈNCIES ESTAT-SI,,14362.66
2016,16 92005   48000,TRANSF.INSTITUC.SENSE FINALITA,0,3000
2016,16 92008   32501,"TAXA PROCESSOS SELECTIUS, GEST",6000,3618.04
2016,16 92312   42090,ALTRES TRANSFERÈNCIES  ESTAT D,90000,46291.68
2016,16 92312   42190,"SUBVENCIONS ALTRES OOAA, PROCE",,2171.98
2016,16 92312   45060,TRANSFERÈNCIES GENERALITAT- DE,,1012.88
2016,16 92402   45002,"TRANSFERÈNCIES GENERALITAT, QU",3000,2850
2016,16 92402   46100,TRASNFERÈNCIES DIPUTACIÓ-QUALI,5173.99,5635
2016,16 92403   45060,TRANSFERÈNCIES GENERALITAT-DIN,,78000
2016,16 92404   32902,ACTIVITATS I UTILITZACIÓ EQUIP,5500,10353.9
2016,16 92502   39900,"ALTRES INGRESSOS DIVERSOS, AT.",0,26040.47
2016,16 92999   10000,IMPOST SOBRE LA RENDA PERSONES,3783750,4037848.49
2016,16 92999   11200,IMPOST SOBRE BENS IMMOBLES NAT,10000,30532.3
2016,16 92999   11300,IMPOST SOBRE BENS IMMOBLES NAT,52054410,53484825.69
2016,16 92999   11400,IMPOST SOBRE BENS IMMOBLES CAR,131090,131086.03
2016,16 92999   11500,IMPOST SOBRE VEHICLES DE TRACC,10770000,11239427.98
2016,16 92999   11600,IMPOST INCREMENT VALOR TERRENY,5881000,8125761.85
2016,16 92999   13000,IMPOST SOBRE ACTIVITATS ECONOM,6757000,6685584.15
2016,16 92999   21000,IMPOST SOBRE EL VALOR AFEGIT,3598590,4061030.65
2016,16 92999   22000,IMPOST SOBRE ALCOHOL I BEGUDES,55260,47195.35
2016,16 92999   22001,IMPOST SOBRE LA CERVESA,18430,19389.97
2016,16 92999   22003,IMPOST SOBRE LES LABORS DEL TA,375050,355340.92
2016,16 92999   22004,IMPOST SOBRE HIDROCARBURS,604360,690523.93
2016,16 92999   22006,IMPOST SOBRE PRODUCTES INTERME,1220,1536.78
2016,16 92999   29000,"IMPOST SOBRE CONSTRUCCIONS, IN",1493000,2019386.06
2016,16 92999   30300,SERVEI TRACTAMENT DE RESIDUS,10890000,11193523.99
2016,16 92999   32300,"TAXES PLAQUES, PATENTS I DISTI",2300,2990.19
2016,16 92999   32500,TAXES PER EXPEDICIÓ DE DOCUMEN,,8367.01
2016,16 92999   32901,TAXES SERVEIS GENERALS,,1028.82
2016,16 92999   32904,ANUNCIS A CÀRREC PARTICULARS,,24439.31
2016,16 92999   33100,TAXES PER ENTRADA VEHICLES-GUA,2670000,2750977.32
2016,16 92999   33200,PARTICIPACIO INGRESSOS COMPANY,2785000,2863609.07
2016,16 92999   33700,"TRIBUNES, TENDALS, VOLADISSOS",,15553.76
2016,16 92999   33901,AUTORITZACIONS OCUPACIÓ VIA PÚ,,6861.08
2016,16 92999   38901,PAGAMENTS INDEGUTS EXERCICIS A,2100,16081.04
2016,16 92999   39110,MULTES PER INFRACCIONS TRIBUTÀ,50000,110736.71
2016,16 92999   39120,MULTES PER INFRACCIONS ORDENAN,3605000,5005889.25
2016,16 92999   39200,RECÀRRECS DE PRÒRROGA I APREMI,1380000,1426347.13
2016,16 92999   39300,INTERESSOS DE DEMORA,465000,836999.3
2016,16 92999   39610,QUOTES D URBANITZACIÓ,97080.98,97080.98
2016,16 92999   39800,INDEMNITZACIONS,94555.62,77143.6
2016,16 92999   39904,DESPESES D EXPEDIENTS,50000,73855.64
2016,16 92999   39905,DESPESES JUDICIALS,,7596.54
2016,16 92999   39909,ALTRES INGRESSOS,13848.86,5345.7
2016,16 92999   42000,PARTICIPACIO EN ELS TRIBUTS DE,0,0
2016,16 92999   42010,FONS COMPLEMENTARI DE FINANÇAM,39895340,39899355.51
2016,16 92999   44101,TRANSF.EMPRESES ENTITAT LOCAL ,50000,
2016,16 92999   45000,FONS DE COOPERACIÓ LOCAL DE CA,745000,733806.57
2016,16 92999   45060,"TRANSFERÈNCIES GENERALITAT, GE",228132.77,
2016,16 92999   45080,SUBVENCIO GENERALITAT PUOSC OR,68000,67842.79
2016,16 92999   46100,TRANSFERÈNCIES DIPUTACIÓ,959072.31,512558.26
2016,16 92999   51400,INTERESSOS PÒLISSES CONCEDIDES,1000,
2016,16 92999   51401,INTERESSOS PRÉSTECS CONCEDITS ,62800,44626.03
2016,16 92999   52000,INTERESSOS DE DIPÒSITS,40389,64772.43
2016,16 92999   55009,CONCESSIÓ APARCAMENT PLAÇA VEL,,0
2016,16 92999   55900,ALTRES CONCESSIONS,0,322658.94
2016,16 92999   75060,TRANSFERÈNCIES CAPITAL GENERAL,,233947.48
2016,16 92999   82120,REINTEGRE PRESTECS LL/TERMINI ,329710,329710.16
2016,16 92999   83000,REINTEGRE PRESTECS PERSONAL,196000,78230
2016,16 92999   87000,ROM. TRESORERIA PER A DESPESES,15335825.09,
2016,16 92999   87010,ROM. TRESORERIA PER A DESPESES,5405534.43,
2016,16 92999   91100,PRESTECS A LLARG TERMINI DEL S,175000,985319.41
2016,16 92999   91300,PRESTECS A LLARG TERMINI FORA ,5825000,5825000
2016,16 93303   54100,LLOGUER FINQUES URBANES,1500,1163.85
2016,16 93303   76100,"SUBVENCIÓ CAPITAL DIPUTACIÓ, P",36000,
2017,17 13001   32500,TAXES PER EXPEDICIÓ DE DOCUMEN,6447,6967.28
2017,17 13001   33500,TAULES I CADIRES,350000,375590.45
2017,17 13001   33900,ACTIVITATS A LA VIA PÚBLICA,70000,36414.87
2017,17 13001   33901,AUTORITZACIONS OCUPACIÓ VIA PÚ,135000,141304.79
2017,17 13001   33902,TAXA PER PUBLICITAT A LA VIA P,5000,3360.77
2017,17 13001   39190,MULTES INFRACCIÓ ORDENANCES,80000,102552.39
2017,17 13001   55008,CONCESSIONS ADMINISTRATIVES BA,44092,42278.43
2017,17 13001   55010,CONCESSIONS ADMINISTRATIVES,30000,24562.02
2017,17 13201   30900,SERVEIS ESPECIALS POLICIA,1500,1359.15
2017,17 13201   32500,TAXES PER EXPEDICIÓ DE DOCUMEN,79734,84304.94
2017,17 13501   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROT",,15000
2017,17 15105   39710,ALTRES INGRESSOS APROFITAMENT ,,14793.2
2017,17 15105   55500,ALTRES CONCESSIONS-GESTIÓ DEL ,,14831.05
2017,17 15105   60000,VENDA DE SÒL,,27473.6
2017,17 15105   76100,SUBVENCIÓ DE CAPITAL DIPUTACIÓ,2820329.43,3811755.34
2017,17 15106   54100,LLOGUER FINQUES URBANES - MASI,,5110.2
2017,17 15106   55200,DRETS DE SUPERFÍCIE AMB CONTRA,,12978
2017,17 15109   32100,LLICÈNCIES URBANÍSTIQUES,280000,236423.36
2017,17 15109   32200,LLICÈNCIES PRIMERA OCUPACIÓ,25000,16504.55
2017,17 15109   32300,TAXES ALTRES SERV.URBANÍSTICS ,70000,132791.37
2017,17 15109   32301,TAXES ALTRES SERVEIS URBANÍSTI,0,180.32
2017,17 15109   32500,TAXA DOCUMENTS LLICÈNCIES I PR,2500,
2017,17 15109   33900,ACTIVITATS VIA PÚBLICA LLICÈNC,28500,178828.63
2017,17 15109   39100,MULTES PER INFRACCIONS URBANÍS,5,166071.24
2017,17 15109   39903,EXECUCIONS SUBSIDIÀRIES LLICÈN,160000,35803.78
2017,17 15110   32500,TAXA DOCUMENTS PL.URBANÍSTIC,6000,14474.66
2017,17 15110   39900,ALTRES INGRESSOS PLANEJAMENT U,43000,26034.28
2017,17 15321   75060,TRANSFERÈNCIES CAPITAL GENERAL,741500,6425.13
2017,17 16002   36001,MANTENIMENT COL.LECTORS I INSP,330000,147690.32
2017,17 16211   31905,TAXA SERVEI DEIXALLERIA,7200,6563.45
2017,17 17211   36002,VENDES ENERGIA FOTOVOLTÀICA,20000,16212.69
2017,17 17212   32909,EXPLOTACIÓ HORTS MUNICIPALS,18630,18756.79
2017,17 17212   76100,SUBVENCIÓ DE CAPITAL DIPUTACIÓ,101671.73,11482.9
2017,17 17213   39907,CONVENI GESTIÓ CAN BONVILAR,40000,40000
2017,17 17213   46100,TRANSF. DIPUTACIÓ INFORMACIÓ M,30127.3,28353.33
2017,17 23101   45002,"TRANSFERÈNCIES GENERALITAT, EA",421010.53,472465.35
2017,17 23102   45002,"TRANSFERÈNCIES GENERALITAT, SE",1871979.45,1649736.91
2017,17 23102   46100,"TRANSFERÈNCIES DIPUTACIÓ, SERV",323700,517520
2017,17 23103   45002,"TRANSFERÈNCIES GENERALITAT, PR",432582,361984
2017,17 23103   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROJ",35300,34840.08
2017,17 23104   31102,AJUT A LA LLAR,215000,140392.62
2017,17 23104   31103,TELEASSISTÈNCIA,205000,157748.22
2017,17 23104   31104,MENJAR A DOMICILI,50000,40460.96
2017,17 23104   45002,"TRANSFERÈNCIES GENERALITAT, SA",2342821,2118874.52
2017,17 23104   46100,"TRANSFERÈNCIES DIPUTACIÓ, AJUT",123000,342952.49
2017,17 23106   34904,PREUS PÚBLICS PERSPECTIVA DE G,1200,944
2017,17 23106   45002,"TRANSFERÈNCIES GENERALITAT, PO",46000,43700
2017,17 23106   45100,TRANSF. OOAA I AGÈNCIES COMUNI,10000,
2017,17 23106   46100,"TRANSFERÈNCIES DIPUTACIÓ, POLÍ",21139,21139.45
2017,17 23106   46500,TRANSF.CONSELL COMARCAL-SERVEI,,10000
2017,17 23109   32301,TAXES ALTRES SERVEIS URBANÍSTI,160000,28294.29
2017,17 23109   39100,MULTES PER INFRACCIONS URBANÍS,,7000
2017,17 23109   46100,"TRANSFERÈNCIES DIPUTACIÓ, POL.",70750,70750
2017,17 24101   46100,"TRANSFERÈNCIES DIPUTACIÓ, SERV",324164.11,447404.05
2017,17 24102   46100,"TRANSFERÈNCIES DIPUTACIÓ, FOME",526289.72,599794.72
2017,17 24103   45050,SUBV. GENERALITAT OCUPACIÓ-PRO,247083.5,264000
2017,17 31101   31900,ANIMALS DOMÈSTICS,110000,151566.46
