DATA_REFERENCIA,PAIS_PROCE_DESTI,COMARCA_PROCE_DESTI,PROVINCIA_PROCE_DESTI,TIPUS_MOVIMENT,POBLACIO
2011,ESPANYA                       ,,SEVILLA                       ,ALTA PER IMMIGRACIÓ           ,3
2011,ESPANYA                       ,,VIZCAYA                       ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,SEVILLA                       ,ALTA PER IMMIGRACIÓ           ,2
2011,EGIPTE                        ,EGIPTE                        ,EGIPTE                        ,ALTA PER IMMIGRACIÓ           ,2
2011,ESPANYA                       ,,NAVARRA                       ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,GUIPUZCOA                     ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,ILLES BALEARS                 ,ALTA PER IMMIGRACIÓ           ,21
2011,ESPANYA                       ,,ZARAGOZA                      ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,ALACANT/ALICANTE              ,ALTA PER IMMIGRACIÓ           ,2
2011,ESPANYA                       ,,TOLEDO                        ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,CÓRDOBA                       ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,ALMERÍA                       ,ALTA PER IMMIGRACIÓ           ,13
2011,ESPANYA                       ,,MADRID                        ,ALTA PER IMMIGRACIÓ           ,4
2011,ESPANYA                       ,,SEGOVIA                       ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,SEVILLA                       ,ALTA PER IMMIGRACIÓ           ,2
2011,ESPANYA                       ,Maresme,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,9
2011,ESPANYA                       ,,MADRID                        ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,Pla d Urgell,LLEIDA                        ,ALTA PER IMMIGRACIÓ           ,8
2011,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,10
2011,ESPANYA                       ,Baix Ebre,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,CUENCA                        ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,Alta Ribagorça,LLEIDA                        ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,Bages,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,17
2011,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,29
2011,ESPANYA                       ,,CÁDIZ                         ,ALTA PER IMMIGRACIÓ           ,3
2011,ESPANYA                       ,,SANTA CRUZ DE TENERIFE        ,ALTA PER IMMIGRACIÓ           ,1
2011,EL SALVADOR                   ,EL SALVADOR                   ,EL SALVADOR                   ,ALTA PER IMMIGRACIÓ           ,6
2011,ESPANYA                       ,Baix Penedès,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,24
2011,ESPANYA                       ,,SEVILLA                       ,ALTA PER IMMIGRACIÓ           ,2
2011,ESPANYA                       ,,ALBACETE                      ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,ALACANT/ALICANTE              ,ALTA PER IMMIGRACIÓ           ,9
2011,ESPANYA                       ,,ALACANT/ALICANTE              ,ALTA PER IMMIGRACIÓ           ,3
2011,ESPANYA                       ,Tarragonès,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,5
2011,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,ALMERÍA                       ,ALTA PER IMMIGRACIÓ           ,1
2011,"EQUADOR, L                    ","EQUADOR, L                    ","EQUADOR, L                    ",ALTA PER IMMIGRACIÓ           ,50
2011,ESPANYA                       ,,VIZCAYA                       ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,VIZCAYA                       ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,GUIPUZCOA                     ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,ILLES BALEARS                 ,ALTA PER IMMIGRACIÓ           ,6
2011,ESPANYA                       ,,HUELVA                        ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,JAÉN                          ,ALTA PER IMMIGRACIÓ           ,2
2011,ESPANYA                       ,,TERUEL                        ,ALTA PER IMMIGRACIÓ           ,1
2011,ESLOVÈNIA                     ,ESLOVÈNIA                     ,ESLOVÈNIA                     ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,8
2011,ESPANYA                       ,,JAÉN                          ,ALTA PER IMMIGRACIÓ           ,2
2011,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,13
2011,ESPANYA                       ,Osona,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,HUESCA                        ,ALTA PER IMMIGRACIÓ           ,1
2011,"ESTATS UNITS D AMÈRICA, ELS   ","ESTATS UNITS D AMÈRICA, ELS   ","ESTATS UNITS D AMÈRICA, ELS   ",ALTA PER IMMIGRACIÓ           ,16
2011,ESPANYA                       ,,NAVARRA                       ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,SEVILLA                       ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,MÁLAGA                        ,ALTA PER IMMIGRACIÓ           ,5
2011,ESPANYA                       ,Pallars Sobirà,LLEIDA                        ,ALTA PER IMMIGRACIÓ           ,3
2011,ESPANYA                       ,,HUESCA                        ,ALTA PER IMMIGRACIÓ           ,1
2011,ETIÒPIA                       ,ETIÒPIA                       ,ETIÒPIA                       ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,ZARAGOZA                      ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,LEÓN                          ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,ZARAGOZA                      ,ALTA PER IMMIGRACIÓ           ,2
2011,ESPANYA                       ,,ILLES BALEARS                 ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,ILLES BALEARS                 ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,A CORUÑA                      ,ALTA PER IMMIGRACIÓ           ,3
2011,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,2
2011,ESPANYA                       ,Alt Empordà,GIRONA                        ,ALTA PER IMMIGRACIÓ           ,13
2011,"FILIPINES, LES                ","FILIPINES, LES                ","FILIPINES, LES                ",ALTA PER IMMIGRACIÓ           ,2
2011,FINLÀNDIA                     ,FINLÀNDIA                     ,FINLÀNDIA                     ,ALTA PER IMMIGRACIÓ           ,3
2011,ESPANYA                       ,,ALMERÍA                       ,ALTA PER IMMIGRACIÓ           ,2
2011,ESPANYA                       ,,NAVARRA                       ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,Osona,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,Bages,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,2
2011,ESPANYA                       ,,CASTELLÓN/CASTELLÓ            ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,ALACANT/ALICANTE              ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,MURCIA                        ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,HUESCA                        ,ALTA PER IMMIGRACIÓ           ,2
2011,FRANÇA                        ,FRANÇA                        ,FRANÇA                        ,ALTA PER IMMIGRACIÓ           ,50
2011,ESPANYA                       ,,MADRID                        ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,MÁLAGA                        ,ALTA PER IMMIGRACIÓ           ,13
2011,ESPANYA                       ,,MADRID                        ,ALTA PER IMMIGRACIÓ           ,8
2011,ESPANYA                       ,,JAÉN                          ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,MURCIA                        ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,MADRID                        ,ALTA PER IMMIGRACIÓ           ,2
2011,ESPANYA                       ,,ZARAGOZA                      ,ALTA PER IMMIGRACIÓ           ,1
2011,GÀMBIA                        ,GÀMBIA                        ,GÀMBIA                        ,ALTA PER IMMIGRACIÓ           ,7
2011,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,ALTA PER IMMIGRACIÓ           ,5
2011,ESPANYA                       ,,ALACANT/ALICANTE              ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,18
2011,ESPANYA                       ,Alt Penedès,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,SEVILLA                       ,ALTA PER IMMIGRACIÓ           ,1
2011,GEÒRGIA                       ,GEÒRGIA                       ,GEÒRGIA                       ,ALTA PER IMMIGRACIÓ           ,6
2011,ESPANYA                       ,Cerdanya,GIRONA                        ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,ALMERÍA                       ,ALTA PER IMMIGRACIÓ           ,2
2011,ESPANYA                       ,,MADRID                        ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,VIZCAYA                       ,ALTA PER IMMIGRACIÓ           ,1
2011,GHANA                         ,GHANA                         ,GHANA                         ,ALTA PER IMMIGRACIÓ           ,2
2011,ESPANYA                       ,,ASTURIAS                      ,ALTA PER IMMIGRACIÓ           ,6
2011,ESPANYA                       ,Gironès,GIRONA                        ,ALTA PER IMMIGRACIÓ           ,32
2011,ESPANYA                       ,Berguedà,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,2
2011,ESPANYA                       ,,GRANADA                       ,ALTA PER IMMIGRACIÓ           ,9
2011,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,47
2011,GRÈCIA                        ,GRÈCIA                        ,GRÈCIA                        ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,PALENCIA                      ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,GUADALAJARA                   ,ALTA PER IMMIGRACIÓ           ,4
2011,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,GRANADA                       ,ALTA PER IMMIGRACIÓ           ,4
2011,ESPANYA                       ,Berguedà,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,1
2011,GUATEMALA                     ,GUATEMALA                     ,GUATEMALA                     ,ALTA PER IMMIGRACIÓ           ,12
2011,ESPANYA                       ,,SANTA CRUZ DE TENERIFE        ,ALTA PER IMMIGRACIÓ           ,4
2011,"GUINEA BISSAU, LA             ","GUINEA BISSAU, LA             ","GUINEA BISSAU, LA             ",ALTA PER IMMIGRACIÓ           ,2
2011,"GUINEA EQUATORIAL, LA         ","GUINEA EQUATORIAL, LA         ","GUINEA EQUATORIAL, LA         ",ALTA PER IMMIGRACIÓ           ,2
2011,"GUINEA, LA                    ","GUINEA, LA                    ","GUINEA, LA                    ",ALTA PER IMMIGRACIÓ           ,3
2011,ESPANYA                       ,,ALBACETE                      ,ALTA PER IMMIGRACIÓ           ,4
2011,ESPANYA                       ,,PALENCIA                      ,ALTA PER IMMIGRACIÓ           ,2
2011,ESPANYA                       ,,JAÉN                          ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,CÁCERES                       ,ALTA PER IMMIGRACIÓ           ,1
2011,HONDURES                      ,HONDURES                      ,HONDURES                      ,ALTA PER IMMIGRACIÓ           ,38
2011,HONGRIA                       ,HONGRIA                       ,HONGRIA                       ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,CÓRDOBA                       ,ALTA PER IMMIGRACIÓ           ,2
2011,ESPANYA                       ,Selva,GIRONA                        ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,HUELVA                        ,ALTA PER IMMIGRACIÓ           ,5
2011,ESPANYA                       ,,HUESCA                        ,ALTA PER IMMIGRACIÓ           ,7
2011,ESPANYA                       ,,GRANADA                       ,ALTA PER IMMIGRACIÓ           ,2
2011,ESPANYA                       ,,SANTA CRUZ DE TENERIFE        ,ALTA PER IMMIGRACIÓ           ,2
2011,ESPANYA                       ,,GUIPUZCOA                     ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,Anoia,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,17
2011,ESPANYA                       ,,ILLES BALEARS                 ,ALTA PER IMMIGRACIÓ           ,2
2011,"ÍNDIA, L                      ","ÍNDIA, L                      ","ÍNDIA, L                      ",ALTA PER IMMIGRACIÓ           ,3
2011,ESPANYA                       ,,ALMERÍA                       ,ALTA PER IMMIGRACIÓ           ,2
2011,"IRAN, L                       ","IRAN, L                       ","IRAN, L                       ",ALTA PER IMMIGRACIÓ           ,6
2011,"IRAQ, L                       ","IRAQ, L                       ","IRAQ, L                       ",ALTA PER IMMIGRACIÓ           ,1
2011,IRLANDA                       ,IRLANDA                       ,IRLANDA                       ,ALTA PER IMMIGRACIÓ           ,3
2011,ESPANYA                       ,,SEVILLA                       ,ALTA PER IMMIGRACIÓ           ,2
2011,ESPANYA                       ,Cerdanya,GIRONA                        ,ALTA PER IMMIGRACIÓ           ,1
2011,ISRAEL                        ,ISRAEL                        ,ISRAEL                        ,ALTA PER IMMIGRACIÓ           ,1
2011,ITÀLIA                        ,ITÀLIA                        ,ITÀLIA                        ,ALTA PER IMMIGRACIÓ           ,43
2011,ESPANYA                       ,,VIZCAYA                       ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,HUESCA                        ,ALTA PER IMMIGRACIÓ           ,1
2011,ESPANYA                       ,,JAÉN                          ,ALTA PER IMMIGRACIÓ           ,4
