NOM,ADRECA,CODI_POSTAL,DISTRICTE,TELEFON,ADR_WEB,EMAIL,DESCRIPCIO_AMBIT,X,Y,X_ETRS89,Y_ETRS89,LONGITUD,LATITUD,TERRITORI,LOCALITZACIO
CANDIDATURA D  UNITAT POPULAR           ,"CA D ARQUIMEDES, 89 ",08224,4,680819121,www.terrassa.cup.cat                                                            ,terrassa@cup.cat                                                                ,POLÍTIQUES I SINDICALS                  ,417227.1006,4601494.5519,417133.1126,4601290.3350,2.0062432,41.5589927,LOCAL                                   ,"(41.55899267757517, 2.006243222034471)"
ASOCIACION CAPOEIRA BRASIL CATALUNYA    ,"CA D ARQUIMEDES, 174 , 1            ",08224,4,935105802,www.capoeiracatalunya.com                                                       ,sementecap@hotmail.com                                                          ,CULTURALS                               ,417251.4063,4601816.3125,417157.4208,4601612.0959,2.0064903,41.5618930,LOCAL                                   ,"(41.56189297591744, 2.0064903026912795)"
FUNDACIO CATALUNYA FUTUR (DELEGACIO)    ,"CA D ALEXANDER BELL, 79 , 3            ",08224,4,937332174,,,CULTURALS                               ,416678.6250,4602038.0625,416584.6403,4601833.8506,1.9995913,41.5638305,LOCAL                                   ,"(41.56383054084377, 1.9995912920856138)"
ASSOCIACIO ESPORTIVA DE TAI TXI YUYAN   ,"CA DE CATALUNYA, 77 ",08225,5,656536356,www.yuyan.es                                                                    ,info@yuyan.es                                                                   ,ESPORTIVES                              ,417835.3750,4602904.1875,417741.3986,4602699.9682,2.0133437,41.5717507,LOCAL                                   ,"(41.5717506607555, 2.0133437374188707)"
ASSOCIACIO T.I.C. TERAPIES              ,"CA DE CATALUNYA, 80 , 1            ",08225,5,617758889,,ticterapies@gmail.com                                                           ,SALUT I SÒCIO-ASSISTENCIALS             ,417879.5938,4602889.3125,417785.6174,4602685.0928,2.0138761,41.5716212,LOCAL                                   ,"(41.57162124294881, 2.0138760842229257)"
CLUB AGILITY TERRASENC                  ,"CA DE CATALUNYA, 80 , BA           ",08225,5,610165338,,agilityterrassenc@gmail.com                                                     ,ESPORTIVES                              ,417879.5938,4602889.3125,417785.6174,4602685.0928,2.0138761,41.5716212,LOCAL                                   ,"(41.57162124294881, 2.0138760842229257)"
AMPA COLEGIO GOYA                       ,"CA DEL CAVALL BERNAT, 16 ",08227,6,,www.ampacolegoya.es                                                             ,info@ampacolegoya.net                                                           ,EDUCATIVES I FORMATIVES                 ,419249.8021,4603762.6431,419155.8344,4603558.4144,2.0301913,41.5796262,DISTRICTE 6                             ,"(41.579626185331996, 2.0301912704441216)"
ALCER-BARCELONA                         ,"CA DEL CAVALL BERNAT, 43 , 5-2          ",08227,6,933310331,,alcerbcn@gmail.com                                                              ,SALUT I SÒCIO-ASSISTENCIALS             ,419225.5625,4603750.3125,419131.5947,4603546.0840,2.0299022,41.5795127,LOCAL                                   ,"(41.579512684108586, 2.0299021921131595)"
ASSOC CUL I HUMANITARIA SOMRIURE HUMIL  ,"CA D ARQUIMEDES, 233 , AT-1         ",08224,4,675638418,somriurehumil.cat                                                               ,info@somriurehumil.cat                                                          ,"SOLIDARITAT, PAU I DRETS HUMANS         ",417252.2813,4602065.3125,417158.2977,4601861.0963,2.0064665,41.5641356,LOCAL                                   ,"(41.56413556375417, 2.006466464607572)"
UN COP DE MA AMICS DEL MON              ,"CA D ARQUIMEDES, 251 ",08224,4,937802314,,,"SOLIDARITAT, PAU I DRETS HUMANS         ",417257.6250,4602189.6875,417163.6423,4601985.4715,2.0065134,41.5652562,LOCAL                                   ,"(41.56525623964284, 2.006513395042993)"
CLUB PETANCA GIBRALTAR                  ,"CA D AMADEU DE SAVOIA, 103 ",08225,5,937891105,,,ESPORTIVES                              ,416974.7500,4602737.1875,416880.7710,4602532.9745,2.0030455,41.5701577,DISTRICTE 5                             ,"(41.570157680774074, 2.0030455037287966)"
FUNDAC. ACCION CONTRA EL HAMBRE (DELEG.),"CA DE CERVANTES, 191 ",08221,1,932540381,www.accioncontraelhambre.org                                                    ,achcat@achesp.org                                                               ,"SOLIDARITAT, PAU I DRETS HUMANS         ",417317.9375,4602493.3750,417223.9572,4602289.1590,2.0071948,41.5679975,LOCAL                                   ,"(41.56799749520702, 2.0071947969229047)"
CLUB EGARA                              ,"CA DE JACINT BADIELLA, 5 ",08225,5,937352709,,club@egara.es                                                                   ,ESPORTIVES                              ,418164.7389,4604941.2645,418070.7785,4604737.0459,2.0170157,41.5901304,LOCAL                                   ,"(41.59013041190798, 2.017015747318969)"
SOCIEDAD DE PESCA DEPORTIVA DE TERRASSA ,"AV DE JAUME I, 306 ",08226,6,937356863,,,ESPORTIVES                              ,418374.6875,4603092.1250,418280.7134,4602887.9019,2.0197861,41.5734985,LOCAL                                   ,"(41.573498519305055, 2.019786081233504)"
ASSOCIACIO GRUP SARDANISTA TERRASSA NORD,"CA DE MANRESA, 245 , 1            ",08226,6,936248282,,agsptn@gmail.com                                                                ,CULTURALS                               ,418957.3438,4603386.3125,418863.3728,4603182.0854,2.0267343,41.5762073,LOCAL                                   ,"(41.57620731147948, 2.026734268855087)"
ASSOCIACIO GENT SOLIDARIA               ,"CA DE SEVERO OCHOA, 118 , 5-2          ",08224,4,,www.gentsolidaria.com                                                           ,gentsolidaria@gmail.com                                                         ,SALUT I SÒCIO-ASSISTENCIALS             ,416729.2188,4602258.7500,416635.2358,4602054.5381,2.0001674,41.5658233,LOCAL                                   ,"(41.56582332468392, 2.0001673589007445)"
ASSOCIACIÓ TERRASSACENTRE               ,"CA DELS GAVATXONS, 9 , 1-1          ",08221,1,937808992,www.terrassacentre.com                                                          ,gerencia@terrassacentre.com                                                     ,"COMERCIANTS, CAMBRES, GREMIS I COL.LEGIS",417635.0000,4601882.1250,417541.0156,4601677.9056,2.0110810,41.5625253,DISTRICTE 1                             ,"(41.56252531269242, 2.011080958387302)"
A.V. DEL CENTRE                         ,"CA DELS GAVATXONS, 9 ",08221,1,937889565,,avcentre.terrassa@gmail.com                                                     ,VEÏNALS                                 ,417635.0000,4601882.1250,417541.0156,4601677.9056,2.0110810,41.5625253,DISTRICTE 1                             ,"(41.56252531269242, 2.011080958387302)"
AMICS DEL MUSEU DE TERRASSA             ,"CA DELS GAVATXONS, 9 , 2-2          ",08221,1,937892755,,,CULTURALS                               ,417635.0000,4601882.1250,417541.0156,4601677.9056,2.0110810,41.5625253,LOCAL                                   ,"(41.56252531269242, 2.011080958387302)"
COMUNIDAD ISLAMICA CAN PARELLADA        ,"CA D AMÈRICA, 38 ",08228,3,637260913,,,"RELIGIOSES I IDEOLÒGIQUES, EN GENERAL   ",420149.2188,4599143.1250,420055.2175,4598938.8823,2.0415937,41.5381127,DISTRICTE 3                             ,"(41.538112717758914, 2.0415937441924514)"
AV  DE  CAN PARELLADA: PER LA UNITAT    ,"CA D ANGLATERRA, 24 ",08228,3,,,associaciocanparellada@gmail.com                                                ,VEÏNALS                                 ,420436.5938,4598733.4375,420342.5898,4598529.1920,2.0450927,41.5344516,DISTRICTE 3                             ,"(41.53445164694857, 2.045092680582146)"
ENT.CULTURAL EL PORRONET DE TERRASSA    ,"CA D ANTONINUS PIUS, 60 , BA           ",08224,4,619635795,,entitatculturalelporronet@gmail.com                                             ,CULTURALS                               ,417125.8750,4601506.5000,417031.8869,4601302.2839,2.0050278,41.5590898,LOCAL                                   ,"(41.559089792413815, 2.005027828291576)"
CLUB MUNTANYENC DE TERRASSA             ,"CA D ALEXANDRE GALÍ, 4 , SO-1         ",08225,5,696688029,www.clubmuntanyencterrassa.com                                                  ,clubmuntanyencterrassa@yahoo.es                                                 ,ESPORTIVES                              ,416915.2188,4602621.0625,416821.2389,4602416.8497,2.0023477,41.5691057,LOCAL                                   ,"(41.56910567121852, 2.002347654360358)"
"DIALEGS A 3, COL.LECT. CULTURA MEDIACIO ","CA D ANTONINUS PIUS, 178 , 1-3          ",08224,4,606959762,,,"SOLIDARITAT, PAU I DRETS HUMANS         ",416733.0404,4601432.0039,416639.0511,4601227.7907,2.0003279,41.5583780,LOCAL                                   ,"(41.5583780497057, 2.0003278815294734)"
AREADAPTADA ASSOCIACIO                  ,"CA DEL GERANI, 10 ",08228,3,937362520,www.areadaptada.org                                                             ,info@areadaptada.org                                                            ,SALUT I SÒCIO-ASSISTENCIALS             ,419313.3125,4598010.7500,419219.3013,4597806.5119,2.0317260,41.5278305,LOCAL                                   ,"(41.527830510897765, 2.0317259634957687)"
ASOC EMPRESARIOS ITINERANTES DE CATALUÑA,"CA D AVINYÓ, 57 , BA-1         ",08223,3,669937514,,comercial-de-mercado@hotmail.com                                                ,"COMERCIANTS, CAMBRES, GREMIS I COL.LEGIS",417737.8125,4601095.8750,417643.8223,4600891.6536,2.0124215,41.5554549,LOCAL                                   ,"(41.55545490755263, 2.012421544558313)"
JOVENTUTS ESQUERRA REPUBLICANA CATALUNYA,"CA DE L ERA, 22 , BA           ",08221,1,691705527,locals.jerc.cat/terrassa                                                        ,jerctrs@hotmail.com                                                             ,POLÍTIQUES I SINDICALS                  ,417670.5551,4601529.8751,417576.5680,4601325.6549,2.0115556,41.5593566,LOCAL                                   ,"(41.55935660335243, 2.011555620491662)"
ESQUERRA REPUBLICANA DE CATALUNYA       ,"CA DE L ERA, 22 , BA           ",08221,1,937331387,www.esquerra.cat/terrassa                                                       ,"terrassa@esquerra.org, secretariaerc-mes@terrassa.cat                           ",POLÍTIQUES I SINDICALS                  ,417670.5551,4601529.8751,417576.5680,4601325.6549,2.0115556,41.5593566,LOCAL                                   ,"(41.55935660335243, 2.011555620491662)"
ASS.OBESITAT I TRASTORNS COND.ALIM.AOTI ,"AV DE JOSEP TARRADELLAS, 100 , 4-1          ",08225,5,937801593,aoti.associacio/facebook                                                        ,aotigrup@gmail.com                                                              ,SALUT I SÒCIO-ASSISTENCIALS             ,416955.5270,4603087.8780,416861.5507,4602883.6657,2.0027664,41.5733140,LOCAL                                   ,"(41.57331399769834, 2.00276642585758)"
LA LLANÇADORA ASSOCIACIO CULTURAL       ,"RM D ÈGARA, 55 , 5            ",08224,4,600472597,www.ministrilsdelraval.com                                                      ,ministrilsdelraval@gmail.com                                                    ,CULTURALS                               ,417312.9461,4601441.7057,417218.9578,4601237.4881,2.0072798,41.5585256,LOCAL                                   ,"(41.55852562961061, 2.0072798310263233)"
CREATIVITAT ARTS                        ,"RM D ÈGARA, 71 ",08224,4,,creativitatarts.blogspot.com                                                    ,creativitatarts@gmail.com                                                       ,CULTURALS                               ,417316.3438,4601482.0625,417222.3558,4601277.8449,2.0073150,41.5588894,LOCAL                                   ,"(41.55888943534905, 2.0073150122600856)"
INSTITUTO TRASTORNO LIMITE              ,"RM D ÈGARA, 138 , 4-3          ",08221,1,,,intralimitefp@gmail.com                                                         ,SALUT I SÒCIO-ASSISTENCIALS             ,417362.2813,4601729.1875,417268.2953,4601524.9700,2.0078318,41.5611198,LOCAL                                   ,"(41.56111979949691, 2.007831803488869)"
PENYA BARCELONISTA 1900                 ,"RM D ÈGARA, 190 , 1            ",08221,1,937888830,,penyabarcelonista1900@gmail.com                                                 ,ESPORTIVES                              ,417377.1495,4601911.6500,417283.1649,4601707.4326,2.0079850,41.5627646,LOCAL                                   ,"(41.562764597505314, 2.0079849691876035)"
MOVIMENT CIUTADA- GOSSOS SI!            ,"CA DE L ESCULTOR ARMENGOL, 22 , BA-1         ",08222,1,937840073,,gossos.si@gmail.com                                                             ,VARIS                                   ,418638.2500,4602456.3125,418544.2715,4602252.0864,2.0230333,41.5677993,LOCAL                                   ,"(41.567799250981444, 2.023033273724925)"
MONTEPIO DE CONDUCTORES TERRASSA I COMAR,"RM D ÈGARA, 311 ",08224,4,937882718,,montepio@mgc.es                                                                 ,SALUT I SÒCIO-ASSISTENCIALS             ,417221.7813,4602331.1875,417127.7996,4602126.9720,2.0060641,41.5665269,LOCAL                                   ,"(41.56652687724818, 2.006064051039304)"
AMPA IES DE TERRASSA                    ,"RM D ÈGARA, 331 ",08224,4,937330490,,ampa@iesterrassa.cat                                                            ,EDUCATIVES I FORMATIVES                 ,417113.0625,4602516.2500,417019.0821,4602312.0356,2.0047347,41.5681823,DISTRICTE 4                             ,"(41.56818227974242, 2.004734744825895)"
ASSOCIACIÓ DE DONES  RETALS D ART       ,"CA DE L ESLA, 13 ",08223,3,,,marin.nuri@gmail.com                                                            ,CULTURALS                               ,419445.9375,4600730.5947,419351.9471,4600526.3598,2.0329508,41.5523391,LOCAL                                   ,"(41.55233912474627, 2.032950817923932)"
