CODI;DATAINICI;NOMCOM;RAOSOCIAL;DESCRIPCIO;WEB;EMAIL;TELEFON1;HORARI;TIPUS;CODI_TIPUS;ADRECA
765;19951001;Bar Colon;LIZHOU PAN ;Bar-cafeteria Aforament 48 persones;;legalmon@legalmon.com;936667102;DE 9 A 23 DE DIMARTS A DIUMENTGE;BARS I CAFETERIES;110;Ptge. Terrassa 0003   
766;20060101;Bar Córdoba (Hnos. Fernández);FRANCISCO FERNANDEZ BLANCO;Bar;;;936850406;;BARS I CAFETERIES;110;C. Santa Creu 0031   
746;19940101;Bar Cuatro Puertas;ANTONIO CARLOS CAMAFLOR TORIL;BAR Aforament 29 persones;;antoniocamaflor@gmail.com;620810670;DE 11 A 00:00 DE DILLUNS A DISSABTE;BARS I CAFETERIES;110;C. Jaume Ribas 0025   
3711;20100315;Bar DAMI (abans Pachá);YETING JIN ;Bar Aforament: 39 persones;;NO TIENEN EMAIL;934108438;;BARS I CAFETERIES;110;Ptge. Ricard Ribas 0006  BX  02  
794;19820101;Bar Dos Puertas;AIYUNG QIU ;Bar Aforament: 40 persones;;bardospuertas@santfeliu.net,Tamaoazul@gmail.com;936668587;TOTS EL DIES DE 6 A 22, EXCEPTE EL DIMARTS QUE TANQUEN;BARS I CAFETERIES;110;Ptge. Ricard Ribas 0009  BX  03  
531;20030601;Bar El Paso;ALFREDO SANCHEZ DOBLAS;Bar restaurant Aforament 45 persones;;;654039879;DE DIMARTS A DIUMENGE 8-22.30;BARS I CAFETERIES;110;C. Francesc Sáez 0002   
531;20030601;Bar El Paso;ALFREDO SANCHEZ DOBLAS;Bar restaurant Aforament 45 persones;;;654039879;DE DIMARTS A DIUMENGE 8-22.30;BARS I CAFETERIES;110;C. Francesc Sáez 0002   
797;20151112;Bar El Triunfo;ESTELA BARRERA CUESTA;BAR Aforament 48 persones;;bar.triunfo@gmail.com,estela.bacu@gmail.com;936664904;DE 8:45 A 23 DE DIMARTS A DIUMENGE;BARS I CAFETERIES;110;C. Marquès de Monistrol 0004   
1786;19930323;Bar Estació (dins de l estació de renfe);CAFE-BAR TUELLS, S.C.P.  ;BAR Aforament 42 persones;;lluismtuells@telefonica.net;936852571;DE 6:00 A 22:00 DILLUNS A DIUMENGE;BARS I CAFETERIES;110;Pl. Estació    
800;20070516;Bar Extremeño (Falguera);JENNYS AUDRY RODRIGUEZ FLORES;BAR Aforament 22 persones;;nenyhil@hotmail.com;936855428;DE DILLUNS A DIVENDRES DE 5 A 22, DISSABTE DE 5 A 15:30;BARS I CAFETERIES;110;C. Falguera 0100   
956;20060427;Bar Galan;ERIKSAM 92, S.L  ;Bar;;cerveceria.sky@gmail.com  ;936665800;;BARS I CAFETERIES;110;Ctra. Laureà Miró 0242  LC  
1147;20060101;Bar Granada;XIUJUAN ZHU ;bar Aforament 21 persones;;no tienen email;935275400;;BARS I CAFETERIES;110;Rbla. Marquesa de Castellbell 0101  BX  03  
3911;20111111;BAR GRANJA GLORIA;MARIA GLORIA CASAS BUSTOS;BAR Aforament 28 persones;;no tienen;605610090;;BARS I CAFETERIES;110;C. Carles Buïgas 0002  BX  01  
1319;20060504;Bar Granja Monroe s;JESUS JUAREZ LOPEZ;Bar Aforament: 23 persones;;jjuarez196252@gmail.com;699769866;;BARS I CAFETERIES;110;C. Remigi Guix 0004  BX  02  
810;20000101;Bar Granja Perejil;DOLORES MARTINEZ GARCIA;Bar Aforament 49 persones;;;936326068;DE DILLUNS A DIVENDRES 7-20.30;BARS I CAFETERIES;110;Rbla. Marquesa de Castellbell 0100 C  BX  01  
537;19670101;Bar Hita;JOSE LUIS HITA MORENO;Bar Aforament 81 persones;;;936661019;6-19 DILLUNS A DIVENDRES;BARS I CAFETERIES;110;Ctra. Laureà Miró 0346  BX  01  
812;19961228;Bar Indalo;AIRONG ZHOU ;Bar Aforament 43 persones Disposa de sortida de fums indicada GEAC2004000168 ADE. Any 2004.;;;;DE 9 A 23 DE DILLUNS A DIUMENGE;BARS I CAFETERIES;110;Rbla. Marquesa de Castellbell 0101  BX  04  
927;20121204;Bar La Cova Nostra (ant. Barbarroja i Gringo s);SAMUEL CUEVA CANO;BAR Aforament 48 persones;;samuelcuevacano@gmail.com;;;BARS I CAFETERIES;110;C. Joan Maragall 0032  LC  
1656;20090527;Bar La Esperanza (Ant. La Mia Mamma, Granja Marisa i El Desafio);FREDDY MANUEL PEREZ COELLO;Granja bar Aforament 19 persones;;perez_2222@hotmail.com;609343306;;BARS I CAFETERIES;110;C. Francesc Mestres 0015  BX  01  
1409;20060427;Bar La Galeria;WEI YE ;Bar Aforament 48 persones;;macarmenlosa2@gmail.com,contact1@mixmail.com;658396676;;BARS I CAFETERIES;110;C. Doctor Brugarolas 0002  BX  
915;20060504;Bar La Piscina;HRISTOFOR IVELINOV HINKOV;Bar granja Aforament 38 persones;;hristofor_hinkov@hotmail.com;633777210;;BARS I CAFETERIES;110;C. Jaume Ribas 0002   
826;19810101;Bar La Polar;YONG LIN ;Bar Aforament: 20 persones;;;936661046;DE DILLUNS A DIUMENGE 6-22;BARS I CAFETERIES;110;Rbla. Marquesa de Castellbell 0091   
756;19940101;Bar La Ponderosa;DOMINGO VILLA FRANCO;BAR;;;;DE 9 A 23 DE DILLUNS A DIUMENGE MARTE FIESTA;BARS I CAFETERIES;110;C. Falguera 0094   
827;19810101;Bar La Pubilla;MARI CARMEN GIRALDES OSES;CASA DE MENJARS;;homeless14@hotmail.com;936661007;DE 6:30 A 19 DE DILLUNS A DIVENDRES, DISSABTE DE 8 A 17;BARS I CAFETERIES;110;C. Doctor Barraquer 0008   
829;20060502;Bar La Salud;ANGELES DIAZ PEREZ;Bar Aforament 29 persones;;;;;BARS I CAFETERIES;110;Ptge. Sagrament 0003  BX  07  
830;20040101;Bar La Trobada;LIHONG WANG ;BAR Aforament 83 persones;;;630887820;DE 7 A 23, CAPS DE SETMANA FINS LA 1;BARS I CAFETERIES;110;C. Llorenç Martí 0005  BX  01  
2524;20061109;Bar La Vila (ant. Nova Àsia);EMPRESAS UNIDAS SANT FELIU SL  ;Bar restaurant Aforament 38 persones;;;931881666;;BARS I CAFETERIES;110;Pg. Comte de Vilardaga 0004   
825;19820101;Bar Las Palmeras;XIAOMEI YE ;Bar restaurant Aforament 43 persones;;NO TIENEN EMAIL;936855815;DE 9 A 22:30 DE DILLUNS A DIUMENGE;BARS I CAFETERIES;110;C. Sant Josep 0078  BX  08  
3444;20080710;Bar l Eixida;MANUEL BOSQUET GALERA;Bar-cafeteria Aforament 42 persones;;cafeteriaeixida@gmail.com;936668877;;BARS I CAFETERIES;110;Ctra. Laureà Miró 0085   
1572;19961120;Bar L Estruch;MARIA JOSEFA CUERVAS ARREBOLA;BAR;;NO TIENEN EMAIL;936854128;DE 6 A 20 DE DILLUNS A DIVENDRES;BARS I CAFETERIES;110;C. Sant Joan 0001   
835;19760901;Bar Los Charros;FRANCISCO FERNANDEZ LORENZO;Bar Aforament 35 persones;;paco.elcharro@gmail.com;936668102;DE 5:30 A 22 DE DILLUNS A DISSABTE;BARS I CAFETERIES;110;C. Santa Creu 0041   
836;20020901;Bar Marquesa;JOAQUIN GOMEZ MARTINEZ;Bar;;s.lara75@yahoo.es;936665581;DE 7:30 A 21 DE DILLUNS A DIVENDRES,  DISSABTES DE 8 A 16;BARS I CAFETERIES;110;Rbla. Marquesa de Castellbell 0096   
841;20061018;Bar MontPerdut;MONT PERDUT S.C.P.  ;Bar-restaurant Aforament 47 persones;;vika.shelever@gmail.com;659539172;DE DILLUNS A DIVENDRES DE 9 A 23;BARS I CAFETERIES;110;C. Hospitalet 0017   
842;20100607;Bar Musical 71;FRANCISCO JAVIER PINEDA CABA;Bar Aforament 46 persones;;javier.pineda.caba.@gmail.com;634253533;;BARS I CAFETERIES;110;C. Verge del Pilar 0012   
748;19720101;Bar Músico Loco (abans Alonso);EUSEBIO VISIEDO YAÑEZ;Bar Aforament 35 persones;;;936854090;DE DILLUNS A DIVENDRES DE 7 A 23;BARS I CAFETERIES;110;Pg. Comte de Vilardaga 0002  BX  03  
943;20061012;Bar Nevola Granja;GERGANA IVANOVA MARINOVA;GRANJA-BAR Aforament 31 persones;;;658075956;8-20 DILLUNS A DIVENDRES 8-14 DISABTES;BARS I CAFETERIES;110;C. Ramón y Cajal 0037  BX  01  
557;19800101;Bar Nou Sabina (Antic Rest. Pizzeria Bambola);SANDRA MARIA CORREA BARRABINO;Restaurant pizzeria Aforament 80 persones;;correabarrabino@gmail.com;674267307;DE 11 A 16 I DE 20 A 24 DE DILLUNS A DIUMENGE;RESTAURANTS;109;C. Josep Ricart 0062   
1405;20060428;Bar Nueva Rambla (Nova Rambla);YEWEI JI ;Bar-restaurant Aforament 43 persones;;;;;RESTAURANTS;109;Rbla. Marquesa de Castellbell 0008  BX  01  
918;;Bar Olimpia;YONGLIANG CHEN ;Bar restaurant Aforament 40 persones;;;936665852;DE 8 A 22 DE DILLUNS A DISSABTE;BARS I CAFETERIES;110;C. Verge de Montserrat 0005  BX  04  
527;20060702;Bar Olimpic;MARIA DIAZ GARCIA;Bar restaurant;;NO TIENEN EMAIL;936668766;8-23:30 DE DILLUNS A DIUMENGE, DIMARTS POR LA TARDE CIERRAN;BARS I CAFETERIES;110;Rbla. Marquesa de Castellbell 0008   
847;19811201;Bar Pitarch - Parada 32 (Mercat Sant Josep);JUAN FRANCISCO MUÑOZ PACHECO;BAR;;;;6-14 DILLUNS A DISSABTE;BARS I CAFETERIES;110;C. Rupert Lladó 0009   
828;20060427;Bar Quiniela;MARIA JOSEFA PEREZ GARRIGA;Bar;;;936850596;;BARS I CAFETERIES;110;C. Agustí Domingo 0021   
2656;20070402;Bar restaurant Aire;CARLOS CAMPOS FERIA;Bar-restaurant Aforament 108 persones;;clientes@airerestaurant.com;936854716;;RESTAURANTS;109;C. Falguera 0002   
761;19910201;Bar Restaurant Can Maginàs;MANUEL RODRIGUEZ LOZANO;BAR CAFETERIA Aforament 42 persones;;juanmix1985@hotmail.es;936850789;DE DILLUNS A DISSABTE 6-23.30;BARS I CAFETERIES;110;C. Hospitalet 0005   
2750;20070608;Bar Restaurant Catalunya;BAR CATALUNYA JR   SCP  ;Bar-Restaurant  Aforament 57 persones;;;;;BARS I CAFETERIES;110;Ptge. Masor 0002  BX  
3567;20090209;BAR RESTAURANT FDI;FRANCISCO FERNANDEZ LORENZO;BAR RESTAURANT;;;619170133;;RESTAURANTS;109;C. Pla 0030  LC  07  
2404;20060728;BAR RESTAURANT LA CANTONADA;YANGWU JIN ;Bar restaurant Aforament 33 persones;;lacantonada@santfeliu.net;936855600;;BARS I CAFETERIES;110;C. Can Calders 0017   
952;19860101;Bar Restaurant La Espuela;RESTAURANTE LA  ESPUELA, S.L.  ;BAR RESTAURANT I ROSTISSERIA;;NO TIENEN EMAIL;936666953;DE DILLUNS A DIUMENGE 7-23;BARS I CAFETERIES;110;C. Remigi Guix 0004   
1524;20060502;Bar restaurant Vamos Payá;BO YU ;Bar  Vamos Payá   Aforament: 29 persones;;NO TIENEN EMAIL;936854077;;BARS I CAFETERIES;110;C. Roses 0064  BX  02  
793;19710101;Bar Restaurante Cuenca;JUAN DIEGO MAROTO MALPESA;Bar restaurant Aforament 49 persones;;barcuenca@hotmail.com;936661040;DE 8:20 A 18 DE DILLUNS A DISSABTE;BARS I CAFETERIES;110;Rbla. Marquesa de Castellbell 0100 A  BX  01  
745;20060503;Bar Restaurante El Maño;FRANCISCO VALLE FUENTES;Bar restaurant;;transportesvalle@gmail.com;936851845;;BARS I CAFETERIES;110;Ctra. Sànson 0048   
854;19960101;Bar Restaurante Rodrigo  La Maña ;ELENA RODRIGO ABADIA;BAR;;;;DE 12 A 23 DE DILLUNS A DIUMENGE MENYS EL DISSABTE;BARS I CAFETERIES;110;C. Barcelona 0015   
855;20060502;Bar Salamanca;PEDRO BORRAJO FEIJOO;Bar Aforament 27 persones;;;936857335;DE 6 A 21;BARS I CAFETERIES;110;C. Sagrament 0016   
857;20120207;Bar Sant Feliu;ZEMING CHEN ;BAR Aforament 33 persones;;;;DE 5 A 22 DE DILLUNS A DISSABTE, DIUMENGE SOLO MAÑANAS;BARS I CAFETERIES;110;C. Falguera 0094   
890;20091111;Bar Sevillano;LILIANA ELIZABETH VELASCO CARRION;Bar;;;684385758;DE DIMARTS A DIJOUS DE 7 A 22, DIVENDRES I DISSABTES DE 9 A 23:30 I DIUMENGES DE 9 A 23;BARS I CAFETERIES;110;C. Constitució 0044 E  SM  01  
821;20060504;Bar Talavera;GUIZHOU MIAO ;BAR Aforament 22 persones;;25295539799.com;651359888;;BARS I CAFETERIES;110;C. Joan Antoni Samaranch 0022  BX  04  
739;20060503;Bar Tang (ant. Ca La Sandra-Añestas);JIANJUN LIN ;Bar Aforament 44 persones;;linjianjun520@icloud.com;;;BARS I CAFETERIES;110;Rbla. Marquesa de Castellbell 0208  LC  01  
753;20060504;Bar Tostanova;JOSE ANTONIO SANTAMARIA PEREZ;Bar Aforament 41 persones;;;936662701;;BARS I CAFETERIES;110;C. Sant Josep 0019  01  0H  
892;19720101;Bar Tres Arcos;BAR LOS 3 ARCOS-HERMANAS VAZQUEZ PEDROSA SL  ;Bar - cafeteria Aforament 49 persones;;marijvp77@hotmail.com;936664364;7-22 DILLUNS A DIUMENGE;BARS I CAFETERIES;110;C. Girona 0014   
893;19900814;Bar Triángulo;M DEL CARMEN TAUSTE LOPEZ;BAR;;maritauste.ik@gmail.com;936661400;6-23 DILLUNS A DISSABTE;BARS I CAFETERIES;110;C. Sant Josep 0076   
754;19900101;Bar Viena;FRANCISCO JAVI MUÑOZ MUÑOZ;Bar;;;936850308;DE 8:30 A 23 DE DILLUNS A DIUMENGE, TANCA ELS DIMARTS;BARS I CAFETERIES;110;C. Europa 0014  BX  
2742;19921101;Barranco Especialitzats;DISTRIBUCIONES ISIDORO BARRANCO SL  ;DISTRIBUCIÓ D ALIMENTS A L ENGRÒS;www.productosalimentaciontipicos.es;dbarranco@dbarranco.com;936853000;DE DILLUNS A DIVENDRES DE 8 A 13 I DE 16 A 19;COMERÇ A L ENGRÒS, EXCEPTE VEHÍCLES DE MOTOR;63;C. Anselm Clavé 0017  BX  29  
1861;20030128;BASAR;MAOCHENG YANG ;Comerç al detall de tot tipus de productes. Basar;;;;;BASARS;106;C. Francesc Sáez  E  S1  01  
3662;20091130;Basar Laureà Miró (Xuechen Dong);XUECHEN DONG ;Comerç al detall d articles multipreu;;;935111938;;BASARS;106;Ctra. Laureà Miró 0225   
3629;20100906;Basar Linea 1;SUMIN ZHENG ;Basar;;;;;BASARS;106;Rbla. Marquesa de Castellbell 0079 A  BX  04  
1915;20060428;Basar Sant Feliu Linkang Wuang;LINKANG WUANG ;;;;936664480;;BASARS;106;C. Girona 0023  LC  01  
163;19740101;Base: Sprint Esports;DOMINGO PUERTO PAMPLONA;Comerç al detall de roba i producteesportius;;sprint@base.net;936665556;DE 9:00 A 13:45 I DE 17:00 A 20:30 DE Dimarts A Dissabte ,Dilluns 10:30 i 13:45h i  17:00 i 20:30  ;ESPORT;96;C. Santa Creu 0004   
197;19941209;BBVA (El Plà);BANCO BILBAO VIZCAYA ARGENTARIA, S.A.  ;BANC;www.bbva.es;bbvag015415a@bbva.es;936853355;DE 8 A 15 DE DILLUNS A DISSABTE;BANCS I CAIXES;120;C. Pla 0164  BX  
3325;20071127;BBVA (Josep Ricart);BANCO BILBAO VIZCAYA ARGENTARIA, S.A.  ;Oficina bancària;;g019313a@grupobbva.com;936857001;;BANCS I CAIXES;120;C. Josep Ricart 0001  BX  01  
195;20000601;BBVA (Pl la Vila);BANCO BILBAO VIZCAYA ARGENTARIA, S.A.  ;BANC;www.bbva.es;;936663051;8:30-14:15 DILLUNS A DIVENDRES DISSABTE 8:30-13;BANCS I CAIXES;120;Pl. Vila 0003   
1913;20041101;BCN Motors;JUAN JOSE LOPEZ SANCHEZ;TALLER MECANICA;www.bcnmotors.com;info@bcnmotors.com;936661670;DE 8 A 13:30 I DE 15 A 20 DE DILLUNS A DIVENDRES;REPARACIÓ DE VEHÍCLES DE MOTOR;62;C. Girona 0003  BX  02  
1074;20000101;Belmon;ANTONIO BELMONTE DIAZ;Oficina de gestió i administració de finques;;belmon@belmon.e.telefonica.net;936327242;DE DILLUNS A DIVENDRES 9.30-13.30 16-20;IMMOBILIÀRIES;123;C. Josep Ricart 0013   
2065;19940713;Benfumat;BENFUMAT, S.A.  ;FUMATS DE SALMÓ;www.benfumat.com;mail@benfumat.com;936859930;DE DILLUNS A DIVENDRES DE 7:30 A 20:30;INDUSTRIES D ALIMENTACIÓ;13;C. Pla 0120   
1961;20060503;Benzinera BP;E.S. SERVICIOS PETROLIFEROS SA  ;benzinera;www.bp.com.es;info@serpesa.es;936667552;;BENZINERES;60;Ctra. Sànson 0078  BX  
705;19220101;Betriu;ROSA MARIA XAUS BRULLAS;ROBA DE LA LLAR;;betriuhomestyling@gmail.com;936661145;DE 9:30 A 14:30 I DE 17:00 A 20:30 DE DILLUNS A DISSABTE;PARAMENTS DE LA LLAR;83;Ctra. Laureà Miró 0152  LC  
2082;19920101;Bicicletes Monty (El Plà);BICICLETAS MONTY, S.A.  ;Fabricació i distribució de bibicletes;www.monty.es;monty@monty.es;936667111;8-13 15-18 DILLUNS A DIVENDRES;FABRICACIÓ MOBLES, JOIERIA, INSTRUMENTS MUSICALS, ARTICLES D ESPORT, JOGUINES, ETC.;50;C. Pla 0104  BX  
1536;19960101;Bodega San Lorenzo;JOAQUINA BRAVO ORTEGA;BODEGA;;;936325427;8 30-13 10 I 17-20 30;BODEGA;72;C. Girona 0003   
5;19991124;Bon Àrea (Ramón y Cajal);B.R.B., S.C.P  ;CARNISSERIA, MENJAR PREPARAT;;josep.balart@bonarea.com;936325354;DE 9 A 14 I DE 17 A 20 DE DILLUNS A DIVENDRES,DISSABTE DE 9 A 14;CARNISSERIA;66;C. Ramón y Cajal 0027  BX  01  
1236;19990428;Bona Cuina;ALFONSO JOSE JUAREZ MUÑOZ;Preparació de plats precuinats;;gaston-ton@hotmail.com;936850546;;MENJARS PREPARATS ;71;C. Sant Josep 0075   
1570;19920611;Bona Cuina;LUCIA MUÑOZ ANDREU;Plats precuinats;;bonacuina_mmonistrol@santfeliu.net;936851630;De dimecres a  Diumenge i tots;MENJARS PREPARATS ;71;C. Marquès de Monistrol 0009   
1431;20010101;Bona cuina 5;MARIA DEL MAR JUAREZ MUÑOZ;Plats precuinats;;;936325717;Dissabtes,Diumenges i Tots els;MENJARS PREPARATS ;71;Pg. Comte de Vilardaga 0138   
3915;20111130;Bonavila Interiorisme;BONAVILA INTERIORISME, S.L.  ;Exposició i comerç al detall de parquets i materials de revestiment;;mireia@bonavila.es;936325997;;INSTAL·LADOR PARQUET;175;Ctra. Laureà Miró 0297   
3450;20080721;Bonpreu;GESDIP SAU  ;Supermercat d alimentació;;S0121@bonpreu.cat;936325166;;SUPERMERCATS/HIPERMERCATS;65;C. Terrisser 0016  LC  10  
2216;19860101;Botiboton;BOTIBOTON, S.L  ;FABRICACIÓ DE BOTONS;www.botiboton.com;botiboton@botiboton.com;936850108;DE DILLUNS A DIJOUS 8-13.30 15.30-18.30 DIVENDRES 8-15;FABRICACIÓ DE PRODUCTES PLÀSTICS;37;C. Primer de Maig 0007  BX  03  
2542;20061117;Botiga de roba;QINGFEN ZHENG ;Comerç al detall de roba i complements;;;;;ROBA;90;Pg. Comte de Vilardaga 0001 A  LC  03  
3709;20100315;Botiga de roba Haiping Lin Cheng;HAIPING LIN CHENG;Botiga de roba;;;936853930;;ROBA;90;Rbla. Marquesa de Castellbell 0046  BX  01  
3720;20100506;Botiga de roba i complements;CATALINA RAMIS ABRAHAM;Comerç al detall de roba i complements;;linacomplements@gmail.com;;;ROBA;90;C. Girona 0014  BX  03  
3921;20120110;Botiga de venda de llegums cuites - Parada 15 (Mercat Avenida);SUSANA SERLES VILLACAMPA;Comerç al detall de llegums cuites;;;;;MENJARS PREPARATS ;71;C. Joaquim Monmany 0001  S2  15  
540;20060427;Brasseria El Caliu ;CONCHITA BARRAL GIMENO;Cuina de mercat i casolana. Menú diari i per a grups. Calçotades. Salons de grups. DILLUNS OBERT. ;;elcaliu@elcaliu.cat;936667250;Dilluns, dijous, divendres i dissabte de 13.30h a 16.00h i de 20.30h a23.00h;RESTAURANTS;109;C. Sant Joan 0005   
299;19990920;Bruch 1972 Llibreria Papereria;ANTONIO ANDREU AMIGO;LLIBRERIA, PREMSA, PAPERERIA;;bruch1972@hotmail.com;936325153;DE 8:00 A 14:00 DE 17:00 A 21:00 DE DILLUNS A DISSABTE, DIUMENGES I FESTIUS DE 8:00 A 14:00;LLIBRERIA I PAPERERIA;97;Pg. Comte de Vilardaga 0132   
3367;20080225;Buenas Migas (Menjars preparats);BUENAS MIGAS S.L.  ;Elaboració de menjars preparats;www.buenasmigas.com;rrhh@buenasmigas.com;936852386;;INDUSTRIES D ALIMENTACIÓ;13;C. Sant Josep 0120   
758;19970101;Buenotrans S.A;BUENOTRANS, S.A.  ;àrea de servei al transportista amb bar i serveis de recanvis;www.santfeliuarea.com;santfeliuarea@santfeliuarea.com;936660058;DE DILLUNS A DISSABTE 8-19.30;TRANSPORTS;112;C. Sant Josep 0161  BX  
3726;20100528;C & Q Fashion (roba i calçat) Jiayong Chen;JIAYONG CHEN ;Comerç al detall de roba i calçat;;santacruz@entorno.es;936664151;;ROBA;90;C. Eugeni d Ors 0011  LC  01  
3726;20100528;C & Q Fashion (roba i calçat) Jiayong Chen;JIAYONG CHEN ;Comerç al detall de roba i calçat;;santacruz@entorno.es;936664151;;SABATERIA;92;C. Eugeni d Ors 0011  LC  01  
653;20010101;Ca la Montserrat (Abans Congelats Triton);CHEEMA NUÑEZ SL  ;Comerç al detall de congelats;;azad7371@gmail.com;;9 30-14 I 17-20 30;CONGELATS;69;Pg. Comte de Vilardaga 0120  LC  02  
751;20031001;Café Bar Àvila;XIAOCAN LIN ;Bar Aforament 23 persones;;;692348980;;BARS I CAFETERIES;110;C. Ramón y Cajal 0001   
805;20000901;Cafè Granja Estelí;JORGE CASTELLNOU MUÑOZ;CAFETERIA;;jordixcates@hotmail.com;936661021;DE 9 A 22 DIMARTS A DIUMENGE;BARS I CAFETERIES;110;C. Estelí 0002   
2144;19850101;Cafes Saula (El Plà);SAULA, S.A.  ;TORRADORS DE CAFÈ;www.cafesaula.com;info@cafesaula.com;936662551;8-13 15-18 DILLUNS A DIVENDRES;INDUSTRIES D ALIMENTACIÓ;13;Ctra. Laureà Miró 0422  BX  
895;20030101;Cafeteria Gaudí;GRACIA SCP  ;Bar, cafeteria i gelateria Aforament 40 persones;;artur.morell@gmail.com;936664125;DE DILLUNS A DISSABTES DE 7:30 A 22:30;BARS I CAFETERIES;110;Pg. Comte de Vilardaga 0099  LC  IZ  
3777;20101117;Cafeteria Restaurant Cent 15 ;XUHONG ZHAN ;Bar restaurant Aforament 46 persones;;NO EN TENEN;;;BARS I CAFETERIES;110;Pg. Comte de Vilardaga 0117  BX  C1  
3777;20101117;Cafeteria Restaurant Cent 15 ;XUHONG ZHAN ;Bar restaurant Aforament 46 persones;;NO EN TENEN;;;RESTAURANTS;109;Pg. Comte de Vilardaga 0117  BX  C1  
977;19980112;Caixa Catalunya (Josep Ricart);CAIXA D ESTALVIS DE CATALUNYA  ;CAIXA D ESTALVIS;www.caixacatalunya.es;gestors-oficina.1521@catalunyacaixa.com;936850044;DE 8 A 15 DE DILLUNS A DIVENDRES;BANCS I CAIXES;120;C. Josep Ricart 0052   
3220;20070704;Caixa de Catalunya;CAIXA D ESTALVIS DE CATALUNYA  ;Oficina bancària;;;;;BANCS I CAIXES;120;C. Santa Creu 0041  BX  02  
987;20010625;Caixa de Pensions  de Barcelona (Can Llobera);CAIXA D ESTALVIS I PENSIONS DE BARCELONA  ;ENTITAT FINANCERA;www.lacaixa.es;;936854079;DILLUNS A DIVENDRES 8-14.30 DIJOUS TARDA 16-20;BANCS I CAIXES;120;Ctra. Laureà Miró 0301  BX  
973;19760101;Caixa de Pensions de Barcelona (Josep Ricart);CAIXA D ESTALVIS I PENSIONS DE BARCELONA  ;BANC;www.lacaixa.es;0324@lacaixa.es;936664852;DE DILLUNS A DIVENDRES 8-15 DIJOUS 16-20, ESTIU 8-15;BANCS I CAIXES;120;C. Josep Ricart 0044   
983;19321017;Caixa de Pensions de Barcelona (Laureà Miró 217);CAIXA D ESTALVIS I PENSIONS DE BARCELONA  ;ENTITAT BANCÀRIA;www.lacaixa.es;0072_sant_feliu@caixa01;934058930;DE DILLUNS A DIVENDRES 8-15 DIJOUS 16-20, ESTIU 8-15;BANCS I CAIXES;120;Ctra. Laureà Miró 0217   
986;19760101;Caixa de Pensions de Barcelona (Rbla);CAIXABANK, S.A.  ;oficina bancària;www.lacaixa.es;;936665705;DE DILLUNS A DIVENDRES 8-15 DIJOUS 16-20, ESTIU 8-15;BANCS I CAIXES;120;Rbla. Marquesa de Castellbell 0116  LC  02  
3400;20080507;Caixa d estalvis i pensions de Barcelona;CAIXA D ESTALVIS I PENSIONS DE BARCELONA  ;Centre d empreses d una entitat bancària;;;932480200;;BANCS I CAIXES;120;Av. Montejurra 0033  LC  05  
1017;20030101;Caixa Laietana;CAIXA D ESTALVIS LAIETANA  ;oficina bancària;www.bankia.es;oficina232@caixalaietana.es;936327723;8 15-14 30 dIll-dIv / Dijous tarda;BANCS I CAIXES;120;Ctra. Laureà Miró 0332   
974;19931101;Caixa Manresa;CAIXA DE MANRESA  ;CAIXA;www.caixamanresa.es;0125@caixamanresa.es;936855200;DE DILLUNS A DIVENDRES DE 8 A 15;BANCS I CAIXES;120;Ctra. Laureà Miró 0204  BX  01  
3303;20130326;Cal Castor;CASTOR LOPEZ GARCIA;Bar;;NO TIENEN EMAIL;936669267;;BARS I CAFETERIES;110;C. Pla 0032  LC  06  
1;19020101;Cal Marc;CONCEPCION RIUS GUILERA;CARNISSERIA;;;936661168;DE 8:00 A 13:30 I DE 17:00 A 20:00 DE DILLUNS A DIVENDRES, DISSABTES DE 8:00 A 13:30;CARNISSERIA;66;Ctra. Laureà Miró 0157  LC  
995;20030101;Calçats Escala ;ESCALA SABATES I COMPLEMENTS, S.L.  ;Sabateria;;info@escalasabates.cat;936661209;9-13 30 I 17-20 30;SABATERIA;92;Ctra. Laureà Miró 0151  LC  
484;19860601;Calçats Juma;MARIA FLOR ALTOZANO TORRES;SABATERIA;;juma@calzadosjuma.com;936663258;DE 9:30 A 13:30 I DE 16:45 A 20:45 DE DILLUNS A DISSABTE;SABATERIA;92;C. Roses 0030   
493;19950209;Calçats Munné;MIQUEL ALBERTI RUBI;SABATERIA;www.munne1941.com;info@munne1941.com,silbia@munne1941.com;936854318;DE 9:30 A 13:30 I DE 16:30 A 20:30 DE DILLUNS A DISSABTE;SABATERIA;92;C. Rectoria 0016   
481;19730101;Calçats Pérez;JORDI CANTERAS GUERRERO;Comerç al detall de sabates;;canteraspujol5@live.com;931646081;9 30-14 17-20 30;SABATERIA;92;C. Picasso 0010  LC  03  
488;19990101;Calçats Pisadas;VICTOR MARTINEZ FERNANDEZ;VENDA DE CALÇATS;;capisadas@hotmail.com;936855678;DE DILLUNS A DISSABTE DE 10 A 14 I DE 17 A 21;SABATERIA;92;C. Joan Antoni Samaranch 0023   
489;19640101;Calçats Pons;EUGENIA YUSTE MATUTE;BOTIGUES DE CALÇAT;;;936661847;DE DILLUNS A DISSABTE 9.30-13.30 17-20.30;SABATERIA;92;C. Josep Ricart 0047   
482;19820101;Calçats Raben;CARMEN RAMIREZ LOPEZ;SABATERIA;;NO EN TENEN;936669402;DE 9:30 A 13:45 I DE 17 A 20:30 DE DILLUNS A DISSABTE;SABATERIA;92;Ctra. Laureà Miró 0219   
