ID_PARTIDA;DESCRIPCIO;ANY_PRESSUPOST;CAPITOL;ARTICLE;NOM_ARTICLE;CONCEPTE;NOM_CONCEPTE;CODI_ECONOMIC;CODI_PROGRAMA;CODI_ORGANIC;CREDIT_INICIAL;CREDIT_ACTUAL;A;D;O;P;RP;SALDO;MODIFICACIO
15     920  22106   ;PRODUCT.FARMAC.-ADM.GENERAL                       ;2015;2;;;;;22106  ;920  ;;1000;1000;44,65;44,65;44,65;;;0;0
15     920  63200   ;INV.REPOS.EDIFICIS- SGENERALS                     ;2015;6;;;;;63200  ;920  ;;125000;5000;526,35;526,35;0;;;-120000;-120000
15     9200123001   ;INDEM.DIETES-RRHH I ORGANITZACIÓ                  ;2015;2;;;;;23001  ;92001;;1500;1500;901,92;901,92;901,92;;;0;0
15     9200123100   ;LOCOMOCIÓ-RRHH I ORGANITZACIÓ                     ;2015;2;;;;;23100  ;92001;;4000;4000;2487,93;2487,93;2487,93;;;0;0
15     924  20500   ;MOBILIARI I ESTRIS - PARTICIP.CIUTADANA           ;2015;2;;;;;20500  ;924  ;;1000;1000;1712,15;1712,15;1712,15;;;0;0
15     924  48906   ;ALTR.TRANSF- PART.CIUTADANA ROSES DEL LLOBREGAT   ;2015;4;;;;;48906  ;924  ;;1750;1750;1750;1750;1750;;;0;0
15     931  22708   ;SERV.RECAP.- ADM. FINANCERA                       ;2015;2;;;;;22708  ;931  ;;312543;288543;175316,2;175316,2;175316,2;;;-24000;-24000
15     931  31000   ;INTERESSOS - DEUTE PUBLIC, OPERACIONS TRESORERIA  ;2015;3;;;;;31000  ;931  ;;80000;64035;21755,37;21755,37;21755,37;;;-15965;-15965
15R0   171  61901   ;Remodelació parc del Llobregat                    ;2015;6;;;;;61901  ;171  ;;0;14938,11;14938,11;14938,11;14938,11;;;14938,11;14938,11
15R0   2320463200   ;INV.REPOS.EDIF.- ATENCIÓ PERSONA                  ;2015;6;;;;;63200  ;23204;;0;1226,43;1226,43;1226,43;1226,43;;;1226,43;1226,43
15R1   4312063200   ;INV.REPOS.EDIFICIS - MERCAT                       ;2015;6;;;;;63200  ;43120;;0;39671,19;39671,19;39671,19;39671,19;;;39671,19;39671,19
15R3   231  62500   ;MOBILIARI I ESTRIS - EQUIPAMENT RIERA             ;2015;6;;;;;62500  ;231  ;;0;5732,86;5732,86;5732,86;5732,86;;;5732,86;5732,86
15R3   330  63200   ;REHABILITACIÓ SALA IBERIA I PALAU FALGUERA        ;2015;6;;;;;63200  ;330  ;;0;113797,11;113797,11;113797,11;113797,11;;;113797,11;113797,11
15R4   2320462300   ;ADQ.MAQ.INTAL.- APENCIÓ PERSONES                  ;2015;6;;;;;62300  ;23204;;0;484;483,58;483,58;483,58;;;484;484
15R4   3210062500   ;MOBILIARI I ESTRIS - ENSENYAMENT                  ;2015;6;;;;;62500  ;32100;;0;2658,72;2658,72;2658,72;1101,28;;;2658,72;2658,72
15R4   453  61903   ;PLAÇA CATALUNYA                                   ;2015;6;;;;;61903  ;453  ;;0;301520,75;292414,75;292414,75;292414,75;;;301520,75;301520,75
15     011  31000   ;INTERESSOS - DEUTE PUBLIC                         ;2015;3;;;;;31000  ;011  ;;447830;413772;362792,34;362792,34;362792,34;;;-34058;-34058
15     132  21400   ;REP.CONS.TRANSPORT SEGURETAT                      ;2015;2;;;;;21400  ;132  ;;6900;6900;7921,1;7921,1;7921,1;;;0;0
15     132  22104   ;VESTUARI - SEGURETAT                              ;2015;2;;;;;22104  ;132  ;;33000;33000;37385,57;37385,57;37385,57;;;0;0
15     2320413100   ;LABORAL EVENTUAL- ATENCIO A LA PERSONA            ;2015;1;;;;;13100  ;23204;;0;18000;15902,9;15902,9;15902,9;;;18000;18000
15     241  22706   ;EST.I TREB.TECNICS-PROM.OCUPAC                    ;2015;2;;;;;22706  ;241  ;;42500;259402,75;252424,68;243079,68;233869,68;;;216902,75;216902,75
15     3260022300   ;TRANSPORTS-P.EDUCATIVA                            ;2015;2;;;;;22300  ;32600;;10000;7832,48;7712,02;7712,02;7712,02;;;-2167,52;-2167,52
15R3   162  63200   ;Invers.repos.edif.- Serv. Manteniment             ;2015;6;;;;;63200  ;162  ;;0;300000;300000;300000;300000;;;300000;300000
15     130  12103   ;ALTRES COMPLEMENTS SEGURETAT                      ;2015;1;;;;;12103  ;130  ;;26407;12932;14142,73;14142,73;14142,73;;;-13475;-13475
15     132  20400   ;VEHICLES - SEGURETAT                              ;2015;2;;;;;20400  ;132  ;;25779;25779;23887,39;23887,39;23887,39;;;0;0
15     151  21300   ;MAQ.INST.I UTILL-URB.I ARQ.                       ;2015;2;;;;;21300  ;151  ;;139300;129300;123701,54;123701,54;123701,54;;;-10000;-10000
15     1532012001   ;RETRIBUCIONS BÀSIQUES GRUP A2 VIA PÚBLICA         ;2015;1;;;;;12001  ;15320;;51627;54231,91;59683,91;59683,91;59683,91;;;2604,91;2604,91
15     1532012100   ;COMPLEMENT DESTÍ VIA PÚBLICA                      ;2015;1;;;;;12100  ;15320;;50414;50414;53619,06;53619,06;53619,06;;;0;0
15     171  22707   ;CONSERV.INFRASTRUC.-PARC.-JARD.V.PUB.             ;2015;2;;;;;22707  ;171  ;;1246240;1246240;1246239,5;1246239,5;1246239,48;;;0;0
15     231  20200   ;EDIF.I ALTR.CONST.-ACCIO SOC.                     ;2015;2;;;;;20200  ;231  ;;11300;11300;10890;10890;10890;;;0;0
15     2320322706   ;EST.I TREB.TECNICS-SOLIDAR.I COOPER.              ;2015;2;;;;;22706  ;23203;;30633;30633;30383,65;30369,04;30369,04;;;0;0
15     241  12006   ;TRIENIS FORMACIÓ I OCUPACIÓ                       ;2015;1;;;;;12006  ;241  ;;2340;2340;3312,61;3312,61;3312,61;;;0;0
15     241  13100   ;LABORAL EVENTUAL- FORMACIÓ I OCUPACIÓ             ;2015;1;;;;;13100  ;241  ;;83550;1065084,48;1056415,01;1056415,01;990495,15;;;981534,48;981534,48
15     3230113000   ;RETRIBUCIONS BÀSIQUES LABORALS CENTRES 0-3        ;2015;1;;;;;13000  ;32301;;385881;385881;377057,53;377057,53;377057,53;;;0;0
15     920  12000   ;RETRIBUCIONS BÀSIQUES GRUP A1 ADM.GENERAL         ;2015;1;;;;;12000  ;920  ;;73387;78414,25;78527,91;78527,91;78527,91;;;5027,25;5027,25
15     920  12001   ;RETRIBUCIONS BÀSIQUES GRUP A2 SERVEIS GENERALS    ;2015;1;;;;;12001  ;920  ;;12907;13550,67;13490,91;13490,91;13490,91;;;643,67;643,67
15     920  12003   ;RETRIBUCIONS BÀSIQUES GRUP C1 SERVEIS GENERALS    ;2015;1;;;;;12003  ;920  ;;79079;83172,94;82452,64;82452,64;82452,64;;;4093,94;4093,94
15     920  13000   ;RETRIBUCIONS BÀSIQUES LABORALS SGENERALS          ;2015;1;;;;;13000  ;920  ;;33570;35293,45;35293,37;35293,37;35293,37;;;1723,45;1723,45
15     920  13100   ;LABORAL EVENTUAL-ADM.GENERAL                      ;2015;1;;;;;13100  ;920  ;;91900;105142,04;186003,88;186003,88;186003,88;;;13242,04;13242,04
15     920  23300   ;INDEM.DESEQUILIBRI ECONOMIC- RENDAB.SOCIAL        ;2015;2;;;;;23300  ;920  ;;255000;25000;6185,5;6185,5;6185,5;;;-230000;-230000
15     9200112005   ;RETRIBUCIONS BÀSIQUES GRUP E RECURSOS HUMANS      ;2015;1;;;;;12005  ;92001;;23036;24241,76;26283,02;26283,02;26283,02;;;1205,76;1205,76
15     9200112006   ;TRIENIS RECURSOS HUMANS                           ;2015;1;;;;;12006  ;92001;;42413;42413;40743,85;40743,85;40743,85;;;0;0
15     9200112101   ;COMPLEMENT ESPECÍFIC RECURSOS HUMANS              ;2015;1;;;;;12101  ;92001;;268259;268259;268494,25;268494,25;268494,25;;;0;0
15     9200122706   ;EST.I TREB.TECNICS-RRHH I ORGANITZACIÓ            ;2015;2;;;;;22706  ;92001;;71600;61600;43377,89;43377,89;38147,7;;;-10000;-10000
15     9260112000   ;RETRIBUCIONS BÀSIQUES GRUP A1 SISTEMES INFORMACIÓ ;2015;1;;;;;12000  ;92601;;14678;16022,99;16022,31;16022,31;16022,31;;;1344,99;1344,99
15     9260112006   ;TRIENIS SISTEMES D INFORMACIÓ                     ;2015;1;;;;;12006  ;92601;;22361;22361;19232,2;19232,2;19232,2;;;0;0
15     9260113000   ;RETRIBUCIONS BÀSIQUES LABORALS SISTEMES INFORMACIÓ;2015;1;;;;;13000  ;92601;;86336;90460,84;90418,06;90418,06;90418,06;;;4124,84;4124,84
15     9260122706   ;ESTUDIS I TREBALLS TECN- INFORMATICA              ;2015;2;;;;;22706  ;92601;;201863;201863;201859,97;201859,97;195809,96;;;0;0
15     931  12001   ;RETRIBUCIONS BASIQUES GRUP A2 SERVEIS ECONÒMICS   ;2015;1;;;;;12001  ;931  ;;12907;13959,83;13959,35;13959,35;13959,35;;;1052,83;1052,83
15     931  13000   ;RETRIBUCIONS BÀSIQUES LABORALS SECONÒMICS         ;2015;1;;;;;13000  ;931  ;;23021;23909,6;23908,9;23908,9;23908,9;;;888,6;888,6
15     931  13002   ;ALTRES RETRIBUCIONS LABORALS SECONÒMICS           ;2015;1;;;;;13002  ;931  ;;31012;31012;31011,64;31011,64;31011,64;;;0;0
15     231  48000   ;A FAMIL.ATENC.BENEF.-ACCIO SOCIAL                 ;2015;4;;;;;48000  ;231  ;;110000;110000;109864,16;93095,85;93095,85;;;0;0
15     241  22104   ;VESTUARI - FORMACIO I OCUPACIO                    ;2015;2;;;;;22104  ;241  ;;4500;9467,7;10895,43;10895,43;10895,43;;;4967,7;4967,7
15     330  21500   ;MOBILIARI I ESTRIS-ADM. GRAL CULTURA              ;2015;2;;;;;21500  ;330  ;;397;7582,21;4082,21;4082,21;4082,21;;;7185,21;7185,21
15     338  22701   ;SEGURETAT - FESTES POPULARS                       ;2015;2;;;;;22701  ;338  ;;9000;9000;9000;9000;9000;;;0;0
15     491  22200   ;COMUNIC.TELEF.-RÀDIO                              ;2015;2;;;;;22200  ;491  ;;6400;6400;811,64;811,64;811,64;;;0;0
15     920  22699   ;ALTRES DESP.ESP.SERV.-AD.GRAL                     ;2015;2;;;;;22699  ;920  ;;20000;20000;23298,79;23298,79;23124,27;;;0;0
15     931  34200   ;INTERESSOS DEMORA-ADM.FINANCER                    ;2015;3;;;;;34200  ;931  ;;10000;60000;61358,7;61358,7;61358,7;;;50000;50000
15     332  63200   ;Ampliació biblioteca                              ;2015;6;;;;;63200  ;332  ;;0;987944,71;478225;478225;0;;;987944,71;987944,71
15     132  22601   ;ATENC.PROTOCOL.-SEGURETAT                         ;2015;2;;;;;22601  ;132  ;;750;750;747;747;747;;;0;0
15     151  22000   ;MAT.OFIC.-URB. I ARQ.                             ;2015;2;;;;;22000  ;151  ;;3000;2000;1497,25;1497,25;1497,25;;;-1000;-1000
15     152  48900   ;SUBV.FOMENT HABITATGE                             ;2015;4;;;;;48900  ;152  ;;10000;10000;0;0;0;;;0;0
15     1531021000   ;INFRAESTRUCTURA- SENYALITZACIÓ                    ;2015;2;;;;;21000  ;15310;;31000;31000;31000;31000;31000;;;0;0
15     1531061900   ;INV.REPOS.INFRAST- MOBILITAT                      ;2015;6;;;;;61900  ;15310;;20000;20000;19918,31;19918,31;19918,31;;;0;0
15     231  21600   ;EQUIP PROC.INF- SERVEIS SOCIALS                   ;2015;2;;;;;21600  ;231  ;;1000;1000;0;0;0;;;0;0
15     231  46500   ;A COMARQUES - ACCIO SOCIAL                        ;2015;4;;;;;46500  ;231  ;;2100;2100;2100;2100;2100;;;0;0
15     2310121200   ;EDIF. I ALT.CONST- PROGRAMA DISCAPACITAT          ;2015;2;;;;;21200  ;23101;;280;280;0;0;0;;;0;0
15     2310148903   ;ALTRES TRANSF- CLUB UNES                          ;2015;4;;;;;48903  ;23101;;3485;3485;3400;3400;3400;;;0;0
15     2320048900   ;ALTRES TRANSF.- COMPLEX                           ;2015;4;;;;;48900  ;23200;;0;100000;144287,7;144287,7;144287,7;;;100000;100000
15     241  47000   ;A EMPRESES PRIV. PER FOMENT OCUPACIO              ;2015;4;;;;;47000  ;241  ;;150000;150000;150000;147113,04;148706,79;;;0;0
15     320  15000   ;PRODUCTIVITAT - EDUCACIO                          ;2015;1;;;;;15000  ;320  ;;0;11500;957,63;957,63;957,63;;;11500;11500
15     3230022100   ;ENERGIA ELECT.-ENSENYAMENT                        ;2015;2;;;;;22100  ;32300;;185000;185000;150793,33;150793,33;150793,33;;;0;0
15     3230022606   ;REUNIONS I CONF.-ENSENYAMENT                      ;2015;2;;;;;22606  ;32300;;500;500;500;500;500;;;0;0
15     3230121500   ;MOBILIARI I ESTRIS-CENTRES 0-3                    ;2015;2;;;;;21500  ;32301;;2000;2000;1269,45;1269,45;1269,45;;;0;0
15     3230122000   ;MAT.OFIC.-CENTRES 0-3                             ;2015;2;;;;;22000  ;32301;;4300;4300;4279,58;3244,04;3244,04;;;0;0
15     3230122105   ;PRODUCTES ALIMENT- CENTRES 0-3                    ;2015;2;;;;;22105  ;32301;;300;300;300;31,21;31,21;;;0;0
15     3230122200   ;COMUNIC.TELEF.-CENTRES 0-3                        ;2015;2;;;;;22200  ;32301;;13000;13000;805,36;805,36;805,36;;;0;0
15     3260022601   ;ATENC.PROTOCOL.-P.EDUCATIVA                       ;2015;2;;;;;22601  ;32600;;1000;700;677,68;677,68;677,68;;;-300;-300
15     3260048900   ;ALTRES TRANSF- EDUCACIÓ EN EL LLEURE              ;2015;4;;;;;48900  ;32600;;45000;44746,25;44746,25;44746,25;44746,25;;;-253,75;-253,75
15     3260048901   ;ALTRES TRANSF.-PROMOCIO EDUCATIVA                 ;2015;4;;;;;48901  ;32600;;0;220;220;220;220;;;220;220
15     330  63202   ;REHABILITACIO EQUIPAMENTS CULTURALS               ;2015;6;;;;;63202  ;330  ;;15000;15000;14442,79;14442,79;14368,24;;;0;0
15     332  63201   ;Adequació biblioteca provisional                  ;2015;6;;;;;63201  ;332  ;;0;125000;113308,42;113308,42;87440,19;;;125000;125000
15     3321021300   ;MAQ.INST.I UTILL-BIBLIOTECA                       ;2015;2;;;;;21300  ;33210;;1000;1000;898,6;898,6;898,6;;;0;0
15     3321022609   ;FESTES - BIBLIOTECA                               ;2015;2;;;;;22609  ;33210;;4000;4000;3230,42;3230,42;3230,42;;;0;0
15     3321022699   ;ALTRES DESP.DIVERSES- BIBLIOTECA                  ;2015;2;;;;;22699  ;33210;;4000;948,8;948,8;948,8;948,8;;;-3051,2;-3051,2
15     333  22103   ;COMBUSTIBLE-CIUTAT DE LES ROSES                   ;2015;2;;;;;22103  ;333  ;;400;0;0;0;0;;;-400;-400
15     333  22601   ;ATENC.PROTOCOL- CIUTAT DE LES ROSES               ;2015;2;;;;;22601  ;333  ;;2000;50;50;50;50;;;-1950;-1950
15     3340048917   ;ALTRES TRANSF- ARRELS LOCALS                      ;2015;4;;;;;48917  ;33400;;10500;10500;10500;10500;10500;;;0;0
15     3340122609   ;FESTES POPULARS - JOVENTUT                        ;2015;2;;;;;22609  ;33401;;8000;5800;2907,76;2907,76;2907,76;;;-2200;-2200
15     336  22609   ;FESTES-PATRIMONI CULTURAL                         ;2015;2;;;;;22609  ;336  ;;6000;4128,39;1267,28;1267,28;1267,28;;;-1871,61;-1871,61
15     341  21300   ;MAQ.INST.I UTILL-ESPOR. I ESB.                    ;2015;2;;;;;21300  ;341  ;;3115;3115;3814,35;3814,35;3814,35;;;0;0
15     342  20900   ;ALTR.INMOB.MAT.-ESPORTS I ESB.                    ;2015;2;;;;;20900  ;342  ;;1500;1500;2282,21;2282,21;2282,21;;;0;0
15     342  22110   ;PRODUCT.NETEJA-ESPORTS-ESBARJO                    ;2015;2;;;;;22110  ;342  ;;2000;2000;1988,66;1988,66;1988,66;;;0;0
15     342  62300   ;ADQ. MAQ. INSTAL- ESPORTS                         ;2015;6;;;;;62300  ;342  ;;5000;5000;5000;5000;5000;;;0;0
15     4310021900   ;ALTR.INMOBIL.MAT.-COMERC                          ;2015;2;;;;;21900  ;43100;;3000;3000;351,27;351,27;351,27;;;0;0
15     4311020900   ;ALTR.IMMOB.MAT.-FIRES I EXPOS.                    ;2015;2;;;;;20900  ;43110;;14000;14000;14570,79;14570,79;14570,79;;;0;0
15     4311022701   ;SEGURETAT- FIRES I EXPOSICIONS                    ;2015;2;;;;;22701  ;43110;;8000;8000;0;0;0;;;0;0
15     4312063200   ;REHABILITACIO MERCAT MUNICIPAL                    ;2015;6;;;;;63200  ;43120;;1679205;1655848;1319475,72;1319475,72;1317498,97;;;-23357;-23357
15     4590122602   ;PUBLIC.PROPAG.-LLEI DE BARRIS                     ;2015;2;;;;;22602  ;45901;;5000;5000;183,01;183,01;183,01;;;0;0
15     491  62500   ;MOBILIARI I ESTRIS- COMUNICACIÓ                   ;2015;6;;;;;62500  ;491  ;;5000;5000;0;0;0;;;0;0
15     9120022706   ;ESTUDIS I TREB.TECNICS- ORGANS GOVERN             ;2015;2;;;;;22706  ;91200;;30000;30000;22297,5;22297,5;22296,5;;;0;0
15     9200163200   ;INV.REPOS.EDIFICIS- SALUT LABORAL                 ;2015;6;;;;;63200  ;92001;;20000;20000;19768,98;19768,98;19768,98;;;0;0
15     924  20300   ;MAQ.INSTAL. I UTILL.- PARTICIP.CIUTADANA          ;2015;2;;;;;20300  ;924  ;;1000;1000;968;968;968;;;0;0
15     924  48903   ;ALTR. TRANSF- PARTICIPACIO CIUTADANA CAN CALDERS  ;2015;4;;;;;48903  ;924  ;;1750;1750;1750;1750;1750;;;0;0
15     924  48907   ;ALTR.TRANSF- PARTICIPACIO CIUTADANA MAS LLUÍ      ;2015;4;;;;;48907  ;924  ;;1750;1750;1750;1750;1750;;;0;0
15     9260164000   ;Projectes Sant Feliu 2020                         ;2015;6;;;;;64000  ;92601;;0;100000;65000;15000;0;;;100000;100000
15     929  50000   ;FONS DE CONTINGÈNCIA                              ;2015;5;;;;;50000  ;929  ;;186100;44870,65;0;0;0;;;-141229,35;-141229,35
15     942  48900   ;ALTR.TRANS.-PACTE INDUSTRIAL                      ;2015;4;;;;;48900  ;942  ;;2200;2200;2198,5;2198,5;2198,5;;;0;0
15     942  48901   ;ALTRES TRANSF- ASSOCIACIO PROJ.FIARE A CATALUNYA  ;2015;4;;;;;48901  ;942  ;;0;0;3000;3000;3000;;;0;0
15R0   920  62300   ;ADQ.MAQ.INSTAL.I UTIL.- SERV.GRALS                ;2015;6;;;;;62300  ;920  ;;0;20496,93;20496,93;20496,93;20496,93;;;20496,93;20496,93
15R1   920  64000   ;ESTUDIS, PROJECTES I IMPREVISTOS                  ;2015;6;;;;;64000  ;920  ;;0;457,69;0;0;0;;;457,69;457,69
15R2   3210063200   ;INV.REPOS.EDIFICIS-ENSENYAMENT                    ;2015;6;;;;;63200  ;32100;;0;6414;6118,52;6118,52;0;;;6414;6414
15R4   4312063200   ;REMODELACIÓ MERCAT MUNICIPAL                      ;2015;6;;;;;63200  ;43120;;0;69542,02;69542,02;69542,02;69542,02;;;69542,02;69542,02
15R4   4590061900   ;DESPLEGAMENT FIBRA OPTICA I SMART CITY            ;2015;6;;;;;61900  ;45900;;0;246379,68;205389,56;188581,46;163581,44;;;246379,68;246379,68
15R4   920  62300   ;ADQ.MAQ.INSTA.- SERV.GENERALS                     ;2015;6;;;;;62300  ;920  ;;0;99423,82;9766,85;9766,85;9766,85;;;99423,82;99423,82
15R4   9260162300   ;ADQ.MAQ.INSTAL. SIST. INFORMATICA                 ;2015;6;;;;;62300  ;92601;;0;52500;52500;52500;52500;;;52500;52500
