Org_,Fun_,Eco_,Descripció,Crèdits_inicials,Modificacions_de_crèdit,Crèdits_totals_consignats,Disposicions_o_compromisos,F__Despesa_compromesa_respecte_e,Obligacions_reconegudes,F__Obligacions_reconegudes_respe,Pagaments_fets,F__Pagaments_fets_respecte_les_o,FID
03,231A,2210015,ENERGIA ELECTRICA PIS ACOLLIDA,0,0,0,0,,0,,0,,542
02,433PI,2269913,OPE PROJECTE INNOVADORS (fse),0,0,0,0,,0,,0,,543
08,130,2210400,VESTUARI POLICIA,17189,0,17189,2144.02,,2144.02,,1325,,544
03,1522D,4899911,TRANSFERENCIES HABITATGE,0,0,0,0,,0,,0,,545
09,231,2270000,SERVEI NETEJA SS,0.01,0,0.01,0,,0,,0,,546
09,231I,1210100,COMPL ESPECIFIC ATENCIÓ INFANCIA,0,3231.94,3231.94,1071.37,,1071.37,,1071.37,,547
03,452,6190015,REHABILITACIO CANAL FASE I,0,0,0,0,,0,,0,,548
03,3321B,2210300,CARBURANT EDIFICI B. MORGADES,5000,0,5000,1135,,1135,,0,,549
03,231A,2210100,AIGUA PIS ACULLIDA,1000,0,1000,0,,0,,0,,550
02,433PP,1430011,OPE PERSONAL INSERCIO,0,0,0,0,,0,,0,,551
08,130,2219900,SUBMINISTRES DIVERSOS POLICIA,2300,0,2300,45.01,,45.01,,0,,552
03,160,2100100,CONSERVACIÓ CLAVEGUERAM,9000,0,9000,0,,0,,0,,553
09,231,4650100,CONVENI CONSELL COMARCAL VIOLÈNCIA DOMÈSTICA,2262,0,2262,0,,0,,0,,554
09,231I,1500000,PRODUCTIVITAT ATENCIO INFANCIA,0,0.01,0.01,0,,0,,0,,555
03,452,6190115,REHABILITACIO CANANL FASE II,0,0,0,0,,0,,0,,556
03,3321F,2120000,MANTENIMENT EDIFICI BIBLIOTECA BLANCAFORT,1800,0,1800,0,,0,,0,,557
03,231A,2210200,GAS PIS ACOLLIDA,0.01,0,0.01,0,,0,,0,,558
02,433X,2269913,OPE TREBALLS XARXA PRACTIQUES EMPRESES,0,0,0,0,,0,,0,,559
08,130,2260100,DESPESES REPRESENTACIÓ,0.01,0,0.01,0,,0,,0,,560
09,231,4800000,PRESTACIONS ECON. INDIVIDUALS,70000,0,70000,6767.75,,6767.75,,5923.66,,561
03,161,2100000,CONSERV. INFRAESTRUCTURES AIGUA,2000,0,2000,0,,0,,0,,562
09,231I,1600000,SEGURETAT SOCIAL ATENCIÓ INFANCIA,0,2826.66,2826.66,891.68,,891.68,,891.68,,563
03,452,6190215,REHABILITACIO CANAL FASE III,0,0,0,0,,0,,0,,564
03,3321F,2120100,MANTENIMENT INSTAL.LACIONS EDIFICI BLANCAFORT,1500,0,1500,178.16,,178.16,,178.16,,565
03,231A,2210215,GAS PIS ACOLLIDA,0,0,0,0,,0,,0,,566
02,439B,2260900,OPE FESTA PORC I CERVESA,20000,0,20000,0,,0,,0,,567
08,130,2260200,PUBLICITAT I PROPAGANDA,0.01,0,0.01,0,,0,,0,,568
09,231,4800013,PRESTACIONS ECONOMIQUES INDIVIDUALS,0,0,0,0,,0,,0,,569
03,161,6270015,COL.LECTOR CR SESCORTS,0,0,0,0,,0,,0,,570
03,452N,2279900,SERVEI CONTROL NIVELL CANAL,7500,0,7500,0,,0,,0,,571
03,3321F,2210000,ENERGIA ELECTRICA BLANCAFORT,3900,0,3900,0,,0,,0,,572
09,231N,1200500,BÀSIQUES AP NETEJA SS,7678.58,0,7678.58,553.96,,553.96,,553.96,,573
02,439C,2260900,OPE FIRA MOTO AUTO ANTIC,0.01,0,0.01,0,,0,,0,,574
03,231AA,2120015,REPARACIONS PIS BENESTAR SOCIAL,0,0,0,0,,0,,0,,575
08,130,2269900,DESPESES DIVERSES,1500,0,1500,98.62,,98.62,,0,,576
09,231,4800014,PRESTACIONS ECON INDIVIDUALS,0,0,0,0,,0,,0,,577
03,165,6230115,SUBST PER TECNOLOGIA LED,0,0,0,0,,0,,0,,578
03,920,2120000,MANTENIMENT EDIFICI AJUNTAMENT,6500,0,6500,326.1,,326.1,,326.1,,579
03,3321F,2210100,AIGUA BLANCAFORT,1200,0,1200,0,,0,,0,,580
09,231N,1200600,TRIENNIS NETEJA SS,783.48,0,783.48,68.05,,68.05,,68.05,,581
03,133,2210000,ENERGIA ELÈCTRICA PARQUING I ZONA BLAVA,0,4675.04,4675.04,1290.58,,1290.58,,0,,582
03,231AR,2120015,ARRANJAMENT CASETA 1 ESCORXADOR,0,0,0,0,,0,,0,,583
09,231,4800114,PRESTACIONS ECON INDIVIDUALS,0,0,0,0,,0,,0,,584
08,130,2270000,SERVEI NETEJA POLICIA,0.01,0,0.01,0,,0,,0,,585
09,231N,1210000,COMPLEMENT DESTINACIÓ NETEJA SS,3326.68,0,3326.68,240,,240,,240,,586
03,165E,2100000,MANTENIMENT ENLLUMENATS PÚBLICS,20862.55,0,20862.55,9910.96,,9910.96,,4543.73,,587
03,920,2120014,MANTENIMENT EDIFICI AJUNTAMENT,0,0,0,0,,0,,0,,588
03,3321L,6220015,OBRES ADEQUACIO NOVA BIBLIOTECA,0,0,0,0,,0,,0,,589
03,133,2269915,DESPESES DIVERSES PARQUING I ZONA BLAVA,0,0,0,0,,0,,0,,590
09,231,4800115,AJUTS D'URGÈNCIA,0,0,0,0,,0,,0,,591
03,241S,2120000,MANTENIMENT EDIFICI SEFED,1500,0,1500,0,,0,,0,,592
08,130A,2210400,VESTUARI SEGURETAT,0,0,0,0,,0,,0,,593
03,165E,2279900,TREBALLS CONSERV. ENLLUMENAT PÚBLIC,51137.45,0,51137.45,4249.99,,4249.99,,0,,594
09,231N,1210100,COMPLEMENT ESPECÍFIC NETEJA SS,6428.88,0,6428.88,541.1,,541.1,,541.1,,595
03,333,2120000,MANTENIMENT EDIFICI MT,6500,0,6500,209.91,,209.91,,209.91,,596
09,231,4809900,TRANSF. ESCOLA BRESSOL,2000,0,2000,1180,,1180,,1180,,597
03,133,2270600,GESTIO PARQUING I ZONA BLAVA,0,39579.76,39579.76,6000,,6000,,0,,598
03,920,2120100,MANTENIMENT INSTAL·LACIONS EDIFICI AJUNTAMENT,16500,0,16500,2358.84,,863.84,,690.81,,599
03,241S,2120100,MANTENIMENT INSTAL.LACIONS SEFED,1500,0,1500,0,,0,,0,,600
08,130P,2219900,MATERIAL TÈCNIC I ESPECÍFIC,3000,0,3000,0,,0,,0,,601
03,231,2120000,MANTENIMENT EDIFICI SS,1500,0,1500,93.93,,93.93,,0,,602
09,231N,1500000,PRODUCTIVITAT NETEJA SS,700,0,700,0,,0,,0,,603
09,231,4890200,CONVENI ASSOC. DR. TRUETA,559.17,0,559.17,0,,0,,0,,604
03,333,2120100,MANTENIMENT INSTAL.LACIONS MT,9800,0,9800,1753.07,,258.07,,258.07,,605
03,133,2270615,GESTIO PARQUING I ZONA BLAVA,0,0,0,0,,0,,0,,606
03,920,2210000,ENERGIA ELÈCTRICA AJUNTAMENT,27600,0,27600,3887.4,,3887.4,,3887.4,,607
08,132,1200300,BÀSIQUES C1 SEGURETAT,19769.68,251357.4,271127.08,46012.62,,46012.62,,46012.62,,608
03,231,2120100,MANTENIMENT INSTAL·LACIONS SS,2500,0,2500,1509.52,,14.52,,14.52,,609
03,241S,2210000,ENERGIA ELECTRICA SEFED,8050,0,8050,0,,0,,0,,610
09,231N,1500100,PRODUCTIVITAT ADM.GNAL.SS,0.01,0,0.01,0,,0,,0,,611
09,231,4890500,FONS CATALÀ DE COOPERACIÓ,12000,0,12000,0,,0,,0,,612
03,333,2210000,ENERGIA ELÈCTRICA MT,20500,0,20500,2470.58,,2470.58,,2470.58,,613
03,920,2210100,AIGUA AJUNTAMENT,800,0,800,0,,0,,0,,614
03,135,2269900,MANTENIMENT PLA ANUAL PROTECCIÓ CIVIL,1200,0,1200,0,,0,,0,,615
08,132,1200400,BÀSIQUES C2 SEGURETAT,251357.4,-251357.4,0,0,,0,,0,,616
03,231,2210000,ENERGIA ELÈCTRICA SS,10000,0,10000,2711.84,,2711.84,,2711.84,,617
03,241S,2210100,AIGUA SEFED,200,0,200,0,,0,,0,,618
09,231N,1510000,GRATIFICACIONS NETEJA SS,0.01,0,0.01,0,,0,,0,,619
09,231,4900100,"SOLIDARITAT 0,7%",16000,0,16000,0,,0,,0,,620
03,333,2210100,AIGUA MT,800,0,800,0,,0,,0,,621
08,132,1200600,TRIENNIS SEGURETAT,43711.4,0,43711.4,9242.97,,9242.97,,9242.97,,622
03,920,2210200,GAS AJUNTAMENT,16683,0,16683,4853.15,,4853.15,,4853.15,,623
03,150,1200000,BÀSIQUES A1 ADM GENERAL  HABITATGE I URBANISME,14677.32,0,14677.32,3360.45,,3360.45,,3360.45,,624
03,231,2210100,AIGUA SERVEIS SOCIALS,600,0,600,0,,0,,0,,625
03,241S,2210300,COMBUSTIBLE EDIFICI SEFED,4000,0,4000,0,,0,,0,,626
09,231N,1600000,SEGURETAT SOCIAL ADM.GNAL.SS,5259.1,0,5259.1,1127.2,,1127.2,,1127.2,,627
09,231,4900200,QUOTES ENTITATS SOLIDÀRIES,120,0,120,0,,0,,0,,628
03,333A,2210000,ENERGIA ELECTRICA MAGATZEM MT,3000,0,3000,1146.72,,1146.72,,1146.72,,629
08,132,1210000,COMPLEMENTÀRIES DESTINACIÓ SEGURETAT,163978.94,0,163978.94,34017.82,,34017.82,,34017.82,,630
03,150,1200300,BÀSIQUES C1 ADMI GENRERAL HABITATGE I URBANISME,19769.68,0,19769.68,4363.38,,4363.38,,4363.38,,631
03,241,2219900,MATERIAL PLANS OCUPACIÓ,0.01,0,0.01,0,,0,,0,,632
03,920,2279900,CONSERV. ENLLUMENAT INST. MPALS,10000,0,10000,204.21,,204.21,,0,,633
03,323A,2120000,MANTENIMENT EDIFICI PUIG AGUT,8500,0,8500,65.34,,65.34,,65.34,,634
09,231P,1500000,PRODUCTIVITAT PROGRAMES,1492.23,0,1492.23,0,,0,,0,,635
09,231A,2120000,INSTAL.LACIONS PISOS BS,0,1287.7,1287.7,0,,0,,0,,636
08,132,1210100,COMPLEMENT ESPECÍFIC SEGURETAT,491435.04,0,491435.04,108709.06,,108709.06,,108709.06,,637
03,333A,2210200,GAS MT,7500,0,7500,1313.89,,1313.89,,1313.89,,638
03,150,1200400,BÀSIQUES C2 ADM GENERAL HABITATGE I URBANISME,8378.58,0,8378.58,1815.75,,1815.75,,1815.75,,639
03,323,2120000,MANTENIMENT EDIFICI COLORS,8500,0,8500,1599.18,,1599.18,,1599.18,,640
03,920C,2120000,SERVEIS PERSONALS MANTENIMENT EDIFICI,1800,0,1800,0,,0,,0,,641
03,323A,2120100,MANTENIMENT INSTAL.LACIONS EDIFICI PUIG AGUT,5500,0,5500,1865.55,,370.55,,370.55,,642
09,231P,1600015,SEGURETAT SOCIAL POBRESA ENERGÈTICA,0,0,0,0,,0,,0,,643
09,231A,2150000,CONSERVACIÓ MOBILIARI PIS ACOLLIDA,243,0,243,0,,0,,0,,644
03,334,6220013,OBRES TEATRE CENTRE,0,0,0,0,,0,,0,,645
08,132,1500000,PRODUCTIVITAT SEGURETAT,140800,0,140800,33412,,33412,,33412,,646
03,150,1200600,TRIENNIS ADM GENERAL HABITAGE I URBANISME,9418.42,0,9418.42,1821.78,,1821.78,,1821.78,,647
03,323,2120100,MANTENIMENT INSTAL.LACIONS EDIFICI COLORS,3000,0,3000,332.92,,332.92,,332.92,,648
03,920C,2120100,SERVEIS PERSONALS MANTENIMENTS INSTAL·LACIONS,3000,0,3000,257.44,,257.44,,257.44,,649
09,231A,2200015,MATERIAL OFICINA SS,0,0,0,0,,0,,0,,650
09,231P,2269900,DESPESES PROJECTES,6120,0,6120,976.96,,976.96,,0,,651
03,323A,2210000,ENERGIA ELECTRICA PUIG AGUT,16500,0,16500,1837.91,,1837.91,,1837.91,,652
03,342A,2120000,MANTENIMENT EDIFICI PISCINES,20000,0,20000,8235.26,,0,,0,,653
08,132,1510000,GRATIFICACIONS SEGURETAT,11500,0,11500,3299.6,,3299.6,,3299.6,,654
03,150,1210000,COMPL DESTINACIÓ ADM. GENERAL  HABITAGE I URBANISME,28589.4,0,28589.4,6600.72,,6600.72,,6600.72,,655
03,920C,2120215,MANTENIMENTS INSTAL.LACIONS SERVEIS PERSONALS,0,0,0,0,,0,,0,,656
03,323,2120215,MANTENIMENT EDIFICI COLORS,0,0,0,0,,0,,0,,657
09,231A,2269900,ACTIVITATS IGUALTAT,2500,0,2500,1006.72,,1006.72,,0,,658
09,231R,2269900,DESPESES RESIDENCIALS,2500,0,2500,0,,0,,0,,659
03,323A,2210100,AIGUA PUIG AGUT,1000,0,1000,0,,0,,0,,660
03,342A,2120100,MANTENIMENT INSTAL·LACIONS PISCINES,36000,0,36000,2237.46,,2237.46,,1415.42,,661
08,132,1600000,SEGURETAT SOCIAL SEGURETAT,332121.57,0,332121.57,45725.99,,45725.99,,45725.99,,662
03,920C,2210000,SERVEIS PERSONALS ENERGIA ELÈCTRICA,10000,0,10000,1054.42,,1054.42,,1054.42,,663
03,323,2210000,ENERGIA ELECTRICA COLORS,11301.16,0,11301.16,0,,0,,0,,664
03,150,1210100,COMPL  ESPECÍFIC ADM. GENERAL HABITAGE I URBANISME,57510.6,0,57510.6,14750.91,,14750.91,,14750.91,,665
09,231A,2269913,POLITIQUES D'IGUALTAT,0,0,0,0,,0,,0,,666
03,323A,2210200,GAS PUIG AGUT,17000,0,17000,3535.72,,3535.72,,3535.72,,667
09,231S,1210115,COMPLEMENT ESPECIFIC AGENT IGUALTAT,0,0,0,0,,0,,0,,668
08,132,2040000,LLOGUER VEHICLES,38070,0,38070,6036.35,,6036.35,,0,,669
03,342A,2120215,ADEQUACIÓ TERRA PISCINA,0,0,0,0,,0,,0,,670
03,323,2210100,AIGUA COLORS,600,0,600,0,,0,,0,,671
03,920C,2210200,SERVEIS PERSONALS GAS,6000,0,6000,1215.48,,1215.48,,1215.48,,672
03,150,1500000,PRODUCTIVITAT ADM. GENERAL HABITATGE IURBANISME,2100,0,2100,524.97,,524.97,,524.97,,673
09,231A,4800015,PRESTACIONS ECONOMIQUES AJUTS SOCIALS,0,0,0,0,,0,,0,,674
03,323B,2120000,MANTENIMENT EDIFICI POMPEU FABRA,7500,0,7500,911.78,,911.78,,911.78,,675
09,231S,1600015,SEGURETAT SOCIAL AGENT IGUALTAT,0,0,0,0,,0,,0,,676
08,132,2210300,COMBUSTIBLES I CARBURANTS,12000,0,12000,645.69,,645.69,,645.69,,677
03,342A,2210000,ENERGIA ELÈCTRICA PISCINES,90000,0,90000,162.81,,162.81,,162.81,,678
03,920G,2120000,MANTENIMENT EDIFICIS VARIS,7500,0,7500,696.45,,696.45,,366.64,,679
03,150,1510000,GRATIFICACIONS ADM. GENERAL HABITATGE I URBANISME,0.01,0,0.01,0,,0,,0,,680
03,323,2210200,GAS COLORS,14049,0,14049,1869.44,,1869.44,,1869.44,,681
09,231A,4800200,CONVENI ASPERGER,500,0,500,0,,0,,0,,682
03,323B,2120100,MANTENIMENT INATAL.LACIONS POMPEU FABRA,5000,0,5000,2226.13,,731.13,,437.1,,683
09,231S,2269900,BANC ALIMENTS EL SARRO,12000,0,12000,1881.66,,1881.66,,468.27,,684
03,342A,2210100,AIGUA PISCINES,9200,0,9200,0,,0,,0,,685
08,132A,2279900,PROVES PSICOTÈCNIQUES ÚS D'ARMES,1200,0,1200,0,,0,,0,,686
03,150,1600000,SEGURETAT SOCIAL ADM. GNL HABITAGE I URBANISME,31711.42,0,31711.42,5174.54,,5174.54,,5174.54,,687
03,920G,2120215,MANTENIMENT EDIFICI VARIS,0,0,0,0,,0,,0,,688
03,323,6320015,ADEQUACIO PISTA CEIP PUIG AGUT,0,0,0,0,,0,,0,,689
09,231A,6290000,ALTRES INVERSIONS PISOS BS,0,1546.38,1546.38,0,,0,,0,,690
03,323B,2120114,MANTENIMENT INSTAL.LACIONS POMPEU FABRA,0,0,0,0,,0,,0,,691
09,231S,2279900,SAD MANLLEU,70000,0,70000,18090.66,,18090.66,,18090.66,,692
03,342A,2210200,GAS CALEFACCIÓ PISCINES,72000,0,72000,17672.59,,17672.59,,17672.59,,693
08,132T,2269900,CAMP DE TIR,500,0,500,500,,500,,500,,694
03,150,2140000,CONSERV. MATERIAL TRANSPORT,2000,0,2000,0,,0,,0,,695
03,920G,2210100,AIGUA ALTRES EDIFICIS,1000,0,1000,0,,0,,0,,696
03,326,2120100,CONSERVACIÓ INSTAL.LACIONS TRIS-TRAS,700,0,700,0,,0,,0,,697
09,231AA,2269915,POLITIQUES IGUALTAT SIAD db,0,0,0,0,,0,,0,,698
09,231S,2279912,SAD MANLLEU,0,0,0,0,,0,,0,,699
03,323B,2120215,MANTENIMENT POMPEU FABRA,0,0,0,0,,0,,0,,700
08,133G,2279900,TREBALLS GRUA I PROVA ALCOHOL,6000,0,6000,0,,0,,0,,701
03,342AI,2120100,MANTENIMENT SISTEMA PLC PISCINES,7200,0,7200,7037.36,,586.45,,0,,702
03,150,2210300,COMBUSTIBLES I CARBURANTS,1000,0,1000,37,,37,,0,,703
03,920M,2210000,ENERGIA ELÈCTRICA NAUS PG. DEL TER,1800,0,1800,0,,0,,0,,704
03,326,2210000,ENERGIA ELÈCTRICA TRIS-TRAS,5250,0,5250,0,,0,,0,,705
09,231B,1200300,BASIQUES C1 BANC ALIMENTS,0,2509.79,2509.79,727.24,,727.24,,727.24,,706
09,231S,2279914,SAD MANLLEU,0,0,0,0,,0,,0,,707
03,323B,2210000,ENERGIA ELECTRICA POMPEU FABRA,14850.09,0,14850.09,2401.61,,2401.61,,2401.61,,708
08,134,2269900,EDUCACIÓ VIAL,0.01,0,0.01,0,,0,,0,,709
03,342B,2120000,MANTENIMENT EDIFICI PAVELLÓ,6000,0,6000,504.19,,504.19,,89.81,,710
03,150,2269900,DESPESES PLAQUES I ALTRES,1500,0,1500,0,,0,,0,,711
03,920M,2210100,AIGUA NAUS PG DEL TER,400,0,400,0,,0,,0,,712
09,231B,1210000,COMPLEMENT DESTINACIÓ BANC ALIMENTS,0,1084.2,1084.2,308.08,,308.08,,308.08,,713
03,326,2210100,AIGUA TRIS-TRAS,0.01,0,0.01,0,,0,,0,,714
09,231S,2279915,SAD MANLLEU,0,0,0,0,,0,,0,,715
03,323B,2210100,AIGUA POMPEU FABRA,1000,0,1000,0,,0,,0,,716
08,135,2260200,PUBLICITAT PROTECCIÓ CIVIL,0.01,0,0.01,0,,0,,0,,717
03,342B,2120100,MANTENIMENT INSTAL·LACIONS PAVELLÓ,10000,0,10000,2141.34,,646.34,,646.34,,718
03,150,6260015,EQUIPS INFORMATICS,0,0,0,0,,0,,0,,719
03,924,2120000,MANTENIMENT MOLI MIARONS,500,0,500,92.34,,92.34,,0,,720
09,231B,1210100,COMPLEMENT ESPECIFIC BANC ALIMENTS,0,1945.9,1945.9,645.06,,645.06,,645.06,,721
03,327,2120000,MANTENIMENT ASCENSOR I ALTRES ASVAT,3500,0,3500,1495,,0,,0,,722
08,135,2269900,DESPESES DIVERSES PROTECCIÓ CIVIL,0.01,0,0.01,0,,0,,0,,723
09,231SD,2269915,BANC ALIMENTS EL SARRO,0,0,0,0,,0,,0,,724
03,323B,2210300,COMBUSTIBLE POMPEU FABRA,17000,0,17000,7.8,,7.8,,7.8,,725
03,342B,2210000,ENERGIA ELÈCTRICA PAVELLÓ,17844.75,0,17844.75,0,,0,,0,,726
03,150I,1200400,BASIQUES C2 INTERMEDIACIÓ HABITATGE SIDH,0,2562.45,2562.45,520.52,,520.52,,520.52,,727
03,924,2120100,MANTENIMENT INSTAL.LACIONS  SALA ASSOCIACIÓ MERCAT MPAL.,0.01,0,0.01,0,,0,,0,,728
09,231B,1500000,PRODUCTIVITAT BANC ALIMENTS,0,0.01,0.01,0,,0,,0,,729
03,327,2210000,ENERGIA ELÈCTRICA  ASVAT,13000,0,13000,1420.49,,1420.49,,1420.49,,730
03,323D,2120000,MANTENIMENT EDIFICI 4 VENTS,3200,0,3200,0,,0,,0,,731
09,231,1200014,AGENT IGUALTAT,0,0,0,0,,0,,0,,732
09,231SS,2269915,BANC D'ALIMENTS EL SARRO,0,0,0,0,,0,,0,,733
03,150I,1210000,COMPL DESTI INTERMEDIACIÓ HABITATGE SIDH,0,921.37,921.37,186.92,,186.92,,186.92,,734
03,924,2210000,ENERGIA ELÈCTRICA MOLÍ MIARONS,1500,0,1500,0,,0,,0,,735
03,342B,2210100,AIGUA PAVELLO,1500,0,1500,0,,0,,0,,736
09,231B,1600000,SEGURETAT SOCIAL ALIMENTS,0,1736.76,1736.76,547.87,,547.87,,547.87,,737
03,327,2210100,AIGUA ASVAT,800,0,800,0,,0,,0,,738
03,323D,2120100,MANTENIMENT INSTAL.LACIONS 4 VENTS,1600,0,1600,267.31,,267.31,,267.31,,739
09,231,1200100,BASIQUES A2 ASSISTÈNCIA SOCIAL,64532.52,2949.3,67481.82,14403.57,,14403.57,,14403.57,,740
09,231T,2279900,TELEASSISTÈNCIA,20000,0,20000,3865.52,,3865.52,,0,,741
03,924,2210100,AIGUA MOLI MIARONS,200,0,200,0,,0,,0,,742
03,150I,1210100,COMPL ESPECIFIC INTERMEDIACIÓ HABITATGE SIDH,0,2258.42,2258.42,530.58,,530.58,,530.58,,743
03,342B,2210300,COMBUSTIBLE PAVELLÓ,16500,0,16500,1977.44,,1977.44,,0,,744
09,231CL,2269900,DESPESES CONSELL SERVEIS SOCIALS,2350,0,2350,0,,0,,0,,745
03,1532,1200100,BÀSIQUES A2 ADM BRIGADA,12906.52,0,12906.52,2905.71,,2905.71,,2905.71,,746
03,323D,2210000,ENERGIA ELECTRICA 4 VENTS,14200,0,14200,2161.1,,2161.1,,2161.1,,747
09,231,1200300,BÀSIQUES C1 ASSISTÈNCIA SOCIAL,9884.84,0,9884.84,2181.69,,2181.69,,2181.69,,748
09,311,1200100,BÀSIQUES A2 SALUT,12906.52,0,12906.52,3183.28,,3183.28,,3183.28,,749
03,925,1200400,BÀSIQUES C2 ATENCIÓ CIUTADANA,8378.58,0,8378.58,1452.6,,1452.6,,1452.6,,750
03,150I,1500000,PRODUCTIVITAT INTERMEDIACIÓ HABITAGE SIDH,0,0.01,0.01,0,,0,,0,,751
03,342C,2100000,MANTENIMENT ALTRES INSTAL.LACIONS ESPORTIVES,3000,0,3000,0,,0,,0,,752
09,231D,1200400,BÀSIQUES C2 DEPENDÈNCIA,8378.58,0,8378.58,0,,0,,0,,753
03,1532,1200600,TRIENNIS BRIGADA,1551.48,0,1551.48,449.94,,449.94,,449.94,,754
03,323D,2210100,AIGUA 4 VENTS,1000,0,1000,0,,0,,0,,755
09,231,1200400,BÀSIQUES C2 ASSISTÈNCIA SOCIAL,16757.16,0,16757.16,5904.68,,5904.68,,5904.68,,756
09,311,1200600,TRIENNIS SALUT,935.88,0,935.88,215.57,,215.57,,215.57,,757
03,925,1200600,TRIENNIS ATENCIÓ CIUTADANA,1251.3,0,1251.3,216.96,,216.96,,216.96,,758
03,342F,2120000,MANTENIMENT EDIFICI CAMP DE FUTBOL,6000,0,6000,0,,0,,0,,759
09,231D,1200600,TRIENNIS DEPENDÈNCIA,500.52,0,500.52,0,,0,,0,,760
03,150I,1600000,SEGURETAT SOCIAL INTERMEDIACIÓ HABITAGE SIDH,0,1257.75,1257.75,254.99,,254.99,,254.99,,761
03,1532,1210000,COMPLEMENT DESTINACIÓADM BRIGADA,5841.5,0,5841.5,1332.3,,1332.3,,1332.3,,762
03,323D,2210200,GAS 4 VENTS,13596,0,13596,3170.52,,3170.52,,3170.52,,763
09,231,1200600,TRIENNIS ASSISTÈNCIA SOCIAL,14137.81,1263,15400.81,2664.3,,2664.3,,2664.3,,764
09,311,1210000,COMPLEMENT DESTINACIÓ SALUT,5841.5,0,5841.5,1507.67,,1507.67,,1507.67,,765
03,342F,2120100,MANTENIMENT INSTAL.LACIONS CAMP DE FUTBOL,18500,0,18500,286.13,,286.13,,286.13,,766
03,925,1210000,COMPLEMENT DESTINACIÓ ATENCIÓ CIUTADANA,4899.02,0,4899.02,848.22,,848.22,,848.22,,767
09,231D,1210000,COMPLEMENT DESTINACIÓ DEPENDÈNCIA,3326.68,0,3326.68,0,,0,,0,,768
03,151,1200000,BÀSIQUES A1 URBANISME,44031.96,0,44031.96,10081.35,,10081.35,,10081.35,,769
03,1532,1210100,COMPLEMENT ESPECÍFIC BRIGADA,14004,0,14004,3536.01,,3536.01,,3536.01,,770
03,326C,2120000,MANTENIMENT EDIFICI ESCOLA D'ADULTS,1000,0,1000,0,,0,,0,,771
09,231,1210000,COMPLEMENT DESTINACIÓ ASSISTÈNCIA SOCIAL,47124.6,1858.31,48982.91,10789.31,,10789.31,,10789.31,,772
09,311,1210100,COMPLEMENT ESPECÍFIC SALUT,7806.84,0,7806.84,1881.53,,1881.53,,1881.53,,773
03,342F,2120114,MANTENIMENT INSTAL.LACIONS CAMP DE FUTBOL,0,0,0,0,,0,,0,,774
03,925,1210100,COMPLEMENT ESPECÍFIC ATENCIÓ CIUTADANA,7806.96,0,7806.96,1577.01,,1577.01,,1577.01,,775
09,231D,1210100,COMPLEMENT ESPECÍFIC DEPENDÈNCIA,6449.64,0,6449.64,0,,0,,0,,776
03,151,1200100,BÀSIQUES A2 URBANISME,25813.04,0,25813.04,5811.42,,5811.42,,5811.42,,777
03,1532,1500000,PRODUCTIVITAT ADM BRIGADA,700,0,700,140.01,,140.01,,140.01,,778
03,326C,2120100,MANTENIMENT INSTAL·LACIONS EDIFICI ESCOLA ADULTS,2000,0,2000,320.17,,320.17,,320.17,,779
09,231,1210100,COMPLEMENT ESPECÍFIC ASSISTÈNCIA SOCIAL,77172.6,106.93,77279.53,20782.56,,20782.56,,20782.56,,780
09,311,1500000,PRODUCTIVITAT SALUT,700,0,700,349.98,,349.98,,349.98,,781
03,342F,2210000,ENERGIA ELÈCTRICA CAMP DE FUTBOL,14000,0,14000,4284.08,,4284.08,,4284.08,,782
09,231D,1310000,LABORAL TEMPORAL DEPENDÈNCIA,17940.52,0,17940.52,4129.09,,4129.09,,4129.09,,783
03,925,1500000,PRODUCTIVITAT ATENCIÓ CIUTADANA,700,0,700,140.01,,140.01,,140.01,,784
03,151,1200300,BÀSIQUES C1 URBANISME,19769.68,0,19769.68,4363.38,,4363.38,,4363.38,,785
03,326C,2120215,MANTENIMENT ESCOLA D'ADULTS,0,0,0,0,,0,,0,,786
03,1532,1510000,GRATIFICACIONS ADM BRIGADA,0.01,0,0.01,0,,0,,0,,787
09,311,1510000,GRATIFICACIONS SALUT,0.01,0,0.01,0,,0,,0,,788
09,231,1300000,BÀSIQUES ASSISTÈNCIA SOCIAL,51626,0,51626,14630.16,,14630.16,,14630.16,,789
03,151,1200600,TRIENNIS URBANISME,14359.53,0,14359.53,3335.04,,3335.04,,3335.04,,790
03,925,1510000,GRATIFICACIONS ATENCIÓ CIUTADANA,0.01,0,0.01,0,,0,,0,,791
03,326C,2210000,ENERGIA ELÈCTRICA ESCOLA ADULTS,10000,0,10000,1193.36,,1193.36,,1193.36,,792
03,1532,1600000,SEGURETAT SOCIAL BRIGADA,9048.42,0,9048.42,1550.86,,1550.86,,1550.86,,793
09,311,1600000,SEGURETAT SOCIAL SALUT,7425.1,0,7425.1,1240.08,,1240.08,,1240.08,,794
03,151,1210000,COMPLEMENT DESTINACIÓ URBANISME,55363.28,0,55363.28,11914.29,,11914.29,,11914.29,,795
03,326C,2210100,AIGUA ESCOLA ADULTS,600,0,600,0,,0,,0,,796
09,311,2269900,CENTRE ACOLLIDA ANIMALS,500,0,500,0,,0,,0,,797
03,151,1210100,COMPLEMENT ESPECÍFIC URBANISME,98638.44,0,98638.44,24906.15,,24906.15,,24906.15,,798
03,326T,2120000,MANTENIMENT EDIFICI TRIPIJOC,1300,0,1300,0,,0,,0,,799
