Org_,Descripció_orgànica,Fun_,Eco_,Descripció,Crèdits_inicials,Modificacions_de_crèdit,Crèdits_totals_consignats,Disposicions_o_compromisos,Obligacions_reconegudes,Pagaments_fets,FID
13,Brigada,1532,2210400,VESTUARI BRIGADA,3000,0,3000,1243.22,1243.22,1243.22,819
12,Escola Bressol,323,1510000,GRATIFICACIONS NETEJA PREESCOLAR,0.01,0,0.01,0,0,0,820
09,Serveis Socials,231B,1210000,COMPLEMENT DESTINACIÓ BANC ALIMENTS,0,1084.2,1084.2,1060.8,1060.8,1060.8,821
11,Societat del coneixement i informació,491,1310000,PERSONAL TEMPORAL,27001.01,-13343.61,13657.4,13657.4,13657.4,13657.4,822
14,Serveis Personals,323B,1600000,EDUCACIÓ SEGURETAT SOCIAL POMPEU,6630.86,84.85,6715.71,4510.72,4510.72,4510.72,823
09,Serveis Socials,231S,1210115,COMPLEMENT ESPECIFIC AGENT IGUALTAT,0,265.92,265.92,1.8,1.8,1.8,824
10,Medi Ambient,1621M,2279900,TREB. RECOLL. MULTIPRODUCTE,235651.83,0,235651.83,235651.83,73656.48,73656.48,825
09,Serveis Socials,326C,2150000,CONSERVACIÓ MOBILIARI TRIPIJOC,500,0,500,0,0,0,826
13,Brigada,1532,2219900,MATERIAL BRIGADA,26500,0,26500,17020.08,17020.08,17020.08,827
09,Serveis Socials,231B,1210100,COMPLEMENT ESPECIFIC BANC ALIMENTS,0,1945.9,1945.9,1903.97,1903.97,1903.97,828
12,Escola Bressol,323,1600000,SEGURETAT SOCIAL PREESCOLAR,70893.15,1976.51,72869.66,49184.74,49184.74,49184.74,829
11,Societat del coneixement i informació,491,1500100,PRODUCTIVITAT LABORAL,700,0,700,349.98,349.98,349.98,830
14,Serveis Personals,323B,2211000,EDUCACIÓ PRODUCTES DE NETEJA POMPEU FABRA,2300,0,2300,1557.77,1557.77,1557.77,831
09,Serveis Socials,231S,1600015,SEGURETAT SOCIAL AGENT IGUALTAT,0,988.15,988.15,988.15,988.15,988.15,832
10,Medi Ambient,1621O,2270000,RECOLLIDA DE MATÈRIA ORGÀNICA (FORM),299232.62,0,299232.62,299232.62,163057.51,163057.51,833
09,Serveis Socials,326C,2211000,PRODUCTES NETEJA TRIPIJOC,200,0,200,197.35,197.35,197.35,834
13,Brigada,1532,6230000,"MAQUINARIA, INSTAL.LACIONS I UTILLATGES",0,0.01,0.01,0,0,0,835
10,Medi Ambient,1621V,2279900,TREBALLS RECOLLIDA VIDRE,29900,0,29900,29900,16841.09,16841.09,836
12,Escola Bressol,323,2060015,LLOGUER FOTOCOPIADORA,0,2310.96,2310.96,832.37,832.37,771.39,837
11,Societat del coneixement i informació,491,1600000,SEGURETAT SOCIAL,8739.67,-4316.19,4423.48,4423.48,4423.48,4423.48,838
09,Serveis Socials,231B,1500000,PRODUCTIVITAT BANC ALIMENTS,0,0.01,0.01,0,0,0,839
14,Serveis Personals,323B,2269900,EDUCACIÓ DESPESES DIVERSES POMPEU FABRA,300,0,300,0,0,0,840
09,Serveis Socials,231S,2269900,BANC ALIMENTS EL SARRO,12000,0,12000,11758.02,11758.02,11758.02,841
09,Serveis Socials,231B,1600000,SEGURETAT SOCIAL ALIMENTS,0,1736.76,1736.76,1736.76,1736.76,1736.76,842
13,Brigada,1532,6240000,VEHICLES,0,0.01,0.01,0,0,0,843
10,Medi Ambient,1622B,1200400,BÀSIQUES C2 DEIXALLERIA,0,0.01,0.01,6046.98,6046.98,6046.98,844
12,Escola Bressol,323,2150000,CONSERVACIÓ MOBILIARI,380,0,380,179.49,179.49,179.49,845
09,Serveis Socials,326C,2269900,DESPESES DIVERSES TRIPIJOC,3200,0,3200,1075.69,1075.69,1075.69,846
11,Societat del coneixement i informació,491,2130000,MANTENIMENT MANLLEU CONNECTA,13950,0,13950,0,0,0,847
09,Serveis Socials,231S,2279900,SAD MANLLEU,70000,0,70000,64367.93,64367.93,64367.93,848
14,Serveis Personals,323B,4890100,EDUCACIÓ CONVENI SUBVENCIÓ POMPEU,4300,0,4300,4300,2150,2150,849
09,Serveis Socials,231B,2270600,PROJECTE MOLI MIARONS,0,4000,4000,0,0,0,850
13,Brigada,1532,6250000,MOBILIARI,0,0.01,0.01,0,0,0,851
10,Medi Ambient,1622B,1200500,BÀSIQUES AP DEIXALLERIA,9239.73,0,9239.73,0,0,0,852
12,Escola Bressol,323,2160000,MANTENIMENT FOTOCOPIADORA,300,0,300,235.04,235.04,235.04,853
11,Societat del coneixement i informació,491,2160000,MANTENIMENT HOTSPOTS,2000,0,2000,0,0,0,854
09,Serveis Socials,231S,2279912,SAD MANLLEU,0,145793.7,145793.7,12463.91,12463.91,12463.91,855
09,Serveis Socials,326C,6250000,MOBILIARI TRIPIJOC,0,0.01,0.01,0,0,0,856
14,Serveis Personals,323BN,1200500,EDUCACIO.BASIQUES AP NETEJA POMPEU,7678.58,76.79,7755.37,5987.88,5987.88,5987.88,857
09,Serveis Socials,231CL,2269900,DESPESES CONSELL SERVEIS SOCIALS,2350,878,3228,77,77,77,858
13,Brigada,1532,6290000,ALTRES INVERSIONS,0,0.01,0.01,0,0,0,859
10,Medi Ambient,1622B,1200600,TRIENNIS DEIXALLERIA,1001.04,91.28,1092.32,759.55,759.55,759.55,860
12,Escola Bressol,323,2200000,MATERIAL OFICINA,480,0,480,13.65,13.65,13.65,861
11,Societat del coneixement i informació,491,2160100,DESPESES HOTSPOTS I ALTRES,0.01,0,0.01,0,0,0,862
09,Serveis Socials,231S,2279914,SAD MANLLEU,0,123646.6,123646.6,0,0,0,863
09,Serveis Socials,326C,6290000,ALTRES INVERSIONS TRIPIJOC,0,0.01,0.01,0,0,0,864
14,Serveis Personals,323BN,1200600,EDUCACIÓ TRIENNIS NETEJA POMPEU,754.32,7.54,761.86,531.7,531.7,531.7,865
09,Serveis Socials,231D,1200400,BÀSIQUES C2 DEPENDÈNCIA,8378.58,-8378.58,0,0,0,0,866
13,Brigada,1532,6350000,MANTENIMENT I MILLORA MOBILIARI URBÀ,0,0.01,0.01,0,0,0,867
10,Medi Ambient,1622B,1210000,COMPLEMENT DESTINACIÓ DEIXALLERIA,6144.07,-561.74,5582.33,4438.72,4438.72,4438.72,868
12,Escola Bressol,323,2210400,VESTUARI ESCOLA BRESSOL,1000,0,1000,0,0,0,869
11,Societat del coneixement i informació,491,2160200,MANTENIMENT WEBS MUNICIPALS,9500,0,9500,7566.92,7566.92,7566.92,870
09,Serveis Socials,326CE,2269900,TRIPIJOC EQUINOTERAPIA,0,1700,1700,0,0,0,871
09,Serveis Socials,231S,2279915,SAD MANLLEU,0,106958.83,106958.83,0,0,0,872
14,Serveis Personals,323BN,1210000,EDUCACIÓ COMPLEMENT DESTINACIÓ NETEJA POMPEU,4270.14,42.7,4312.84,3218.27,3218.27,3218.27,873
13,Brigada,1532A,2100000,MANTENIMENT I MILLORA VIA PÚBLICA,67000,0,67000,48512.29,48512.29,48512.29,874
09,Serveis Socials,231D,1200600,TRIENNIS DEPENDÈNCIA,500.52,-500.52,0,0,0,0,875
10,Medi Ambient,1622B,1210100,COMPLEMENT ESPECÍFIC DEIXALLERIA,14737.22,-326.06,14411.16,10808.28,10808.28,10808.28,876
12,Escola Bressol,323,2210500,ALIMENTACIÓ,11000,0,11000,6346.56,6252.05,6252.05,877
11,Societat del coneixement i informació,491,2220000,COMUNICACIONS  MANLLEU CONNECTA,24000,0,24000,0,0,0,878
09,Serveis Socials,326T,2269915,DESPESES ACTIVITATS TRIPIJOC,0,300.25,300.25,0,0,0,879
09,Serveis Socials,231SD,2269900,EL SARRO,0,2408.94,2408.94,1874.74,1874.74,1874.74,880
14,Serveis Personals,323BN,1210100,EDUCACIÓ COMPLEMENT ESPECÍFIC NETEJA POMPEU,5924.04,59.24,5983.28,4578.42,4578.42,4578.42,881
13,Brigada,1532B,2060000,LLOGUER FOTOCOPIADORA,1481.04,0,1481.04,0,0,0,882
09,Serveis Socials,231D,1210000,COMPLEMENT DESTINACIÓ DEPENDÈNCIA,3326.68,-3326.68,0,0,0,0,883
10,Medi Ambient,1622B,1300000,BÀSIQUES DEIXALLERIA,15357.16,949.89,16307.05,11623.6,11623.6,11623.6,884
12,Escola Bressol,323,2211000,PRODUCTES NETEJA,3000,0,3000,2390.03,2390.03,2390.03,885
11,Societat del coneixement i informació,491,2269914,INTEGRACIO DE DADES,0,330.5,330.5,0,0,0,886
14,Serveis Personals,323BN,1300000,EDUCACIÓ BÀSIQUES NETEJA POMPEU,23035.74,4973.87,28009.61,20003.15,20003.15,20003.15,887
09,Serveis Socials,231SD,2269915,BANC ALIMENTS EL SARRO,0,3990.51,3990.51,0,0,0,888
13,Brigada,1532B,2120000,MANTENIMENT EDIFICI BRIGADA,12500,0,12500,5794.8,5794.8,5630.24,889
09,Serveis Socials,327,2269900,DESPESES DIVERSES ASVAT,400,0,400,0,0,0,890
14,Serveis Personals,323BN,1300100,EDUCACIÓ HORES EXTRES NETEJA POMPEU,0.01,744.04,744.05,744.04,744.04,744.04,891
11,Societat del coneixement i informació,491F,1200300,BÀSIQUES C1 GESTIÓ DADES,9884.84,98.85,9983.69,7414.6,7414.6,7414.6,892
09,Serveis Socials,231D,1210100,COMPLEMENT ESPECÍFIC DEPENDÈNCIA,6449.64,-6449.64,0,0,0,0,893
12,Escola Bressol,323,2219900,SUBMINISTRAMENTS DIVERSOS,100,-100,0,0,0,0,894
13,Brigada,1532B,2160000,MANTENIMENT FOTOCOPIADORA,600,0,600,127.37,127.37,106.01,895
09,Serveis Socials,231SS,2269915,BANC D'ALIMENTS EL SARRO,0,293.5,293.5,0,0,0,896
09,Serveis Socials,327,4890000,CONVENI SANT PAU FESTA GENT GRAN,1500,0,1500,1500,750,750,897
11,Societat del coneixement i informació,491F,1200600,TRIENNIS GESTIÓ DADES,2667.6,53.25,2720.85,1882.19,1882.19,1882.19,898
14,Serveis Personals,323BN,1300200,EDUCACIÓ ALTRES REMUNERACIONS NETEJA POMPEU,37552.82,-3301.4,34251.42,25039.8,25039.8,25039.8,899
09,Serveis Socials,231D,1310000,LABORAL TEMPORAL DEPENDÈNCIA,17940.52,245.6,18186.12,13222.3,13222.3,13222.3,900
12,Escola Bressol,323,2269900,DESPESES DIVERSES,760,0,760,544.74,544.74,419.74,901
13,Brigada,1532B,2211000,PRODUCTES NETEJA,300,0,300,231.97,231.97,231.97,902
09,Serveis Socials,231T,2279900,TELEASSISTÈNCIA,20000,13218.25,33218.25,27161.2,27161.2,27161.2,903
09,Serveis Socials,327,4890100,CONVENI ASS. GENT GRAN,3300,0,3300,3300,1650,1650,904
10,Medi Ambient,1622B,1300100,HORES EXTRES DEIXALLERIA,0.01,0,0.01,0,0,0,905
12,Escola Bressol,323,6250000,MOBILIARI,0,0.01,0.01,0,0,0,906
11,Societat del coneixement i informació,491F,1210000,COMPLEMENT DESTÍ GESTIÓ DADES,7137.76,71.38,7209.14,5326.7,5326.7,5326.7,907
09,Serveis Socials,231D,1500000,PRODUCTIVITAT DEPENDÈNCIA,700,-700,0,0,0,0,908
09,Serveis Socials,327A,2269912,DESPESES PROJ COOPERACIO,0,6225.34,6225.34,0,0,0,909
13,Brigada,1532D,2219900,SUBMINISTRAMENTS DIVERSOS,800,0,800,0,0,0,910
10,Medi Ambient,1622B,1300200,ALTRES REMUNERACIONS DEIXALLERIA,23485.07,-190.97,23294.1,17247.57,17247.57,17247.57,911
09,Serveis Socials,311,1200100,BÀSIQUES A2 SALUT,12906.52,129.07,13035.59,9281.17,9281.17,9281.17,912
14,Serveis Personals,323BN,1310000,EDUCACIÓ LABORAL TEMPORAL NETEJA POMPEU FABRA,0.01,0,0.01,0,0,0,913
09,Serveis Socials,327BF,4890000,CONVENI ASVAT,6800,0,6800,6800,3400,3400,914
13,Brigada,171F,2100000,CONSERVACIÓ PARCS INFANTILS,14000,0,14000,12459.8,12459.8,12459.8,915
10,Medi Ambient,1622B,1310000,LABORAL TEMPORAL DEIXALLERIA,0.01,0,0.01,0,0,0,916
09,Serveis Socials,231D,1500100,PRODUCTIVITAT DEPENDÈNCIA,700,0,700,524.97,524.97,524.97,917
14,Serveis Personals,323BN,1500000,EDUCACIÓ PRODUCTIVITAT NETEJA POMPEU,2100,-1400,700,659.96,659.96,659.96,918
11,Societat del coneixement i informació,491F,1210100,COMPLEMENT ESPECÍFIC GESTIÓ DADES,9878.64,98.79,9977.43,7261.42,7261.42,7261.42,919
09,Serveis Socials,311,1200600,TRIENNIS SALUT,935.88,295.39,1231.27,215.57,215.57,215.57,920
12,Escola Bressol,323,6290000,ALTRES INVERSIONS,0,0.01,0.01,0,0,0,921
09,Serveis Socials,327C,1200100,BASIQUES A2 DESENVOLUPAMENT COMUNITARI,0.01,0,0.01,0,0,0,922
13,Brigada,171F,2100100,SUBSTITUCIÓ JOCS INFANTILS,3000,0,3000,1047.07,1047.07,1047.07,923
10,Medi Ambient,1622B,1500000,PRODUCTIVITAT DEIXALLERIA,700,1036.27,1736.27,1089.12,1089.12,1089.12,924
09,Serveis Socials,231D,1510000,GRATIFICACIONS DEPENDÈNCIA,0.01,0,0.01,0,0,0,925
14,Serveis Personals,323BN,1500100,EDUCACIÓ PRODUCTIVITAT NETEJA POMPEU,700,2049.89,2749.89,1326.69,1326.69,1326.69,926
11,Societat del coneixement i informació,491F,1500000,PRODUCTIVITAT GESTIÓ DADES,700,978.54,1678.54,897.69,897.69,897.69,927
12,Escola Bressol,323D,2269900,MATERIAL DIDÀCTIC,3600,0,3600,986.99,986.99,691.36,928
09,Serveis Socials,311,1210000,COMPLEMENT DESTINACIÓ SALUT,5841.5,5714.63,11556.13,4061.82,4061.82,4061.82,929
14,Serveis Personals,150,2279911,TREBALLS ASSESSORAMENTS PROFESSIONALS,0,1169.91,1169.91,1169.91,1169.91,1169.91,930
09,Serveis Socials,327C,1200300,BASIQUES C1 DESENVOLUPAMENT COMUNITARI,0.01,0,0.01,0,0,0,931
10,Medi Ambient,1622B,1500100,PRODUCTIVITAT DEIXALLERIA,1400,0,1400,1049.94,1049.94,1049.94,932
09,Serveis Socials,231D,1600000,SEGURETAT SOCIAL DEPENDÈNCIA,10930.98,-4972.41,5958.57,3972.4,3972.4,3972.4,933
14,Serveis Personals,323BN,1510000,EDUCACIÓ GRATIFICACIONS NETEJA POMPEU,0.01,0,0.01,0,0,0,934
11,Societat del coneixement i informació,491F,1600000,SEGURETAT SOCIAL GESTIÓ DADES,9980.39,-2072.59,7907.8,5086.18,5086.18,5086.18,935
12,Escola Bressol,323E,2269900,MATERIAL ESPECÍFIC,2500,0,2500,1314.75,1314.75,1161.25,936
09,Serveis Socials,311,1210100,COMPLEMENT ESPECÍFIC SALUT,7806.84,7781.66,15588.5,5758.79,5758.79,5758.79,937
14,Serveis Personals,1521I,2269911,DESPESES DIVERSES,0,4882.48,4882.48,3277.75,3277.75,3277.75,938
09,Serveis Socials,327C,1210000,COMPLEMENT DESTINACIÓ DESENVOLUPAMENT COMUNITARI,0.01,0,0.01,0,0,0,939
10,Medi Ambient,1622B,1510000,GRATIFICACIONS DEIXALLERIA,0.01,0,0.01,0,0,0,940
09,Serveis Socials,231D,2140000,MANTENIMENT VEHICLES,1500,0,1500,47.79,47.79,47.79,941
11,Societat del coneixement i informació,491F,6400010,PROPIETAT INTEL.LECTUAL LLICENCIES,0,0,0,0,0,0,942
12,Escola Bressol,323N,1200500,BÀSIQUES AP NETEJA PREESCOLAR,7678.58,76.79,7755.37,4400.14,4400.14,4400.14,943
14,Serveis Personals,323BN,1600000,EDUCACIÓ SEGURETAT SOCIAL NETEJA POMPEU,26373.6,612.05,26985.65,18002.72,18002.72,18002.72,944
09,Serveis Socials,311,1500000,PRODUCTIVITAT SALUT,700,0,700,349.98,349.98,349.98,945
14,Serveis Personals,1521P,2269911,DESPESES PROJECTES SOCIALS I DINAMITZADORS,0,35690.07,35690.07,13590.7,13590.7,13590.7,946
10,Medi Ambient,1622B,1600000,SEGURETAT SOCIAL DEIXALLERIA,21023.73,-320.52,20703.21,13923.77,13923.77,13923.77,947
09,Serveis Socials,327C,1210100,COMPLEMENT ESPECIFIC DESENVOLUPAMENT COMUNITARI,0.01,0,0.01,0,0,0,948
11,Societat del coneixement i informació,491M,6230014,MILLORES SISTEMES INFORMACIO MPAL,0,0,0,0,0,0,949
09,Serveis Socials,231D,2210300,CARBURANT VEHICLES,1000,0,1000,52.79,52.79,52.79,950
12,Escola Bressol,323N,1200600,TRIENNIS NETEJA PREESCOLAR,754.32,7.54,761.86,471.82,471.82,471.82,951
14,Serveis Personals,323D,1200500,EDUCACIÓ BÀSIQUES AP 4 VENTS,7678.58,76.79,7755.37,4985.64,4985.64,4985.64,952
09,Serveis Socials,311,1510000,GRATIFICACIONS SALUT,0.01,0,0.01,0,0,0,953
09,Serveis Socials,327C,1600000,SEGURETAT SOCIAL. DESENVOLUPAMENT COMUNITARI,0.01,0,0.01,0,0,0,954
14,Serveis Personals,231,2269900,EDUCACIÓ AJUT LLIBRES I MATERIAL,19000,0,19000,0,0,0,955
10,Medi Ambient,1622B,2130000,CONSERVACIÓ MAQUINÀRIA,906.95,0,906.95,122.8,122.8,122.8,956
11,Societat del coneixement i informació,491P,2269900,ADM. ELECTRÒNICA I PLA DIRECTOR,6000,0,6000,517.27,517.27,517.27,957
09,Serveis Socials,231D,2269900,DROGODEPENDÈNCIES,0,6000,6000,420.75,420.75,0,958
09,Serveis Socials,311,1600000,SEGURETAT SOCIAL SALUT,7425.1,838.99,8264.09,5314.4,5314.4,5314.4,959
14,Serveis Personals,323D,1200600,EDUCACIÓ TRIENNIS 4 VENTS,754.32,36.99,791.31,544.4,544.4,544.4,960
12,Escola Bressol,323N,1210000,COMPLEMENT DESTINACIÓ NETEJA PREESCOLAR,4270.14,42.7,4312.84,2880.18,2880.18,2880.18,961
09,Serveis Socials,327C,2269900,PLANS DESENVOLUPAMENT COMUNITARI,32000,0,32000,13332.66,13332.66,13332.66,962
11,Societat del coneixement i informació,920,1200100,BÀSIQUES A2 ADM. GNAL .NOVES TECNOLOGIES,14417.36,8017.66,22435.02,11310.89,11310.89,11310.89,963
10,Medi Ambient,1622B,2140000,MANTENIMENT VEHICLES,4000,0,4000,638.24,638.24,638.24,964
09,Serveis Socials,231D,2269915,PLA DROGODEPENDENCIA ATERRA,0,78.68,78.68,0,0,0,965
14,Serveis Personals,320,1200100,EDUCACIÓ BÀSIQUES A2 ADM.GNAL.,12906.52,129.07,13035.59,9423.5,9423.5,9423.5,966
09,Serveis Socials,311,2269900,CENTRE ACOLLIDA ANIMALS,500,0,500,90.19,90.19,90.19,967
12,Escola Bressol,323N,1210100,COMPLEMENT ESPECÍFIC NETEJA PREESCOLAR,5390.64,53.91,5444.55,5134.1,5134.1,5134.1,968
11,Societat del coneixement i informació,920,1200300,BÀSIQUES C1 ADM. GNAL. NOVES TECNOLOGIES,29654.52,-6050.99,23603.53,21762.39,21762.39,21762.39,969
09,Serveis Socials,327I,1200100,BASIQUES A2 IMMIGRACIÓ,12906.53,129.06,13035.59,8082.91,8082.91,8082.91,970
14,Serveis Personals,323D,1210000,EDUCACIÓ COMPLEMENT DESTINACIÓ 4 VENTS,3955.42,39.55,3994.97,2853.6,2853.6,2853.6,971
10,Medi Ambient,1622B,2210300,COMBUSTIBLES I CARBURANTS,3000,0,3000,695.96,695.96,695.96,972
09,Serveis Socials,231D,2279900,EXTERNALITZACIÓ BUS,39182.16,0,39182.16,26121.44,26121.44,26121.44,973
12,Escola Bressol,323N,1500000,PRODUCTIVITAT NETEJA PREESCOLAR,700,630.72,1330.72,626.79,626.79,626.79,974
14,Serveis Personals,320,1200400,EDUCACIÓ BÀSIQUES C2 ADM.GNAL.,12567.87,-4105.5,8462.37,6046.98,6046.98,6046.98,975
09,Serveis Socials,311,4890000,CONVENI ASSOCIACIÓ FAMILIARS MALATS MENTALS,1740,0,1740,1740,870,870,976
10,Medi Ambient,1622B,2211000,PRODUCTES NETEJA,200,0,200,70.75,70.75,70.75,977
09,Serveis Socials,327I,1200114,BASIQUES A2 IMMIGRACIO,0,0,0,0,0,0,978
11,Societat del coneixement i informació,920,1200600,TRIENNIS ADM. GNAL NOVES TECNOLOGIES,4777.8,395.8,5173.6,3706.38,3706.38,3706.38,979
14,Serveis Personals,323D,1210100,EDUCACIÓ COMPLEMENT ESPECÍFIC 4 VENTS,7101.24,71.01,7172.25,5379.3,5379.3,5379.3,980
09,Serveis Socials,231D,4650000,CONSELL COMARCAL BAT,7273,0,7273,7273,0,0,981
12,Escola Bressol,323N,1510000,GRATIFICACIONS NETEJA,0.01,0,0.01,0,0,0,982
14,Serveis Personals,320,1200600,EDUCACIÓ TRIENNIS ADM.GNAL.,2547.89,-118.98,2428.91,1747.57,1747.57,1747.57,983
09,Serveis Socials,311,4890100,CONVENI ASSOCIACIÓ SORDS,3045,0,3045,3045,1522.5,0,984
09,Serveis Socials,327I,1200600,TRIENNIS IMMIGRACIÓ,1282.62,564.21,1846.83,1642.54,1642.54,1642.54,985
11,Societat del coneixement i informació,920,1210000,COMPLEMENT DESTINACIÓ ADM. GNAL. NOVES TECNOLOGIES,25727.8,2759.45,28487.25,19169.21,19169.21,19169.21,986
10,Medi Ambient,1622B,2269900,DESPESES DIVERSES DEIXALLERIA,25000,0,25000,10859.23,10859.23,9981.59,987
09,Serveis Socials,231D,4800014,PRESTACIONS ECON. INDIVIDUALS (dp),0,7124.64,7124.64,0,0,0,988
14,Serveis Personals,323D,1500000,EDUCACIÓ PRODUCTIVITAT 4 VENTS,700,0,700,524.97,524.97,524.97,989
14,Serveis Personals,320,1210000,EDUCACIÓ COMPLEMENT DESTINACIÓ ADM.GNAL.,14643.09,-1851.62,12791.47,9136.8,9136.8,9136.8,990
12,Escola Bressol,323N,1600000,SEGURETAT SOCIAL NETEJA PREESCOLAR,5224.64,50.3,5274.94,3112.02,3112.02,3112.02,991
09,Serveis Socials,327I,1200614,TRIENNIS IMMIGRACIO,0,0,0,0,0,0,992
11,Societat del coneixement i informació,920,1210100,COMPLEMENT ESPECÍFIC ADM. GNAL.NOVES TECNOLOGIES,54759.23,1481.33,56240.56,41905.01,41905.01,41905.01,993
10,Medi Ambient,1622B,2279900,TREBALLS ALTRES EMPRESES,18000,0,18000,14379.85,7549.88,7549.88,994
09,Serveis Socials,311,4890300,CONVENI AFADIP,1000,0,1000,0,0,0,995
14,Serveis Personals,323D,1510000,EDUCACIÓ GRATIFICACIONS 4 VENTS,0.01,0,0.01,0,0,0,996
14,Serveis Personals,320,1210100,EDUCACIÓ COMPLEMENT ESPECÍFIC ADM.GNAL.,18745.5,-3711.61,15033.89,11275.47,11275.47,11275.47,997
12,Escola Bressol,323R,2260600,REUNIONS I CONFERENCIES,220,-220,0,0,0,0,998
09,Serveis Socials,231D,4890000,CONVENI ADFO,3205.95,0,3205.95,0,0,0,999
09,Serveis Socials,327I,1210000,COMPLEMENT DESTINACIÓ IMMIGRACIÓ,6155.81,1053.33,7209.14,4667.64,4667.64,4667.64,1000
11,Societat del coneixement i informació,920,1500000,PRODUCTIVITAT ADM. GNAL.NOVES TECNOLOGIES,2800,100,2900,2900,2900,2900,1001
10,Medi Ambient,1622B,6230000,MAQUINARIA,0,0.01,0.01,0,0,0,1002
09,Serveis Socials,311,4890400,CONVENI OSONA CONTRA EL CANCER,600,0,600,0,0,0,1003
14,Serveis Personals,323D,1600000,EDUCACIÓ SEGURETAT SOCIAL 4 VENTS,5219,58,5277,3539.89,3539.89,3539.89,1004
14,Serveis Personals,320,1500000,EDUCACIÓ PRODUCTIVITAT ADM.GNAL.,1750,-350,1400,1049.94,1049.94,1049.94,1005
09,Serveis Socials,231D,4890200,CONVENI ST. TOMAS,7351,0,7351,7351,3675.5,3675.5,1006
12,Escola Bressol,323S,2269900,SORTIDES NENS I TEATRE,500,320,820,747.02,747.02,747.02,1007
11,Societat del coneixement i informació,920,1510000,GRATIFICACIONS ADM. GNAL.NOVES TECNOLOGIES,0.01,491.88,491.89,491.88,491.88,491.88,1008
09,Serveis Socials,327I,1210014,COMPLEMENT DESTINACIÓ IMMIGRACIÓ,0,0,0,0,0,0,1009
09,Serveis Socials,311,4892900,CONVENI TRANSF. GRUP DEFENSA ANIMALS OSONA,24800,0,24800,23385.39,23385.39,17539.05,1010
14,Serveis Personals,323D,2211000,EDUCACIÓ PRODUCTES NETEJA 4 VENTS,500,0,500,0,0,0,1011
14,Serveis Personals,320,1510000,EDUCACIÓ GRATIFICACIONS ADM.GNAL.,0.01,0,0.01,0,0,0,1012
10,Medi Ambient,1622B,6250000,MOBILIARI DEIXALLERIA,0,0.01,0.01,0,0,0,1013
13,Brigada,133A,2100600,SENYALITZACIÓ HORITZONTAL/PINTURA,12000,0,12000,8466.45,8466.45,8466.45,1014
09,Serveis Socials,327I,1210100,COMPLEMENT ESPECÍFIC IMMIGRACIÓ,7101.62,402.84,7504.46,7504.46,7504.46,7504.46,1015
11,Societat del coneixement i informació,920,1600000,SEGURETAT SOCIAL ADM. GNAL. NOVES TECNOLOGIES,35549.72,1317.7,36867.42,24534.09,24534.09,24534.09,1016
09,Serveis Socials,231DR,2269900,DROGODEPENDÈNCIES,2500,0,2500,2073.89,2073.89,2073.89,1017
10,Medi Ambient,1623A,2279900,CANON ABOCADOR ORIS,182000,0,182000,122196.79,122196.79,122196.79,1018
14,Serveis Personals,323D,2269900,EDUCACIÓ DESPESES DIVERSES 4 VENTS,300,0,300,0,0,0,1019
14,Serveis Personals,320,1600000,EDUCACIÓ SEGURETAT SOCIAL ADM.GNAL.,16361.83,-3191.72,13170.11,8963.8,8963.8,8963.8,1020
09,Serveis Socials,311,6230000,DESFRIBILADORS,0,6630.8,6630.8,6630.8,6630.8,6630.8,1021
09,Serveis Socials,327I,1210113,COMPLEMENT ESPECIFIC EDUCADOR CARRER,0,1679.57,1679.57,0,0,0,1022
11,Societat del coneixement i informació,920,2060000,LLOGUER EQUIPS INFORMÀTICS,5000.01,-1800,3200.01,0,0,0,1023
13,Brigada,133A,2100614,SENYALITZACIÓ HORTITZONTAL/PINTURA,0,0,0,0,0,0,1024
14,Serveis Personals,323D,2270000,EDUCACIÓ SERVEI NETEJA 4 VENTS,84979.44,0,84979.44,49571.34,49571.34,49571.34,1025
14,Serveis Personals,320,6250000,EDUCACIÓ MOBILIARI,0,0.01,0.01,0,0,0,1026
09,Serveis Socials,311A,2269900,RECOLLIDA I TRACTAMENT ANIMALS,1357,0,1357,598.29,598.29,598.29,1027
10,Medi Ambient,1623C,2279900,TRACTAMENT COMPOSTAGE FORM,128000,0,128000,87034.8,87034.8,87034.8,1028
09,Serveis Socials,327I,1210114,COMPLEMENT ESPECIFIC IMMIGRACIO,0,0,0,0,0,0,1029
09,Serveis Socials,231G,2269900,DESPESES GESTIÓ FONS COOPERACIÓ,1600,0,1600,0,0,0,1030
13,Brigada,133V,2100600,REPOSICIÓ SENYALITZACIÓ VERTICAL,1500,0,1500,380.61,380.61,380.61,1031
14,Serveis Personals,320,6290000,EDUCACIÓ ALTRES INVERSIONS,0,0.01,0.01,0,0,0,1032
10,Medi Ambient,163,2270000,NETEJA VIÀRIA,646054.54,0,646054.54,646054.54,373133.81,373133.81,1033
11,Societat del coneixement i informació,920,2130000,MANTENIMENT SAIS,9897.2,0,9897.2,393.25,393.25,393.25,1034
14,Serveis Personals,323D,4890100,EDUCACIÓ CONVENI SUBV. 4 VENTS,4300,0,4300,4300,2150,2150,1035
09,Serveis Socials,327I,1300100,HORES EXTRES IMMIGRACIÓ,0.01,0,0.01,0,0,0,1036
14,Serveis Personals,323,2210400,EDUCACIÓ VESTUARI CONSERGES,400,0,400,0,0,0,1037
09,Serveis Socials,311C,2269900,GESTIÓ AUS URBANES,6500,0,6500,4318.49,4318.49,4318.49,1038
