NOMBRE,UBICACION,OBJETO,TITULO,AUTOR,TEMA,MATERIALES,MEDIDAS
"JOP MUSEL 13","MUSEO.","LOCOMOTORA DE VAPOR.","JOP MUSEL 13","BABCOCK & WILCOX","","",""
"ARMARIO (1).","MUSEO.","ARMARIO PARA DOCUMENTACION.","ARMARIO (1).","","","",""
"ARMARIO (2).","MUSEO.","ARMARIO PARA DOCUMENTACION.","ARMARIO (2).","","","",""
"ARMARIO (3).","MUSEO.","ARMARIO PARA DOCUMENTACION.","ARMARIO (3).","","","",""
"ARMARIO (4).","MUSEO.","ARMARIO PARA DOCUMANTACION.","ARMARIO (4).","","","",""
"MOSTRADOR.","MUSEO.","MOSTRADOR CON PUERTAS Y CAJONES.","MOSTRADOR.","","","",""
"APARADOR DE TIPOS DE IMPRESORA","MUSEO.","ARMARIO PARA CLASIFICAR Y GUARDAR TIPOS.","APARADOR DE TIPOS DE IMPRESORA","","","",""
"MESA.","MUSEO.","MESA PARA PRECINTAR TACOS DE BILLETES.","MESA.","","","",""
"CARRO DE ANDEN.","MUSEO.","CARRO PARA TRANSPORTE DE EQUIPAJES.","CARRO DE ANDEN.","","","",""
"CARRETILLA DE ALMACEN (1).","MUSEO.","CARRETILLA DE RUEDA PEQUEÑA PARA ALMACEN.","CARRETILLA DE ALMACEN (1).","","","",""
"CARRETILLA DE ALMACEN (2).","MUSEO.","CARRETILLA DE RUEDA PEQUEÑA PARA ALMACEN.","CARRETILLA DE ALMACEN (2).","","","",""
"RAMPA PARA BOCOYES.","MUSEO.","RAMPA PARA SUBIR BOCOYES Y TONELES A LOS VAGONES.","RAMPA PARA BOCOYES.","","","",""
"EMPUJADOR DE VAGONES.","MUSEO.","PALANCA PARA MOVIMIENTO MANUAL DE VAGONES.","EMPUJADOR DE VAGONES.","","","",""
"LETRERO "DESPACHO DE BILLETES"","MUSEO.","LETRERO INFORMATIVO DE DEPENDENCIA.","LETRERO "DESPACHO DE BILLETES"","","","",""
"PIZARRA "RETRASO DE TRENES"","MUSEO.","PIZARRA INFORMATIVA.","PIZARRA "RETRASO DE TRENES"","","","",""
"CHAPAS DESTINO (23 UNID).","MUSEO.","CHAPAS DE ITINERIO DE TRENES.","CHAPAS DESTINO (23 UNID).","","","",""
"CALCES DE VIA (6 UNIDADES).","MUSEO.","INMOBILIZADORES DE MATERIAL RODANTE.","CALCES DE VIA (6 UNIDADES).","","","",""
"PERTIGA PUESTA A TIERRA.","MUSEO.","PERTIGA DE PUSETA A TIERRA.","PERTIGA PUESTA A TIERRA.","","","",""
"CAMILLA "EL ENTREGO".","MUSEO.","APARATO SANITARIO.","CAMILLA "EL ENTREGO".","","","",""
"GATO DE CREMALLERA.","MUSEO.","GATO DE IZADO DE M. M.","GATO DE CREMALLERA.","","","",""
"BASCULA "EL ENTREGO".","MUSEO.","ELEMENTO DE PESAJE.","BASCULA "EL ENTREGO".","CONSTRUCTORA MONTAÑESA.","","",""
"BOTIA","Museo del Pueblo de Asturias","BOTIA","","","Objeto doméstico-Industria láctea","Barro, esmalte","23,8x12x21,3x10,5"
"CAZUELA","Museo del Pueblo de Asturias","CAZUELA","","","Objeto doméstico","Barro","10x7x13"
"TARREÑA/ CAZUELA","Museo del Pueblo de Asturias","TARREÑA/ CAZUELA","","","Objeto doméstico","Barro","13x8x15"
"PUCHERO","Museo del Pueblo de Asturias","PUCHERO","","Alfar de José Vega","Objeto doméstico","Barro cocido","24x9x11,8"
"PUCHERO","Museo del Pueblo de Asturias","PUCHERO","","","Objeto doméstico","Barro cocido","23,3x9,8x12,3"
"QUESERA","Museo del Pueblo de Asturias","QUESERA","","","Objeto doméstico","Barro cocido","11,5x9,9x14,6"
"PUCHERO","Museo del Pueblo de Asturias","PUCHERO","","","Objeto doméstico","Barro cocido","27,3x11x19x13"
"BOTIJO DE PIXULIN","Museo del Pueblo de Asturias","BOTIJO DE PIXULIN","","","Objeto doméstico","Barro cocido","29x9,5x10"
"QUESERA","Museo del Pueblo de Asturias","QUESERA","","","Objeto doméstico","Barro cocido","15,2x7x15,2"
"JARRA /CANADA","Museo del Pueblo de Asturias","JARRA /CANADA","","","Objeto doméstico","madera","27,5x18x15,3 / Capacidad 5 L"
"JARRA","Museo del Pueblo de Asturias","JARRA","","","Objeto doméstico","madera","22,3x16x14,2"
"ARAMEÑA","Museo del Pueblo de Asturias","ARAMEÑA","","","Objeto doméstico","madera","8x13,2x30,5"
"TRILLADERA","Museo del Pueblo de Asturias","TRILLADERA","","","Objeto doméstico","Madera de castaño","11x12,7x34,7"
"DUERNO/FUENTE","Museo del Pueblo de Asturias","DUERNO/FUENTE","","","Objeto doméstico","Madera de castaño","8x15x10,5"
"DUERNO/FUENTE","Museo del Pueblo de Asturias","DUERNO/FUENTE","","","Objeto doméstico","Madera de castaño","13,9x24,5x48"
"FUENTE","Museo del Pueblo de Asturias","FUENTE","","","Objeto doméstico","Madera de castaño","15x19,7x40,5"
"PLATO","Museo del Pueblo de Asturias","PLATO","","","Objeto doméstico","Madera de castaño","6,6x10,5x26"
"GAXAPU","Museo del Pueblo de Asturias","GAXAPU","","","Oficios-  Agricultura","Madera de humero","23,5x7,5x5,5"
"GAXAPU","Museo del Pueblo de Asturias","GAXAPU","","","Oficios-  Agricultura","Madera de castaño","21,6x6,1x6,5"
"ESCUDILLA","Museo del Pueblo de Asturias","ESCUDILLA","","","Objeto doméstico","Madera de castaño","6,5x6,5x15"
"ARAMEÑA","Museo del Pueblo de Asturias","ARAMEÑA","","","Objeto doméstico","Madera de castaño","12,3x16x37,4"
"ARAMEÑA","Museo del Pueblo de Asturias","ARAMEÑA","","","Objeto doméstico","Madera de castaño","10x14x35"
"QUESERA","Museo del Pueblo de Asturias","QUESERA","","","Objeto doméstico-Industria láctea","Barro cocido","10,2x8,5x14,4"
"ESCUDILLA","Museo del Pueblo de Asturias","ESCUDILLA","","","Objeto doméstico","Madera","7x6,5x14,3"
"VOLVEDEIRA","Museo del Pueblo de Asturias","VOLVEDEIRA","","","Objeto doméstico","Madera","4,2x19,5"
"VOLVEDEIRA","Museo del Pueblo de Asturias","VOLVEDEIRA","","","Objeto doméstico","Madera","4,7x19,5"
"CACHU","Museo del Pueblo de Asturias","CACHU","","","Objeto doméstico-Vino","Madera","9x9,5x29,7"
"POTE","Museo del Pueblo de Asturias","POTE","","","Objeto doméstico","Barro cocido","28x9,5x29,7"
"TARREÑA/ CAZUELA","Museo del Pueblo de Asturias","TARREÑA/ CAZUELA","","","Objeto doméstico","Barro cocido","15x9x22"
"GAXAPU","Museo del Pueblo de Asturias","GAXAPU","","","Oficios-  Agricultura","Madera","22x10x7"
"PUCHERO","Museo del Pueblo de Asturias","PUCHERO","","","Objeto doméstico","Barro cocido","30x12x20"
"BOTIJO DE PIXULIN","Museo del Pueblo de Asturias","BOTIJO DE PIXULIN","","","Objeto doméstico-Agua","Barro cocido","25,7x11,3x15,3"
"MEDALLA  ESCOLAR","Museo del Pueblo de Asturias","MEDALLA  ESCOLAR","","","Objeto social","Acero sobredorado","4X2,7"
"MEDALLA  ESCOLAR","Museo del Pueblo de Asturias","MEDALLA  ESCOLAR","","","Objeto social","Acero sobredorado","4X3,5"
"MEDALLA  ESCOLAR","Museo del Pueblo de Asturias","MEDALLA  ESCOLAR","","","Objeto social","Acero sobredorado","3,5x2,5"
"MEDALLA  ESCOLAR","Museo del Pueblo de Asturias","MEDALLA  ESCOLAR","","","Objeto social","Acero sobredorado","4,5x4"
"MEDALLA  ESCOLAR","Museo del Pueblo de Asturias","MEDALLA  ESCOLAR","","","Objeto social","Acero sobredorado","4,5x4"
"MEDALLA  ESCOLAR","Museo del Pueblo de Asturias","MEDALLA  ESCOLAR","","","Objeto social","Acero sobredorado","4,5X3"
"EX-VOTO","Museo del Pueblo de Asturias","EX-VOTO","","","Objeto religioso","Cera","3,5x11,5x15"
"EX-VOTO","Museo del Pueblo de Asturias","EX-VOTO","","","Objeto religioso","Cera","15x6,5x5"
"EX-VOTO","Museo del Pueblo de Asturias","EX-VOTO","","","Objeto religioso","Cera","26x5x8,5"
"EX-VOTO","Museo del Pueblo de Asturias","EX-VOTO","","","Objeto religioso","Cera","4,5x7x10,5"
"EX-VOTO","Museo del Pueblo de Asturias","EX-VOTO","","","Objeto religioso","Cera","21,5x5x13"
"EX-VOTO","Museo del Pueblo de Asturias","EX-VOTO","","","Objeto religioso","Cera","14x45,x5"
"EX-VOTO","Museo del Pueblo de Asturias","EX-VOTO","","","Objeto religioso","Cera","19x7,5x4"
"EX-VOTO","Museo del Pueblo de Asturias","EX-VOTO","","","Objeto religioso","Cera","6x5x14,5"
"EX-VOTO","Museo del Pueblo de Asturias","EX-VOTO","","","Objeto religioso","Cera","16x6x63,5"
"CUCHARA","Museo del Pueblo de Asturias","CUCHARA","","","Objeto doméstico-Cocina","Madera","20x3,5x1,5"
"CUCHARA","Museo del Pueblo de Asturias","CUCHARA","","","Objeto doméstico-Cocina","Madera","17x3,5x1,5"
"CUCHARA","Museo del Pueblo de Asturias","CUCHARA","","","Objeto doméstico-Cocina","Madera","18,5x4,2x2"
"CUCHARA","Museo del Pueblo de Asturias","CUCHARA","","","Objeto doméstico-Cocina","Madera","16,5x3,5x1,5"
"CUCHARA","Museo del Pueblo de Asturias","CUCHARA","","","Objeto doméstico-Cocina","Madera","16x3,5x1,5"
"CUCHARA","Museo del Pueblo de Asturias","CUCHARA","","","Objeto doméstico-Cocina","Madera","17x3,5x1,5"
"CUCHARA","Museo del Pueblo de Asturias","CUCHARA","","","Objeto doméstico-Cocina","Madera","18x4x2"
"CUCHARA","Museo del Pueblo de Asturias","CUCHARA","","","Objeto doméstico-Cocina","Madera","17,5x4x2"
"CUCHARA","Museo del Pueblo de Asturias","CUCHARA","","","Objeto doméstico-Cocina","Madera","15x3,1x1,5"
"CUCHARA","Museo del Pueblo de Asturias","CUCHARA","","","Objeto doméstico-Cocina","Madera","17,5x4x2"
"CUCHARA","Museo del Pueblo de Asturias","CUCHARA","","","Objeto doméstico-Cocina","Madera","17,5x4x2"
"CUCHARA","Museo del Pueblo de Asturias","CUCHARA","","","Objeto doméstico-Cocina","Madera","17,5x4x2"
"CUCHARA","Museo del Pueblo de Asturias","CUCHARA","","","Objeto doméstico-Cocina","Madera","17x4x2"
"CUCHARA","Museo del Pueblo de Asturias","CUCHARA","","","Objeto doméstico-Cocina","Madera","17x3x1,5"
"CUCHARA","Museo del Pueblo de Asturias","CUCHARA","","","Objeto doméstico-Cocina","Madera","17x4,3x2"
"CUCHARA","Museo del Pueblo de Asturias","CUCHARA","","","Objeto doméstico-Cocina","Madera","18,5x4x2"
"CUCHARA","Museo del Pueblo de Asturias","CUCHARA","","","Objeto doméstico-Cocina","Madera","17,5x4x2"
"TELEFONO MESA P.M. V.A.","MUSEO.","TELEFONO DE MESA EN BAQUELITA.","TELEFONO MESA P.M. V.A.","STANDAR ELECTRICA, MADRID.","","",""
"PLACAS","MUSEO/OVIEDO (AMIGOS DEL FC ASTURIAS)","PLACA DE CONSTRUCCION","PLACAS","VARIOS.","","",""
"PLACAS","MUSEO/OVIEDO (AMIGOS DEL FC ASTURIAS)","PLACA DE CONSTRUCCION","PLACAS","VARIOS.","","",""
"VOLTIMETRO P.M. V.A.","MUSEO.","VOLTIMETRO PARA APARATOS DE PUESTO DE MANDO.","VOLTIMETRO P.M. V.A.","STANDAR ELECTRICA ?.","","",""
"TELEFONO MADERA SELECTIVO    3","MUSEO.","APARATO TELEFONICO.","TELEFONO MADERA SELECTIVO    3","STANDARD ELECTRICA.","","",""
"CAJA DE LLAVES DE LLAMADA.","MUSEO.","APARATO PARA COMUNICACIÓN TELEFONICA.","CAJA DE LLAVES DE LLAMADA.","STANDARD ELECTRICA.","","",""
"MODELOS SIA (VARIOS)","MUSEO.","MODELOS PARA FUNDICION EN MADERA","MODELOS SIA (VARIOS)","S.I.A. TALLERES","","","VARIABLES SEGUN PIEZA"
"MODELOS SIA: ESCAPE.","MUSEO.","MODELOS PARA FUNDICION EN MADERA","MODELOS SIA: ESCAPE.","S.I.A. TALLERES","","","VARIABLES SEGUN PIEZA"
"MODELOS SIA: CORAZON AGUJA   1","MUSEO.","MODELO PARA FUNDICION EN MADERA","MODELOS SIA: CORAZON AGUJA   1","S.I.A. TALLERES","","",""
"MODELOS SIA: CORAZON AGUJA   2","MUSEO.","MODELO PARA FUNDICION EN MADERA","MODELOS SIA: CORAZON AGUJA   2","S.I.A. TALLERES","","",""
"MODELOS SIA: TOPE.","MUSEO.","MODELO PARA FUNDICION EN MADERA","MODELOS SIA: TOPE.","S.I.A. TALLERES","","",""
"CUADRO "ADARO" FUSO.         1","MUSEO.","CUADRO DE MANIOBRA DE SEÑALES.","CUADRO "ADARO" FUSO.         1","ADARO (GIJON)","","",""
"CUADRO "ADARO" FUSO.         2","MUSEO.","CUADRO DE MANIOBRA DE SEÑALES.","CUADRO "ADARO" FUSO.         2","ADARO (GIJON)","","",""
"PANEL P.M. OVIEDO VA.","MUSEO.","PANEL PARA MANDO CENTRALIZADO DE TRENES.","PANEL P.M. OVIEDO VA.","","","","VID"
"LETRERO "ANDEN 1".","MUSEO.","LETRERO LUMINOSO.","LETRERO "ANDEN 1".","","","","VID"
"MICROFONO P.M. V.A.","MUSEO.","MICROFONO PARA COMUNICACION.","MICROFONO P.M. V.A.","","","","VID"
"TELEFONO PARED MAD.PEQUEÑO.  4","MUSEO.","APARATO TELEFONICO.","TELEFONO PARED MAD.PEQUEÑO.  4","STANDARD ELECTRICA.","","","VID"
"PALANCA ENCLAVAMIENTO "ADARO.","MUSEO.","PALANCA DE MANIOBRA DE AGUJAS.","PALANCA ENCLAVAMIENTO "ADARO.","ADARO S.A. GIJON","","","VID"
"+FARO DE SEÑAL VA DOS ASPECTOS","MUSEO.","FARO DE SEÑAL LUMINOSA ASPECTOS ROJO Y VERDE.","+FARO DE SEÑAL VA DOS ASPECTOS","ADARO S.A. GIJON","","","VID"
"+FARO DE SEÑAL FM UN ASPECTO.","MUSEO.","FARO DE SEÑAL LUMINOSA ASPECTOS ROJO.","+FARO DE SEÑAL FM UN ASPECTO.","ADARO S.A. GIJON*","","","VID"
"CAJA BOTIQUIN EA "NOREÑA".","MUSEO.","CAJA BOTIQUIN PORTATIL.","CAJA BOTIQUIN EA "NOREÑA".","","","","VID"
"TIRAFONDO NORTE.","MUSEO/OVIEDO (AMIGOS DEL FC ASTURIAS)","TIRAFONDO DE SUJECCION DE CARRILES.","TIRAFONDO NORTE.","","","","VID"
"TIRAFONDO HUNOSA.","MUSEO/OVIEDO (AMIGOS DEL FC ASTURIAS)","TIRAFONDO DE SUJECCION DE CARRILES.","TIRAFONDO HUNOSA.","","","","VID"
"TIRAFONDO RN.","MUSEO/OVIEDO (AMIGOS DEL FC ASTURIAS)","TIRAFONDO DE SUJECCION DE CARRILES.","TIRAFONDO RN.","","","","VID"
"ESCARPIA VA.","MUSEO/OVIEDO (AMIGOS DEL FC ASTURIAS)","ESCARPIA DE SUJECCION DE CARRILES.","ESCARPIA VA.","","","","VID"
"LETRAS EA Z-10.","MUSEO.","LETRAS DE DENOMINACION EN LATON.","LETRAS EA Z-10.","","","","VID"
"PLACA EA RAY 1 "CLASE BUTACA"","MUSEO/OVIEDO (AMIGOS DEL FC ASTURIAS)","PLACA DE CONSTRUCCION","PLACA EA RAY 1 "CLASE BUTACA"","","","","VID"
"LETRERO "SALIDA".","MUSEO."," ","LETRERO "SALIDA".","","","","VID"
"CONSOLA BILLETES RN","MUSEO.","CONSOLA PARA EMISION DE BILLETES POR ORDENADOR.","CONSOLA BILLETES RN","VID.","","",""
"PANERA","MUSEO.","LOCOMOTORA DE VAPOR.","PANERA","COCKERILL","","","PESO:"
"SOLVAY Nº 2","MUSEO.","LOCOMOTORA DE VAPOR.","SOLVAY Nº 2","HENSCHEL","","",""
"ALEGRIA","MUSEO.","LOCOMOTORA DE VAPOR.","ALEGRIA","ORENSTEIN y KOPPEL","","","4400 x 1400. PESO: 6.000 kg"
"SAF Nº 1","MUSEO.","LOCOMOTORA DE VAPOR.","SAF Nº 1","HENSCHEL","","","PESO MAXIMO: 26.000 Kgs."
"PLACA RODAPIE EA.","MUSEO","PLACA DE LATON FUNDIDO","PLACA RODAPIE EA.","EA","","",""
"PLACA EA 102","MUSEO","PLACA DE FUNDICION CON LEYENDA","PLACA EA 102","ALSTHOM?","","",""
"CORONEL ESTEBAN.","MUSEO.","LOCOMOTORA DE VAPOR.","CORONEL ESTEBAN.","MTM.","","",""
"FAT GRUA A VAPOR.","MUSEO.","GRUA A VAPOR AUTOPROPULSADA.","FAT GRUA A VAPOR.","FABRICA NACIONAL DE TRUBIA.","","",""
"FAT TRUK","MUSEO.","VAGON PLATAFORMA TRES EJES.","FAT TRUK","WARTLEY ANOUX","","","TARA: 6700 kg."
"FAT VOLQUETE BASCULA","MUSEO.","VAGONES DE CAJA BASCULANTE.","FAT VOLQUETE BASCULA","MIRAVALLES, PALENCIA E IBAIZABAL, TALL.","","","TARA: ENTRE 3500 Y 4150 KG."
"LINTERNA RENFE.","MUSEO.","LINTERNA DE SERVICIO FERROVIARIO.","LINTERNA RENFE.","","","",""
"ACEITERA PEQUEÑA (12).","MUSEO.","RECIPIENTE PARA ACEITE.","ACEITERA PEQUEÑA (12).","","","",""
"RELOJ "REGULATEUR".","MUSEO.","RELOJ DE BOLSILLO","RELOJ "REGULATEUR".","","","",""
"PASO A NIVEL MESON LA TABLA.","MUSEO.","BARRERAS Y ACCIONAMIENTO DE PASO A NIVEL.","PASO A NIVEL MESON LA TABLA.","SCHEIDT & BACHMANN (ALEMANIA).","","",""
"FAT HERRAMIENTAS V. Y O.","MUSEO.","HERRAMIENTAS PARA TRABAJO MANUAL EN VIA","FAT HERRAMIENTAS V. Y O.","","","",""
"HUNOSA Nº 3","MUSEO","LOCOMOTORA DIESEL","HUNOSA Nº 3","B&W/LICENCIA GE","","",""
"PATRON DE GALGA FAT.","MUSEO.","ELEMENTO DE VIAS Y OBRAS.","PATRON DE GALGA FAT.","FAT?","","",""
"PLANTILLA DE CAJEO FAT.","MUSEO.","ELEMENTO DE VIAS Y OBRAS.","PLANTILLA DE CAJEO FAT.","","","",""
"CADENA DE TIRO.","MUSEO.","CADENA PARA MOVER MATERIAL MOVIL.","CADENA DE TIRO.","FAT.","","",""
"SEÑAL DE PASO A NIVEL","MUSEO.","SEÑAL DE ANUNCIO DE PASO A NIVEL SIN GUARDAR.","SEÑAL DE PASO A NIVEL","","","",""
"RELOJ D BOLSILLO "ROSCOPF" (8)","MUSEO.","RELOJ DE BOLSILLO.","RELOJ D BOLSILLO "ROSCOPF" (8)","ROSKOPF.","","","75 X 53 X 18 (mm.)."
"ANTORCHA DE LUZ ROJA "RENFE"","MUSEO.","ANTORCHA PARA SEÑALES DE EMERGENCIA.","ANTORCHA DE LUZ ROJA "RENFE"","FABRICA NACIONAL DE LA MARAÑOSA (F.N.M.)","","","LARGO 690, DIAMETRO 45."
"GORRA FEVE.","MUSEO.","GORRA DE JEFE DE ESTACION.","GORRA FEVE.","FABRICA DE GORRAS ALCARAZ.","","",""
"SILBATO DE BOLA.","MUSEO.","SILBATO PARA SEÑALES.","SILBATO DE BOLA.","DALIA.","","",""
"PLACA COCHE TRASCANTABRICO.","MUSEO.","PLACA DE IDENTIFICACION.","PLACA COCHE TRASCANTABRICO.","","","",""
"ACEITERA "RENFE"             2","MUSEO.","RECIPIENTE PARA ACEITE.","ACEITERA "RENFE"             2","","","",""
"CLAVOS AÑO TRAVIESAS CP (9 UNID.)","MUSEO.","CLAVOS IDENTIFICACION AÑO TRATAMIENTO DE TRAVIESAS","CLAVOS AÑO TRAVIESAS CP (9 UNID.)","","","",""
"GUERRERA RENFE","MUSEO.","CHAQUETA DE UNIFORME.","GUERRERA RENFE","EL CORTE MILITAR. (MADRID).","","","TALLAJE PEQUEÑO."
"MAQUINA "HUGIN"","MUSEO.","MAQUINA IMPRESORA DE BILLETES.","MAQUINA "HUGIN"","HUGIN.","","",""
"COMPRESOR ATLAS","MUSEO.","COMPRESOR DE AIRE.","COMPRESOR ATLAS","ATLAS.","","",""
"BOMBA NEUMATICA","MUSEO.","BOMBA DE AGUA.","BOMBA NEUMATICA","WORTHINGTON (USA)","","",""
"MAQUINA NEUMATICA","MUSEO.","DESCONOCIDA.","MAQUINA NEUMATICA","","","",""
"MARTILLO PILON               3","MUSEO.","MAQUINA DE GOLPEO.","MARTILLO PILON               3","KRUPP.","","",""
"MARTILLO PILON               4","MUSEO.","MAQUINA DE GOLPEO.","MARTILLO PILON               4","","","",""
"CABRESTRANTE NEUMATICO","MUSEO.","MAQUINA DE ARRASTRE DE GRANDES PESOS.","CABRESTRANTE NEUMATICO","","","",""
"BOMBA CONTRAINCENDIOS AVILES","MUSEO.","BOMBA MANUAL CONTRAINCENDIOS SOBRE RUEDAS.","BOMBA CONTRAINCENDIOS AVILES","","","",""
"TIJERAS LAMPARERIA","MUSEO.","TIJERAS PARA SANEAR CABOS DE FAROLES.","TIJERAS LAMPARERIA","","","",""
"TARREÑA/ CAZUELA","Museo del Pueblo de Asturias","TARREÑA/ CAZUELA","","","Objeto doméstico","Barro cocido","16,8x9,6x19,5x11,5"
"PUCHERO","Museo del Pueblo de Asturias","PUCHERO","","","Objeto doméstico","Barro cocido","13,3x6,5x13x11,5"
"CAVEIRO","Museo del Pueblo de Asturias","CAVEIRO","","Alfar de Jesús Rodríguez (Llamas del Mouro)","Objeto doméstico","Barro","22,5x8x13x11,8"
"PLATO","Museo del Pueblo de Asturias","PLATO","","","Objeto doméstico","Barro cocido","4,5x13x17,5"
"ESCUDILLA","Museo del Pueblo de Asturias","ESCUDILLA","","","Objeto doméstico","Barro cocido","8x5x13"
"TONEL (XARRO)","Museo del Pueblo de Asturias","TONEL (XARRO)","","","Objeto doméstico","Barro cocido","26,5x28x7,4"
"PUCHERO","Museo del Pueblo de Asturias","PUCHERO","","","Objeto doméstico","Barro","19,2x9,1x15,5x10"
"JARRA","Museo del Pueblo de Asturias","JARRA","","","Objeto doméstico-Sidra","Barro","18x8,8x10"
"JARRA DE SIDRA","Museo del Pueblo de Asturias","JARRA DE SIDRA","","Alfar de Juan Fernández","Objeto doméstico-Sidra","Barro","15,3x6,3x10x8,7"
"JARRA","Museo del Pueblo de Asturias","JARRA","","","Objeto doméstico","Barro vidriado","10,5x4,6x8x7,6"
"PUCHERO","Museo del Pueblo de Asturias","PUCHERO","","","Objeto doméstico","Barro cocido","10,3x4,2x7,8x7,5"
"JARRA","Museo del Pueblo de Asturias","JARRA","","","Objeto doméstico","Barro vidriado","9,2x4,2x7x6,7"
"JARRA","Museo del Pueblo de Asturias","JARRA","","","Objeto doméstico","Barro vidriado","10x7,5x9"
"JARRA","Museo del Pueblo de Asturias","JARRA","","","Objeto doméstico","Barro vidriado","10,2x7,3x9"
"JARRA","Museo del Pueblo de Asturias","JARRA","","","Objeto doméstico","Barro vidriado","10,3x7,2x8"
"PUCHERO","Museo del Pueblo de Asturias","PUCHERO","","","Objetos  de ocio-Juegos","Barro cocido","11,3x4,7x8,4x5,5"
"JARRA","Museo del Pueblo de Asturias","JARRA","","","Objeto doméstico","Barro vidriado","18,6x9,5x14,3x10,5"
"PUCHERO","Museo del Pueblo de Asturias","PUCHERO","","","Objeto doméstico","Barro vidriado","15x9x11"
"CAZUELA","Museo del Pueblo de Asturias","CAZUELA","","","Objeto doméstico","Barro cocido","15x16,5x20,5"
"TAZON","Museo del Pueblo de Asturias","TAZON","","","Objeto doméstico","Barro vidriado","7,7x6x12"
"BOTIA","Museo del Pueblo de Asturias","BOTIA","","","Objeto doméstico-Industria láctea","Barro cocido","25x11,5x10,5"
"BOTÍA","Museo del Pueblo de Asturias","BOTÍA","","","Objeto doméstico-Industria láctea","Barro cocido","21x8,5x10,5"
"PUCHERO -OLLA","Museo del Pueblo de Asturias","PUCHERO -OLLA","","","Objeto doméstico","Barro cocido","21,5x9x10,5"
"BOTIJO DE PIXULIN","Museo del Pueblo de Asturias","BOTIJO DE PIXULIN","","","Objeto doméstico","Barro cocido","28,5x12,5x25"
"CAZUELA","Museo del Pueblo de Asturias","CAZUELA","","","Objeto doméstico","Barro cocido","20,5x2,5x17"
"CAZUELA","Museo del Pueblo de Asturias","CAZUELA","","","Objeto doméstico","Barro","16x10,5x17,5"
"JARRA","Museo del Pueblo de Asturias","JARRA","","","Objeto doméstico","Barro cocido","20,5x8x11"
"PUCHERO","Museo del Pueblo de Asturias","PUCHERO","","","Objeto doméstico","Barro cocido","21x8,8x10,5"
"QUESERA","Museo del Pueblo de Asturias","QUESERA","","","Objeto doméstico-Industria láctea","Barro cocido","18x9,8x16"
"JARRA","Museo del Pueblo de Asturias","JARRA","","","Objeto doméstico","Barro, esmalte"," 22x8,5x9"
"JARRA","Museo del Pueblo de Asturias","JARRA","","","Objeto doméstico","Barro cocido","19x8,9x14"
"BACIN","Museo del Pueblo de Asturias","BACIN","","","Objeto doméstico","Cerámica vidriada","13,5x8,5x19"
"CUCHARA","Museo del Pueblo de Asturias","CUCHARA","","","Objeto doméstico-Cocina","Madera","17x3,3x1,5"
"CUCHARA","Museo del Pueblo de Asturias","CUCHARA","","","Objeto doméstico-Cocina","Madera","18x4,5x2"
"CUCHARA","Museo del Pueblo de Asturias","CUCHARA","","","Objeto doméstico-Cocina","Madera","20,5x4,5x2"
"CUCHARA","Museo del Pueblo de Asturias","CUCHARA","","","Objeto doméstico-Cocina","Madera","17x4x2"
"BOQUIL DE BOTA","Museo del Pueblo de Asturias","BOQUIL DE BOTA","","","Objeto doméstico-Vino","Madera","4,5x4,7"
"RUECA","Museo del Pueblo de Asturias","RUECA","","","H y E -Oficios-Industria textil-lino","Madera","9x5"
"BOTELLA","Museo del Pueblo de Asturias","BOTELLA","","","Objeto Industrial","Vidrio","12,5x4"
"MARTILLO","Museo del Pueblo de Asturias","MARTILLO","","","H y E -Oficios- carpintero; madreñero; tornero...","Hierro","3,5x14,5x3,5"
"PLACA-ANUNCIO","Museo del Pueblo de Asturias","PLACA-ANUNCIO","",""La  Asturiana" . M- Pola","Objeto Industrial","Cerámica vidriada","34x50,5x2"
"PLACA-ANUNCIO","Museo del Pueblo de Asturias","PLACA-ANUNCIO","",""La  Asturiana" . M- Pola","Objeto Industrial","Cerámica vidriada","34x51x2,5"
"PLACA-ANUNCIO","Museo del Pueblo de Asturias","PLACA-ANUNCIO","",""La  Asturiana" . M- Pola","Objeto Industrial","Cerámica vidriada","17x26,5x2"
"VOLVEDEIRA","Museo del Pueblo de Asturias","VOLVEDEIRA","","","Objeto doméstico-Cocina","Madera","5x20,5x21,5"
"PLATO","Museo del Pueblo de Asturias","PLATO","","","Objeto doméstico-Cocina","Madera","6x30x28,5"
"CAJA / LATA (VARIOS)","Museo del Pueblo de Asturias","CAJA / LATA (VARIOS)","","","Objetos  de ocio","Cartón , madera","2,2x18,5x12"
"CALIBRE","Museo del Pueblo de Asturias","CALIBRE","","","H y E -Oficios-carpintero","Madera","56x19,5x4,5"
"MATAMOSCAS","Museo del Pueblo de Asturias","MATAMOSCAS","","","Objeto Industrial","Hojalata","17x46x12,2"
"RATONERA","Museo del Pueblo de Asturias","RATONERA","","","Objeto doméstico-Caza","Madera","24x47x13,5"
"GRIFO DE PIPA","Museo del Pueblo de Asturias","GRIFO DE PIPA","","","Objeto doméstico-Vino","Madera","12,5x20x9"
"GRIFO DE PIPA","Museo del Pueblo de Asturias","GRIFO DE PIPA","","","Objeto doméstico-Vino","Madera","10x20,5x6"
"GRIFO DE PIPA","Museo del Pueblo de Asturias","GRIFO DE PIPA","","","Objeto doméstico-Vino","Bronce","10,5x18x3"
