"INVENTARIO","NOMBRE","VIAL","CALLE","NUMERO","BAJA"
1819,"SOLAR CL. SANTIAGO TEJERA OSSAVARRY 70 (AGUAS S. ROQUE)","CALLE","SANTIAGO TEJERA OSSAVARRY","70","N"
1820,"PARCELA EN CALLE SANTANDER PARA VIAL (E)","CALLE","SANTANDER","","N"
1821,"CANCHAS DEPORTIVAS EN CASABLANCA III, CALLE ORINOCO","CALLE","ORINOCO","S/N","N"
1822,"SOLAR EN EL FONDILLO PARA VIAL (E)","CALLE","MAESTRO FCO. VICENTE GONZALEZ","","N"
1823,"SOLAR EN EL FONDILLO PARA VIAL (E)","CALLE","MAESTRO FCO. VICENTE GONZALEZ","","N"
1824,"CENTRO CIVICO EL POLVORIN","CALLE","SAN ANTONIO DE PADUA","","N"
1825,"MERCADO AGRICOLA DE SAN LORENZO","CARRETERA","GENERAL SAN LORENZO","","N"
1826,"HUERTO URBANO PARQUE DE LA MAYORDOMIA","CALLE","PINTOR NICOLAS MASSIEU","","N"
1827,"GRUPO DE 62 VIVIENDAS DE EL POLVORIN (QUEDAN 9)","CALLE","SAN JUAN DE DIOS","9","N"
1828,"PARCELA DE 1.206 M2 SISTEMA GENERAL SG-21","CALLE","NO VIAL","","N"
1829,"PARCELA DE 944,35 M2 SISTEMA GENERAL SG-21 (HOY PARTE G-46)","CALLE","NO VIAL","","N"
1830,"PARCELA DE 3.376,81 M2 SISTEMA GENERAL SG-21(HOY PARTE G-46)","CALLE","NO VIAL","","N"
1831,"CENTRO DE ATENCION DIURNA PARA MENORES CIUDAD ALTA","CALLE","FARMACEUTICO PEDRO RIVERO","S/N","N"
1832,"EQUIPAMIENTO DOTACIONAL EN EL LASSO","URBANIZACION","EL LASSO","","N"
1833,"LOCAL SOCIAL EN ISLA PERDIDA","CALLE","SIMON CANANEO","S/N","N"
1834,"PISCINA Y AREA DEPORTIVA EN EL PARQUE DE LAS REHOYAS","CARRETERA","DEL NORTE","S/N","N"
1835,"EQUIPAMIENTO CULTURAL EL MOLINO DE LAS MAGNOLIAS","CALLE","EL MOLINO TAFIRA","1","N"
1836,"CENTRO DE ATENCION DIURNA DE MENORES CASABLANCA III","CALLE","PARANA","S/N","N"
1837,"LOCAL SOCIAL LADERA ALTA","CALLE","MANUEL GALVAN RODRIGUEZ","","N"
1839,"ESCUELA DE EDUCACION INFANTIL DE TAMARACEITE ""LA SIRENITA""","CALLE","PINTOR JOSE JORGE ORAMAS","","N"
1842,"CAMPO DE FUTBOL PARQUE DE LA MAYORDOMIA (1)","CALLE","LOS CUARTELES","","N"
1843,"CAMPO DE FUTBOL PARQUE DE LA MAYORDOMIA (2)","CALLE","LOS CUARTELES","","N"
1844,"CANCHA DEPORTIVA PLAZA JUAN DEL RIO AYALA","PLAZA","JUAN DEL RIO AYALA","S/N","N"
1845,"CASA DE PLANTA BAJA DEMOLIDA EN EL N� 154 DE LA CL. ALBAREDA","CALLE","TENERIFE","SN","N"
1846,"CANCHA POLIDEPORTIVA Y OTRAS EN EL PARQUE DE LAS REHOYAS","CARRETERA","DEL NORTE","S/N","N"
1847,"CAMPO DE FUTBOL (1) DEL PARQUE DE LAS REHOYAS","CARRETERA","DEL NORTE","S/N","N"
1848,"CAMPO DE FUTBOL (2) DEL PARQUE DE LAS REHOYAS","CARRETERA","DEL NORTE","S/N","N"
1849,"TERRENO EN SAN NICOLAS, CALLE NILO, PARA VIAL","CALLE","NILO","2","N"
1850,"PARCELA EN SAN ANTONIO CR. DE MATA PARA ACCESOS Y VIALES","CARRETERA","DE MATA","14","N"
1851,"CENTRO DE ATENCION DIURNA PARA MENORES DEL CONO SUR","CALLE","ISAS","1","N"
1852,"FINCA 9255913 CAMPUS UNIVERSITARIO VEGA DE SAN JOSE","PASEO","BLAS CABRERA FELIPE ""FISICO""","","N"
1854,"PARCELA EDIFICABLE EN LA CALLE MOLINO DE VIENTO","CALLE","MOLINO DE VIENTO","14","N"
1855,"RESTO CESION ESPACIOS DE LA PATERNA","CALLE","NO VIAL","","N"
1856,"RESTO P.30  POL S 6  LA MINILLA - VIALES Y ZONA VERDE VIARIA","CALLE","PARAGUAY","","N"
1858,"HUERTO URBANO EN EL POLVORIN","CALLE","SANTA MARIA MICAELA","","N"
1859,"FRANJA DE TERRENO EN LA CALLE EL JARDINERO PARA VIAL (E)","CALLE","EL JARDINERO","","N"
1860,"CENTRO CIVICO Y CANCHA DEPORTIVA BARRANQUILLO DE DON ZOILO","CALLE","MAESTRO DANZA LORENZO GODOY","1","N"
1861,"CENTRO CIVICO SIETE PUERTAS","LUGAR","PALMA DE SIETE PUERTAS","20","N"
1862,"CENTRO CIVICO SOCIOCULTURAL POLIVALENTE LA PATERNA","PLAZA","NUEVA PATERNA","S/N","N"
1863,"CENTRO CIVICO SAN LORENZO","CALLE","CAMINO A CUEVAS DEL MONTE","1","N"
1864,"TERRENOS CESION EJERCITO EN LA LADERA DE SAN NICOLAS","CALLE","SIERRA NEVADA","S/N","N"
1866,"INMUEBLE EN CALLE OLOF PALME N� 4 PARA VIAL (E)","CALLE","OLOF PALME","4","N"
1867,"37 VIVIENDAS VPO REPOSICION CUARTERIA MATA - P1 EL POLVORIN","CALLE","LEON XIII","4--6","N"
1868,"PARCELA EN SAN ROQUE PARA ZONA VERDE VIARIA","CALLE","FLORINDA","67","N"
1869,"PARCELA EL-2 DE LA UA-08 VEGA DE SAN JOSE PGOU89","CALLE","PEDRO HIDALGO","","N"
1870,"PARCELA EL-3 DE LA UA-08 VEGA DE SAN JOSE PGOU89","CALLE","CANDELARIA DE LEON","","N"
1871,"PARCELA  A-D-C  DE LA UA-08 VEGA DE SAN JOSE PGOU89","CALLE","PARROCO JOSE C. QUINTANA SANC","","N"
1872,"PARCELA  E-D  DE LA UA-08 VEGA DE SAN JOSE PGOU89","CALLE","LA MORENA","","N"
1873,"PARCELA 8 SECTOR IV PLAN PARCIAL VEGA DE SAN JOSE.- CULTURAL","CALLE","ALICANTE","S/N","N"
1874,"INSTALACIONES DEPORTIVAS PARQUE ROMANO","JARDINES","ALONSO QUESADA","","N"
1875,"CANCHA DEPORTIVA INFANTIL SAN LORENZO","CARRETERA","GENERAL SAN LORENZO","","N"
1876,"CENTRO CULTURAL PEPE DAMASO","CALLE","BENECHARO","51","N"
1877,"TERRENOS EN ALBITURRIA, LOMO DE LA CRUZ,  PARA ACCESOS","CALLE","LOMO DE LA CRUZ","","N"
1878,"ESPACIOS LIBRES DE EDIFICACION URBANIZACION LAS TORRES (E)","URBANIZACION","LAS TORRES","","N"
1879,"PARCELA 932 POLIGONO DE JINAMAR - PASO PEATONAL (E)","LUGAR","60 VVDAS. EN JINAMAR","","N"
1880,"CANCHA DEPORTIVA EN LAS TORRES, PARQUE ESCRITOR ZAYAS VEGA","CALLE","MIMOSA","","N"
1881,"CANCHA DEPORTIVA EN LAS TORRES, PARQUE AGUSTIN DEL CASTILLO","CALLE","CAMELIA","","N"
1882,"CANCHA DEPORTIVA EN LAS TORRES, CALLE MIMOSA","CALLE","MIMOSA","","N"
1883,"PARCELA SOBRANTE DE LA PARCELA 84-B P.P. TAMARACEITE POL II","CALLE","TRANSVERSAL 4 GUAYABEROS","S/N","N"
1884,"INMUEBLE EN CALLE OLOF PALME 16 PARA VIAL (E)","CALLE","OLOF PALME","16","N"
1885,"LOCAL COMERCIAL CALLE MARIA AMADOR 16, BAJO IZDA.","CALLE","MARIA AMADOR","16","N"
1886,"APARCAMIENTO OFICINAS MUNICIPALES LEON Y CASTILLO 270","CALLE","LEON Y CASTILLO","270","N"
1887,"PARCELA SOCIAL B1 DE LA U.A. TH-1 LOS TARAHALES","CARRETERA","DE LOS TARAHALES","","N"
1888,"VIAL V1 DE LA U.A. TH-1 LOS TARAHALES","CARRETERA","DE LOS TARAHALES","","N"
1889,"VIAL V2 DE LA U.A. TH-1 LOS TARAHALES","CARRETERA","DE LOS TARAHALES","","N"
1890,"VIAL V3 DE LA U.A. TH-1 LOS TARAHALES","CARRETERA","DE LOS TARAHALES","","N"
1891,"VIAL V4 DE LA U.A. TH-1 LOS TARAHALES","CARRETERA","DE LOS TARAHALES","","N"
1892,"VIAL V5 DE LA U.A. TH-1 LOS TARAHALES","CARRETERA","DE LOS TARAHALES","","N"
1893,"VIAL V6 DE LA U.A. TH-1 LOS TARAHALES","CARRETERA","DE LOS TARAHALES","","N"
1894,"VIAL V7 DE LA U.A. TH-1 LOS TARAHALES","CARRETERA","DE LOS TARAHALES","","N"
1895,"INMUEBLE DE 424 M2 SISTEMA GENERAL SG-21 (HOY PARTE G-46)","CALLE","NO VIAL","","N"
1896,"PARCELA DE 257 M2 SISTEMA GENERAL SG-21 (HOY PARTE G-46)","CALLE","NO VIAL","","N"
1897,"TERRENO EN CALLE AZUAJE PARA VIAL (E)","CALLE","AZUAJE","S/N","N"
1898,"TERRENO EN SIETE PALMAS PARA VIAL","CALLE","AZUAJE","S/N","N"
1899,"BIBLIOTECA PUBLICA JOSEFINA DE LA TORRE","PLAZA","FERNANDO ORTIZ WIOT, ALCALDE","S/N","N"
1900,"PARCELA DEL CENTRO DEPORTIVO DE LA CICER","CALLE","SECRETARIO PADILLA","","N"
1902,"HUERTO URBANO SIETE PALMAS","CALLE","LAS BORRERAS","","N"
1903,"ESTACION DE BOMBEO DE BRAVO MURILLO","JARDINES","MUELLE LAS PALMAS","","N"
1904,"CONJUNTO ASCENSOR Y ESCALERA MECANICA CALLE MIGUEL SERVET","CALLE","MIGUEL SERVET","","N"
1905,"CONJUNTO ASCENSOR Y ESCALERAS MECANICAS PLAZA LOMO VERDEJO","CALLE","LOMO VERDEJO","S/N","N"
1906,"CONJUNTO ESCALERAS MECANICAS CL INGENIERO JOSE BOSCH SINTES","CALLE","INGENIERO JOSE BOSCH Y SINTES","S/N","N"
1907,"CONJUNTO ESCALERAS MECANICAS CALLE MICAELITA PEREZ VIZCAINO","ESCALINATA","MICAELITA PEREZ VIZCAINO","","N"
1908,"ASCENSOR CALLE OBISPO ROMO","CALLE","PARROCO VILLAR REINA","S/N","N"
1909,"CANCHA DEPORTIVA EN LADERA ALTA","CALLE","MANUEL GALVAN RODRIGUEZ","","N"
1910,"CANCHA DEPORTIVA EN LOS TARAHALES, CALLE ALTO DE LOS LEONES","CALLE","ALTO DE LOS LEONES","","N"
1911,"COMPLEJO DEPORTIVO LA PRESA o  EL TANQUE (P.HIDALGO-LASSO)","CALLE","PEDRO HIDALGO","","N"
1912,"CAMPO DE FUTBOL EL LASSO (1)","CARRETERA","CIUDAD SAN JUAN DE DIOS","","N"
1913,"CAMPO DE FUTBOL EL LASSO (2)","CARRETERA","CIUDAD SAN JUAN DE DIOS","S/N","N"
1914,"CANCHA DEPORTIVA EN LA MINILLA","CALLE","PINTOR JUAN GUILLERMO","S/N","N"
1915,"CANCHA DEPORTIVA EN LOMO VERDEJO","CALLE","LOMO VERDEJO","S/N","N"
1916,"TERRENO EN EL RINCON PARA ALREDEDORES AUDITORIO (E)","PASEO","DE LAS CANTERAS","","N"
1917,"SOLAR EN CR DE MATA PARA ACCESOS AL BARRIO DEL POLVORIN","CARRETERA","DE MATA","16","N"
1918,"SOLAR CL. PARROCO M. ARTILES 21 PARA E.L. Y VIAL (E)","CALLE","PARROCO MATIAS ARTILES","21","N"
1919,"SOLAR EN SAN NICOLAS CL NILO S/N ESQUINA NOGAL 33- VIAL (E)","CALLE","NILO","39","N"
1920,"SOLAR EN SAN NICOLAS CALLE NILO 39 PARA AMPLIACION VIAL (E)","CALLE","NILO","37--39","N"
1921,"TERRENOS EN EL LASSO, FINCA REGISTRAL 7007-A","CALLE","NO VIAL","","N"
1922,"TERRENOS EN EL LASSO, PARTE DEL RESTO FINCA REGISTRAL 7007-B","CARRETERA","CIUDAD SAN JUAN DE DIOS","","N"
1923,"TERRENOS EN EL LASSO, FINCA 54647 (SEG. DE REGISTRAL 13998)","CARRETERA","CIUDAD SAN JUAN DE DIOS","","N"
1924,"TERRENOS EN EL LASSO, FINCA REGISTRAL 54648","CARRETERA","CIUDAD SAN JUAN DE DIOS","","N"
1925,"TERRENO EN EL LASSO, FINCAS, PARTES 54649-9896-9898","CARRETERA","CIUDAD SAN JUAN DE DIOS","","N"
1926,"TERRENO EN TENOYA PARA E.L. SOCIAL, CULTURAL, SS Y VIAL","CALLE","EL MOLINO TENOYA","S/N","N"
1927,"PARCELA EN CALLE SANTANDER PARA VIAL (E)","CALLE","SANTANDER","","N"
1928,"SOLAR EN LA ISLETA, CALLE TECEN PARA AMPLIACION VIAL","CALLE","TECEN","167","N"
1929,"TERRENO EN SAN FRANCISCO DE PAULA PARA VIAL (E)","CALLE","ARQUITECTO MANUEL LEON FALCON","7","N"
1930,"TERRENO EN EL FONDILLO VARIOS USOS","CALLE","MAESTRO FCO. VICENTE GONZALEZ","59","N"
1931,"TERRENO EN EL FONDILLO PARA VIAL","CALLE","MAESTRO FCO. VICENTE GONZALEZ","59","N"
1932,"SOLAR EN SAN NICOLAS CALLE NILO PARA VIAL (E)","CALLE","NILO","35","N"
1933,"TERRENO RUSTICO EN TRES PALMAS (1)","CALLE","NO VIAL","","N"
1934,"TERRENO RUSTICO EN TRES PALMAS (2)","CALLE","NO VIAL","","N"
1935,"SOBRANTE DE VIA PUBLICA EN TENOYA, CALLE ZUMAQUE","CALLE","ZUMAQUE","","N"
1936,"RESTO PROMOCION 904 VIVIENDAS REHOYAS. CESION PATRONATO FF","CALLE","VIRGEN DE LORETO","","N"
1937,"RESTO PROMOCION 500 VIVIENDAS REHOYAS. CESION PATRONATO FF","CALLE","MONTEJURRA","","N"
1938,"RESTO PROMOCION 1072 VIVIENDAS REHOYAS. CESION PATRONATO FF","CALLE","VIRGEN DE LAS ANGUSTIAS","","N"
1939,"RESTO PROMOCION 50 VIVIENDAS TAMARACEITE.CESION PATRONATO FF","CALLE","SAN GABRIEL","","N"
1940,"RESTO PROMOCION 304 VIV. TAMARACEITE. CESION PATRONATO FF","CALLE","FRAY LUIS DE LEON","","N"
1941,"PARCELA 70 (DD)  PLAN PARCIAL CIUDAD DEL CAMPO REMODELADO","CARRETERA","DE TEROR","S/N","N"
1942,"PARCELA 71 (DC1)  PLAN PARCIAL CIUDAD DEL CAMPO REMODELADO","PEATONAL","MARCOS MARTIN ARTILES, POETA","S/N","N"
1943,"PARCELA 72 (DC2)  PLAN PARCIAL CIUDAD DEL CAMPO REMODELADO","PEATONAL","MARCOS MARTIN ARTILES, POETA","S/N","N"
1944,"PARCELA 73  PLAN PARCIAL CIUDAD DEL CAMPO REMODELADO","CARRETERA","DE TEROR","S/N","N"
1945,"TERRENO EN CIUDAD DEL CAMPO PROCED. DE CONVENIO URBANISTICO","CALLE","NO VIAL","","N"
1946,"TERRENO EN CASABLANCA I PARA VIAL","CALLE","DEBUSSY","S/N","N"
1947,"PASARELA PEATONAL SOBRE LA GC-1, AL SUR DEL ARSENAL","CALLE","LEON Y CASTILLO","367","N"
1955,"CANCHA DEPORTIVA EN LA PATERNA","CALLE","ATAULFO ARGENTA","S/N","N"
1956,"PARCELA HOTELERA EN EL RINCON","AVENIDA","PRINCIPE DE ASTURIAS","S/N","N"
1957,"OFICINAS DE SALUD PUBLICA CALLE AGUADULCE","CALLE","AGUADULCE","21","N"
1958,"EQUIPAMIENTO TEMATICO EN LA PATERNA - CEMELPA","CALLE","TUNERILLAS","S/N","N"
1959,"TERRENO EN EL RINCON PARA SISTEMA GENERAL 6","CARRETERA","DEL RINCON","29","N"
1962,"PARCELA RELIGIOSA PLAN PARCIAL SECTOR 5 POL. I LAS TORRES","CALLE","ARCHIVERO JOAQUIN BLANCO M.","S/N","N"
1963,"VIAL PRIMERO PLAN PARCIAL SECTOR 5 POL. I LAS TORRES","CALLE","ARCHIVERO JOAQUIN BLANCO M.","S/N","N"
1964,"VIAL SEGUNDO PLAN PARCIAL SECTOR 5 POL. I LAS TORRES","CALLE","DR. JULIO BARRY RODRIGUEZ","S/N","N"
1967,"CANCHA DEPORTIVA EN TAMARACEITE, CALLE SAN MATIAS","CALLE","SAN MATIAS","S/N","N"
1968,"FRANJA DE TERRENO EN CR. A MARZAGAN P.K.7.600 PARA VIAL","CARRETERA","MARZAGAN","S/N","N"
1969,"HUERTO URBANO EL LASSO","URBANIZACION","EL LASSO","S/N","N"
1972,"23 VIVIENDAS CR. TAMARACEITE-PARCELA RESIDENCIAL M4","CARRETERA","GENERAL A TAMARACEITE","","N"
1973,"PARCELA PARA ESPACIO LIBRE EN CARRETERA TAMARACEITE","CARRETERA","GENERAL A TAMARACEITE","","N"
1974,"PARCELA CULTURAL EN CASABLANCA III, CALLE LOMO DE LA CRUZ","CALLE","LOMO DE LA CRUZ","","N"
1975,"PARCELA 51-ESTE  SECTOR 4 POLIGONO II DE TAMARACEITE","CALLE","ACUARELISTA COMAS QUESADA","","N"
1976,"SOBRANTE VIA PUBLICA CALLE SECRETARIO PADILLA 3-OLOF PALME","CALLE","SECRETARIO PADILLA","3","N"
1977,"INMUEBLE EN EL RINCON PARA SISTEMA GENERAL 6","CALLE","GUARELA","","N"
1978,"INMUEBLE EN EL RINCON PARA SISTEMA GENERAL 6","CARRETERA","DEL RINCON","","N"
1979,"INMUEBLE EN EL RINCON PARA SISTEMA GENERAL 6","CARRETERA","DEL RINCON","","N"
1980,"PARCELA EN LOMO BLANCO PARA VIAL, FONDO DE SACO","CALLE","PUENTE","S/N","N"
1981,"PARCELA DE APARCAMIENTOS EN LA ISLETA","CALLE","NO VIAL","","N"
1982,"SOLAR DEL INSTITUTO NUEVA ISLETA (EDIFICIO NO MUNICIPAL)","CALLE","CORONEL ROCHA","S/N","N"
1983,"POLIDEPORTIVO JESUS TELO - LA ISLETA","CALLE","CORONEL ROCHA","S/N","N"
1984,"RESTO TERRENOS CONVENIO ISLETA ALTA","CALLE","CORONEL ROCHA","S/N","N"
1985,"VIALES RODADOS DE LA URBANIZACION CIUDAD DEL CAMPO","CALLE","NO VIAL","","N"
1986,"VIALES PEATONALES DE LA URBANIZACION CIUDAD DEL CAMPO","CALLE","NO VIAL","","N"
1987,"TERRENO EN LOMO VERDEJO PARA VIAL (E)","CALLE","LOMO VERDEJO","S/N","N"
1988,"TERRENO EN LAS MESAS PARA VIAL, CALLE EL SALINERO  (E)","CALLE","EL SALINERO","S/N","N"
1989,"PARCELA 1 PLANO 2 CONVENIO CASILLAS DE LA VEGA, VIAL (E)","AVENIDA","DE LA DEMOCRACIA","S/N","N"
1990,"TERRENO EN EL SALTO DEL NEGRO, CL. GUANABOA, PARA UZI-13","CALLE","GUANABOA","S/N","N"
1991,"PARCELA COMERCIAL EN CASABLANCA I","CALLE","DEBUSSY","S/N","N"
1992,"CASTILLO DE LA LUZ Y PABELLON ANEXO","PLAZA","DEL CASTILLO DE LA LUZ","S/N","N"
1993,"SOLAR VEGUETA CL. RAMON Y CAJAL - ESPACIO LIBRE/APARCAMIENTO","CALLE","RAMON Y CAJAL","4","N"
1994,"RESTO ESPACIOS ENTRE BLOQUES EL BATAN  (ESCALERAS, PLAZAS)","CALLE","NO VIAL","","N"
1995,"TERRENO EN LA MONTA�ETA, CL. ISLA DE MONTA�A CLARA PARA VIAL","CALLE","ISLA DE MONTA�A CLARA","14","N"
1996,"TERRENO EN EL BARRANCO DE LA BALLENA PARA SISTEMA GENERAL","CALLE","GUSTAVO J. NAVARRO NIETO","S/N","N"
1997,"PARCELA SOCIAL 6-A PLAN PARCIAL SAN LAZARO - LA PALMA","CALLE","LOMO LA PLANA","","N"
1999,"VIVIENDA CL. SAN MATIAS 11 - 2 D","CALLE","SAN MATIAS","11","N"
2000,"VIVIENDA CL. SAN VALENTIN 2 - 4 D","CALLE","SAN VALENTIN","2","N"
2001,"VIVIENDA CL. FRAY LUIS DE LEON 6 - 1 D","CALLE","FRAY LUIS DE LEON","6","N"
2002,"VIVIENDA CL. FRAY LUIS DE LEON 8 - 2 D","CALLE","FRAY LUIS DE LEON","8","N"
2003,"VIVIENDA CL. SAN JUAN DE AVILA 13 - 1 IZ","CALLE","SAN JUAN DE AVILA","13","N"
2004,"VIVIENDA CL. SAN MATIAS 9 - 4 D","CALLE","SAN MATIAS","9","N"
2005,"VIVIENDA CL. SAN VALENTIN 4 - 2 I","CALLE","SAN VALENTIN","4","N"
2006,"VIVIENDA CL. SAN JUAN DE AVILA 21 - 3 I","CALLE","SAN JUAN DE AVILA","21","N"
2007,"VIVIENDA CL. SAN DANIEL 14 - 3 D","CALLE","SAN DANIEL","14","N"
2008,"VIVIENDA CL. SAN GABRIEL 6 - 1 I","CALLE","SAN GABRIEL","6","N"
2009,"VIVIENDA CL. SAN DANIEL 2 - 3 D (DEMOLIDA)","CALLE","SAN DANIEL","2","N"
2010,"VIVIENDA CL. SAN JUAN DE AVILA 11 - 4D","CALLE","SAN JUAN DE AVILA","11","N"
2011,"VIVIENDA CL. SAN DANIEL 4 - 2D (DEMOLIDA)","CALLE","SAN DANIEL","4","N"
2012,"VIVIENDA CL. SAN JUAN DE AVILA 27 - 3I","CALLE","SAN JUAN DE AVILA","27","N"
2013,"VIVIENDA CL. SAN JUAN DE AVILA 25 - 1D","CALLE","SAN JUAN DE AVILA","25","N"
2014,"VIVIENDA CL. SAN MATIAS 3 - 3D","CALLE","SAN MATIAS","3","N"
2015,"VIVIENDA CL. SAN DANIEL 8 - 1D (DEMOLIDA)","CALLE","SAN DANIEL","8","N"
2016,"VIVIENDA CL. SAN JUAN DE AVILA 15 - 1 D","CALLE","SAN JUAN DE AVILA","13","N"
2017,"VIVIENDA CL. SAN JUAN DE AVILA 27 - 2 D","CALLE","SAN JUAN DE AVILA","27","N"
2018,"VIVIENDA CL. SAN MATIAS 2 - 3 I","CALLE","SAN MATIAS","2","N"
2019,"VIVIENDA PASEO DE LOS MARTIRES 122 - 1 D","PASEO","DE LOS MARTIRES","122","N"
2020,"VIVIENDA PASEO DE LOS MARTIRES 116, 3 I","PASEO","DE LOS MARTIRES","116","N"
2021,"VIVIENDA CL. SAN MATIAS 13 - 4 D","CALLE","SAN MATIAS","13","N"
2022,"VIVIENDA CL. FRAY LUIS DE LEON 8, 3 D","CALLE","FRAY LUIS DE LEON","8","N"
2023,"VIVIENDA CL. DAN DANIEL 10, 4 I (DEMOLIDA)","CALLE","SAN DANIEL","10","N"
2024,"VIVIENDA PASEO DE LOS MARTIRES 118, 2 I","PASEO","DE LOS MARTIRES","118","N"
2025,"PARCELA DEPORTIVA 2 PLAN PARCIAL SAN LAZARO- LA PALMA","CALLE","HOYA DEL ENAMORADO","S/N","N"
2026,"PARCELA B FINCA DE MATA- VIAL","CARRETERA","DE MATA","S/N","N"
2027,"SOLAR CULTURAL EN LOMO BLANCO","CALLE","ANA MARIA MARGENAT","24D","N"
2028,"LOCAL SOCIAL EN LAS 148 VIVIENDAS REPOSICION DEL POLVORIN","CALLE","RAFAELA MANRIQUE","6","N"
2029,"TERRENO EN URBANIZACION MONTELUZ","CALLE","ESCULTOR JUAN JAEN DIAZ","","N"
2030,"PARQUE URBANO DE GUANARTEME, CON HUERTO URBANO","CALLE","PORTUGAL","15","N"
2031,"SOLAR EN SAN JOSE, CL. SAN FCO. JAVIER PARA VIAL","CALLE","SAN FRANCISCO JAVIER","","N"
2032,"VIAL RUSTICO DE ACCESO AL COLECTOR DE CIUDAD ALTA","CALLE","CRUZ DE PIEDRA","","N"
2033,"PARCELA CL. HUERTO DE LOS OLVOS, PILETAS, PARA VIAL","CALLE","HUERTO DE LOS OLIVOS","24","N"
2034,"ANTIGUA TUTORIA DE JOVENES PARQUE DE LA MAYORDOMIA","CALLE","PINTOR NICOLAS MASSIEU","S/N","N"
2035,"SOLAR EN SCHAMANN , CALLE MARIUCHA","CALLE","MARIUCHA","2","N"
2036,"TERRENO RUSTICO (DT), RESTO ADQUISICION COLEGIO ASTURIAS","PASEO","JOSE RIVERO DOMINGUEZ","","N"
2037,"TERRENO RUSTICO (ZL), RESTO ADQUISICION COLEGIO ASTURIAS","LUGAR","COSTA AYALA","","N"
2038,"PARCELA EN GUANARTEME PARA PASEO DE LAS CANTERAS","CALLE","PIZARRO","S/N","N"
2039,"SOLAR EN CARRETERA DE MATA 18 PARA ACCESOS AL POLVORIN","CARRETERA","DE MATA","18","N"
2040,"LOCAL EN LAS 8 VIVIENDAS DE LA GALERA","CALLE","LOS GUAYABEROS","2","N"
2041,"PARCELA DE SERVICIO PUBLICO AREA DE DESARROLLO A-2 (JINAMAR)","AVENIDA","SANTA RITA DE CASIA","S/N","N"
2042,"SOLAR CULTURAL EN EL POLVORIN","CALLE","LEON XIII","1","N"
2043,"FRANJA DE TERRENO EN EL TOSCON PARA VIAL","CALLE","EL TAXISTA","S/N","N"
2044,"LOCAL CALLE HENRY DUNANT PARA ESPACIO LIBRE (PARA DERRUIR)","CALLE","HENRY DUNANT","26","N"
2046,"SOLAR EN BARRANQUILLO DON ZOILO PARA ESPACIO LIBRE","CALLE","DOCTOR EUSTASIO QUEVEDO","55D","N"
2047,"PISTA DE PATINAJE Y CANCHA DEPORTIVA EN SAN TELMO","PLAZA","DE LOS ESCRITORES","","N"
2048,"HUERTO URBANO DE JINAMAR, PARQUE DE LAS EDADES","CALLE","SIN NOMBRE 4 POL. JINAMAR","","N"
2049,"CANCHA DEPORTIVA EN MILLER BAJO","CALLE","CALZADA LATERAL DEL NORTE","S/N","N"
2050,"TERRENO EN PEDRO HIDALGO PARA VIAL","CALLE","SANTANDER","S/N","N"
2051,"SOLAR EN CALLE CARVAJAL 55 PARA ESPACIO LIBRE","CALLE","CARVAJAL","55","N"
2052,"SOLAR EN ALTAVISTA, CL. EUSTASIO QUEVEDO PARA ESPACIO LIBRE","CALLE","DOCTOR EUSTASIO QUEVEDO","56","N"
2053,"SOBRANTE DE VIA PUBLICA EN ALTAVISTA, CL. ECHEGARAY 10","CALLE","ECHEGARAY","10","N"
2055,"CANCHAS DEPORTIVAS EN EL RINCON","PASEO","DE LAS CANTERAS","","N"
2056,"FRANJA DE TERRENO EN SAN JOSE CALLE ALCANTARA PARA VIAL (E)","CALLE","ALCANTARA","","N"
2057,"ANTIGUO TORREON SUMINISTRO ELECTRICO PLAZA N.S. DE LOS REYES","PLAZA","NUESTRA SRA DE LOS REYES","","N"
2058,"FRANJA DE TERRENO PARA EQUIPAMIENTO DEPORTIVO Y VIAL","CALLE","ALAMO","S/N","N"
2059,"CANCHA DEPORTIVA EN SAN NICOLAS DE BARI","CALLE","SAN NICOLAS DE BARI","5","N"
2060,"TERRENO EN COSTA AYALA, CALLE BARRANCO DE TAURO, PARA VIAL","CALLE","BARRANCO DE TAURO","S/N","N"
2061,"SOBRANTE DE VIA PUBLICA EN PASEO CAYETANO DE LUGO","PASEO","CAYETANO DE LUGO","11","N"
2062,"PARCELA EDUCATIVA EN JINAMAR","LUGAR","504 VVDAS. EN JINAMAR","","N"
2063,"PARCELA SERVICIOS SOCIALES EN JINAMAR","URBANIZACION","POLIGONO JINAMAR, FASE III","","N"
2064,"INTERCAMBIADOR DE TRANSPORTE PZ. INGENIERO MANUEL BECERRA","PLAZA","INGENIERO MANUEL BECERRA","S/N","N"
2065,"INMUEBLE EN CARRETERA DE TAFIRA ALTA PARA VIAL","CARRETERA","DE TAFIRA ALTA (GC-111)","112","N"
2067,"SOLAR EN ALTAVISTA, CL. DR. EUSTASIO QUEVEDO 64, PARA E.L.","CALLE","DOCTOR EUSTASIO QUEVEDO","64","N"
2068,"SOLAR EN ALTAVISTA, CL. ECHEGARAY 9, PARA ESPACIO LIBRE","CALLE","ECHEGARAY","9","N"
2069,"VIVIENDA 20 BLOQUE 3, 1D, GRUPO SAN JOSE, ZARATE","CALLE","SABINO BERTHELOT","22","N"
