"INVENTARIO","NOMBRE","DESCRIPCION"
546,"DIBUJO ACUARELA -COLLAGE ABSTACTO","PEQUE�O CUADRO ACRILICO SOBRE PAPEL TIPO COLLAGE. AUTOR: JOSE ANTONIO GARCIA ALVAREZ"
547,"CHICA EN MOVIMIENTO","PINTURA SOBRE TABLEX, REPRESENTANDO UNA CHICA DE PIE CON BICICLETA EN UN PAISAJE URBANO. AUTOR: RODRIGO COLINA GONZALEZ"
548,"CONSTRUCCION UNO","PINTURA SOBRE LIENZO REPRESENTANDO DE FORMA LIBRE UNA ESCENA CON UNA PISCINA, UN VOLADIZO Y ARBOLES AL FONDO. AUTOR: NOEMI MEDINA PULIDO. MEDIDAS. 99 X 99 CM"
549,"VITRINA DE LA ALCALDIA","VITRINA DE DOS PUERTAS REALIZADA CON MADERA Y CRISTAL. EST� DECORADA MEDIANTE MARQUETER�A DE FORMA GEOM�TRICA QUE DIBUJA UN FRISO EN LA PARTE ALTA."
550,"LA ESPIRAL, NATURALEZA, SIMBOLOGIA Y COSMOS","CUADRO DE LA SERIE DE GRABADOS DENOMINADA ""LA ESPIRAL, NATURALEZA, SIMBOLOGIA Y COSMOS"", AGUAFUERTE SOBRE PAPEL. MEDIDAS 74 X 74 CM. AUTOR: MARTIN CHIRINO. 2005"
551,"LA ESPIRAL, NATURALEZA, SIMBOLOGIA Y COSMOS","CUADRO DE LA SERIE DE GRABADOS DENOMINADA ""LA ESPIRAL, NATURALEZA, SIMBOLOGIA Y COSMOS"", AGUAFUERTE SOBRE PAPEL. MEDIDAS 74 X 74 CM. AUTOR: MARTIN CHIRINO. 2005"
552,"LA ESPIRAL, NATURALEZA, SIMBOLOGIA Y COSMOS","CUADRO DE LA SERIE DE GRABADOS DENOMINADA ""LA ESPIRAL, NATURALEZA, SIMBOLOGIA Y COSMOS"", AGUAFUERTE SOBRE PAPEL. MEDIDAS 74 X 74 CM. AUTOR: MARTIN CHIRINO. 2005"
553,"LA ESPIRAL, NATURALEZA, SIMBOLOGIA Y COSMOS","CUADRO DE LA SERIE DE GRABADOS DENOMINADA ""LA ESPIRAL, NATURALEZA, SIMBOLOGIA Y COSMOS"", AGUAFUERTE SOBRE PAPEL. MEDIDAS 74 X 74 CM. AUTOR: MARTIN CHIRINO. 2005"
554,"ANTIGUO MEDIDOR DE LA CAJA DE RECLUTAS DEL AYUNTAMIENTO","APARATO ANTIGUAMENTE UTILIZADO PARA MEDIR A LOS RECLUTAS EN LA CAJA DEL AYUNTAMIENTO. UN VASTAGO DE HIERRO CON PEANA DE MADERA Y ELEMENTOS DE LATON"
555,"LLAVES DE LA CIUDAD DE LAS PALMAS DE GRAN CANARIA","TRES LLAVES EN ORO DE 18 KILATES EN FORMA DE PALMA FORMANDO UN BUCLE EN LA PARTE SUPERIOR. AUTOR: MANOLO GONZALEZ"
556,"VISTA DE LAS CANTERAS","VISTA DE LAS CANTERAS CON MAREA BAJA. AUTOR: MARTIN MADERA"
557,"""532 FLORES PARA LAS PALMAS DE GRAN CANARIA""","9 PEQUE�OS CUADROS RECTANGULARES de 20 x 50 cm. CON EL DIBUJO DE UNA FLOR CADA UNO. OLEO SOBRE LIENZO. FLORES NUMERADAS DEL 507 AL 508 Y DEL 520 AL 526. AUTOR: FERNANDO ALAMO.  n� 522, 523 y 525 en Alcald�a  -  n� 521, 524 y 526 en despacho de la Direcci�n General de Presidencia y Seguridad  -  n� 507, 508 y 520 en despacho Concejal Urbanismo . A�O 2010"
558,"CARACOL SONORO","SERIGRAFIA (285/400)   REPRESENTANDO UNA ESPIRAL DE COLORES. AUTOR : PEPE DAMASO 2006"
559,"EL VIENTO (85) ESPIRAL DE LA ROSA","CAJA DE BRONCE PATINADO EN NEGRO CON ESCULTURA EN FORMA DE ESPIRAL, CON 12 GRABADOS: LA ESPIRAL. NATURALEZA, SIMBOLOGIA Y COSMOS (COLOCADOS EN LA PARED). AGUAFUERTE SOBRE PAPEL PAPERKI. AUTOR: MARTIN CHIRINO 2005"
560,"CARNET (REINA DEL VIENTO)","FIGURA ABOCETADA. TECNICA MIXTA SOBRE PAPEL CANSON. MEDIDAS 126 CM X  152,5 CM. PESO APROX. 20KG. AUTOR: MARTIN CHIRINO 1998"
561,"CARNET (REINA DEL VIENTO)","FIGURA ABOCETADA. TECNICA MIXTA SOBRE PAPEL CANSON. MEDIDAS 126 CM X  152,5 CM. PESO APROX. 20KG. AUTOR: MARTIN CHIRINO 1998"
562,"ALFAGUARA (15) / TRABAJO PREVIO","ESPIRAL DE HIERRO FORJADO SOBRE PEANA DE ACERO INOXIDABLE. AUTOR: MARTIN CHIRINO. MEDIDAS: 96,5 ALTO X 50 CM ANCHO X 26 CM FONDO"
563,"HOMENAJE A LA MUSICA III. CANTE DE LA MINA","ESCULTURA ABSTACTA EN FORMA DE ESPIRAL IRREGULAR, EN BRONCE. MEDIDAS 11 CM X  41,5 CM X 18 CM. PESO APROX. 5KG. AUTOR: MARTIN CHIRINO 2010"
564,"A ORILLAS DEL SAN JUAN - COLONIA - URUGUAY","ACUARELA SOBRE PAPEL, REPRESENTANDO UN ALBOL EN TONOS VERDES Y TERROSOS. MARCO PLATEADO Y PASSEPARTOUT MARFIL. AUTOR: PERLA MEDEIROS. MEDIDAS: 41 CM X 31 CM."
565,"INTERCAMBIADOR","VISTA DEL INTERCAMBIADOR DE LA PLAZA DE CANARIAS. ACRILICO SOBRE LIENZO. MEDIDAS: 120 X 100 CM. AUTOR: CRISTOBAL LEON GARC IA"
566,"SIN TITULO","CUADRO ABSTRACTO EN VIVOS COLORES. ACRILICO SOBRE LIENZO. MEDIDAS:      117 X 97 CM CON MARCO BLANCO 7 CM. AUTOR: DAVID RODRIGUEZ RODRIGUEZ"
567,"VIDA, PASION Y MUERTE DE UNA PALMERA (SERIGRAFIAS)","CONJUNTO DE CUATRO SERiGRAFIAS (NUMERACION 40/300), REPRODUCCION DE UN MURAL DIVIDIDO IGUALMENTE EN CUATRO PARTES, INSTALADO EN EL HOTEL SANTA CATALINA. MEDIDAS, 31 x 37 CM CADA UNA. AUTOR: PEPE DAMASO 2015"
568,"VIDA, PASION Y MUERTE DE UNA PALMERA (MURAL)","MURAL COMPUESTO POR CUATRO PANELES, REALIZADO EN OLEO SOBRE LIENZOS DE ---- X ------ METROS. EN LOS CUATRO PANELES FIGURA UNA PALMERA Y UNA FIGURA HUMANA, QUE VAN CAMBIADO DE COLOR Y POSICION A LO LARGO DE ELLOS. AUTOR: PEPE DAMASO 2015"
569,"MI PATRIA ES UNA ROCA III","ESCULTURA DE FORMA SEMIESFERICA EN HIERRO FORJADO PATINADO OXIDO-CERA, CON UNA CRUZ TROQUELADA EN SU PARTE SUPERIOR. MEDIDAS 130 X 130 X 70 CM. AUTOR: MARTIN CHIRINO 2006"
570,"GUI�OS DESDE MI ORILLA","OBRA SOBRE TABLEX. DIBUJO A LINEA EN TINTA NEGRA SOBRE FONDE DE COLLAGE DE HOJAS DE DICCIONARIOS ANTIGUOS. AUTOR: RAFAEL MORENO-TAPIA RIVAS. MEDIDAS: 127 X 87 CM INCLUIDO MARCO  (3,5 CM)"
