TIPO,EJERCICIO,ECONÓMICO,ABREVIADA,DESCRIPCIÓN
"G",2015,"34100","INTERESES DE FIANZAS","INTERESES DE FIANZAS"
"G",2015,"35","Int demora y otros gastos fros.","Intereses de demora y otros gastos financieros."
"G",2015,"352","Intereses de demora","Intereses de demora"
"G",2015,"35200","INTERESES DE DEMORA","INTERESES DE DEMORA"
"G",2015,"353","Operaciones de intercambio fro","Operaciones de intercambio financiero"
"G",2015,"35300","INT OP INTERCAMBIO FRO","INTERESES POR OPERACIONES DE INTERCAMBIO FINANCIERO DE INTERESES EN EUROS"
"G",2015,"35301","INT OP INTERCB FRO MDA DIST E","INTERESES POR OPERACIONES DE INTERCAMBIO FINANCIERO DE INTERESES EN MONEDA DISTINTA AL EURO"
"G",2015,"35302","DIF NEG CAMBIO OP INTERC FRO MON DTA E","DIFERENCIAS NEGATIVAS DE CAMBIO POR OPERACIONES DE INTERCAMBIO FINANCIERO EN MONEDA DISTINTA AL EURO"
"G",2015,"35303","POR GTOS FORMZ OP INTERCAMBIO FRO","POR GASTOS DE FORMALIZACION DE OPERACIONES DE INTERCAMBIO FINANCIERO"
"G",2015,"35304","PDAS CANCELACION OP INTERCAMBIO FRO","POR PERDIDAS EN LA CANCELACION OPERACIONES DE INTERCAMBIO FINANCIERO"
"G",2015,"357","Ejecución de avales","Ejecución de avales"
"G",2015,"35700","EJECUCION DE AVALES","EJECUCION DE AVALES"
"G",2015,"358","Intr op. arrendamiento fro (""leasing"")","INTERESES POR OPERACIONES DE ARRENDAMIENTO FINANCIERO (LEASING)"
"G",2015,"35800","INT OP ARRENDAMIENTO FRO(LEASING)","INTERESES POR OPERACIONES DE ARRENDAMIENTO FINANCIERO (LEASING)"
"G",2015,"359","Otros gastos financieros","Otros gastos financieros"
"G",2015,"35900","OTROS GASTOS FINANCIEROS","OTROS GASTOS FINANCIEROS"
"G",2015,"35901","OTROS GTOS FROS REDONDEO Ç","OTROS GASTOS FINANCIEROS POR REDONDEO DEL EURO"
"G",2015,"4","TRANSFERENCIAS CORRIENTES","TRANSFERENCIAS CORRIENTES"
"G",2015,"40","A la Admón Gral de la Entidad Local","A la Administración General de la Entidad Local"
"G",2015,"400","A la Admón Gral de la Entidad Local","A la Administración General de la Entidad Local"
"G",2015,"40000","TRANSF. CORRIENTES AL AYTO MALAGA","TRANSF. CORRIENTES AL AYUNTAMIENTO DE MALAGA"
"G",2015,"41","A Organismos Autón. de la Entidad Local","A Organismos Autónomos de la Entidad Local"
"G",2015,"410","A Organismos Autón.de la Entidad Local","A Organismos Autónomos de la Entidad Local"
"G",2015,"41000","TRANSF. CTES A OO AA  DEL AYTO MALAGA","TRANSF. CORRIENTES A OO AA DEPENDIENTES DEL AYTO DE  MALAGA"
"G",2015,"42","A la Administración del Estado","A la Administración del Estado"
"G",2015,"420","A la Admón Gral del Estado","A la Administración General del Estado"
"G",2015,"42000","TRANSF CTES A ADMON  GRAL DEL ESTADO","TRANSFERENCIAS CORRIENTES A LA ADMINISTRACION GENERAL DEL ESTADO"
"G",2015,"421","A OO.AA. y Agencias  Estatales","A Organismos Autónomos Y Agencias  Estatales"
"G",2015,"42100","TRANSF CTES SERV PUBLICO EMPLEO ESTATAL","TRANSFERENCIAS CORRIENTES AL SERVICIO PUBLICO DE EMPLEO ESTATAL"
"G",2015,"42110"," TRANSF CTES A OTROS OO. AA.","TRANSFERENCIAS CORRIENTES A OTROS ORGANISMOS AUTONOMOS"
"G",2015,"422","A Fundaciones estatales","A Fundaciones estatales"
"G",2015,"42200"," TRANSF CTES A FUND ESTATALES","TRANSFERENCIAS CORRIENTES A FUNDACIONES ESTATALES"
"G",2015,"423","A sdes mrc, ee pp ee y otros oo públicos","A SOCIEDADES MERCANTILES ESTATALES, ENTIDADES PUBLICAS EMPRESARIALES Y OTROS ORGANIMOS PUBLICOS"
"G",2015,"42300","SUBV PARA FOMENTO EMPLEO","SUBV. A SDES. MERCANTILES ESTATALES, EE. PUBL. EMPRESARIALES Y O. OO. PUBLICOS ESTATALES PARA EL FOM"
"G",2015,"42310","SUBV PARA  BONIF INT Y P SEGUROS","SUB. A SDES. MERCANTILES ESTATALES, EE. PUBL. EMP.Y O. OO. PUBL. ESTATALES PARA BONIFICACION DE INTE"
"G",2015,"42320","SUBV PARA REDUCIR PRECIO A PAGAR CONSUM","SUBV. A SDES. MERCAN. ESTATALES, EE. PUBLICAS EMPR. Y O. OO. PUBL. ESTATALES PARA REDUCIR EL PRECIO"
"G",2015,"42390","OTRAS SUBVENCIONES","OTRAS SUBV. A SDADES. MERCANTILES ESTATALES, ENTIDADES PUBLICAS EMPRESARIALES Y OTROS ORGANISMOS PUB"
"G",2015,"43","A la Seguridad Social","A la Seguridad Social"
"G",2015,"430","A la Seguridad Social","A la Seguridad Social"
"G",2015,"43000","TRANSF. CORRIENTES A LA SEGURIDAD SOCIAL","TRANSFERENCIAS CORRIENTES A LA SEGURIDAD SOCIAL"
"G",2015,"44","A ee.pp.y sdes de la Entidad Local","A ENTES PúBLICOS Y SOCIEDADES MERCANTILES DE LA ENTIDAD LOCAL"
"G",2015,"440","Subvenciones para fomento del empleo","Subvenciones para fomento del empleo"
"G",2015,"44000","SUBV. CTES  PARA FOMENTO DEL EMPLEO","SUBVENCIONES CORRIENTES A ENTES PUBLICOS Y SDADES MERCANT. MPLES. DESTINADAS PARA EL FOMENTO DEL EMP"
"G",2015,"441","Subv bonif int y p seguros","SUBVENCIONES PARA BONIFICACIóN DE INTERESES Y PRIMAS DE SEGUROS"
"G",2015,"44100","SUBV CTES PARA BONIF INT Y P SEGUROS","SUBV. CORRIENTES A ENTES PUBLICOS Y SOCIEDADES MERCANT. MPALES. DESTINADAS PARA LA BONIFICACION DE I"
"G",2015,"442","Subv para reducir precio a pagar consum","SUBVENCIONES PARA REDUCIR EL PRECIO A PAGAR POR LOS CONSUMIDORES"
"G",2015,"44200","S CTES PARA REDUCIR PRECIO PAGAR CONSUM","SUBV. CORRIENTES A ENTES PUBLICOS Y SOCIEDADES MERCANTILES MUNICIPALES DESTINADAS PARA REDUCIR EL PR"
"G",2015,"449","Otras subvenciones","OTRAS SUBVENCIONES A ENTES PúBLICOS Y SOCIEDADES MERCANTILES DE LA ENTIDAD LOCAL"
"G",2015,"44900","OTRAS SUBV. CTES","OTRAS SUBVENCIONES CORRIENTES A ENTES PUBLICOS Y SOCIEDADES MERCANTILES MUNICIPALES"
"G",2015,"45","A Comunidades Autónomas","A Comunidades Autónomas"
"G",2015,"450","A la Admón Gral  CC. AA","A LA ADMINISTRACIóN GENERAL DE LAS COMUNIDADES AUTóNOMAS"
"G",2015,"45000","TRANSF CTES A ADMON GRAL JUNTA ANDALUCIA","TRANSFERENCIAS CORRIENTES A LA ADMINISTRACION GENERAL DE LA JUNTA DE ANDALUCIA"
"G",2015,"451","A OO. AA y AA de las CC.AA.","A ORGANISMOS AUTóNOMOS Y AGENCIAS DE LAS COMUNIDADES AUTóNOMAS"
"G",2015,"45100","T CTES A OO AA Y AGENCIAS DE JANDALUCIA","TRANSF. CORRIENTES A OO AA  Y AGENCIAS DEPENDIENTES DE LA JUNTA DE ANDALUCIA"
"G",2015,"452","A Fundaciones de las CC.AA.","A Fundaciones de las Comunidades Autónomas"
"G",2015,"45200","T CTES A FUNDACIONES DE J ANDALUCIA","TRANSFERENCIAS CORRIENTES A FUNDACIONES DE LA JUNTA DE ANDALUCIA"
"G",2015,"453","A sdes, EE.PP.EE y otros OO.PP. CC.AA.","A SOCIEDADES MERCANTILES, ENTIDADES PúBLICAS EMPRESARIALES Y OTROS ORGANISMOS PUBLICOS DEPENDIENTES"
"G",2015,"45300"," SUBV PARA FOMENTO DEL EMPLEO","SUBV. A SDES.MERCANTILES, EE. PUBL. EMPRESARIALES Y O. OO. PUBL. DEPENDIENTES DE JUNTA ANDALUCIA PAR"
"G",2015,"45310"," SUBV PARA BONIF INT Y P SEGUROS","SUBV. A SDES. MERCANTILES, EE.PUBL. EMPRES. Y O. OO.PUBL. DEPENDIENTES DE J. ANDALUCIA PARA BONIFICA"
"G",2015,"45320"," SUBV PARA REDUCIR PRECIO PAGAR CONSUM","SUBV. A SS.MERCANTILES, EE.PUB. EMPRES. Y O. OO. PUB. DEPENDEINTES J. ANDALUCIA DESTINADAS PARA REDU"
"G",2015,"45390","OTRAS SUBVENCIONES","OTRAS SUBVENCIONES A SOCIEDADES MERCANTILES, ENT. PUBLICAS EMPRESARIALES Y O. ORGANISMOS PUBLICOS DE"
"G",2015,"46","A Entidades Locales","A Entidades Locales"
"G",2015,"461","A Diputaciones, Consejos o C insul.","A Diputaciones, Consejos o Cabildos insulares"
"G",2015,"46100","T CORRIENTES A DIPUTACION  PROVINCIAL","TRANSFERENCIAS CORRIENTES A LA DIPUTACION PROVINCIAL"
"G",2015,"462","A Ayuntamientos","A Ayuntamientos"
"G",2015,"46200","T CORRIENTES A OTROS AYUNTAMIENTOS","TRANSFERENCIAS CORRIENTES A OTROS AYUNTAMIENTOS"
"G",2015,"463","A Mancomunidades","A Mancomunidades"
"G",2015,"46300","T CORRIENTES A MANCOMUNIDADES","TRANSFERENCIAS CORRIENTES A MANCOMUNIDADES"
"G",2015,"464","A Áreas Metropolitanas","A Áreas Metropolitanas"
"G",2015,"46400","T CORRIENTES A AREAS METROPOLITANAS","TRANSFERENCIAS CORRIENTES A AREAS METROPOLITANAS"
"G",2015,"465","A Comarcas","A Comarcas"
"G",2015,"46500","T CORRIENTES A COMARCAS","TRANSFERENCIAS CORRIENTES A COMARCAS"
"G",2015,"466","A otras EE. que agrupen Municipios","A otras Entidades que agrupen Municipios"
"G",2015,"46600","T CTES A OTRAS EE. AGRUPEN MUNICIPIOS","TRANSFERENCIAS CORRIENTES A OTRAS ENTIDADES QUE AGRUPEN MUNICIPIOS"
"G",2015,"467","A Consorcios","A Consorcios"
"G",2015,"46700","T CORRIENTES A CONSORCIOS","TRANSFERENCIAS CORRIENTES A CONSORCIOS"
"G",2015,"468","A Entidades Locales Menores","A Entidades Locales Menores"
"G",2015,"46800","T CORRIENTES A EE. LL. MENORES","TRANSFERENCIAS CORRIENTES A ENTIDADES LOCALES MENORES"
"G",2015,"47","A Empresas privadas","A Empresas privadas"
"G",2015,"470","Subvenciones  para fomento del empleo","Subvenciones  para fomento del empleo"
"G",2015,"47000","SUBV A EE. PRIVADAS PARA FOMENTO EMPLEO","SUBVENCIONES A EMPRESAS PRIVADAS DESTINADAS PARA FOMENTO DEL EMPLEO"
"G",2015,"471","Sub bonif int y p seguros","SUBVENCIONES PARA BONIFICACIóN DE INTERESES Y PRIMAS DE SEGUROS"
"G",2015,"47100","SUBV PARA BONIF INT Y P SEGUROS","SUBVENCIONES A EMPRESAS PRIVADAS DESTINADAS PARA LA BONIFICACION DE INTERESES Y PRIMAS DE SEGUROS"
"G",2015,"472","Subv reducir precio pagar consum","SUBVENCIONES PARA REDUCIR EL PRECIO A PAGAR POR LOS CONSUMIDORES"
"G",2015,"47200"," SUBV PARA REDUCIR PRECIO PAGAR CONSUM","SUBVENCIONES A EMPRESAS PRIVADAS DESTINADAS PARA REDUCIR EL PRECIO A PAGAR POR LOS CONSUMIDORES"
"G",2015,"479","Otras subvenciones a Empresas privadas","Otras subvenciones a Empresas privadas"
"G",2015,"47900","OTRAS SUBVENCIONES A EMPRESAS PRIVADAS","OTRAS SUBVENCIONES A EMPRESAS PRIVADAS"
"G",2015,"48","A Familias e Insti sin fines de lucro","A Familias e Instituciones sin fines de lucro"
"G",2015,"480","Atenciones beneficas y asistenciales","Atenciones beneficas y asistenciales"
"G",2015,"48000","ATENCIONES BENEFICAS Y ASISTENCIALES","ATENCIONES BENEFICAS Y ASISTENCIALES"
"G",2015,"481","Premios, becas y pens. estudio e invest","PREMIOS, BECAS Y PENSIONES DE ESTUDIO E INVESTIGACION"
"G",2015,"48100","PREMIOS, BECAS Y PENS.ESTUDIO E INVEST","PREMIOS, BECAS Y PENSIONES DE ESTUDIO E INVESTIGACIóN"
"G",2015,"489","Otras t ctes familias e inst sin f.lucro","OTRAS TRANSFERENCIAS CORRIENTES A FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO"
"G",2015,"48900","OTRAS T.CTES FAMILIAS E INST SIN F.LUCRO","OTRAS TRANSFERENCIAS CORRIENTES A FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO"
"G",2015,"49","Al exterior","Al exterior"
"G",2015,"490","Transferencias corrientes al exterior","Transferencias corrientes al exterior"
"G",2015,"49000","T CORRIENTES AL EXTERIOR","TRANSFERENCIAS CORRIENTES AL EXTERIOR"
"G",2015,"5","FONDO CONTINGENCIA Y OTROS IMPREVISTOS","FONDO DE CONTINGENCIA Y OTROS IMPREVISTOS"
"G",2015,"50","DOTACIóN AL FONDO DE CONTINGENCIA","DOTACIóN AL FONDO DE CONTINGENCIA DE EJECUCIóN PRESUPUESTARIA"
"G",2015,"500","","FONDO DE CONTINGENCIA DE EJECUCIóN PRESUPUESTARIA. ARTíCULO 31 LEY ORGáNICA 2/2012, DE ESTABILIDAD P"
"G",2015,"5000","","FONDO DE CONTINGENCIA Y OTROS IMPREVISTOS"
"G",2015,"50000","FONDO DE CONTINGENCIA DE EJECUCION PRESU","FONDO DE CONTINGENCIA DE EJECUCIóN PRESUPUESTARIA."
"G",2015,"6","INVERSIONES REALES","INVERSIONES REALES"
"G",2015,"60","Inv nueva infr y b destinados uso gral","INVERSIóN NUEVA EN INFRAESTRUCTURA Y BIENES DESTINADOS AL USO GENERAL"
"G",2015,"600","Inversiones en terrenos","Inversiones en terrenos"
"G",2015,"60000","INVERSION NUEVA EN TERRENOS","INVERSION NUEVA EN TERRENOS"
"G",2015,"609","Otras inv nuevas infr y bienes uso gral","OTRAS INVERSIONES NUEVAS EN INFRAESTRUCTURAS Y BIENES DESTINADOS AL USO GENERAL"
"G",2015,"60900","OTRAS INV NUEVAS INFR Y BIENES USO GRAL","OTRAS INVERSIONES NUEVAS EN INFRAESTRUCTURA Y BIENES DESTINADOS AL USO GENERAL"
"G",2015,"61","Inv rep infr y bienes uso gral","INVERSIONES DE REPOSICIóN EN INFRAESTRUCTURA Y BIENES DESTINADOS AL USO GENERAL"
"G",2015,"610","Inversiones en terrenos","Inversiones en terrenos"
"G",2015,"61000","INV REPOSICION EN TERRENOS","INVERSIONES DE REPOSICION EN TERRENOS"
"G",2015,"619","Otras inv rep infr y bienes uso gral","OTRAS INVERSIONES DE REPOSICION EN INFRAESTRUCTURAS Y BIENES DESTINADOS AL USO GENERAL"
"G",2015,"61900","OTRAS INV REP INFR Y BIENES USO GRAL","OTRAS INV. DE REPOSICION EN INFRAESTRUCTURAS Y BIENES DESTINADOS AL USO GENERAL"
"G",2015,"62","Inv nueva asoc func operativo servicios","INVERSIóN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS"
"G",2015,"621","Terrenos y bienes naturales","Terrenos y bienes naturales"
"G",2015,"62100","INV NUEVA FUNC SERV TERRENOS Y B NTRLES","INV. NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS EN TERRENOS Y BIENES NATURALES"
"G",2015,"622","Edificios y otras construcciones","Edificios y otras construcciones"
"G",2015,"62200","INV NUEVA FUNC SERV EDIF Y OTRAS CONSTR","INV. NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS EN EDIFICIOS Y OTRAS CONSTRUCCIONES"
"G",2015,"623","Maquinaria, inst técnicas y utillaje","Maquinaria, instalaciones  técnicas y utillaje"
"G",2015,"62300","INV NUEVA FUNC SERV MAQ, INST Y UTILLAJE","INV. NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS EN MAQUINARIA, INSTALACIONES TECNIC"
"G",2015,"624","Elementos de transporte","Elementos de transporte"
"G",2015,"62400","INV NUEVA FUNC SERV MATERIA TRANSPORTE","INV. NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS EN MATERIA DE TRANSPORTE"
"G",2015,"625","Mobiliario","Mobiliario"
"G",2015,"62500","INV NUEVA FUNC SERV EN MOBILIARIO","INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS EN MOBILIARIO"
"G",2015,"626","Equipos procesos información","Equipos para procesos de información"
"G",2015,"62600","INV NUEVA FUNC SERV EQU PROCESOS INFORM","INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS EN EQUIPOS PARA PROCESOS DE IN"
"G",2015,"627","Proyectos complejos","Proyectos complejos"
"G",2015,"62700","INV NUEVA  FUNC SERV EN P COMPLEJOS","INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS EN PROYECTOS COMPLEJOS"
"G",2015,"62701","INV NUEVA FUNC SERV PROY TEC PROMOCIONAL","INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS EN PROYECTOS TECNICOS PROMOCIO"
"G",2015,"629","Otras inv nuevas func optvo servicios","OTRAS INVERSIONES NUEVAS ASOCIADAS AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS"
"G",2015,"62900","OTRAS INV NUEVAS FUNC OPRTVO SERVICIOS","OTRAS INVERSIONES  NUEVAS ASOCIADAS AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS"
"G",2015,"63","Inv reposición func operativo servicios","Inversión de reposición asociada al funcionamiento OPERATIVO DE LOS SERVICIOS"
"G",2015,"631","Terrenos y bienes naturales","Terrenos y bienes naturales"
"G",2015,"63100","INV REP FUNC SERV TERRENOS Y B NATURALES","INVERSION DE REPOSICION ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS EN TERRENOS Y BIENES N"
"G",2015,"632","Edificios y otras construcciones","Edificios y otras construcciones"
"G",2015,"63200","INV REP FUNC SERV EDIF Y OTRAS CONSTR","INVERSION DE REPOSICION ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS EN EDIFICIOS Y  OTRAS"
"G",2015,"633","Maq, inst técnicas y utillaje","Maquinaria, instalaciones técnicas y utillaje"
"G",2015,"63300","INV REP FUNC SERV MAQ, INST Y UTILLAJE","INVERSION DE REPOSICION ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS EN MAQUINARIA, INSTALA"
"G",2015,"634","Elementos de transporte","Elementos de transporte"
"G",2015,"63400","INV REP FUNC SERV MAT TRANSPORTE","INVERSION DE REPOSICION ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS EN MATERIA DE TRANSPOR"
"G",2015,"635","Mobiliario","Mobiliario"
"G",2015,"63500","INV REP FUNC SERV EN MOBILIARIO","INVERSION DE REPOSICION ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS EN MOBILIARIO"
"G",2015,"636","Equipos para procesos de información","Equipos para procesos de información"
"G",2015,"63600","INV REP FUNC SERV EQUIPOS PROCESOS INF","INVERSION DE REPOSICION ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS EN EQUIPOS PARA PROCES"
"G",2015,"637","Proyectos complejos","Proyectos complejos"
"G",2015,"63700","INV REP FUNC EN PROYECTOS COMPLEJOS","INVERSION DE REPOSICION ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS EN PROYECTOS COMPLEJOS"
"G",2015,"639","STRAS INV REP FUNC DE LOS SERVICIOS","OTRAS INVERSIONES DE REPOSICIóN ASOCIADAS AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS"
"G",2015,"63900","OTRAS INV REP FUNC SERVICIOS","OTRAS INVERSIONES DE REPOSICION ASOCIADAS AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS"
"G",2015,"64","Gtos inversiones carácter inmaterial","Gastos en inversiones de carácter inmaterial"
"G",2015,"640","Gtos inversiones carácter inmaterial","Gastos en inversiones de carácter inmaterial"
"G",2015,"64000","GTOS INVERSIONES CARACTER INMATERIAL","GASTOS EN INVERSIONES DE CARACTER INMATERIAL"
"G",2015,"641","Gastos en aplicaciones informáticas","Gastos en aplicaciones informáticas"
"G",2015,"64100","GASTOS EN APLICACIONES INFORMATICAS","GASTOS EN APLICACIONES INFORMATICAS"
"G",2015,"648","Cuotas netas intereses por leasing","CUOTAS NETAS  DE INTERESES POR OPERACIONES DE ARRENDAMIENTO FINANCIERO (LEASING)"
"G",2015,"64800","CUOTAS NETAS INTERESES POR LEASING","CUOTAS NETAS DE INTERESES POR OPERACIONES DE ARRENDAMIENTO FINANCIERO (LEASING)"
"G",2015,"65","Inv gestionadas para otros EE. PP.","Inversiones gestionadas para otros entes públicos"
"G",2015,"650","Gtos inv gestionadas para otros EE. PP.","Gastos en inversiones gestionadas para otros entes PúBLICOS"
"G",2015,"6500","","Gastos en inversiones gestionadas para otros entes PúBLICOS"
"G",2015,"65000","GTOS INV GESTIONADAS PARA OTROS EE. PP.","GASTOS EN INVERSIONES GESTIONADAS PARA OTROS ENTES PUBLICOS"
"G",2015,"68","Gtos inversiones bienes patrimoniales","Gastos en inversiones de bienes patrimoniales"
"G",2015,"681","Terrenos y bienes naturales","Terrenos y bienes naturales"
"G",2015,"68100","GTOS INV B PATRIM TERRENOS Y B NTRALES","GASTOS EN INVERSIONES DE BIENES PATRIMONIALES EN TERRENOS Y BIENES NATURALES"
"G",2015,"682","Edificios y otras construcciones","Edificios y otras construcciones"
"G",2015,"68200"," INV B PATR EDIFICIOS Y OTRAS CONSTR","GASTOS EN INVERSIONES DE BIENES PATRIMONIALES EN EDIFICIOS Y OTRAS CONSTRUCCIONES"
"G",2015,"68201","CONSTRUCCION O COMPRA DE VIVIENDAS","CONSTRUCCION O COMPRA DE VIVIENDAS"
"G",2015,"68202","CONSTRUCCION VIVIENDAS V.P.P.","CONSTRUCCION VIVIENDAS V.P.P."
"G",2015,"689","Otros gastos inv b patrimoniales","OTROS GASTOS EN INVERSIONES DE BIENES PATRIMONIALES"
"G",2015,"68900","OTROS GASTOS INV  B PATRIMONIALES","OTROS GASTOS EN INVERSIONES DE BIENES PATRIMONIALES"
"G",2015,"69","Inversiones en bienes comunales","Inversiones en bienes comunales"
"G",2015,"690","Terrenos y bienes naturales","Terrenos y bienes naturales"
"G",2015,"69000","ADQ TERRENOS Y B NATURALES C COMUNAL","ADQUISICION DE TERRENOS Y BIENES NATURALES DE CARACTER COMUNAL"
"G",2015,"692","Inversión en infraestructuras","Inversión en infraestructuras"
"G",2015,"69200","INV INFRAESTRUCTURA C COMUNAL","INVERSION EN INFRAESTRUCTURA DE CARACTER COMUNAL"
"G",2015,"7","TRANSFERENCIAS DE CAPITAL","TRANSFERENCIAS DE CAPITAL"
"G",2015,"70","A la Admón. Gral. de la Entidad Local","A la Administración General de la Entidad Local"
"G",2015,"700","A la Admón. General de la Entidad Local","A la Administración General de la Entidad Local"
"G",2015,"70000","TRANSF CAPITAL AL AYUNTAMIENTO DE MALAGA","TRANSFERENCIAS DE CAPITAL AL AYUNTAMIENTO DE MALAGA"
"G",2015,"71","A OO. AA. de la Entidad Local","A Organismos Autónomos de la Entidad Local"
"G",2015,"710","A Organismos Autónomos de Entidad Local","A Organismos Autónomos de la Entidad Local"
"G",2015,"71000","TRANSF CAPITAL A OO. AA. DEL AYTO MALAGA","TRANSFERENCIAS DE CAPITAL A ORGANISMOS AUTONOMOS DEPENDIENTES DEL AYUNTAMIENTO DE  MALAGA"
"G",2015,"72","A la Administración del Estado","A la Administración del Estado"
"G",2015,"720","A la Admón Gral del Estado","A la Administración General del Estado"
"G",2015,"72000","TRANSF CAPITAL A LA ADMON GRAL ESTADO","TRANSFERENCIAS DE CAPITAL A LA ADMINISTRACION GENERAL DEL ESTADO"
"G",2015,"721","A OO. AA.  y Agencias","A Organismos Autónomos  y Agencias"
"G",2015,"72100","TRANSF CAPITAL AL S. P. EMPLEO ESTATAL","TRANSFERENCIAS DE CAPITAL AL  SERVICIO  PUBLICO DE EMPLEO ESTATAL"
"G",2015,"72109","TRANSF CAPITAL A OTROS OO. AA.","TRANSFERENCIAS DE CAPITAL A OTROS ORGANISMOS AUTONOMOS"
"G",2015,"722","A Fundaciones estatales","A Fundaciones estatales"
"G",2015,"72200","TRANSF CAPITAL A FUNDACIONES ESTATALES","TRANSFERENCIAS DE CAPITAL A FUNDACIONES ESTATALES"
"G",2015,"723","A sdes merc ee, ee pp ee y otros oo pp","A SOCIEDADES MERCANTILES ESTATALES, ENTIDADES PUBLICAS EMPRESARIALES Y OTROS ORGANISMOS PUBLICOS"
"G",2015,"72300","TCAP SDES, EE.PP.Y OTROS OO.PP. ESTADO","TRANSFERENCIAS DE CAPITAL A SCDADES. MERCANTILES, ENTIDADES PUBLICAS EMPRESARIALES Y OTROS ORGANISMO"
"G",2015,"73","A la Seguridad Social","A la Seguridad Social"
"G",2015,"730","A la Seguridad Social","A la Seguridad Social"
"G",2015,"7300","","A la Seguridad Social"
"G",2015,"73000","TRANSF CAPITAL A SEGURIDAD SOCIAL","TRANSFERENCIAS DE CAPITAL A LA SEGURIDAD SOCIAL"
"G",2015,"74","A entes pp. y sdades de EE. Local","A ENTES PúBLICOS Y SOCIEDADES MERCANTILES DE LA ENTIDAD LOCAL."
"G",2015,"740","A entes pp. y sdes de Entidad Local","A ENTES PúBLICOS Y SOCIEDADES MERCANTILES DE LA ENTIDAD LOCAL"
"G",2015,"74000","T CAPITAL A EE.PP. Y SDES DEL AYUNTAM","TRANSFERENCIAS DE CAPITAL A ENTES PUBLICOS Y SOCIEDADES MERCANTILES DE LA ENTIDAD LOCAL"
"G",2015,"749","",""
"G",2015,"75","A Comunidades Autónomas","A Comunidades Autónomas"
"G",2015,"750","A la Admón Gral de las CC. AA.","A LA ADMINISTRACIóN GENERAL DE LAS COMUNIDADES AUTONOMAS"
"G",2015,"75000","T CAPITAL A ADMON GRAL JTA ANDALUCIA","TRANSFERENCIAS DE CAPITAL A LA ADMINISTRACION GENERAL DE LA JUNTA DE ANDALUCIA"
"G",2015,"751","A OO. AA. y Agencias de CC. AA.","A ORGANISMOS AUTóNOMOS Y AGENCIAS DE LAS COMUNIDADES AUTONOMOMAS"
"G",2015,"75100","TCAPITAL A OO.AA.Y AGENCIAS DE JTA ANDAL","TRANSFERENCIAS DE CAPITAL A ORGANISMOS AUTONOMOS Y AGENCIAS DEPENDIENTES DE LA JUNTA DE ANDALUCIA"
"G",2015,"752","A Fundaciones de las CC. AA.","A Fundaciones de las Comunidades Autónomas"
"G",2015,"75200","T A FUNDACIONES DE JTA ANDALUCIA","TRANSFERENCIAS A FUNDACIONES  DEPENDIENTES DE LA JUNTA DE ANDALUCIA"
"G",2015,"753","A sdes, EE.PP.EE. y otros OO.PP CC.AA.","A SOCIEDADES MERCANTILES, ENTIDADES PúBLICAS EMPRESARIALES Y OTROS ORGANISMOS PUBLICOS DEPENDIENTES"
"G",2015,"7530","","TRANSFERENCIAS DE CAPITAL A FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO"
"G",2015,"75300","TC SDES, EE.PP.EE. Y OTROS OO. JTA AND","TRANSF. CAPITAL A SDADES. MERCANTIALES, ENTIDADES PUB. EMPRESARIALES Y OTROS ORGANISMOS PUBLICOS DEP"
"G",2015,"76","A Entidades Locales","A Entidades Locales"
"G",2015,"761","A Diputaciones, Consejos o C insul.","A Diputaciones, Consejos o Cabildos insulares"
"G",2015,"76100","TRANSF CAPITAL A DIPUTACION PROVINCIAL","TRANSFERENCIAS DE CAPITAL A LA DIPUTACION PROVINCIAL"
"G",2015,"762","A Ayuntamientos","A Ayuntamientos"
