FID,ID_EQUIPAMIENTO,DESCRIPCION,FINALIDAD,ACCESO_MIN,CALLE,NUMERO,OTROS,HORARIO,DIREC_WEB,E_MAIL,CONTACTO,DETALLE,MASINFO,OBSERVACION,TARJETA_JOVEN,LATITUD,LONGITUD,IMPORTE_INVERTIDO,FECHAINICIO_OBRA,FECHAFIN_OBRA,CATEGORIA,ESPECIALIDAD,DISTRITO,SDOPUNTO
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_68c7,8809,Parque Infantil El Salvador. Ronda Saliente,"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con dos zona con varios elementos de juego de pequeño, mediano y gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de loseta de caucho continua y césped artificial, que asegura la protección de los más pequeños.
En total, los elementos de juego que dispone son:

- Columpios madera
- Conjunto 3 casas, 2 toboganes, 2 trepa, 3 puentes, rocódromo y barra bombero
- Seta tobogán
- Muelle doble madera
- Muelle simple moto
- Muelle múltiple
",N,CALLE RONDA SALIENTE,1,,,,parquesyjardines@malaga.eu,,,,,N,36.73047,-4.56873,,,,38,126,CAMPANILLAS,POINT (359924.42437753186 4066120.185749934)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_68c8,8410,Parque Infantil El Salvador (Ronda Saliente),"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con dos zona con varios elementos de juego de pequeño, mediano y gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de loseta de caucho continua y césped artificial, que asegura la protección de los más pequeños.
En total, los elementos de juego que dispone son:

- 1 Columpio madera
- Conjunto 3 casas, 2 toboganes, 2 trepa, 3 puentes, rocódromo y barra bombero
- 1 Seta tobogán
- 1 Muelle doble madera
- 1 Muelle simple moto
- 1 Muelle múltiple
",N,CALLE RONDA SALIENTE,1,,,,parquesyjardines@malaga.eu,,,,,N,36.73047,-4.56873,,,,38,126,CAMPANILLAS,POINT (359924.42437753186 4066120.185749934)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_68c9,121,"Biblioteca Pública Municipal ""Serafín Estébanez Calderón"" (Santa Rosalía)","Biblioteca Pública Municipal que se encuentra en el distrito 9. Es un  centro vivo de cultura que pretende:<br>
<br>- Ofertar servicios que garanticen la igualdad de oportunidades en las fuentes de información, formación y ocio.
<br>- Crear y consolidar los hábitos de lectura y fomentar entre la población infantil y adulta el uso de las bibliotecas.
<br>- Estimular el interés en el conocimiento y favorecer el aprendizaje.
<br><br>
<b>Se ofrece:</b>
<br>
<br>- Información general.
<br>- Referencia e información bibliográfica.
<br>- Préstamo individual.
<br>- Préstamo interbibliotecario.
<br>- Lectura en sala: Infantil-Adultos.
<br>- Hemeroteca. 
<br>- Reserva de documentos.
<br>- Reprografía.
<br>- Disideratas.
<br>- Consulta CD-ROM.
<br>- Sección Local.
<br>- Audiovisuales (DVD, Videos, CDs musicales, CD-Rom...)
<br>- Multimedia.
<br>- Formación de usuarios
<br>- Actividades de dinamización y fomento a la lectura.",N,CALLE RONDA DEL NORTE,11,,"Invierno (desde el 16 de septiembre al 14 de junio, ambos incluidos)

Lunes a Viernes:
Mañanas: 10.00 h. a 14.00 h.
Tardes: 17.00 h. a 19.30 h.
Sábados sin servicio.

Horarios especiales en Navidad y Semana Santa: 09.00 a 14.00 horas. Sábados sin servicio.

Verano (del 15 de junio al 15 de septiembre)
De lunes a viernes: 09:00 a 14:00 horas.
Sábados sin servicio.
",http://www.bibliotecas.malaga.eu,biblio.secalderon@malaga.eu,,,,,N,36.73248,-4.56836,,,,114,431,CAMPANILLAS,POINT (359961.11637164134 4066342.6343960837)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_68ca,344,CENTRO DE TRANSPORTE DE MERCANCÍAS (CTM),"El Centro de Transporte de Mercancías de Málaga es un Consorcio constituido por la Junta de Andalucía (representada por la Consejería de Obras Públicas y Transportes) y el Ayuntamiento de Málaga.<br><br>Su objeto es articular la cooperación económica, técnica y administrativa entre ambos organismos, a fin de promover, construir y explotar la Estación de Transporte de Mercancías por carretera de esta ciudad y, en general, para el fomento y mejora de la infraestructura de transporte de mercancías por carretera en Málaga y su entorno metropolitano.<br><br>CTM Málaga ofrece todos los servicios relacionados con el mundo del transporte, para lo cual cuenta con las siguientes instalaciones:<br>- Naves de almacenamiento y carga fraccionada.<br>- Naves de servicios (concesionarios de vehículos industriales, talleres, etc.).<br>- Zona administrativo-comercial: oficinas, restaurantes, bancos, etc.<br>- Aparcamiento vigilado para vehículos industriales.<br>- Estación de servicio con lavado automático.<br>- Recintos para empresas transportistas.",N,CALLE FRANZ LISZT,1,"Edificio de oficinas, 3ª planta",,http://www.ctm-malaga.com,tnavarrete@ctm-malaga.com,,,,,N,36.71294198,-4.51265246,,,,28,180,CAMPANILLAS,POINT (364901.3562109297 4064095.104973907)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_68cb,1993,Centro Social Las Castañetas,Acoge las actividades de los Servicios Sociales destinados en esta zona. Se oferta espacio para actividades de diferentes agentes sociales de la ciudad.,S,CALLE REBUJINA,18,,,,,,,,,N,36.7081313,-4.5496714,,,,42,177,CAMPANILLAS,POINT (361586.24527475843 4063614.232460014)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_68cc,2029,Centro Ciudadano Barriada de Santa Rosalia - Maqueda,"Acoge actividades organizadas por el Ayuntamiento (Distrito, Servicios Sociales, Area de la mujer). A su vez es un espacio en el que las asociaciones pueden realizar sus actividades. Las asociacíones ubicadas en el mismo son: Asoc. Jub. y Pens. Virgen del Rosario y Asoc. Mujeres Entre todas el sexto sentido",S,CALLE RONDA SALIENTE,2,,,,,,,,,N,36.7321554,-4.567633,,,,42,187,CAMPANILLAS,POINT (360025.4454429558 4066305.5603991714)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_68cd,8409,Parque Infantil Cartaojal-Maqueda,"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con dos zonas con varios elementos de juego de mediano y gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de loseta de caucho, que asegura la protección de los más pequeños.
En total, los elementos de juego que dispone son:

- 1 Columpio
- 1 Muelle doble jirafa
- 1 Conjunto casa, tobogán, rocódromo, trepa y trepa con cuerda",N,CALLE DE CARTAOJAL,1,,,,parquesyjardines@malaga.eu,,,,,N,36.73454,-4.56868,,,,38,126,CAMPANILLAS,POINT (359936.28474968125 4066571.639193876)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_68ce,9356,Centro Ciudadano José Gómez Santiago,"Acoge actividades organizadas por el Ayuntamiento. (Distrito, participación ciudadana...) así mismo cede su espacio a distintas asociaciones culturales para realizar sus actividades. ",S,PLAZA DE EL SALVADOR,18,,,,,,,,,N,36.7313432,-4.5687818,,,,42,187,CAMPANILLAS,POINT (359921.38540234993 4066217.134463399)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_68f4,2069,Centro Social de Mayores Virgen del Rosario ,"CENTRO SOCIAL DE MAYORES CON ACTIVIDADES DE BAILES REGINALES, PINTURA Y EXPRESION CORPORAL , ORGANIZADAS POR EL SECTOR DE MAYORES DEL ÁREA DE BIENESTAR SOCIAL. CAFETERÍA.",S,PLAZA DE EL SALVADOR,18,,MAÑANA Y TARDE,,,,,,,N,36.7313432,-4.5687818,,,,94,373,CAMPANILLAS,POINT (359921.38540234993 4066217.134463399)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_68f5,8808,Parque Infantil Camino Santa Águeda,"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con una zona con varios elementos de juego de pequeño, mediano y gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de loseta de caucho continua, que asegura la protección de los más pequeños.
En total, los elementos de juego que dispone son:

- Columpios madera
- Muelle doble
- Muelle simple
- 2 Muelles dobles
- 1 Multijuegos
",N,CAMINO SANTA ÁGUEDA,1,,,,parquesyjardines@malaga.eu,,,,,N,36.70216,-4.54288,,,,38,126,CAMPANILLAS,POINT (362182.218006203 4062941.992079052)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_68fe,8805,Parque Infantil Chaparral. El Tarajal,"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con dos zonas con varios elementos de juego de mediano y gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de loseta de caucho continua y loseta de caucho, que asegura la protección de los más pequeños.
En total, los elementos de juego que dispone son:

- Muelle doble caballo
- Columpios madera
- Multijuegos
",N,CALLE CHAPARRAL,1,,,,parquesyjardines@malaga.eu,,,,,N,36.74577,-4.47676,,,,38,126,CAMPANILLAS,POINT (368163.35414834763 4067686.9839565144)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_68ff,3328,Parque de Mayores Barriada Tarajal,"Los Parques de Mayores son equipamientos adaptados para mayores que unen la posibilidad de realizar ejercicio saludable de una forma entretenida, con la creación de espacios que facilitan la relación personal y social entre los mayores.",N,CALLE CHAPARRAL,1,,,,,,,,,N,36.70557,-4.50638,,,,38,211,CAMPANILLAS,POINT (365448.7462023366 4063268.4262980884)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6900,1995,Centro Ciudadano El Tarajal ,Centro Ciudadano compartido por las Asociaciones ADACEMA y Colectivo Junior,S,CALLE GENERACIÓN,5,,,,,,,,,N,36.7057094,-4.5075837,,,,42,187,CAMPANILLAS,POINT (365341.4667313634 4063285.5818887306)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6909,8801,Parque Generación,"Está catalogado en el grupo de los Parques Biosaludables debido a que poseen un equipamiento diseñado para adultos para la práctica de ejercicio físico. Son especialmente recomendables para mayores de 60 años porque les permiten mejorar la movilidad, aumentar la flexibilidad y tonificar la musculación de todo el cuerpo, además de mantener la forma física y prevenir o tratar diferentes dolencias o lesiones concretas.
Este parque cuenta con los siguientes tipos de máquinas:

- Galope
- Elíptica
- Giratorio de cintura triple
- Volantes
",N,CALLE GENERACIÓN,1,,,,parquesyjardines@malaga.eu,,,,,N,36.70427,-4.50801,,,,38,311,CAMPANILLAS,POINT (365300.8741321709 4063126.4956791718)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_690e,3427,Centro Ciudadano El Tarajal-Los Chopos,"OCUPADO POR LAS ENTIDADES: A.V. 20 DE ENERO EL TARAJAL-LOS CHOPOS Y ASOC. DE MAYORES 28 DE FEBRERO. OCUPACIÓN POSITIVA DEL TIEMPO LIBRE CON EL DESARROLLO DE ACTIVIDADES CULTURALES, TALLER DE BAILE ORGANIZADO POR EL SECTOR DE MAYORES, FIESTAS.
COMPARTE ESPACIO CON ASOCIACIÓN DE VECINO. SERVICIO DE BAR.",S,CALLE CHAPARRAL,28,,LUNES A VIERNES EN HORARIO DE MAÑANA Y TARDE,,,,,,,N,36.70559,-4.50687,,,,42,187,CAMPANILLAS,POINT (365405.0109284606 4063271.3331663804)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6913,8408,Parque Infantil Cantar de los Cantares,"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con una zona con un elemento de juego de gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de césped artificial, que asegura la protección de los más pequeños.
El elemento de juego que dispone es:

- 1 Multijuegos
",N,CALLE CANTAR DE LOS CANTARES,1,,,,parquesyjardines@malaga.eu,,,,,N,36.73116,-4.56995,,,,38,126,CAMPANILLAS,POINT (359816.7346280909 4066198.5195112214)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6919,8391,Parque de la Plaza El Salvador,"Está catalogado en el grupo de los Parques Biosaludables debido a que poseen un equipamiento diseñado para adultos para la práctica de ejercicio físico. Son especialmente recomendables para mayores de 60 años porque les permiten mejorar la movilidad, aumentar la flexibilidad y tonificar la musculación de todo el cuerpo, además de mantener la forma física y prevenir o tratar diferentes dolencias o lesiones concretas.
Este parque cuenta con los siguientes tipos de máquinas:

- Volantes
- Extensión piernas
- Elevador oscilante
- Dorsales dobles
- Elíptica
- Andador",N,PLAZA DE EL SALVADOR,1,,,,,,,,,N,36.73129,-4.56866,,,,38,311,CAMPANILLAS,POINT (359932.1652034109 4066211.0543040577)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_691a,8429,Parque Infantil Ronda de Poniente,"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con una zona con varios elementos de juego de pequeño, mediano y gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de loseta de caucho, que asegura la protección de los más pequeños.
En total, los elementos de juego que dispone son:

- Muelle simple elefante
- Muelle simple coche
- Muelle doble caballos
- Columpio
- Conjunto 2 casas, 2 toboganes, puente, rocódromo, trepa",N,CALLE RONDA DEL PONIENTE,1,,,,parquesyjardines@malaga.eu,,,,,N,36.73097,-4.57265,,,,38,126,CAMPANILLAS,POINT (359575.28396755864 4066181.3963266537)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_694e,637,"MERCADOS CENTRALES DE ABASTECIMIENTOS DE MÁLAGA. S.A. (MERCAMALAGA, S.A.)",- Gestión y promoción de los Mercados Mayoristas de Málaga y actividades complementarias.,N,AVENIDA DE JOSÉ ORTEGA Y GASSET,553,,,http://www.mercamalaga.es,mercamalaga@mercamalaga.es,,,,,N,36.70550204,-4.51842504,,,,27,161,CAMPANILLAS,POINT (364372.680494171 4063277.88054855)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_694f,8802,Parque Ignacio Sánchez Mejías,"Está catalogado en el grupo de los Parques Biosaludables debido a que poseen un equipamiento diseñado para adultos para la práctica de ejercicio físico. Son especialmente recomendables para mayores de 60 años porque les permiten mejorar la movilidad, aumentar la flexibilidad y tonificar la musculación de todo el cuerpo, además de mantener la forma física y prevenir o tratar diferentes dolencias o lesiones concretas.
Este parque cuenta con los siguientes tipos de máquinas:

- Barras paralelas
- Plataforma rotante
- Asientos con barra
- Poleas
- Escalera de dedos
- Taburete (rocker)
- Manivela
- Escalera de dedos inclinada
- Agujeros
- Serpiente
- Barra curva
- Plataforma con barras de estiramientos
- Rodillos
- Barras a media altura
- Banco bicicleta doble
",N,CALLE IGNACIO SÁNCHEZ MEJÍAS,1,,,,parquesyjardines@malaga.eu,,,,,N,36.7264,-4.54559,,,,38,311,CAMPANILLAS,POINT (361983.50843418506 4065635.066661467)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6950,4004,Parque de Mayores Distrito Campanillas,"Los Parques de Mayores son equipamientos adaptados para mayores que unen la posibilidad de realizar ejercicio saludable de una forma entretenida, con la creación de espacios que facilitan la relación personal y social entre los mayores.",N,CALLE RAMÍREZ ARCAS,2,,,,,,,,,N,36.72811,-4.54532,,,,38,211,CAMPANILLAS,POINT (362010.6807858688 4065824.3846106646)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_6951,207,Agente para la Igualdad en el Distrito 9 Campanillas,"<div align=justify><b>Las Agentes para la Igualdad</b> son las profesionales responsables en cada uno de los once Distritos Municipales, de desarrollar las actuaciones previstas en los Planes del Área de Igualdad de Oportunidades de la Mujer, mediante la atención directa a las mujeres, proporcionándoles información, asesoramiento, orientación, sobre asuntos sociales, laborales, familiares, y/o derivándolas a los Servicios Centrales del Área, caso de ser necesario.<br> A través de las Agentes para la Igualdad se realizan diversas actividades encaminadas a la promoción de la mujer, con inscripciones a Cursos, Talleres, salidas y excursiones y demás actividades formativas organizadas por el Área de Igualdad de Oportunidades de la Mujer.<br>Actúa en los siguientes Ejes temáticos: Empleo y Economía, Conciliación de la Vida Personal, Familiar y Profesional, Empoderamiento, Participación Equilibrada en Espacios de toma de decisiones y Cooperación Institucional y Social, Prevención, Intervención y Erradicación de la Violencia contra   las Mujeres, Medio Ambiente, Ordenación Urbana y Transporte, Género y Cultura, Medios de Comunicación, Publicidad y Nuevas Tecnologías, Visibilización de la Situación de la Mujer, Salud y Deporte.</div>
",N,CALLE RAMÍREZ ARCAS,2,,9:00h. a 14:00h.,http://areadeigualdad.malaga.eu,mcdomenech@malaga.eu,,,,,N,36.72773,-4.54487,,,,95,380,CAMPANILLAS,POINT (362050.18640423275 4065781.5792851183)
