Fecha;Importe;AREA PRESUPUESTARIA;PROGRAMA PRESUPUESTARIO;IDENTIFICACI‡N;BENEFICIARIO;LINEA;CONCEPTO;;;;;;;;;;;;;
29/04/2015;847,68;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47006929;ASOCIACION CASA DE BENEFICENCIA DE VALLADOLID;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR-BECAS COMEDOR""";;;;;;;;;;;;;
29/04/2015;114,13;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47006929;ASOCIACION CASA DE BENEFICENCIA DE VALLADOLID;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-PRESTACION FINANCIAC‡N MENORES GUARDER÷AS-BECAS GUARDER÷A""";;;;;;;;;;;;;
18/05/2015;847,68;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47006929;ASOCIACION CASA DE BENEFICENCIA DE VALLADOLID;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR-BECAS COMEDOR""";;;;;;;;;;;;;
18/05/2015;114,13;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47006929;ASOCIACION CASA DE BENEFICENCIA DE VALLADOLID;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-PRESTACION FINANCIAC‡N MENORES GUARDER÷AS-BECAS GUARDER÷A""";;;;;;;;;;;;;
22/06/2015;847,68;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47006929;ASOCIACION CASA DE BENEFICENCIA DE VALLADOLID;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2014-GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR""";;;;;;;;;;;;;
22/06/2015;114,13;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47006929;ASOCIACION CASA DE BENEFICENCIA DE VALLADOLID;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-PRESTACION FINANCIAC‡N MENORES GUARDER÷AS-BECAS GUARDER÷A""";;;;;;;;;;;;;
21/07/2015;114,13;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47006929;ASOCIACION CASA DE BENEFICENCIA DE VALLADOLID;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-PRESTACION FINANCIAC‡N MENORES GUARDER÷AS-BECAS GUARDER÷A""";;;;;;;;;;;;;
21/07/2015;847,68;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47006929;ASOCIACION CASA DE BENEFICENCIA DE VALLADOLID;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2014-GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR""";;;;;;;;;;;;;
27/11/2015;501,71;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47006929;ASOCIACION CASA DE BENEFICENCIA DE VALLADOLID;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR""";;;;;;;;;;;;;
31/12/2015;484,38;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47006929;ASOCIACION CASA DE BENEFICENCIA DE VALLADOLID;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR""";;;;;;;;;;;;;
31/12/2015;384,38;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47006929;ASOCIACION CASA DE BENEFICENCIA DE VALLADOLID;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR""";;;;;;;;;;;;;
01/06/2015;987,93;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47319561;ASOCIACION CULTURAL LA AMISTAD;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015""""-IGUALDAD";;;;;;;;;;;;;
01/06/2015;692,38;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47472899;"ASOCIACION DA•O CEREBRAL ADQUIRIDO """"CAMINO""""";FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015"""" DISCAPAC";;;;;;;;;;;;;
01/06/2015;1.352,54;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47322011;"ASOCIACION DE MUJERES """"LA RONDILLA""""";FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015"""" VIOLENCIA";;;;;;;;;;;;;
01/06/2015;610,94;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47332440;"ASOCIACI‡N DE PADRES Y TUTORES DE ADULTOS DISCAPACITADDOS """"CONDE ANSUREZ""""";FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015"""" DISCAPAC";;;;;;;;;;;;;
01/06/2015;814,58;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47472923;ASOCIACION DE PARKINSON VALLADOLID;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015"""" DISCAPAC";;;;;;;;;;;;;
01/06/2015;763,67;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47623459;ASOCIACION DE SORDOCIEGOS DE CASTILLA Y LE‡N (ASOCYL);FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015"""" DISCAPAC";;;;;;;;;;;;;
01/06/2015;712,76;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G80587165;ASOCIACION DE SORDOCIEGOS DE ESPA•A;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015"""" DISCAPAC";;;;;;;;;;;;;
01/06/2015;1.042,90;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47021126;ASOCIACION DE VECINOS 24 DE DICIEMBRE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015"""" MENORES";;;;;;;;;;;;;
01/06/2015;509,11;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47282421;ASOCIACION DISMINUIDOS PSIQUICOS GRUP-ALEGRIA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015"""" DISCAPAC";;;;;;;;;;;;;
20/11/2015;600,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47742507;ASOCIACION EDUCATIVA PROMETEO;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR""";;;;;;;;;;;;;
20/11/2015;600,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47742507;ASOCIACION EDUCATIVA PROMETEO;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR""";;;;;;;;;;;;;
31/12/2015;600,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47742507;ASOCIACION EDUCATIVA PROMETEO;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR""";;;;;;;;;;;;;
31/12/2015;600,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47742507;ASOCIACION EDUCATIVA PROMETEO;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR""";;;;;;;;;;;;;
09/04/2015;8.100,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47277934;ASOCIACION EL PUENTE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: CONVENIO COLABORACION FEAFES - SALUD MENTAL""""";;;;;;;;;;;;;
01/06/2015;855,30;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47277934;ASOCIACION EL PUENTE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015"""" DISCAPAC";;;;;;;;;;;;;
01/06/2015;560,02;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47510334;ASOCIACION FIBROMIALGIA Y SINDROME FATIGA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015"""" DISCAPAC";;;;;;;;;;;;;
01/06/2015;987,93;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47420435;ASOCIACION FORO FEMINISTA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015""""-IGUALDAD";;;;;;;;;;;;;
01/06/2015;1.383,10;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47665666;ASOCIACION IGUALDADES SOCIEDAD DERECHOS Y OPORTUN. P/COLECTIVOS EN DESVENTAJA (ASIES);FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015""""-IGUALDAD";;;;;;;;;;;;;
08/04/2015;7.803,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G85590685;ASOCIACION INTERNACIONAL DEL TELEFONO DE LA ESPERANZA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: CONVENIO ASOC.INTERN. TELEFONO DE LA ESPERANZA-2015""""";;;;;;;;;;;;;
01/06/2015;661,85;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47023445;ASOCIACION PADRES Y AMIGOS DEL SORDO;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015"""" DISCAPAC";;;;;;;;;;;;;
01/06/2015;661,85;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47041439;ASOCIACION PERSONAS SORDAS EN ACCION;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015"""" DISCAPAC";;;;;;;;;;;;;
01/06/2015;509,11;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47037312;ASOCIACION PROMOCION ESTIMULACION PRECOZ;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015"""" DISCAPAC";;;;;;;;;;;;;
03/12/2015;4.000,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47084603;ASOCIACION PROMOCI‡N GITANA DE VALLADOLID;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""CONVENIO ASOC. PROMOCI‡N GITANA DE VALLADOLID 2015""""";;;;;;;;;;;;;
01/01/2015;4.000,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47084603;ASOCIACION PROMOCION GITANA VALLADOLID;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""CONVENIO ASOC. PROMOCI‡N GITANA VALLADOLID (2013-2014)""""";;;;;;;;;;;;;
01/01/2015;9.055,59;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;Q4766003J;ASOCIACION PROMOCION GITANA VALLADOLID;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2014- CUIDADO MENORES 1ß A•O DE VIDA (ALIMENTACI‡N INFANTIL)""";;;;;;;;;;;;;
01/06/2015;698,66;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G78885639;ASOCIACION PROMOCION Y DESARROLLO;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015"""" SENSIBIL";;;;;;;;;;;;;
01/06/2015;610,94;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47036959;ASOCIACION PROVINCIAL SORDOS DE VALLADOLID;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015"""" DISCAPAC";;;;;;;;;;;;;
21/04/2015;5.400,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47056106;ASOCIACION ROSA CHACEL;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones:""CONVENIO COLAB. C. DOCUMENTACI‡N ROSA CHACEL""""";;;;;;;;;;;;;
01/06/2015;1.340,87;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G28256667;ASOCIACION SAN VICENTE DE PAUL;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015"""" MENORES";;;;;;;;;;;;;
01/06/2015;1.030,70;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47316112;ASOCIACION TRATAMIENTO-REHABILIT.ALCOHOLISMO;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015"""" DROGODEP";;;;;;;;;;;;;
01/06/2015;327,95;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47022199;ASOCIACION VALLIS.AYUDA ANCIANIDAD E INFANCIA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015"""" VOLUNTAR";;;;;;;;;;;;;
21/04/2015;1.150,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47377767;ASOCIACION VALLISOLETANA ALCOHOL.REHABILITADO;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""CONVENIO COLAB. AVAR- ASOC. ALCOHOLICOS REHABILITADOS""""";;;;;;;;;;;;;
01/06/2015;1.030,70;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47377767;ASOCIACION VALLISOLETANA ALCOHOL.REHABILITADO;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015"""" DROGODEP";;;;;;;;;;;;;
01/06/2015;763,67;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47356209;ASOCIACION VALLISOLETANA ESCLEROSIS MULTIPLE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015"""" DISCAPAC";;;;;;;;;;;;;
01/06/2015;1.060,82;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47020433;ASOCIACION VECINAL RONDILLA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015"""" INMIGRAC";;;;;;;;;;;;;
03/03/2015;726,37;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47658943;ASOCIACION VILA QUINTANA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-PREST.FINANCIACI‡N MENORES EN GUARDER÷AS ";;;;;;;;;;;;;
17/03/2015;891,37;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47658943;ASOCIACION VILA QUINTANA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-PRESTACION FINANCIAC‡N MENORES GUARDER÷AS-BECAS GUARDER÷A""";;;;;;;;;;;;;
15/04/2015;891,37;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47658943;ASOCIACION VILA QUINTANA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-PRESTACION FINANCIAC‡N MENORES GUARDER÷AS-BECAS GUARDER÷A""";;;;;;;;;;;;;
22/05/2015;1.121,67;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47658943;ASOCIACION VILA QUINTANA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-PRESTACION FINANCIAC‡N MENORES GUARDER÷AS-BECAS GUARDER÷A""";;;;;;;;;;;;;
22/06/2015;1.021,97;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47658943;ASOCIACION VILA QUINTANA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-PRESTACION FINANCIAC‡N MENORES GUARDER÷AS-BECAS GUARDER÷A""";;;;;;;;;;;;;
21/07/2015;856,97;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47658943;ASOCIACION VILA QUINTANA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-PRESTACION FINANCIAC‡N MENORES GUARDER÷AS-BECAS GUARDER÷A""";;;;;;;;;;;;;
12/08/2015;669,47;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47658943;ASOCIACION VILA QUINTANA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-PRESTACION FINANCIAC‡N MENORES GUARDER÷AS-BECAS GUARDER÷A""";;;;;;;;;;;;;
28/09/2015;142,50;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47658943;ASOCIACION VILA QUINTANA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-PRESTACION FINANCIAC‡N MENORES GUARDER÷AS-BECAS GUARDER÷A""";;;;;;;;;;;;;
11/11/2015;165,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47658943;ASOCIACION VILA QUINTANA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-PRESTACION FINANCIAC‡N MENORES GUARDER÷AS-BECAS GUARDER÷A""";;;;;;;;;;;;;
20/11/2015;302,76;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47658943;ASOCIACION VILA QUINTANA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-PRESTACION FINANCIAC‡N MENORES GUARDER÷AS-BECAS GUARDER÷A""";;;;;;;;;;;;;
31/12/2015;459,76;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47658943;ASOCIACION VILA QUINTANA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-PRESTACION FINANCIAC‡N MENORES GUARDER÷AS-BECAS GUARDER÷A""";;;;;;;;;;;;;
31/12/2015;459,76;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47658943;ASOCIACION VILA QUINTANA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-PRESTACION FINANCIAC‡N MENORES GUARDER÷AS-BECAS GUARDER÷A""";;;;;;;;;;;;;
01/06/2015;469,23;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47417548;ASOCIACIONVOLUNTARIADO UNIVERSIDAD VAL;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015"""" VOLUNTAR";;;;;;;;;;;;;
01/06/2015;763,67;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47448246;ASPACE VALLADOLID;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015"""" DISCAPAC";;;;;;;;;;;;;
14/07/2015;3.750,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;12357503V;AYUDAS DE EMERGENCIA URGENTES;FOMENTO DE ACCIONES EN MATERIA SOCIAL;ANTICIPO DE CAJA FIJA RAQUEL PLANILLO- AYUDAS DE EMERGENCIA URGENTES-;;;;;;;;;;;;;
22/09/2015;5.229,12;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G78586104;BRIGADAS INTERNACIONALES DE PAZ;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015- SUBVENCIONES ACCI‡N HUMANITARIA"""" DCTO.8381 AS14.082";;;;;;;;;;;;;
21/04/2015;8.100,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;R4700126H;CARITAS DIOCESANA VALLADOLID;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""CONVENIO COLAB. CARITAS - CASA ACOGIDA""""";;;;;;;;;;;;;
23/10/2015;19.475,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47365812;CASA DE JUVENTUD ALESTE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ESPECIAL INTERêS 2015""""";;;;;;;;;;;;;
01/06/2015;509,12;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;G47244090;CASTELLANOS DE OLID;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""SUBVENCIONES ENT. PRIVADAS S/ANIMO DE LUCRO SECTORES 2015"""" DISCAPAC";;;;;;;;;;;;;
15/04/2015;3.891,14;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;R4700535J;COMUNIDAD ADORATRICES ESCLAVAS STISMO.SACRAM.;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR-BECAS COMEDOR""";;;;;;;;;;;;;
18/05/2015;3.891,14;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;R4700535J;COMUNIDAD ADORATRICES ESCLAVAS STISMO.SACRAM.;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR-BECAS COMEDOR""";;;;;;;;;;;;;
08/07/2015;3.594,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;R4700535J;COMUNIDAD ADORATRICES ESCLAVAS STISMO.SACRAM.;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2014-GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR""";;;;;;;;;;;;;
31/12/2015;2.253,59;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;R4700535J;COMUNIDAD ADORATRICES ESCLAVAS STISMO.SACRAM.;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR""";;;;;;;;;;;;;
03/03/2015;797,72;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;R4700223C;CENTRO CULTURAL VALLISOLETANO.H.MARISTAS;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-GTOS.ALIM.MENORES EDAD ESCOLAR ";;;;;;;;;;;;;
24/03/2015;897,72;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;R4700223C;CENTRO CULTURAL VALLISOLETANO.H.MARISTAS;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR-BECAS COMEDOR""";;;;;;;;;;;;;
20/04/2015;897,72;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;R4700223C;CENTRO CULTURAL VALLISOLETANO.H.MARISTAS;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR-BECAS COMEDOR""";;;;;;;;;;;;;
22/05/2015;897,72;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;R4700223C;CENTRO CULTURAL VALLISOLETANO.H.MARISTAS;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR-BECAS COMEDOR""";;;;;;;;;;;;;
22/06/2015;897,72;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;R4700223C;CENTRO CULTURAL VALLISOLETANO.H.MARISTAS;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2014-GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR""";;;;;;;;;;;;;
21/07/2015;655,54;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;R4700223C;CENTRO CULTURAL VALLISOLETANO.H.MARISTAS;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2014-GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR""";;;;;;;;;;;;;
20/11/2015;284,08;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;R4700223C;CENTRO CULTURAL VALLISOLETANO.H.MARISTAS;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR""";;;;;;;;;;;;;
31/12/2015;242,04;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;R4700223C;CENTRO CULTURAL VALLISOLETANO.H.MARISTAS;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR""";;;;;;;;;;;;;
31/12/2015;242,04;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;R4700223C;CENTRO CULTURAL VALLISOLETANO.H.MARISTAS;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR""";;;;;;;;;;;;;
27/02/2015;60,23;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;R4700198G;CENTRO DE EDUCACION INFANTIL NAZARET;FOMENTO DE ACCIONES EN MATERIA SOCIAL;"Subvenciones: ""2015-PREST.FINANCIACI‡N MENORES EN GUARDER÷AS ";;;;;;;;;;;;;
