FECHA DE LA OBLIGACI‡N;IMPORTE;µREA PRESUPUESTARIA;PROGRAMA PRESUPUESTARIO;IDENTIFICACI‡N DEL BENEFICIARIO;BENEFICIARIO;L÷NEA;CONCEPTO
18/08/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47259312;"AGRUPACION CULTURAL """"LA VICTORIA""""";FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47280094;GRUPO TRECE DE JUNIO;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
18/08/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47285317;ASOCIACION CULTURAL CASTILL-DELICIAS;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
05/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47285317;ASOCIACION CULTURAL CASTILL-DELICIAS;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47304977;ASOC. GRUPO TERCERA EDAD LA CAMPI•A;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
18/08/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47304977;ASOC. GRUPO TERCERA EDAD LA CAMPI•A;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
18/08/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47311642;"AGRUPACION CULTURAL """"LA TREBEDE""""";FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
05/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47311642;"AGRUPACION CULTURAL """"LA TREBEDE""""";FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
29/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47311782;ASOC. CULTURAL RIBERA DEL PISUERGA;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
18/08/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47316948;GRUPO CULTURAL TIEMPO LIBRE STO.TORIBIO;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
18/08/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47316948;GRUPO CULTURAL TIEMPO LIBRE STO.TORIBIO;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47317045;GRUPO DE TEATRO MUTIS;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47332010;ASOC. CULTURAL COROS Y DANZAS PILARICA;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
05/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47332010;ASOC. CULTURAL COROS Y DANZAS PILARICA;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47361027;ASOC. GRUPO DE DANZAS BESANA;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
05/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47361027;ASOC. GRUPO DE DANZAS BESANA;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
05/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47361027;ASOC. GRUPO DE DANZAS BESANA;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
24/06/2014;3.772,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47361241;AA.VV. COVARESA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;SUBVENCIONES PARA ASOCIACIONES VECINALES PARA ACTIVIDADES 2014
05/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47364815;GRUPO SOCIO CULTURAL TEATRO LORCA;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47376181;GRUPO DE TEATRO LA ILUSION;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
05/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47376181;GRUPO DE TEATRO LA ILUSION;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47383682;ASOC. TEATRAL AMARANTO;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47386131;ASOC. ANTIGUOS ALUMNOS UNIV. EXPERIENCIA;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
29/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47386131;ASOC. ANTIGUOS ALUMNOS UNIV. EXPERIENCIA;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47387568;A.C.TEATRO ARCON DE OLID;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47396205;AA.VV. PARQUE ALAMEDA;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
18/08/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47396205;AA.VV. PARQUE ALAMEDA;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
18/08/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47396205;AA.VV. PARQUE ALAMEDA;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
24/06/2014;6.086,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47396205;AA.VV. PARQUE ALAMEDA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;SUBVENCIONES PARA ASOCIACIONES VECINALES PARA ACTIVIDADES 2014
24/06/2014;1.894,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47396759;AA.VV. FUENTE BERROCAL;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;SUBVENCIONES PARA ASOCIACIONES VECINALES PARA ACTIVIDADES 2014
24/06/2014;2.696,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47401674;AA.VV. DISTRITO 05;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;SUBVENCIONES PARA ASOCIACIONES VECINALES PARA ACTIVIDADES 2014
05/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47404108;"ASOC.CULTURAL COROS Y DANZAS """"ZAGALEJO""""";FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
24/06/2014;3.882,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47406772;AA.VV. NUESTRA SE•ORA DEL ROSARIO;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;SUBVENCIONES PARA ASOCIACIONES VECINALES PARA ACTIVIDADES 2014
24/06/2014;3.934,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47418124;AA.VV. ZONA NORTE S.P. REGALADO;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;SUBVENCIONES PARA ASOCIACIONES VECINALES PARA ACTIVIDADES 2014
24/06/2014;1.524,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47418298;AA.VV. ENTREPARQUES;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;SUBVENCIONES PARA ASOCIACIONES VECINALES PARA ACTIVIDADES 2014
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47421979;ASOC.CULTURAL DE SAN ANDRES;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
24/06/2014;2.640,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47425574;FED.PROV.AA.VV.Y CONSUM.CONDE ANSUREZ;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;SUBVENCIONES PARA ASOCIACIONES VECINALES PARA ACTIVIDADES 2014
24/06/2014;5.316,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47442272;AA.VV. BARRIO DELICIAS;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;SUBVENCIONES PARA ASOCIACIONES VECINALES PARA ACTIVIDADES 2014
05/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47458955;ASOCIACION CULTURAL EXDEPA;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47468616;ASOC.CULTURAL TEATRO DEL AIRE;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
18/08/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47468616;ASOC.CULTURAL TEATRO DEL AIRE;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
18/08/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47468616;ASOC.CULTURAL TEATRO DEL AIRE;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
29/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47468616;ASOC.CULTURAL TEATRO DEL AIRE;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47484548;ASOC.CULTURAL VOZ DEL VALLE;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47496427;ZAHORI TEATRO;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
05/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47496427;ZAHORI TEATRO;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47508841;ASOC.KALEIDOSCOPIO;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47509922;GRUPO DE TEATRO BRHIZNAS;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47533781;ASOCIACION CULTURAL PAN-ARCADIA;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47541099;"TEATRO """"SIN TECHO""""";FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47545348;ASOC. ALUMNOS UNIVERSIDAD PERMANENTE MILLµN SANTOS;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47575899;GRUPO DE TEATRO HORIZON;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
18/08/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47575899;GRUPO DE TEATRO HORIZON;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
05/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47581830;ASOC.TEATRO CULTURAL DE CIMBRONM;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47586235;ASOCIACION DE MEXICANOS DE CASTILLA Y LE‡N;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47592191;ASOCIACION HERRERA TEATRO;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
24/06/2014;3.190,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47595194;ASOC. DE VECINOS PUENTE JARDIN;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;SUBVENCIONES PARA ASOCIACIONES VECINALES PARA ACTIVIDADES 2014
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47598107;GRUPO EL PALILLO;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
29/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47598107;GRUPO EL PALILLO;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
18/08/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47598826;ASOC.CULTURAL EL TREBOL;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
24/06/2014;1.854,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47608252;AA. VV. MONASTERIO DEL PRADO;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;SUBVENCIONES PARA ASOCIACIONES VECINALES PARA ACTIVIDADES 2014
24/06/2014;2.310,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47616289;AA. VV. VILLA DE PRADO;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;SUBVENCIONES PARA ASOCIACIONES VECINALES PARA ACTIVIDADES 2014
17/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47625173;"ASOCIACION MUSICAL """"EN CLAVE DE SON""""";FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
18/08/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47627906;FUNDACION PERSONAS;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
05/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47627906;FUNDACION PERSONAS;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47630488;GRUPO CANOVACCI TEATRO;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
05/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47636592;GRUPO DE DANZAS NUEVAS RA÷CES DE TORRELOBAT‡N;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47638184;GRUPO LITERARIO TEATRO TÈ Y YO;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
18/08/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47638184;GRUPO LITERARIO TEATRO TÈ Y YO;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
29/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47639075;ATHENEA TEATRO;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47647383;ASOC. CULT. VIEJOS DESEOS;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
05/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47647383;ASOC. CULT. VIEJOS DESEOS;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
05/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47648894;ASOCIACION CULTURAL ARVATEFUSION;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
05/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47648894;ASOCIACION CULTURAL ARVATEFUSION;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47651104;GRUPO TIRAMISU TEATRO;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
05/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47653688;ASOCIACION CULTURAL DE PERSONAS CIEGAS Y CON DISCAPACIDAD VISUAL CASTILLA-LEON;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47659743;TEATRO PILAR CONDE;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
05/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47659743;TEATRO PILAR CONDE;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47660956;"GRUPO DANZAS CASTELLANAS """"LA ESGUEVA""""";FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47662515;ASOC. GRUPO DE DANZAS JUANA I DE CASTILLA;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47670302;ASOCIACION CULTURAL TEATRO PARQUESOL;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
05/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47670302;ASOCIACION CULTURAL TEATRO PARQUESOL;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47671334;ASOCIACION MUSICAL VOCES DEL PISUERGA;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
18/08/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47671334;ASOCIACION MUSICAL VOCES DEL PISUERGA;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47672241;"ASOC. CULT. DULZAINEROS """"HUERTA DEL REY""""";FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
05/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47672241;"ASOC. CULT. DULZAINEROS """"HUERTA DEL REY""""";FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47676853;ASOC. CULT. ROCIERAS DEL CAMINO;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
29/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47676853;ASOC. CULT. ROCIERAS DEL CAMINO;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47683446;ASOC. GRUPO DE TEATRO ANDURRIALES;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
18/08/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47683446;ASOC. GRUPO DE TEATRO ANDURRIALES;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47686530;GRUPO CELEMIN VALLADOLID;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47687207;ASOC.JUVENIL JUVENTUD OBRERA CRISTIANA CASTILLA Y LEON;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
29/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47687207;ASOC.JUVENIL JUVENTUD OBRERA CRISTIANA CASTILLA Y LEON;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
05/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47695697;ASOC GRUPO DE TEATRO RAKATAKLA;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
18/08/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47696737;ASOCIACION POETA BULULU;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
18/08/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47707559;ATHENEA MUSICAL;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
05/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47709084;ASOC ARTES ESCENICAS GRUPO DE TEATRO TALIA;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
29/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47717996;ASOC CULTURAL TEATRO ESCENAS;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
29/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;G47718747;DIABLA TEATRO;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
05/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;P4704500J;AYUNTAMIENTO DE CASTRONUEVO DE ESGUEVA;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
01/01/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;Q2866004A;O.N.C.E;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
29/12/2014;250,00;ATENCION Y PARTICIPACION CIUDADANA;PARTICIPACI‡N CIUDADANA;V47349998;ORQUESTA DE PULSO Y PUA;FOMENTO DE LA CULTURA;MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL
