EXERCICI,CODI ORGÀNIC,CODI DE PROGRAMA,CODI ECONÒMIC,NOM PARTIDA,PRESSUPOST INICIAL,PRESSUPOST ACTUAL,AUTORITZACIÓ (A),DISPOSICIÓ (D),OBLIGACIÓ (O),PAGAMENT (P),REALITZACIÓ DE PAGAMENT (RP),SALDO,% SALDO SOBRE PRESS. ACTUAL,MODIFICACIÓ,REMANENTS INCORPORATS,ALTRES MODIFICACIONS,REMANENT,A PENDENT,D PENDENT,O PENDENT,P PENDENT,RETENCIONS DE CRÈDIT,% D SOBRE CRÈDIT,% RP SOBRE OBLIGACIONS
2017,J1200,92060,12006,TRIENNIS SECRETARIA,€14909.30,€15058.39,€13273.85,€13273.85,€9868.17,€9868.17,€8925.91,€1784.54,11.85%,€149.09,€0.00,,€5190.22,€0.00,€3405.68,€0.00,€942.26,,88.15%,90.45%
2017,J1200,92060,12100,COMPLEMENT DE DESTINACIÓ SECRETARIA,€25180.40,€25432.20,€24900.54,€24900.54,€19198.93,€19198.93,€17405.24,€531.66,2.09%,€251.80,€0.00,,€6233.27,€0.00,€5701.61,€0.00,€1793.69,,97.91%,90.66%
2017,J1200,92060,12101,COMPLEMENT ESPECÍFIC SECRETARIA,€72803.36,€73531.39,€71235.87,€71235.87,€55919.28,€55919.28,€50805.78,€2295.52,3.12%,€728.03,€0.00,,€17612.11,€0.00,€15316.59,€0.00,€5113.50,,96.88%,90.86%
2017,J1200,92060,16000,SEGURETAT SOCIAL SECRETARIA,€34888.68,€35237.57,€29567.41,€29567.41,€15891.29,€15891.29,€15891.29,€5670.16,16.09%,€348.89,€0.00,,€19346.28,€0.00,€13676.12,€0.00,€0.00,,83.91%,100.00%
2017,J1200,92060,20301,ARRENDAMENT FONT D'AIGUA SECRETARIA,€450.00,€450.00,€377.52,€377.52,€377.52,€377.52,€377.52,€72.48,16.11%,€0.00,€0.00,,€72.48,€0.00,€0.00,€0.00,€0.00,,83.89%,100.00%
2017,J1200,92060,21302,MANTENIMENT EQUIPS IMPRESSIO SECRETARIA,€1000.00,€1363.79,€3129.15,€3129.15,€1042.54,€747.30,€641.76,€-1765.36,-129.45%,€363.79,€363.79,,€321.25,€0.00,€2086.61,€295.24,€105.54,,229.45%,61.56%
2017,J1200,92060,22201,TRAMESES POSTALS SECRETARIA,€2500.00,€2500.00,€2500.00,€2500.00,€897.24,€897.24,€806.15,€0.00,0.00%,€0.00,€0.00,,€1602.76,€0.00,€1602.76,€0.00,€91.09,,100.00%,89.85%
2017,J1200,92060,22699,ALTRES DESPESES SECRETARIA,€2000.00,€2000.00,€1071.24,€1071.24,€344.32,€344.32,€344.32,€928.76,46.44%,€0.00,€0.00,,€1655.68,€0.00,€726.92,€0.00,€0.00,,53.56%,100.00%
2017,J1200,92060,23020,DIETES PERSONAL SECRETARIA,€300.00,€300.00,€300.00,€300.00,€0.00,€0.00,€0.00,€0.00,0.00%,€0.00,€0.00,,€300.00,€0.00,€300.00,€0.00,€0.00,,100.00%,0.00%
2017,J1200,92060,23120,LOCOMOCIO SECRETARIA,€1000.00,€1000.00,€1000.00,€1000.00,€31.45,€31.45,€31.45,€0.00,0.00%,€0.00,€0.00,,€968.55,€0.00,€968.55,€0.00,€0.00,,100.00%,100.00%
2017,J1210,91210,10000,BÀSIQUES ÒRGANS DE GOVERN CONSISTORI,€400674.96,€404681.71,€403839.95,€403839.95,€317567.61,€317567.61,€288661.76,€841.76,0.21%,€4006.75,€0.00,,€87114.10,€0.00,€86272.34,€0.00,€28905.85,,99.79%,90.90%
2017,J1210,91210,11000,BASIQUES EVENTUAL CONSISTORI,€39987.86,€49525.28,€49525.28,€49525.28,€38953.48,€38953.48,€35280.93,€0.00,0.00%,€9537.42,€0.00,,€10571.80,€0.00,€10571.80,€0.00,€3672.55,,100.00%,90.57%
2017,J1210,91210,11001,COMPLEM. EVENTUAL CONSISTORI,€62787.76,€77759.52,€77759.52,€77759.52,€60766.61,€60766.61,€55105.11,€0.00,0.00%,€14971.76,€0.00,,€16992.91,€0.00,€16992.91,€0.00,€5661.50,,100.00%,90.68%
2017,J1210,91210,12003,SOUS DEL GRUP C1 CONSISTORI,€19967.36,€20167.03,€10910.47,€10910.47,€8707.15,€8707.15,€7972.64,€9256.56,45.90%,€199.67,€0.00,,€11459.88,€0.00,€2203.32,€0.00,€734.51,,54.10%,91.56%
2017,J1210,91210,12006,TRIENNIS CONSISTORI,€6610.40,€6676.50,€2905.82,€2905.82,€2246.82,€2246.82,€2066.34,€3770.68,56.48%,€66.10,€0.00,,€4429.68,€0.00,€659.00,€0.00,€180.48,,43.52%,91.97%
2017,J1210,91210,12100,COMPLEMENT DE DESTINACIÓ CONSISTORI,€9896.04,€9995.00,€5400.41,€5400.41,€4280.10,€4280.10,€3923.13,€4594.59,45.97%,€98.96,€0.00,,€5714.90,€0.00,€1120.31,€0.00,€356.97,,54.03%,91.66%
2017,J1210,91210,12101,COMPLEMENT ESPECÍFIC CONSISTORI,€26474.00,€26738.74,€16757.59,€16757.59,€13246.72,€13246.72,€12112.27,€9981.15,37.33%,€264.74,€0.00,,€13492.02,€0.00,€3510.87,€0.00,€1134.45,,62.67%,91.44%
2017,J1210,91210,16000,SEGURETAT SOCIAL CONSISTORI,€178863.22,€188055.00,€177009.28,€177009.28,€113330.70,€113330.70,€113330.70,€11045.72,5.87%,€9191.78,€0.00,,€74724.30,€0.00,€63678.58,€0.00,€0.00,,94.13%,100.00%
2017,J1210,91210,22200,TELEFON CONSISTORI,€9500.00,€13751.24,€14956.54,€14956.54,€5227.82,€5227.82,€976.58,€-1205.30,-8.77%,€4251.24,€4251.24,,€8523.42,€0.00,€9728.72,€0.00,€4251.24,,108.77%,18.68%
2017,J1210,91210,22699,ALTRES DESPESES CONSISTORI,€1000.00,€1000.00,€604.84,€604.84,€604.83,€604.83,€604.83,€395.16,39.52%,€0.00,€0.00,,€395.17,€0.00,€0.01,€0.00,€0.00,,60.48%,100.00%
2017,J1210,91210,23000,DIETES PER REPRESENTACIO CONSISTORI,€37500.00,€37500.00,€26430.00,€26430.00,€26430.00,€26430.00,€26430.00,€11070.00,29.52%,€0.00,€0.00,,€11070.00,€0.00,€0.00,€0.00,€0.00,,70.48%,100.00%
2017,J1210,91210,23020,DIETES PERSONAL CONSISTORI,€300.00,€300.00,€563.39,€563.39,€563.39,€563.39,€563.39,€-263.39,-87.80%,€0.00,€0.00,,€-263.39,€0.00,€0.00,€0.00,€0.00,,187.80%,100.00%
2017,J1210,91210,23120,LOCOMOCIO CONSISTORI,€300.00,€300.00,€1421.79,€1421.79,€1421.79,€1421.79,€801.53,€-1121.79,-373.93%,€0.00,€0.00,,€-1121.79,€0.00,€0.00,€0.00,€620.26,,473.93%,56.37%
2017,J1210,91210,48910,APORTACIÓ A GRUPS MUNICIPALS CONSISTORI,€352500.00,€352500.00,€352437.60,€352437.60,€352437.60,€293698.00,€293698.00,€62.40,0.02%,€0.00,€0.00,,€62.40,€0.00,€0.00,€58739.60,€0.00,,99.98%,83.33%
2017,J1210,92061,12000,SOUS DEL GRUP A1 ASSESSORIA JURIDICA,€59297.28,€59890.25,€42439.19,€42439.19,€33970.84,€33970.84,€30803.03,€17451.06,29.14%,€592.97,€0.00,,€25919.41,€0.00,€8468.35,€0.00,€3167.81,,70.86%,90.67%
2017,J1210,92061,12001,SOUS DEL GRUP A2 ASSESSORIA JURIDICA,€0.00,€0.00,€2075.43,€2075.43,€0.00,€0.00,€0.00,€-2075.43,0.00%,€0.00,€0.00,,€0.00,€0.00,€2075.43,€0.00,€0.00,,0.00%,0.00%
2017,J1210,92061,12006,TRIENNIS ASSESSORIA JURIDICA,€14102.48,€14243.50,€7349.54,€7349.54,€3641.49,€3641.49,€3319.44,€6893.96,48.40%,€141.02,€0.00,,€10602.01,€0.00,€3708.05,€0.00,€322.05,,51.60%,91.16%
2017,J1210,92061,12100,COMPLEMENT DE DESTINACIÓ ASSESSORIA JURIDICA,€36875.72,€37244.48,€28048.93,€28048.93,€21251.71,€21251.71,€19327.32,€9195.55,24.69%,€368.76,€0.00,,€15992.77,€0.00,€6797.22,€0.00,€1924.39,,75.31%,90.94%
2017,J1210,92061,12101,COMPLEMENT ESPECÍFIC ASSESSORIA JURIDICA,€100471.92,€101476.64,€79030.25,€79030.25,€65222.22,€65222.22,€59349.64,€22446.39,22.12%,€1004.72,€0.00,,€36254.42,€0.00,€13808.03,€0.00,€5872.58,,77.88%,91.00%
2017,J1210,92061,16000,SEGURETAT SOCIAL ASSESSORIA JURIDICA,€54324.12,€54867.36,€37439.50,€37439.50,€24558.62,€24558.62,€24558.62,€17427.86,31.76%,€543.24,€0.00,,€30308.74,€0.00,€12880.88,€0.00,€0.00,,68.24%,100.00%
2017,J1210,92061,22001,"PREMSA,LLIBRES I ALTRES ASSESSORIA JURIDICA",€10000.00,€10000.00,€8131.84,€8131.84,€8131.84,€8131.84,€8093.84,€1868.16,18.68%,€0.00,€0.00,,€1868.16,€0.00,€0.00,€0.00,€38.00,,81.32%,99.53%
2017,J1210,92061,22604,JURIDIQUES ASSESSORIA JURIDICA,€50000.00,€140000.00,€165767.76,€165767.76,€34354.58,€28361.25,€28361.25,€-25767.76,-18.41%,€90000.00,€0.00,,€105645.42,€0.00,€131413.18,€5993.33,€0.00,,118.41%,82.55%
2017,J1210,92061,22699,ALTRES DESPESES ASSESSORIA JURIDICA,€100.00,€13375.02,€13275.02,€13275.02,€13275.02,€13275.02,€13275.02,€100.00,0.75%,€13275.02,€0.00,,€100.00,€0.00,€0.00,€0.00,€0.00,,99.25%,100.00%
2017,J1210,92440,14300,ALTRE PERSONAL PROCESSOS ELECTORALS,€1.00,€1.00,€0.00,€0.00,€0.00,€0.00,€0.00,€1.00,100.00%,€0.00,€0.00,,€1.00,€0.00,€0.00,€0.00,€0.00,,0.00%,0.00%
2017,J1210,93310,12003,SOUS DEL GRUP C1 GESTIÓ DEL PATRIMONI,€9983.68,€10083.52,€10083.52,€10083.52,€7979.92,€7979.92,€7245.41,€0.00,0.00%,€99.84,€0.00,,€2103.60,€0.00,€2103.60,€0.00,€734.51,,100.00%,90.80%
2017,J1210,93310,12006,TRIENNIS GESTIÓ DEL PATRIMONI,€2887.78,€2916.66,€2916.66,€2916.66,€2264.55,€2264.55,€2056.11,€0.00,0.00%,€28.88,€0.00,,€652.11,€0.00,€652.11,€0.00,€208.44,,100.00%,90.80%
2017,J1210,93310,12100,COMPLEMENT DE DESTINACIÓ GESTIÓ DEL PATRIMONI,€5582.36,€5638.18,€5638.18,€5638.18,€4430.03,€4430.03,€4027.30,€0.00,0.00%,€55.82,€0.00,,€1208.15,€0.00,€1208.15,€0.00,€402.73,,100.00%,90.91%
2017,J1210,93310,12101,COMPLEMENT ESPECÍFIC GESTIÓ DEL PATRIMONI,€8909.74,€8998.84,€8998.84,€8998.84,€7070.47,€7070.47,€6427.70,€0.00,0.00%,€89.10,€0.00,,€1928.37,€0.00,€1928.37,€0.00,€642.77,,100.00%,90.91%
2017,J1210,93310,16000,SEGURETAT SOCIAL GESTIÓ DEL PATRIMONI,€7237.68,€7310.06,€7310.06,€7310.06,€4908.93,€4908.93,€4908.93,€0.00,0.00%,€72.38,€0.00,,€2401.13,€0.00,€2401.13,€0.00,€0.00,,100.00%,100.00%
2017,J1210,93310,22404,ALTRES ASSEGURANCES PATRIMONI,€110000.00,€110000.00,€109420.20,€109420.20,€93159.44,€93159.44,€93159.44,€579.80,0.53%,€0.00,€0.00,,€16840.56,€0.00,€16260.76,€0.00,€0.00,,99.47%,100.00%
2017,J1210,93310,22699,ALTRES DESPESES PATRIMONI,€20000.00,€20000.00,€0.00,€0.00,€0.00,€0.00,€0.00,€20000.00,100.00%,€0.00,€0.00,,€20000.00,€0.00,€0.00,€0.00,€0.00,,0.00%,0.00%
2017,J1300,92074,12000,SOUS DEL GRUP A1 PLANIF.I PROJ.ESTRATEGICS,€14824.32,€14972.56,€14972.56,€14972.56,€12011.72,€12011.72,€10880.36,€0.00,0.00%,€148.24,€0.00,,€2960.84,€0.00,€2960.84,€0.00,€1131.36,,100.00%,90.58%
2017,J1300,92074,12006,TRIENNIS PLANIF.I PROJ.ESTRATEGICS,€4727.18,€4774.45,€4774.45,€4774.45,€3579.56,€3579.56,€3210.45,€0.00,0.00%,€47.27,€0.00,,€1194.89,€0.00,€1194.89,€0.00,€369.11,,100.00%,89.69%
2017,J1300,92074,12100,COMPLEMENT DESTINACIÓ PLANIF.I PROJ.ESTRATEGICS,€11253.34,€11365.87,€11365.87,€11365.87,€8930.35,€8930.35,€8118.50,€0.00,0.00%,€112.53,€0.00,,€2435.52,€0.00,€2435.52,€0.00,€811.85,,100.00%,90.91%
2017,J1300,92074,12101,COMPLEMENT ESPECÍFIC PLANIF.I PROJ.ESTRATEGICS,€27599.60,€27875.60,€27875.60,€27875.60,€21902.21,€21902.21,€19911.10,€0.00,0.00%,€276.00,€0.00,,€5973.39,€0.00,€5973.39,€0.00,€1991.11,,100.00%,90.91%
2017,J1300,92074,16000,SEGURETAT SOCIAL PLANIF.I PROJ.ESTRATEGICS,€11544.24,€11659.68,€11659.68,€11659.68,€7562.40,€7562.40,€7562.40,€0.00,0.00%,€115.44,€0.00,,€4097.28,€0.00,€4097.28,€0.00,€0.00,,100.00%,100.00%
2017,J1300,92320,12000,SOUS DEL GRUP A1 ARXIU MUNICIPAL,€14824.32,€14972.56,€19847.06,€19847.06,€13143.08,€13143.08,€10880.36,€-4874.50,-32.56%,€148.24,€0.00,,€1829.48,€0.00,€6703.98,€0.00,€2262.72,,132.56%,82.78%
2017,J1300,92320,12001,SOUS DEL GRUP A2 ARXIU MUNICIPAL,€13037.08,€13167.45,€13167.45,€13167.45,€10496.05,€10496.05,€9517.79,€0.00,0.00%,€130.37,€0.00,,€2671.40,€0.00,€2671.40,€0.00,€978.26,,100.00%,90.68%
2017,J2100,93101,22300,TRANSPORTS HISENDA,€100.00,€100.00,€0.00,€0.00,€0.00,€0.00,€0.00,€100.00,100.00%,€0.00,€0.00,,€100.00,€0.00,€0.00,€0.00,€0.00,,0.00%,0.00%
2017,J1300,92320,12006,TRIENNIS ARXIU MUNICIPAL,€3202.36,€3234.38,€3627.96,€3627.96,€2570.89,€2570.89,€2248.44,€-393.58,-12.17%,€32.02,€0.00,,€663.49,€0.00,€1057.07,€0.00,€322.45,,112.17%,87.46%
2017,J1300,92320,12100,COMPLEMENT DE DESTINACIÓ ARXIU MUNICIPAL,€12791.52,€12919.44,€15092.40,€15092.40,€10224.59,€10224.59,€8856.10,€-2172.96,-16.82%,€127.92,€0.00,,€2694.85,€0.00,€4867.81,€0.00,€1368.49,,116.82%,86.62%
2017,J1300,92320,12101,COMPLEMENT ESPECÍFIC ARXIU MUNICIPAL,€23888.62,€24127.51,€28185.30,€28185.30,€19011.25,€19011.25,€16463.20,€-4057.79,-16.82%,€238.89,€0.00,,€5116.26,€0.00,€9174.05,€0.00,€2548.05,,116.82%,86.60%
2017,J1300,92320,13000,BASIQUES LABORAL FIX ARXIU MUNICIPAL,€65768.12,€66425.80,€66425.80,€66425.80,€52096.01,€52096.01,€47325.83,€0.00,0.00%,€657.68,€0.00,,€14329.79,€0.00,€14329.79,€0.00,€4770.18,,100.00%,90.84%
2017,J1300,92320,14301,BECARIS ARXIU MUNICIPAL,€2450.00,€2474.50,€2474.50,€2474.50,€2400.00,€2400.00,€2400.00,€0.00,0.00%,€24.50,€0.00,,€74.50,€0.00,€74.50,€0.00,€0.00,,100.00%,100.00%
2017,J1300,92320,16000,SEGURETAT SOCIAL ARXIU MUNICIPAL,€41018.21,€41428.39,€45163.79,€45163.79,€26288.30,€26288.30,€26288.30,€-3735.40,-9.02%,€410.18,€0.00,,€15140.09,€0.00,€18875.49,€0.00,€0.00,,109.02%,100.00%
2017,J1300,92320,21302,MANTENIMENT EQUIPS IMPRESSIO ARXIU MUNICIPAL,€230.00,€230.00,€81.59,€81.59,€27.45,€27.45,€27.45,€148.41,64.53%,€0.00,€0.00,,€202.55,€0.00,€54.14,€0.00,€0.00,,35.47%,100.00%
2017,J1300,92320,22199,ALTRES SUBMINISTRAMENTS ARXIU MUNICIPAL,€2250.00,€2250.00,€858.93,€858.93,€0.00,€0.00,€0.00,€1391.07,61.83%,€0.00,€0.00,,€2250.00,€0.00,€858.93,€0.00,€0.00,,38.17%,0.00%
2017,J1300,92320,22699,ALTRES DESPESES ARXIU MUNICIPAL,€5000.00,€5000.00,€4752.66,€4752.66,€4595.74,€4400.93,€4400.93,€247.34,4.95%,€0.00,€0.00,,€404.26,€0.00,€156.92,€194.81,€0.00,,95.05%,95.76%
2017,J1300,92320,22706,ESTUDIS I TREBALLS ARXIU MUNICIPAL,€24150.00,€24150.00,€22260.80,€22260.80,€19983.77,€18442.98,€18442.98,€1889.20,7.82%,€0.00,€0.00,,€4166.23,€0.00,€2277.03,€1540.79,€0.00,,92.18%,92.29%
2017,J1300,92320,62901,ARXIU MUNICIPAL,€5000.00,€10000.00,€0.00,€0.00,€0.00,€0.00,€0.00,€10000.00,100.00%,€5000.00,€5000.00,,€10000.00,€0.00,€0.00,€0.00,€0.00,,0.00%,0.00%
2017,J1310,17223,48200,TRANSF. UPC PROJECTE ALERA,€0.00,€3269.72,€3269.72,€3269.72,€3269.72,€3269.72,€3269.72,€0.00,0.00%,€3269.72,€3269.72,,€0.00,€0.00,€0.00,€0.00,€0.00,,100.00%,100.00%
2017,J1310,17223,49000,TRANSF. A L'EXTERIOR PROJECTE ALERA,€0.00,€4170.85,€4170.85,€4170.85,€4170.85,€4170.85,€4170.85,€0.00,0.00%,€4170.85,€4170.85,,€0.00,€0.00,€0.00,€0.00,€0.00,,100.00%,100.00%
2017,J1310,42501,22699,ALTRES DESPESES PROJECTE EUROPEU THERMOS,€28551.00,€28551.00,€25949.43,€25949.43,€4462.50,€4462.50,€4462.50,€2601.57,9.11%,€0.00,€0.00,,€24088.50,€0.00,€21486.93,€0.00,€0.00,,90.89%,100.00%
2017,J1310,42501,22706,ESTUDIS I TREBALLS PROJECTE EUROPEU THERMOS,€49695.00,€49695.00,€41261.86,€41261.86,€6815.80,€3507.50,€3507.50,€8433.14,16.97%,€0.00,€0.00,,€42879.20,€0.00,€34446.06,€3308.30,€0.00,,83.03%,51.46%
2017,J1310,42501,23120,LOCOMOCIÓ PROJECTE EUROPEU THERMOS,€5200.00,€5200.00,€5200.00,€5200.00,€0.00,€0.00,€0.00,€0.00,0.00%,€0.00,€0.00,,€5200.00,€0.00,€5200.00,€0.00,€0.00,,100.00%,0.00%
2017,J1310,43211,22699,ALTRES DESPESES PROMOCIO DE LA CIUTAT,€0.00,€150000.00,€28479.59,€28479.59,€4221.69,€4221.69,€4221.69,€121520.41,81.01%,€150000.00,€0.00,,€145778.31,€0.00,€24257.90,€0.00,€0.00,,18.99%,100.00%
2017,J1310,43910,22699,ALTRES DESPESES IMPULS NOVA ECONOMIA,€0.00,€150000.00,€11737.00,€11737.00,€0.00,€0.00,€0.00,€138263.00,92.18%,€150000.00,€0.00,,€150000.00,€0.00,€11737.00,€0.00,€0.00,,7.82%,0.00%
2017,J1310,49111,13000,BASIQUES LABORAL FIX GOVERN OBERT,€42470.56,€42895.27,€40065.38,€40065.38,€29702.12,€29702.12,€26647.96,€2829.89,6.60%,€424.71,€0.00,,€13193.15,€0.00,€10363.26,€0.00,€3054.16,,93.40%,89.72%
2017,J1310,49111,13100,LABORAL TEMPORAL GOVERN OBERT,€33306.00,€33639.06,€33639.06,€33639.06,€25381.92,€25381.92,€23047.78,€0.00,0.00%,€333.06,€0.00,,€8257.14,€0.00,€8257.14,€0.00,€2334.14,,100.00%,90.80%
2017,J1310,49111,16000,SEGURETAT SOCIAL GOVERN OBERT,€24759.98,€25007.58,€25007.58,€25007.58,€15409.36,€15409.36,€15409.36,€0.00,0.00%,€247.60,€0.00,,€9598.22,€0.00,€9598.22,€0.00,€0.00,,100.00%,100.00%
2017,J1310,49111,22706,ESTUDIS I TREBALLS GOVERN OBERT,€21000.00,€31000.00,€30433.27,€30433.27,€15717.90,€14146.11,€11002.53,€566.73,1.83%,€10000.00,€0.00,,€15282.10,€0.00,€14715.37,€1571.79,€3143.58,,98.17%,70.00%
2017,J1310,92071,13100,LABORAL TEMPORAL PROCESSOS ESTRATEGICS,€31398.92,€31712.91,€31712.91,€31712.91,€25019.95,€25019.95,€22716.97,€0.00,0.00%,€313.99,€0.00,,€6692.96,€0.00,€6692.96,€0.00,€2302.98,,100.00%,90.80%
2017,J1310,92071,16000,SEGURETAT SOCIAL PROCESSOS ESTRATEGICS,€10471.44,€10576.15,€10576.15,€10576.15,€6872.29,€6872.29,€6872.29,€0.00,0.00%,€104.71,€0.00,,€3703.86,€0.00,€3703.86,€0.00,€0.00,,100.00%,100.00%
2017,J1310,92071,22001,"PREMSA,LLIBRES I ALTRES PROJECTES ESTRATÈGICS",€200.00,€200.00,€847.00,€847.00,€847.00,€847.00,€847.00,€-647.00,-323.50%,€0.00,€0.00,,€-647.00,€0.00,€0.00,€0.00,€0.00,,423.50%,100.00%
2017,J1310,92071,22699,ALTRES DESPESES PROJECTES ESTRATÈGICS,€1400.00,€1400.00,€29.89,€29.89,€29.89,€29.89,€29.89,€1370.11,97.87%,€0.00,€0.00,,€1370.11,€0.00,€0.00,€0.00,€0.00,,2.14%,100.00%
2017,J1310,92071,22706,ESTUDIS I TREBALLS CONSELL DE CIUTAT,€10000.00,€15000.00,€5540.33,€5540.33,€5400.08,€5400.08,€400.08,€9459.67,63.06%,€5000.00,€5000.00,,€9599.92,€0.00,€140.25,€0.00,€5000.00,,36.94%,7.41%
2017,J1310,92071,22710,PLA DE PROJECCIÓ EXTERIOR,€15000.00,€22000.00,€15100.80,€15100.80,€0.00,€0.00,€0.00,€6899.20,31.36%,€7000.00,€0.00,,€22000.00,€0.00,€15100.80,€0.00,€0.00,,68.64%,0.00%
2017,J1310,92071,22799,TREBALLS EMPRESES PROJECTES ESTRATÈGICS,€45600.00,€79744.35,€55139.57,€55139.57,€47259.09,€47259.09,€46995.59,€24604.78,30.85%,€34144.35,€14644.35,,€32485.26,€0.00,€7880.48,€0.00,€263.50,,69.15%,99.44%
2017,J1310,92071,23020,DIETES PROJECTES  ESTRATÈGICS,€100.00,€100.00,€100.00,€100.00,€37.40,€37.40,€37.40,€0.00,0.00%,€0.00,€0.00,,€62.60,€0.00,€62.60,€0.00,€0.00,,100.00%,100.00%
2017,J1310,92071,23120,LOCOMOCIO PROJECTES ESTRATÈGICS,€400.00,€400.00,€1020.33,€1020.33,€1020.33,€1020.33,€1016.33,€-620.33,-155.08%,€0.00,€0.00,,€-620.33,€0.00,€0.00,€0.00,€4.00,,255.08%,99.61%
2017,J1310,92071,48920,APORTACIÓ INDICADORS PERFIL DE LA CIUTAT,€650.00,€650.00,€600.00,€600.00,€600.00,€600.00,€600.00,€50.00,7.69%,€0.00,€0.00,,€50.00,€0.00,€0.00,€0.00,€0.00,,92.31%,100.00%
2017,J1310,92072,22706,ESTUDIS I TREBALLS INDICADORS I PROGRAMACIO,€4200.00,€4200.00,€1045.22,€1045.22,€137.72,€137.72,€137.72,€3154.78,75.11%,€0.00,€0.00,,€4062.28,€0.00,€907.50,€0.00,€0.00,,24.89%,100.00%
2017,J1310,92073,22706,ESTUDIS I TREBALLS FORUM GOVERNANÇA MUNICIPAL,€40000.00,€40000.00,€12625.00,€12625.00,€11504.40,€11504.40,€11504.40,€27375.00,68.44%,€0.00,€0.00,,€28495.60,€0.00,€1120.60,€0.00,€0.00,,31.56%,100.00%
2017,J1310,92910,22699,ALTRES DESPESES PROJECTES EUROPEUS,€3500.00,€3500.00,€879.90,€879.90,€13.30,€13.30,€13.30,€2620.10,74.86%,€0.00,€0.00,,€3486.70,€0.00,€866.60,€0.00,€0.00,,25.14%,100.00%
2017,J1320,32720,13100,LABORAL TEMPORAL CCP,€31723.80,€32041.04,€32041.04,€32041.04,€24973.86,€24973.86,€22663.04,€0.00,0.00%,€317.24,€0.00,,€7067.18,€0.00,€7067.18,€0.00,€2310.82,,100.00%,90.75%
2017,J1320,32720,16000,SEGURETAT SOCIAL CCP,€10572.04,€10677.76,€10677.76,€10677.76,€7113.88,€7113.88,€7113.88,€0.00,0.00%,€105.72,€0.00,,€3563.88,€0.00,€3563.88,€0.00,€0.00,,100.00%,100.00%
2017,J1320,32720,20301,ARRENDAMENT FONT D'AIGUA CCP,€450.00,€450.00,€377.52,€377.52,€377.52,€377.52,€377.52,€72.48,16.11%,€0.00,€0.00,,€72.48,€0.00,€0.00,€0.00,€0.00,,83.89%,100.00%
2017,J1320,32720,21300,MANTENIMENT MAQUINARIA I UTILLATGE CCP,€1150.00,€1150.00,€957.15,€957.15,€717.85,€385.61,€385.61,€192.85,16.77%,€0.00,€0.00,,€432.15,€0.00,€239.30,€332.24,€0.00,,83.23%,53.72%
2017,J1320,32720,22000,MATERIAL OFICINA NO INVENTARIABLE CCP,€300.00,€300.00,€0.00,€0.00,€0.00,€0.00,€0.00,€300.00,100.00%,€0.00,€0.00,,€300.00,€0.00,€0.00,€0.00,€0.00,,0.00%,0.00%
2017,J1320,32720,22001,"PREMSA, LLIBRES I ALTRES CCP",€850.00,€850.00,€195.00,€195.00,€0.00,€0.00,€0.00,€655.00,77.06%,€0.00,€0.00,,€850.00,€0.00,€195.00,€0.00,€0.00,,22.94%,0.00%
2017,J1320,32720,22601,PROTOCOL I REPRESENTATIVES CCP,€1000.00,€1000.00,€238.95,€238.95,€238.95,€238.95,€238.95,€761.05,76.11%,€0.00,€0.00,,€761.05,€0.00,€0.00,€0.00,€0.00,,23.90%,100.00%
2017,J1320,32720,22609,ACTIVITATS CCP,€10000.00,€10000.00,€7553.32,€7553.32,€6393.32,€5686.82,€5686.82,€2446.68,24.47%,€0.00,€0.00,,€3606.68,€0.00,€1160.00,€706.50,€0.00,,75.53%,88.95%
2017,J1320,32720,22699,ALTRES DESPESES CCP,€8500.00,€8500.00,€1232.28,€1232.28,€1073.82,€1073.82,€1073.82,€7267.72,85.50%,€0.00,€0.00,,€7426.18,€0.00,€158.46,€0.00,€0.00,,14.50%,100.00%
2017,J1320,32720,22700,TREBALLS NETEJA CCP,€12000.00,€12000.00,€11930.60,€11930.60,€8947.89,€8947.89,€8947.89,€69.40,0.58%,€0.00,€0.00,,€3052.11,€0.00,€2982.71,€0.00,€0.00,,99.42%,100.00%
2017,J1320,32720,22799,TREBALLS EMPRESES CCP,€10000.00,€10000.00,€4564.06,€4564.06,€3638.25,€3638.25,€3638.25,€5435.94,54.36%,€0.00,€0.00,,€6361.75,€0.00,€925.81,€0.00,€0.00,,45.64%,100.00%
2017,J1320,32721,14300,ALTRE PERSONAL XARXA PER LA PAU,€41500.00,€46915.00,€46915.00,€46915.00,€25994.34,€25994.34,€23364.09,€0.00,0.00%,€5415.00,€0.00,,€20920.66,€0.00,€20920.66,€0.00,€2630.25,,100.00%,89.88%
2017,J1320,32721,16000,SEGURETAT SOCIAL XARXA PER LA PAU,€13500.00,€13635.00,€13635.00,€13635.00,€7334.04,€7334.04,€7334.04,€0.00,0.00%,€135.00,€0.00,,€6300.96,€0.00,€6300.96,€0.00,€0.00,,100.00%,100.00%
